node_origin,node_loc,technology,year_vtg,year_act,mode,commodity,level,value,time,time_origin,unit
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-RCPA,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-CHN,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-EEU,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-FSU,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-LAM,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-MEA,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-NAM,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-PAO,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-PAS,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-SAS,lh2,,5.111746578668003e-07,year,year,GWa
R12_AFR,R12_AFR,lh2_tanker_lh2,broadcast,broadcast,AFR-WEU,lh2,,5.111746578668003e-07,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-AFR,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-CHN,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-EEU,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-FSU,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-LAM,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-MEA,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-NAM,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-PAO,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-PAS,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-SAS,lh2,,9.348989746721573e-06,year,year,GWa
R12_RCPA,R12_RCPA,lh2_tanker_lh2,broadcast,broadcast,RCPA-WEU,lh2,,9.348989746721573e-06,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-AFR,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-RCPA,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-EEU,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-FSU,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-LAM,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-MEA,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-NAM,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-PAO,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-PAS,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-SAS,lh2,,6.525621972491762e-07,year,year,GWa
R12_CHN,R12_CHN,lh2_tanker_lh2,broadcast,broadcast,CHN-WEU,lh2,,6.525621972491762e-07,year,year,GWa
R12_EEU,R12_EEU,lh2_tanker_lh2,broadcast,broadcast,EEU-AFR,lh2,,3.3883927627919824e-06,year,year,GWa
R12_EEU,R12_EEU,lh2_tanker_lh2,broadcast,broadcast,EEU-RCPA,lh2,,3.3883927627919824e-06,year,year,GWa
R12_EEU,R12_EEU,lh2_tanker_lh2,broadcast,broadcast,EEU-CHN,lh2,,3.3883927627919824e-06,year,year,GWa
R12_EEU,R12_EEU,lh2_tanker_lh2,broadcast,broadcast,EEU-FSU,lh2,,3.3883927627919824e-06,year,year,GWa
R12_EEU,R12_EEU,lh2_tanker_lh2,broadcast,broadcast,EEU-LAM,lh2,,3.3883927627919824e-06,year,year,GWa
R12_EEU,R12_EEU,lh2_tanker_lh2,broadcast,broadcast,EEU-MEA,lh2,,3.3883927627919824e-06,year,year,GWa
