node_loc,technology,year_act,value,unit,mode,time
R12_AFR,lh2_tanker_lh2,2025,50528.311548,Mt-km,AFR-CHN,year
R12_AFR,lh2_tanker_lh2,2025,27469.774112,Mt-km,AFR-EEU,year
R12_AFR,lh2_tanker_lh2,2025,62101.49064,Mt-km,AFR-FSU,year
R12_AFR,lh2_tanker_lh2,2025,55872890.873184,Mt-km,AFR-LAM,year
R12_AFR,lh2_tanker_lh2,2025,479272228.414596,Mt-km,AFR-MEA,year
R12_AFR,lh2_tanker_lh2,2025,38606831.100913,Mt-km,AFR-NAM,year
R12_AFR,lh2_tanker_lh2,2025,404377.12908,Mt-km,AFR-PAO,year
R12_AFR,lh2_tanker_lh2,2025,50349980.716444,Mt-km,AFR-PAS,year
R12_AFR,lh2_tanker_lh2,2025,115664405.51523,Mt-km,AFR-SAS,year
R12_AFR,lh2_tanker_lh2,2025,896478236.7092,Mt-km,AFR-WEU,year
R12_CHN,lh2_tanker_lh2,2025,183003.764112,Mt-km,CHN-AFR,year
R12_CHN,lh2_tanker_lh2,2025,1011033.678294,Mt-km,CHN-FSU,year
R12_CHN,lh2_tanker_lh2,2025,14085254.401808,Mt-km,CHN-LAM,year
R12_CHN,lh2_tanker_lh2,2025,42621923.112391,Mt-km,CHN-MEA,year
R12_CHN,lh2_tanker_lh2,2025,855343.147656,Mt-km,CHN-NAM,year
R12_CHN,lh2_tanker_lh2,2025,305432495.43023,Mt-km,CHN-PAO,year
R12_CHN,lh2_tanker_lh2,2025,5832766184.81178,Mt-km,CHN-PAS,year
R12_CHN,lh2_tanker_lh2,2025,441484.229466,Mt-km,CHN-RCPA,year
R12_CHN,lh2_tanker_lh2,2025,4371370.18826,Mt-km,CHN-SAS,year
R12_CHN,lh2_tanker_lh2,2025,66581.910019,Mt-km,CHN-WEU,year
R12_EEU,lh2_tanker_lh2,2025,1996654.966163,Mt-km,EEU-AFR,year
R12_EEU,lh2_tanker_lh2,2025,33921987.995981,Mt-km,EEU-FSU,year
R12_EEU,lh2_tanker_lh2,2025,1074406.780265,Mt-km,EEU-LAM,year
R12_EEU,lh2_tanker_lh2,2025,3800598.284376,Mt-km,EEU-MEA,year
R12_EEU,lh2_tanker_lh2,2025,6837138.162668,Mt-km,EEU-NAM,year
R12_EEU,lh2_tanker_lh2,2025,0.193488,Mt-km,EEU-PAO,year
R12_EEU,lh2_tanker_lh2,2025,391449649.886352,Mt-km,EEU-WEU,year
R12_FSU,lh2_tanker_lh2,2025,71877.848496,Mt-km,FSU-AFR,year
R12_FSU,lh2_tanker_lh2,2025,112789.56479,Mt-km,FSU-CHN,year
R12_FSU,lh2_tanker_lh2,2025,14974844.791179,Mt-km,FSU-EEU,year
R12_FSU,lh2_tanker_lh2,2025,489005.43471,Mt-km,FSU-LAM,year
R12_FSU,lh2_tanker_lh2,2025,6427271.004048,Mt-km,FSU-MEA,year
R12_FSU,lh2_tanker_lh2,2025,4686478.308916,Mt-km,FSU-NAM,year
R12_FSU,lh2_tanker_lh2,2025,271974.480404,Mt-km,FSU-PAO,year
R12_FSU,lh2_tanker_lh2,2025,10725809.1138,Mt-km,FSU-PAS,year
R12_FSU,lh2_tanker_lh2,2025,9800.718035,Mt-km,FSU-SAS,year
R12_FSU,lh2_tanker_lh2,2025,2182882687.303321,Mt-km,FSU-WEU,year
R12_LAM,lh2_tanker_lh2,2025,69917844.00546,Mt-km,LAM-AFR,year
