SSP,RCP,year,iso3,variable,pop,share_acc,pop_no_acc,pop_acc,unit
SSP3,rcp26,2060,MRT,Improved sanitation services,11010042,0.709318166,3226015,7809623,people
SSP3,rcp26,2060,MRT,Improved water services,11010042,0.927334063,825651,10209987,people
SSP3,rcp26,2060,MWI,Improved sanitation services,48135443,0.671420939,15952712,32319144,people
SSP3,rcp26,2060,MWI,Improved water services,48135443,0.96191189,1969801,46302055,people
SSP3,rcp26,2060,NAM,Improved sanitation services,4308027,0.75673031,1065342,3260015,people
SSP3,rcp26,2060,NAM,Improved water services,4308027,0.954653904,212682,4112675,people
SSP3,rcp26,2060,NER,Improved sanitation services,102157363,0.552124341,45919463,56403567,people
SSP3,rcp26,2060,NER,Improved water services,102157363,0.837250009,16791776,85531253,people
SSP3,rcp26,2060,NGA,Improved sanitation services,560094529,0.821904541,100815796,460344237,people
SSP3,rcp26,2060,NGA,Improved water services,560094529,0.919756553,46009419,515150613,people
SSP3,rcp26,2060,NIC,Improved sanitation services,10208564,0.87795669,1264968,8962677,people
SSP3,rcp26,2060,NIC,Improved water services,10208564,0.920136824,834369,9393276,people
SSP3,rcp26,2060,NPL,Improved sanitation services,42290739,0.999799417,107962,42282256,people
SSP3,rcp26,2060,NPL,Improved water services,42290739,0.994611423,327366,42062852,people
SSP3,rcp26,2060,PAK,Improved sanitation services,492371986,0.969680188,16067196,477443360,people
SSP3,rcp26,2060,PAK,Improved water services,492371986,0.992346139,4907117,488603439,people
SSP3,rcp26,2060,PAN,Improved sanitation services,6350121,0.971848168,196192,6171353,people
SSP3,rcp26,2060,PAN,Improved water services,6350121,0.997775621,31550,6335996,people
SSP3,rcp26,2060,PER,Improved sanitation services,45070311,0.958519598,1972789,43200776,people
SSP3,rcp26,2060,PER,Improved water services,45070311,0.981674291,929200,44244366,people
SSP3,rcp26,2060,PHL,Improved sanitation services,185346723,0.993590409,1557947,184158726,people
SSP3,rcp26,2060,PHL,Improved water services,185346723,0.998435274,659967,185056706,people
SSP3,rcp26,2060,PRY,Improved sanitation services,10196086,0.962198044,407236,9810654,people
SSP3,rcp26,2060,PRY,Improved water services,10196086,0.995609301,66572,10151318,people
SSP3,rcp26,2060,RWA,Improved sanitation services,28489756,0.967515441,968485,27564279,people
SSP3,rcp26,2060,RWA,Improved water services,28489756,0.937369673,1827331,26705433,people
SSP3,rcp26,2060,SDN,Improved sanitation services,101173983,0.597740365,40942950,60475774,people
SSP3,rcp26,2060,SDN,Improved water services,103607693,0.89669815,10953494,92904827,people
SSP3,rcp26,2060,SEN,Improved sanitation services,41673383,0.96291432,1619808,40127897,people
SSP3,rcp26,2060,SEN,Improved water services,41673383,0.981356304,851268,40896437,people
SSP3,rcp26,2060,SLV,Improved sanitation services,7471493,0.992867284,72031,7418201,people
SSP3,rcp26,2060,SLV,Improved water services,7471493,0.991584231,81617,7408615,people
SSP3,rcp26,2060,SUR,Improved sanitation services,874285,0.990358104,10820,865855,people
SSP3,rcp26,2060,SUR,Improved water services,874285,1.000774898,1712,874962,people
SSP3,rcp26,2060,SWZ,Improved sanitation services,1607012,0.971760747,49537,1561631,people
SSP3,rcp26,2060,SWZ,Improved water services,1607012,0.939642211,101151,1510016,people
SSP3,rcp26,2060,TCD,Improved sanitation services,53232896,0.476051347,27995017,25341592,people
SSP3,rcp26,2060,TCD,Improved water services,53232896,0.805531601,10455828,42880780,people
SSP3,rcp26,2060,TGO,Improved sanitation services,18999503,0.749283913,4789587,14236022,people
SSP3,rcp26,2060,TGO,Improved water services,18999503,0.924838995,1454128,17571481,people
SSP3,rcp26,2060,THA,Improved sanitation services,64809638,0.999921802,83462,64804570,people
SSP3,rcp26,2060,THA,Improved water services,64809638,1.001194735,963,64887068,people
SSP3,rcp26,2060,TKM,Improved sanitation services,9812700,0.997069833,51259,9783947,people
SSP3,rcp26,2060,TKM,Improved water services,9812700,1.002293608,0,9835206,people
SSP3,rcp26,2060,TUN,Improved sanitation services,15704529,1.000774308,12093,15716689,people
SSP3,rcp26,2060,TUN,Improved water services,15704529,0.992292943,145289,15583493,people
SSP3,rcp26,2060,TUR,Improved sanitation services,104533869,0.994180836,843749,103925569,people
SSP3,rcp26,2060,TUR,Improved water services,104533869,0.999286221,310063,104459255,people
SSP3,rcp26,2060,TZA,Improved sanitation services,172557392,0.896334803,18183670,154669196,people
SSP3,rcp26,2060,TZA,Improved water services,172557392,0.859694186,24506280,148346587,people
SSP3,rcp26,2060,UGA,Improved sanitation services,123361132,0.791460639,26047149,97635480,people
SSP3,rcp26,2060,UGA,Improved water services,123361132,0.889904487,13903004,109779625,people
SSP3,rcp26,2060,UKR,Improved sanitation services,28322567,0.998641715,75343,28284097,people
SSP3,rcp26,2060,UKR,Improved water services,28322567,1.000166351,32161,28327278,people
SSP3,rcp26,2060,URY,Improved sanitation services,3364535,0.992608135,30361,3339665,people
SSP3,rcp26,2060,URY,Improved water services,3364535,0.999115261,8467,3361558,people
SSP3,rcp26,2060,VNM,Improved sanitation services,116351744,0.969029064,3883433,112748222,people
SSP3,rcp26,2060,VNM,Improved water services,116351744,0.983029307,2254480,114377174,people
SSP3,rcp26,2060,YEM,Improved sanitation services,62396675,0.8997758,6405703,56143018,people
SSP3,rcp26,2060,YEM,Improved water services,62396675,0.982590537,1238339,61310382,people
SSP3,rcp26,2060,ZAF,Improved sanitation services,70906478,0.965022545,2870067,68426350,people
SSP3,rcp26,2060,ZAF,Improved water services,70906478,1.00165718,272434,71023983,people
SSP3,rcp26,2060,ZMB,Improved sanitation services,44314251,0.828382431,7780505,36709147,people
SSP3,rcp26,2060,ZMB,Improved water services,44314251,0.903540226,4449943,40039708,people
SSP3,rcp26,2060,ZWE,Improved sanitation services,27541526,0.903488227,2733864,24883444,people
SSP3,rcp26,2060,ZWE,Improved water services,27541526,0.916644684,2371515,25245793,people
SSP3,rcp26,2065,ARM,Improved sanitation services,2705216,0.938115838,171195,2537806,people
SSP3,rcp26,2065,ARM,Improved water services,2705216,1.001365679,90,2708910,people
SSP3,rcp26,2065,AZE,Improved sanitation services,11622197,0.875928932,1466736,10180219,people
SSP3,rcp26,2065,AZE,Improved water services,11684857,0.922706107,924032,10781689,people
SSP3,rcp26,2065,BDI,Improved sanitation services,32262796,0.825676407,5670724,26638629,people
SSP3,rcp26,2065,BDI,Improved water services,32262796,0.964814486,1181740,31127613,people
SSP3,rcp26,2065,BEN,Improved sanitation services,35924657,0.769113415,8367785,27630136,people
SSP3,rcp26,2065,BEN,Improved water services,35924657,0.881345991,4335868,31662052,people
SSP3,rcp26,2065,BFA,Improved sanitation services,62186363,0.866672227,8387266,53895194,people
SSP3,rcp26,2065,BFA,Improved water services,62186363,0.923589075,4847814,57434646,people
SSP3,rcp26,2065,BGD,Improved sanitation services,224609462,0.991138681,2514830,222619126,people
SSP3,rcp26,2065,BGD,Improved water services,224609462,0.999457987,646235,224487721,people
SSP3,rcp26,2065,BIH,Improved sanitation services,2504319,0.982739132,54335,2461092,people
SSP3,rcp26,2065,BIH,Improved water services,2421019,0.99911182,5212,2418869,people
SSP3,rcp26,2065,BLR,Improved sanitation services,8174738,0.994346225,57520,8128520,people
SSP3,rcp26,2065,BLR,Improved water services,8174738,0.998943678,19937,8166103,people
SSP3,rcp26,2065,BTN,Improved sanitation services,910538,0.848100559,140621,772228,people
SSP3,rcp26,2065,BTN,Improved water services,910538,0.986522341,14582,898266,people
SSP3,rcp26,2065,CAF,Improved sanitation services,16518343,0.508381585,8181307,8397621,people
SSP3,rcp26,2065,CAF,Improved water services,16518343,0.761983399,3992225,12586703,people
SSP3,rcp26,2065,CIV,Improved sanitation services,61601493,0.846169875,9704202,52125328,people
SSP3,rcp26,2065,CIV,Improved water services,61601493,0.943532322,3706530,58123000,people
SSP3,rcp26,2065,CMR,Improved sanitation services,63388194,0.898282569,6589519,56940510,people
SSP3,rcp26,2065,CMR,Improved water services,63388194,0.939329894,3987603,59542426,people
SSP3,rcp26,2065,COD,Improved sanitation services,338740153,0.669419837,112855293,226759378,people
SSP3,rcp26,2065,COD,Improved water services,338740153,0.845120417,53338451,286276219,people
SSP3,rcp26,2065,COG,Improved sanitation services,13050375,0.766839318,3084476,10007541,people
SSP3,rcp26,2065,COG,Improved water services,13050375,0.944377467,767537,12324480,people
SSP3,rcp26,2065,COL,Improved sanitation services,63446516,0.999662888,216486,63425127,people
SSP3,rcp26,2065,COL,Improved water services,63446516,0.988675926,913570,62728043,people
SSP3,rcp26,2065,CRI,Improved sanitation services,6024011,0.991761232,59152,5974381,people
SSP3,rcp26,2065,CRI,Improved water services,6024011,1.000819882,4582,6028950,people
SSP3,rcp26,2065,DOM,Improved sanitation services,16009868,0.989024987,217318,15834159,people
SSP3,rcp26,2065,DOM,Improved water services,16009868,0.999617586,47732,16003746,people
SSP3,rcp26,2065,DZA,Improved sanitation services,73770028,0.991991534,759790,73179243,people
SSP3,rcp26,2065,DZA,Improved water services,73770028,0.998554271,275656,73663377,people
SSP3,rcp26,2065,EGY,Improved sanitation services,213426564,0.974987488,5699062,208088230,people
SSP3,rcp26,2065,EGY,Improved water services,213426564,1.001637333,11277,213776014,people
SSP3,rcp26,2065,ETH,Improved sanitation services,307790106,0.521960193,147857726,160654183,people
SSP3,rcp26,2065,ETH,Improved water services,307790106,0.843552438,48874814,259637094,people
SSP3,rcp26,2065,GAB,Improved sanitation services,4380016,0.833093537,742732,3648963,people
SSP3,rcp26,2065,GAB,Improved water services,4380016,0.975365523,119578,4272117,people
SSP3,rcp26,2065,GEO,Improved sanitation services,3207716,0.969052465,105255,3108445,people
SSP3,rcp26,2065,GEO,Improved water services,3207716,0.987170389,47138,3166562,people
SSP3,rcp26,2065,GHA,Improved sanitation services,73070332,0.928141022,5450478,67819573,people
SSP3,rcp26,2065,GHA,Improved water services,73070332,0.995116574,556552,72713498,people
SSP3,rcp26,2065,GIN,Improved sanitation services,31695089,0.872010868,4111755,27638462,people
SSP3,rcp26,2065,GIN,Improved water services,31695089,0.940091938,1953920,29796298,people
SSP3,rcp26,2065,GMB,Improved sanitation services,6148893,0.837418549,1016487,5149197,people
SSP3,rcp26,2065,GMB,Improved water services,6148893,0.994680678,49499,6116185,people
SSP3,rcp26,2065,GTM,Improved sanitation services,30385558,0.93903165,1914896,28533001,people
SSP3,rcp26,2065,GTM,Improved water services,30385558,0.999311202,83268,30364628,people
SSP3,rcp26,2065,HND,Improved sanitation services,16962188,0.95390324,814926,16180286,people
SSP3,rcp26,2065,HND,Improved water services,16962188,0.996026001,100431,16894780,people
SSP3,rcp26,2065,HTI,Improved sanitation services,18259201,0.92355372,1476652,16863353,people
SSP3,rcp26,2065,HTI,Improved water services,18259201,0.969476818,638133,17701872,people
SSP3,rcp26,2065,IDN,Improved sanitation services,339840952,0.987335224,4899135,335536942,people
SSP3,rcp26,2065,IDN,Improved water services,339840952,0.996108079,1917760,338518318,people
SSP3,rcp26,2065,IND,Improved sanitation services,1805382676,0.971620996,62662554,1754147714,people
SSP3,rcp26,2065,IND,Improved water services,1805382676,0.997116375,16633639,1800176629,people
SSP3,rcp26,2065,IRQ,Improved sanitation services,98728065,1.002394697,0,98964489,people
SSP3,rcp26,2065,IRQ,Improved water services,98728065,1.002394697,0,98964489,people
SSP3,rcp26,2065,JAM,Improved sanitation services,2896420,0.998901339,7431,2893238,people
SSP3,rcp26,2065,JAM,Improved water services,2896420,0.995867987,16217,2884452,people
SSP3,rcp26,2065,JOR,Improved sanitation services,20298606,1.001184816,6032,20322656,people
SSP3,rcp26,2065,JOR,Improved water services,20298606,1.000914494,11519,20317169,people
SSP3,rcp26,2065,KAZ,Improved sanitation services,28826058,1.000884549,20231,28851556,people
SSP3,rcp26,2065,KAZ,Improved water services,28725293,1.002268275,22815,28790450,people
SSP3,rcp26,2065,KEN,Improved sanitation services,105455615,0.837131444,17386279,88280211,people
SSP3,rcp26,2065,KEN,Improved water services,105455615,0.920292046,8616526,97049964,people
SSP3,rcp26,2065,KHM,Improved sanitation services,23909927,0.925287152,1841889,22123548,people
SSP3,rcp26,2065,KHM,Improved water services,23909927,0.933659262,1641712,22323725,people
SSP3,rcp26,2065,LAO,Improved sanitation services,11642295,0.94378706,674709,10987847,people
SSP3,rcp26,2065,LAO,Improved water services,11642295,0.970737346,360946,11301611,people
SSP3,rcp26,2065,LSO,Improved sanitation services,3129741,0.955963824,147634,2991919,people
SSP3,rcp26,2065,LSO,Improved water services,3129741,0.957128813,143988,2995565,people
SSP3,rcp26,2065,MDA,Improved sanitation services,2746969,0.886048425,319344,2433948,people
SSP3,rcp26,2065,MDA,Improved water services,2746969,0.92454442,213597,2539695,people
SSP3,rcp26,2065,MEX,Improved sanitation services,173532206,0.998393517,634426,173253429,people
SSP3,rcp26,2065,MEX,Improved water services,173532206,1.000114161,335839,173552017,people
SSP3,rcp26,2065,MKD,Improved sanitation services,2009783,0.990066,23123,1989818,people
SSP3,rcp26,2065,MKD,Improved water services,2009783,0.997607998,7965,2004976,people
SSP3,rcp26,2065,MLI,Improved sanitation services,70696304,0.917071395,6030085,64833558,people
SSP3,rcp26,2065,MLI,Improved water services,70696304,0.945861041,3994764,66868880,people
SSP3,rcp26,2065,MNG,Improved sanitation services,6019265,0.964362767,224207,5804755,people
SSP3,rcp26,2065,MNG,Improved water services,6019265,0.943412154,350314,5678648,people
SSP3,rcp26,2065,MOZ,Improved sanitation services,82220400,0.842876012,13148650,69301603,people
SSP3,rcp26,2065,MOZ,Improved water services,82220400,0.950580791,4293120,78157133,people
SSP3,rcp26,2065,MRT,Improved sanitation services,11866023,0.720309521,3346394,8547209,people
SSP3,rcp26,2065,MRT,Improved water services,11866023,0.933126832,821099,11072504,people
SSP3,rcp26,2065,MWI,Improved sanitation services,51936119,0.693086678,16087896,35996232,people
SSP3,rcp26,2065,MWI,Improved water services,51936119,0.967066861,1858428,50225700,people
SSP3,rcp26,2065,NAM,Improved sanitation services,4477184,0.768715982,1053800,3441683,people
SSP3,rcp26,2065,NAM,Improved water services,4477184,0.95730299,209462,4286022,people
SSP3,rcp26,2065,NER,Improved sanitation services,116695474,0.580236028,49174078,67710918,people
SSP3,rcp26,2065,NER,Improved water services,116695474,0.850064956,17686263,99198733,people
SSP3,rcp26,2065,NGA,Improved sanitation services,615698659,0.833193203,103876788,512995938,people
SSP3,rcp26,2065,NGA,Improved water services,615698659,0.925526036,47027586,569845139,people
SSP3,rcp26,2065,NIC,Improved sanitation services,10507823,0.883820962,1240434,9287034,people
SSP3,rcp26,2065,NIC,Improved water services,10507823,0.925494338,802537,9724931,people
SSP3,rcp26,2065,NPL,Improved sanitation services,43209787,0.999941188,104253,43207246,people
SSP3,rcp26,2065,NPL,Improved water services,43209787,0.994199,352372,42959127,people
SSP3,rcp26,2065,PAK,Improved sanitation services,527211048,0.972929674,15491494,512939273,people
SSP3,rcp26,2065,PAK,Improved water services,527211048,0.993576879,4606059,523824708,people
SSP3,rcp26,2065,PAN,Improved sanitation services,6522180,0.972669755,196479,6343927,people
SSP3,rcp26,2065,PAN,Improved water services,6522180,0.997949628,31599,6508807,people
SSP3,rcp26,2065,PER,Improved sanitation services,45838429,0.961293457,1883489,44064182,people
SSP3,rcp26,2065,PER,Improved water services,45838429,0.983044432,886459,45061212,people
SSP3,rcp26,2065,PHL,Improved sanitation services,191785737,0.994022563,1536303,190639350,people
SSP3,rcp26,2065,PHL,Improved water services,191785737,0.998498533,677876,191497777,people
SSP3,rcp26,2065,PRY,Improved sanitation services,10491148,0.963580443,404735,10109065,people
SSP3,rcp26,2065,PRY,Improved water services,10491148,0.996113769,63423,10450377,people
SSP3,rcp26,2065,RWA,Improved sanitation services,30282228,0.969679901,964369,29364068,people
SSP3,rcp26,2065,RWA,Improved water services,30282228,0.944574511,1724616,28603821,people
SSP3,rcp26,2065,SDN,Improved sanitation services,108288495,0.604750507,43063111,65487522,people
SSP3,rcp26,2065,SDN,Improved water services,110722205,0.900001273,11340109,99650125,people
SSP3,rcp26,2065,SEN,Improved sanitation services,45128017,0.967775354,1535024,43673783,people
SSP3,rcp26,2065,SEN,Improved water services,45128017,0.98501356,757098,44451709,people
SSP3,rcp26,2065,SLV,Improved sanitation services,7533208,0.993411286,68555,7483574,people
SSP3,rcp26,2065,SLV,Improved water services,7533208,0.99240907,76104,7476024,people
SSP3,rcp26,2065,SUR,Improved sanitation services,901418,0.991205374,10404,893490,people
SSP3,rcp26,2065,SUR,Improved water services,901418,1.001040309,1538,902356,people
SSP3,rcp26,2065,SWZ,Improved sanitation services,1627599,0.974778329,45324,1586548,people
SSP3,rcp26,2065,SWZ,Improved water services,1627599,0.945567803,92867,1539005,people
SSP3,rcp26,2065,TCD,Improved sanitation services,58743828,0.50639499,29111140,29747580,people
SSP3,rcp26,2065,TCD,Improved water services,58743828,0.825052742,10391964,48466756,people
SSP3,rcp26,2065,TGO,Improved sanitation services,20299810,0.762533133,4848718,15479278,people
SSP3,rcp26,2065,TGO,Improved water services,20299810,0.931229314,1424218,18903778,people
SSP3,rcp26,2065,THA,Improved sanitation services,62952286,0.99995114,79514,62949210,people
SSP3,rcp26,2065,THA,Improved water services,62952286,1.001210686,223,63028501,people
SSP3,rcp26,2065,TKM,Improved sanitation services,10097893,0.997087666,52589,10068485,people
SSP3,rcp26,2065,TKM,Improved water services,10097893,1.00229557,0,10121073,people
SSP3,rcp26,2065,TUN,Improved sanitation services,15948037,1.000878706,10664,15962051,people
SSP3,rcp26,2065,TUN,Improved water services,15948037,0.992476975,144655,15828060,people
SSP3,rcp26,2065,TUR,Improved sanitation services,105211542,0.994796827,790331,104664108,people
SSP3,rcp26,2065,TUR,Improved water services,105211542,0.999464393,299249,105155190,people
SSP3,rcp26,2065,TZA,Improved sanitation services,188747879,0.907023676,17872951,171198795,people
SSP3,rcp26,2065,TZA,Improved water services,188747879,0.873126118,24271043,164800703,people
SSP3,rcp26,2065,UGA,Improved sanitation services,134129042,0.803595133,26693605,107785445,people
SSP3,rcp26,2065,UGA,Improved water services,134129042,0.901683592,13537094,120941956,people
SSP3,rcp26,2065,UKR,Improved sanitation services,27539956,0.998785082,69429,27506497,people
SSP3,rcp26,2065,UKR,Improved water services,27539956,1.000260951,28783,27547143,people
SSP3,rcp26,2065,URY,Improved sanitation services,3328099,0.992638515,29941,3303599,people
SSP3,rcp26,2065,URY,Improved water services,3328099,0.999112246,8396,3325144,people
SSP3,rcp26,2065,VNM,Improved sanitation services,116971582,0.970413296,3742293,113510778,people
SSP3,rcp26,2065,VNM,Improved water services,116971582,0.984062348,2145742,115107330,people
SSP3,rcp26,2065,YEM,Improved sanitation services,66200041,0.91473026,5806344,60555181,people
SSP3,rcp26,2065,YEM,Improved water services,66200041,0.98639987,1061813,65299712,people
SSP3,rcp26,2065,ZAF,Improved sanitation services,71091904,0.9676738,2695655,68793773,people
SSP3,rcp26,2065,ZAF,Improved water services,71091904,1.002387878,227765,71261663,people
SSP3,rcp26,2065,ZMB,Improved sanitation services,47218421,0.839456649,7770337,39637817,people
SSP3,rcp26,2065,ZMB,Improved water services,47218421,0.91440266,4231505,43176650,people
SSP3,rcp26,2065,ZWE,Improved sanitation services,28359439,0.908945641,2660344,25777188,people
SSP3,rcp26,2065,ZWE,Improved water services,28359439,0.922716153,2269820,26167712,people
SSP3,rcp26,2070,ARM,Improved sanitation services,2702312,0.938303983,170535,2535590,people
SSP3,rcp26,2070,ARM,Improved water services,2702312,1.001384279,73,2706053,people
SSP3,rcp26,2070,AZE,Improved sanitation services,11639458,0.877045099,1455891,10208330,people
SSP3,rcp26,2070,AZE,Improved water services,11702118,0.924061003,909516,10813471,people
SSP3,rcp26,2070,BDI,Improved sanitation services,34291695,0.836697239,5649544,28691767,people
SSP3,rcp26,2070,BDI,Improved water services,34291695,0.966619442,1194291,33147019,people
SSP3,rcp26,2070,BEN,Improved sanitation services,38655149,0.785676728,8364323,30370451,people
SSP3,rcp26,2070,BEN,Improved water services,38655149,0.886877796,4452381,34282393,people
SSP3,rcp26,2070,BFA,Improved sanitation services,67038706,0.878543478,8246151,58896418,people
SSP3,rcp26,2070,BFA,Improved water services,67038706,0.928465252,4899460,62243109,people
SSP3,rcp26,2070,BGD,Improved sanitation services,225383710,0.991189254,2512373,223397911,people
SSP3,rcp26,2070,BGD,Improved water services,225383710,0.999581704,620851,225289433,people
SSP3,rcp26,2070,BIH,Improved sanitation services,2445696,0.982964161,52731,2404032,people
SSP3,rcp26,2070,BIH,Improved water services,2362396,0.999126033,5083,2360331,people
SSP3,rcp26,2070,BLR,Improved sanitation services,8103697,0.994593864,55256,8059887,people
SSP3,rcp26,2070,BLR,Improved water services,8103697,0.999018039,19404,8095739,people
SSP3,rcp26,2070,BTN,Improved sanitation services,900700,0.850559686,136888,766099,people
SSP3,rcp26,2070,BTN,Improved water services,900700,0.986883072,14102,888886,people
SSP3,rcp26,2070,CAF,Improved sanitation services,17864241,0.530863328,8447027,9483470,people
SSP3,rcp26,2070,CAF,Improved water services,17864241,0.774633166,4092264,13838234,people
SSP3,rcp26,2070,CIV,Improved sanitation services,64847789,0.85583177,9591869,55498798,people
SSP3,rcp26,2070,CIV,Improved water services,64847789,0.94719242,3667333,61423334,people
SSP3,rcp26,2070,CMR,Improved sanitation services,66897036,0.906888258,6379762,60668136,people
SSP3,rcp26,2070,CMR,Improved water services,66897036,0.945731514,3781263,63266635,people
SSP3,rcp26,2070,COD,Improved sanitation services,372040960,0.692010033,115548098,257456077,people
SSP3,rcp26,2070,COD,Improved water services,372040960,0.856902798,54201235,318802940,people
SSP3,rcp26,2070,COG,Improved sanitation services,13777556,0.776335458,3125725,10696005,people
SSP3,rcp26,2070,COG,Improved water services,13777556,0.951212615,716346,13105385,people
SSP3,rcp26,2070,COL,Improved sanitation services,63793893,1.000065975,197124,63798102,people
SSP3,rcp26,2070,COL,Improved water services,63793893,0.989818118,850874,63144351,people
SSP3,rcp26,2070,CRI,Improved sanitation services,6027026,0.991848356,58570,5977896,people
SSP3,rcp26,2070,CRI,Improved water services,6027026,1.000733138,5021,6031445,people
SSP3,rcp26,2070,DOM,Improved sanitation services,16367524,0.989246109,219425,16191509,people
SSP3,rcp26,2070,DOM,Improved water services,16367524,0.999531303,51082,16359853,people
SSP3,rcp26,2070,DZA,Improved sanitation services,75802570,0.992696917,727190,75248978,people
SSP3,rcp26,2070,DZA,Improved water services,75802570,0.998883172,258256,75717912,people
SSP3,rcp26,2070,EGY,Improved sanitation services,223273843,0.975989637,5738563,217912957,people
SSP3,rcp26,2070,EGY,Improved water services,223273843,1.001639355,11652,223639868,people
SSP3,rcp26,2070,ETH,Improved sanitation services,328684383,0.543034012,150968819,178486799,people
SSP3,rcp26,2070,ETH,Improved water services,328684383,0.850758863,49824466,279631152,people
SSP3,rcp26,2070,GAB,Improved sanitation services,4529320,0.837243175,749292,3792142,people
SSP3,rcp26,2070,GAB,Improved water services,4529320,0.975451644,123302,4418133,people
SSP3,rcp26,2070,GEO,Improved sanitation services,3177698,0.969342297,103430,3080277,people
SSP3,rcp26,2070,GEO,Improved water services,3177698,0.987354054,46194,3137513,people
SSP3,rcp26,2070,GHA,Improved sanitation services,77577082,0.933717887,5354808,72435109,people
SSP3,rcp26,2070,GHA,Improved water services,77577082,0.996052471,519073,77270844,people
SSP3,rcp26,2070,GIN,Improved sanitation services,33479414,0.882957044,3976798,29560884,people
SSP3,rcp26,2070,GIN,Improved water services,33479414,0.943212339,1959486,31578196,people
SSP3,rcp26,2070,GMB,Improved sanitation services,6485964,0.842606398,1038645,5465115,people
SSP3,rcp26,2070,GMB,Improved water services,6485964,0.994864696,51104,6452657,people
SSP3,rcp26,2070,GTM,Improved sanitation services,31328762,0.943353706,1838954,29554104,people
SSP3,rcp26,2070,GTM,Improved water services,31328762,0.999257092,87570,31305488,people
SSP3,rcp26,2070,HND,Improved sanitation services,17440627,0.956835746,787091,16687815,people
SSP3,rcp26,2070,HND,Improved water services,17440627,0.995782036,107843,17367063,people
SSP3,rcp26,2070,HTI,Improved sanitation services,18677931,0.933919761,1317900,17443689,people
SSP3,rcp26,2070,HTI,Improved water services,18677931,0.971344114,618891,18142698,people
SSP3,rcp26,2070,IDN,Improved sanitation services,342502345,0.987859901,4758374,338344333,people
SSP3,rcp26,2070,IDN,Improved water services,342502345,0.996407565,1830779,341271928,people
SSP3,rcp26,2070,IND,Improved sanitation services,1820986299,0.976510438,55434839,1778212128,people
SSP3,rcp26,2070,IND,Improved water services,1820986299,0.998535653,15327224,1818319742,people
SSP3,rcp26,2070,IRQ,Improved sanitation services,104224154,1.002396807,0,104473959,people
SSP3,rcp26,2070,IRQ,Improved water services,104224154,1.002396807,0,104473959,people
SSP3,rcp26,2070,JAM,Improved sanitation services,2860675,0.999008083,7039,2857837,people
SSP3,rcp26,2070,JAM,Improved water services,2860675,0.996596301,13939,2850938,people
SSP3,rcp26,2070,JOR,Improved sanitation services,20990191,1.001201387,5913,21015408,people
SSP3,rcp26,2070,JOR,Improved water services,20990191,1.000958252,11017,21010305,people
SSP3,rcp26,2070,KAZ,Improved sanitation services,29632977,1.000881412,21047,29659096,people
SSP3,rcp26,2070,KAZ,Improved water services,29532212,1.002424759,19832,29603821,people
SSP3,rcp26,2070,KEN,Improved sanitation services,109752799,0.846053659,17117799,92856757,people
SSP3,rcp26,2070,KEN,Improved water services,109752799,0.921978856,8784796,101189760,people
SSP3,rcp26,2070,KHM,Improved sanitation services,24321376,0.9331345,1682751,22695115,people
SSP3,rcp26,2070,KHM,Improved water services,24321376,0.937700099,1571709,22806157,people
SSP3,rcp26,2070,LAO,Improved sanitation services,11938184,0.946692323,657179,11301787,people
SSP3,rcp26,2070,LAO,Improved water services,11938184,0.9722709,351817,11607149,people
SSP3,rcp26,2070,LSO,Improved sanitation services,3166816,0.9616656,131483,3045418,people
SSP3,rcp26,2070,LSO,Improved water services,3166816,0.958310995,142106,3034795,people
SSP3,rcp26,2070,MDA,Improved sanitation services,2701255,0.887331656,310572,2396909,people
SSP3,rcp26,2070,MDA,Improved water services,2701255,0.925216751,208235,2499246,people
SSP3,rcp26,2070,MEX,Improved sanitation services,177277925,0.998464686,635628,177005748,people
SSP3,rcp26,2070,MEX,Improved water services,177277925,1.000206801,326789,177314586,people
SSP3,rcp26,2070,MKD,Improved sanitation services,1997362,0.990704697,21733,1978796,people
SSP3,rcp26,2070,MKD,Improved water services,1997362,0.997724275,7712,1992817,people
SSP3,rcp26,2070,MLI,Improved sanitation services,76665580,0.926214525,5838400,71008774,people
SSP3,rcp26,2070,MLI,Improved water services,76665580,0.952161567,3849155,72998019,people
SSP3,rcp26,2070,MNG,Improved sanitation services,6289824,0.965386919,227851,6072114,people
SSP3,rcp26,2070,MNG,Improved water services,6289824,0.945715906,351578,5948387,people
SSP3,rcp26,2070,MOZ,Improved sanitation services,87659982,0.854822001,12973905,74933681,people
SSP3,rcp26,2070,MOZ,Improved water services,87659982,0.955358858,4160845,83746740,people
SSP3,rcp26,2070,MRT,Improved sanitation services,12701397,0.730034644,3458452,9272460,people
SSP3,rcp26,2070,MRT,Improved water services,12701397,0.937590225,822206,11908706,people
SSP3,rcp26,2070,MWI,Improved sanitation services,55570477,0.712256686,16149290,39580444,people
SSP3,rcp26,2070,MWI,Improved water services,55570477,0.970077197,1822081,53907653,people
SSP3,rcp26,2070,NAM,Improved sanitation services,4626373,0.779313285,1040176,3605394,people
SSP3,rcp26,2070,NAM,Improved water services,4626373,0.959626917,205978,4439592,people
SSP3,rcp26,2070,NER,Improved sanitation services,131661192,0.607453965,51897197,79978113,people
SSP3,rcp26,2070,NER,Improved water services,131661192,0.861652064,18429172,113446138,people
SSP3,rcp26,2070,NGA,Improved sanitation services,671845986,0.843771892,106250461,566884759,people
SSP3,rcp26,2070,NGA,Improved water services,671845986,0.93348354,45978051,627157169,people
