node_origin,node_loc,technology,year_vtg,year_act,mode,commodity,level,value,time,time_origin,unit
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-RCPA,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-CHN,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-EEU,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-FSU,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-LAM,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-MEA,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-NAM,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-PAO,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-PAS,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-SAS,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_AFR,R12_AFR,oil_tanker_foil,broadcast,broadcast,AFR-WEU,fueloil,,1.1666933122428916e-06,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_foil,broadcast,broadcast,RCPA-AFR,fueloil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_foil,broadcast,broadcast,RCPA-CHN,fueloil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_foil,broadcast,broadcast,RCPA-EEU,fueloil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_foil,broadcast,broadcast,RCPA-FSU,fueloil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_foil,broadcast,broadcast,RCPA-LAM,fueloil,,2.0340511083987707e-05,year,year,GWa
R12_RCPA,R12_RCPA,oil_tanker_foil,broadcast,broadcast,RCPA-MEA,fueloil,,2.0340511083987707e-05,year,year,GWa
