node_loc,technology,year_act,time,value,unit
R12_AFR,gas_piped_exp_mea,broadcast,year,0.02,GWa
R12_AFR,gas_piped_exp_weu,broadcast,year,0.02,GWa
R12_CHN,gas_piped_exp_fsu,broadcast,year,0.02,GWa
R12_EEU,gas_piped_exp_fsu,broadcast,year,0.02,GWa
R12_EEU,gas_piped_exp_weu,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_rcpa,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_chn,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_eeu,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_mea,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_pas,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_sas,broadcast,year,0.02,GWa
R12_FSU,gas_piped_exp_weu,broadcast,year,0.02,GWa
R12_LAM,gas_piped_exp_nam,broadcast,year,0.02,GWa
R12_MEA,gas_piped_exp_afr,broadcast,year,0.02,GWa
R12_MEA,gas_piped_exp_eeu,broadcast,year,0.02,GWa
R12_MEA,gas_piped_exp_fsu,broadcast,year,0.02,GWa
R12_MEA,gas_piped_exp_sas,broadcast,year,0.02,GWa
R12_MEA,gas_piped_exp_weu,broadcast,year,0.02,GWa
R12_NAM,gas_piped_exp_lam,broadcast,year,0.02,GWa
R12_PAS,gas_piped_exp_rcpa,broadcast,year,0.02,GWa
R12_PAS,gas_piped_exp_chn,broadcast,year,0.02,GWa
R12_PAS,gas_piped_exp_fsu,broadcast,year,0.02,GWa
R12_SAS,gas_piped_exp_fsu,broadcast,year,0.02,GWa
R12_SAS,gas_piped_exp_mea,broadcast,year,0.02,GWa
R12_SAS,gas_piped_exp_pas,broadcast,year,0.02,GWa
R12_WEU,gas_piped_exp_afr,broadcast,year,0.02,GWa
R12_WEU,gas_piped_exp_eeu,broadcast,year,0.02,GWa
R12_WEU,gas_piped_exp_fsu,broadcast,year,0.02,GWa
R12_WEU,gas_piped_exp_mea,broadcast,year,0.02,GWa
R12_AFR,gas_pipe_mea,broadcast,year,0.05,km
R12_AFR,gas_pipe_weu,broadcast,year,0.05,km
R12_EEU,gas_pipe_fsu,broadcast,year,0.05,km
R12_EEU,gas_pipe_weu,broadcast,year,0.05,km
R12_LAM,gas_pipe_nam,broadcast,year,0.05,km
R12_MEA,gas_pipe_afr,broadcast,year,0.05,km
R12_MEA,gas_pipe_sas,broadcast,year,0.05,km
R12_MEA,gas_pipe_fsu,broadcast,year,0.05,km
R12_MEA,gas_pipe_weu,broadcast,year,0.05,km
R12_MEA,gas_pipe_eeu,broadcast,year,0.05,km
R12_NAM,gas_pipe_lam,broadcast,year,0.05,km
R12_SAS,gas_pipe_mea,broadcast,year,0.05,km
R12_SAS,gas_pipe_fsu,broadcast,year,0.05,km
R12_SAS,gas_pipe_pas,broadcast,year,0.05,km
R12_WEU,gas_pipe_afr,broadcast,year,0.05,km
R12_WEU,gas_pipe_mea,broadcast,year,0.05,km
R12_WEU,gas_pipe_fsu,broadcast,year,0.05,km
R12_WEU,gas_pipe_eeu,broadcast,year,0.05,km
R12_FSU,gas_pipe_chn,broadcast,year,0.05,km
R12_FSU,gas_pipe_rcpa,broadcast,year,0.05,km
R12_FSU,gas_pipe_sas,broadcast,year,0.05,km
R12_FSU,gas_pipe_mea,broadcast,year,0.05,km
R12_FSU,gas_pipe_pas,broadcast,year,0.05,km
R12_FSU,gas_pipe_weu,broadcast,year,0.05,km
R12_FSU,gas_pipe_eeu,broadcast,year,0.05,km
R12_PAS,gas_pipe_chn,broadcast,year,0.05,km
R12_PAS,gas_pipe_rcpa,broadcast,year,0.05,km
R12_PAS,gas_pipe_fsu,broadcast,year,0.05,km
R12_CHN,gas_pipe_fsu,broadcast,year,0.05,km
