"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CHN","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CHN","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CHN","54|CHN","77|CHN","118|CHN","105|CHN","159|CHN","70|CHN","88|CHN","62|CHN","61|CHN","60|CHN","162|CHN","11|CHN","35|CHN","98|CHN","123|CHN","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|PAS","88|PAS","88|RCPA","59|RCPA","156|RCPA","98|PAS","61|RCPA","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","54|RCPA","105|RCPA","160|RCPA","160|FSU","11|RCPA","11|FSU","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","131|FSU","79|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",5.502,47.868,81.5,13.568,1295.55,961.003,21.813,675.62,11.804,86.737,879.945,132.146,21.859,91.999,1559.293,213.401,54.817,24.273,1690.092,189.251,64.013,367.636,6534.057,174.965,3186.499,465.429,47.133,40.882,2.002,3.58,388.085,27.835,9.081,9172.209,2902.299,2088.257,191.588,197.265,50.123,314.488,165.214,252.195,3217.008,2344.619,322.55,12.821,448.844,879.435,151.759,1055.837,245.197,2453.013,730.515,210.824,61.253,229.532,614.849,77.096,1455.06,247.325,133.883,2.83,191.805,404.302,101.923,32.44,791.338,27.428,6.534,444.211,633.618,4846.681,13.613,3732.921,338.823,4128.171,1089.162,3221.57,0,147.044,16.183,0,0.065,7698.997,8.973,4.259,2586.293,3938.039,70.839,3254.224,669.261,7011.493,1059.898,4.471,597.255,222.617,22.609,327.845,1016.941,472.01,242.099,260.791,55.87,1001.079,265.118,318.823,1.07,415.853,0,9.981,0,1883.538,4112.796,41.625,276.413,29.726,105.891,54.686,725.02,687.952,17.33,1052.879,558.54,21.383,7.786,749.572,433.992,0,454.357,44.466,9.814,449.702,88.783,1610.317,644.682,23.544,2.232,8.945,206.896,911.696,0,374.586,4.643,177.456,358.233,297.709,24.67,8.527,1795.492,8682.105,163.867,797.351,1112.926,160.041,0.259,69.428,0,1456.33,336.552,1351.979,1773.407,12965.499,3512.44,13212.678,187.479,56.44,524.858,123.672,18.764,323.325,4.968,0.029,18.101,199.785,1.261,89.812,7.425,345.308,8.493,4.383,323.349,0.038,89.416,400.171,0.005,0,12.452,27.737,1993.608,513.651,68.42,9.417,9.177,6.795,38.358,0,492.407,130.859,1.425,1474.325,22.158,2513.293,239.372,465.729,0.313,91.983,1264.93,2969.338,90.071
"2020",6.408,53.546,113.093,19.019,2482.052,1703.905,40.717,1104.942,13.408,137.675,859.42,244.96,32.119,164.707,1861.493,1012.698,69.779,32.575,2207.648,236.946,108.986,469.251,8308.75,230.92,4092.601,640.879,69.501,60.791,2.965,5.305,577.134,43.218,13.384,9737.683,2918.121,2409.731,237.294,331.679,86.875,441.291,267.176,446.149,8299.724,5442.258,568.763,27.037,567.888,1106.636,197.021,1376.812,314.957,3126.131,1089.76,272.91,87.521,320.368,797.893,104.27,1854.864,341.284,189.901,3.723,261.241,557.984,174.59,37.587,914.699,33.452,8.209,522.716,732.847,5777.626,17.235,4360.748,393.056,4903.298,1263.127,3248.707,0,166.618,19.366,0,0.139,10057.828,10.12,4.801,3167.712,4588.816,89.127,4085.514,797.587,8658.566,1186.361,5.228,786.509,315.264,33.852,434.586,1339.389,681.01,279.108,466.704,79.145,1197.138,397.23,428.069,1.376,577.091,0,17.82,0,2839.705,6255.637,96.029,442.485,109.44,177.985,70.557,900.657,686.565,46.809,1206.241,635.146,27.875,9.154,1034.103,498.7,0.072,623.223,72.685,24.489,595.06,144.624,2263.37,1121.654,39.808,3.302,15.457,471.683,2022.063,0,602.128,11.335,201.07,721.61,329.991,35.823,10.978,1776.814,8738.322,223.761,1296.079,1538.37,284.356,0.636,104.061,0,1983.819,597.137,2160.859,2940.875,20089.761,4632.267,24826.903,325.001,87.649,727.942,147.1,22.091,414.874,13.134,0.069,46.22,263.549,3.21,117.465,12.187,462.043,11.803,5.237,368.209,0.041,96.46,579.898,0.007,0,23.405,38.331,2655.14,677.065,88.747,12.173,10.748,10.207,48.166,0,705.519,198.196,1.976,1957.389,26.189,2946.67,280.474,546.338,0.552,110.399,1496.342,3563.442,114.25
"2030",8.596,75.051,150.153,25.481,2452.254,1948.516,115.451,1640.371,14.168,158.942,980.987,517.85,43.79,293.8,2043.981,2137.054,77.631,33.252,2280.148,267.123,140.855,508.572,9347.474,255.146,4710.391,789.221,92.14,80.498,3.923,6.987,763.896,59.42,17.469,10197.65,2805.646,2771.67,284.744,633.658,151.241,770.303,422.135,837.991,13881.781,8166.761,817.775,44.634,676.423,1287.441,241.78,1740.014,384.808,3959.227,1301.298,320.509,110.772,383.073,931.381,124.814,2121.257,504.797,257.281,4.572,348.984,739.807,296.615,41.558,1002.712,38.183,9.027,582.04,810.438,6532.828,19.829,4836.652,440.758,5478.574,1460.986,3381.16,0,176.466,21.206,0,0.264,11623.864,10.716,10.124,3496.119,5063.936,99.497,4605.412,834.225,9355.691,1262.567,5.552,997.983,418.04,58.591,742.647,1739.702,864.205,306.053,730.088,137.362,1354,587.735,624.82,2.185,893.114,0,29.391,0,3164.58,9766.992,210.242,711.92,245.717,307.169,85.566,1101.409,713.803,104.038,1276.042,689.141,34.092,11.935,1342.435,566.884,0.084,809.451,92.851,41.003,757.427,234.06,2906.498,1839.501,62.521,4.814,23.442,674.89,2921.434,0,826.674,16.997,284.743,1055.063,454.526,56.915,13.866,1823.778,8743.204,290.713,2004.53,2034.912,422.943,1.075,177.498,0,2573.881,988.801,2890.568,4114.492,25154.589,5574.075,34110.812,484.365,120.591,993.904,167.702,24.728,496.82,24.805,0.155,77.844,327.179,5.116,145.31,19.932,613.918,16.113,6.705,401.448,0.052,121.595,819.623,0.007,0,39.518,46.566,3316.723,856.107,108.619,14.829,11.901,15.692,57.868,0,923.273,275.703,2.494,2198.521,30.065,3276.682,312.173,608.758,0.598,123.664,1677.448,4042.465,144.983
"2040",12.728,117.525,210.795,51.708,2114.401,2082.384,213.464,2778.023,14.976,161.733,1195.212,992.612,57.603,510.927,1853.63,3307.457,84.004,33.308,2210.287,275.241,138.988,524.16,9547.379,267.606,4797.492,875.644,112.638,98.498,4.786,9.47,931.681,75.118,20.98,10777.072,2730.088,3020.621,341.194,1137.307,262.557,1325.641,662.29,1420.806,27016.073,15261.195,1083.1,58.05,782.146,1408.918,272.012,2059.92,431.852,4796.927,1324.104,327.812,106.821,396.372,951.261,134.987,2141.929,814.329,345.484,5.577,432.109,911.219,487.166,44.025,1071.13,42.452,10.599,616.8,881.838,6958.597,24.32,5244.747,485.209,5763.808,1659.231,3520.196,0,189.629,23.033,0,0.368,13235.725,11.675,11.907,3843.78,5698.354,121.862,5132.088,918.211,10057.48,1406.687,6.057,1174.981,612.283,109.395,1284.816,2158.925,1036.49,343.606,1137.346,233.261,1505.763,829.054,716.772,3.331,1235.309,0,74.609,0,2874.304,11736.859,262.207,1013.847,392.961,484.099,99.865,1299.542,752.162,188.824,1330.637,753.282,38.45,15.868,1648.178,632.499,0.095,957.117,103.209,64.802,905.349,387.388,3451.182,3030.191,107.397,7.303,33.586,1267.866,5382.193,0,977.501,33.095,439.414,1433.257,707.226,95.222,17.234,1871.874,8401.275,342.228,2759.409,2360.05,494.124,1.733,314.855,0,2907.172,1303.956,3564.306,4926.168,28713.221,6055.438,37815.645,637.036,142.118,1160.118,193.884,32.616,572.408,38.143,0.235,111.229,372.935,7.007,164.324,33.342,762.729,23.056,9.161,439.935,0.069,163.003,1120.928,0.009,2.157,53.912,51.97,3802.284,1027.475,122.256,16.638,12.246,17.342,63.568,0,1131.207,346.568,3.773,2316.65,31.658,3441.482,329.231,641.41,0.659,130.694,1773.068,4309.216,172.662
"2050",17.492,173.936,340.671,86.378,1692.324,2321.834,360.74,3622.2,15.796,194.053,1569.448,1816.98,82.199,850.679,1626.331,4324.568,85.546,39.507,2146.447,280.805,136.998,527.023,9387.317,272.605,4624.271,901.429,131.09,114.77,5.59,11.122,1090.527,91.638,24.276,11375.804,2663.057,3129.41,381.434,1978.902,423.339,2307.531,1039.814,2279.913,30285.988,16341.975,1346.122,71.37,887.026,1452.578,281.432,2285.632,448.832,5593.578,1370.728,316.624,96.624,382.786,928.071,133.271,2047.444,1238.984,462.982,6.061,504.85,1059.056,778.113,45.132,1112.865,45.493,11.338,634.975,935.814,7168.818,29.557,5529.173,525.433,5866.755,1836.501,3680.732,0,203.842,23.465,0,0.459,14542.588,12.702,14.175,4195.92,6359.306,152.439,5554.282,981.144,10661.737,1496.203,21.085,1241.276,908.68,180.131,2209.345,2595.186,1175.235,380.102,1795.287,459.669,1667.476,1086.649,636.352,4.902,1584.085,0,144.17,0,2631.988,10089.662,244.413,1379.658,532.384,723.095,112.116,1476.778,787.115,323.601,1389.012,817.45,39.643,21.227,1962.034,684.505,0.105,1035.743,103.357,104.615,1037.624,671.564,3847.493,5109.927,182.443,12.71,54.499,1418.754,5450.014,0,1098.05,42.802,622.443,1817.16,986.087,135.389,20.836,1939.03,8017.93,346.084,3177.072,2449.463,495.559,2.272,519.691,0,3140.182,1571.648,3841.955,5401.995,29972.736,6176.103,36949.086,781.043,137.504,999.072,213.587,36.647,649.703,52.39,0.314,138.95,388.437,8.622,170.081,53.838,909.681,31.644,14.127,493.301,0.094,220.123,1559.763,0.983,5.245,63.339,53.153,3987.818,1135.486,126.003,17.107,11.662,17.453,65.046,0,1367.107,391.98,4.625,2289.183,32.468,3504.342,335.444,654.487,0.654,133.288,1819.268,4431.233,196.828
"2060",21.536,223.595,529.757,125.626,1331.825,2220.665,631.736,5350.978,25.545,267.809,2312.406,3116.79,116.734,1288.109,1448.037,5209.287,84.716,40.889,2071.318,278.934,141.043,526.132,9216.987,279.759,4434.062,926.901,148.271,130.117,6.301,12.609,1233.336,107.222,27.594,11857.819,2598.643,3177.553,412.454,3318.968,676.504,3922.445,1837.232,3483.105,38924.876,21982.044,1578.957,83.884,963.2,1462.303,290.29,2501.668,460.481,6100.962,1486.764,305.04,92.444,367.69,889.501,131.549,1944.498,1663.471,587.302,6.523,569.095,1196.408,1353.149,45.46,1139.533,47.472,12.272,645.417,976.752,7274.528,35.955,5722.134,557.272,5891.512,2021.227,3853.443,0,203.92,22.522,0,0.55,14775.88,12.846,15.99,4265.843,6444.905,165.943,5553.888,1029.603,10584.355,1500.618,22.14,1269.297,1225.518,254.195,3627.289,3002.744,1308.092,414.825,2647.146,845.323,1805.436,1326.44,634.728,7.335,1973.662,0,210.801,0,2478.475,9307.433,258.957,1820.958,671.664,1016.222,126.197,1675.759,828.557,573.003,1484.515,883.116,40.694,28.649,2260.372,738.921,0.114,1111.748,101.122,167.719,1158.815,965.728,4154.14,7141.811,266.228,17.646,121.567,1952.85,6843.134,3.094,1189.3,56.691,773.507,2213.878,1230.636,172.798,24.381,2027.862,7683.258,347.675,3162.485,2472.469,470.244,2.583,873.946,0,3303.565,1734.753,3419.171,4497.224,23262.059,6039.436,26569.156,924.107,133.523,832.511,226.299,38.829,728.724,60.193,0.37,158.679,402.014,15.683,175.427,86.009,1042.853,43.515,20.731,548.47,0.131,307.011,2311.018,4.682,13.097,67.69,54.187,4151.733,1237.224,129.302,17.517,11.125,17.493,65.649,0,1571.585,432.154,5.743,2158.704,33.032,3521.577,337.746,658.26,0.642,134.279,1837.569,4478.22,218.608
"2070",24.847,259.536,813.124,177.081,1071.962,1920.713,988.3,7820.989,24.968,427.473,3791.872,4858.322,158.839,1618.669,1330.616,5958.223,85.628,40.93,2007.664,276.628,148.492,520.48,9067.058,279.11,4267.113,965.428,164.651,144.895,6.985,13.973,1369.572,124.35,30.685,12266.521,2518.273,3223.831,443.955,5198.216,1009.885,6382.323,3655.609,4948.194,42074.007,24975.55,1572.479,94.478,1090.422,1474.681,296.156,2731.264,476.067,6524.128,1613.544,293.159,92.529,354.228,860.638,128.432,1857.733,2028.192,686.791,6.811,624.919,1320.618,2626.85,45.713,1171.874,50.076,13.183,651.664,1026.89,7332.685,39.259,5925.93,596.552,5879.829,2198.477,3992.661,0,196.176,21.096,0,0.618,14314.795,12.414,15.744,4088.941,6393.338,173.677,5297.139,997.238,10068.724,1515.018,21.468,1353.309,1509.881,317.918,5276.977,3334.513,1416.859,458.462,3526.156,1398.014,1968.227,1541.542,711.142,11.889,2374.212,0,357.488,0,2369.859,9621.686,288.789,2253.447,877.866,1309.319,139.636,1861.597,867.076,1052.542,1593.873,956.513,42.095,38.497,2574.065,792.007,0.124,1184.59,101.248,302.178,1262.548,1215.246,4364.403,8616.152,333.96,22.594,239.511,2479.111,7420.919,4.05,1251.417,60.28,894.512,2669.286,1458.192,200.653,28.108,2098.436,7336.374,351.956,2964.406,2527.535,458.317,2.853,1661.645,0,3394.767,1804.7,3646.139,5024.607,23583.633,5740.098,25502.076,1052.385,137.178,807.652,237.228,40.35,803.517,70.653,0.412,175.237,418.706,18.96,184.44,149.554,1164.599,59.892,26.583,608.602,0.211,492.59,3477.446,23.779,25.492,68.723,55.717,4351.45,1335.4,133.756,18.079,10.739,17.73,66.899,0,1737.786,479.976,6.551,2162.428,33.027,3521.192,337.964,659.126,0.7,135.08,1844.64,4492.776,237.44
"2080",26.523,289.694,1030.935,240.573,904.492,1782.631,1210.868,10507.275,22.894,770.496,5542.955,6662.102,217.352,1984.385,1240.885,6503.523,91.747,40.268,1932.4,271.079,155.01,511.068,8916.949,272.456,4136.591,980.688,177.465,156.501,7.522,15.015,1474.038,138.018,33.528,12542.941,2433.934,3191.826,469.106,7677.627,1364.383,7885.08,5893.243,6001.956,41080.001,25315.419,1481.357,95.781,1273.113,1455.618,293.292,2855.696,479.864,7125.128,1731.938,289.256,94.085,348.518,834.345,125.944,1789.564,2330.722,771.829,7.005,664.451,1427.106,4380.429,45.267,1189.569,52.778,13.636,648.851,1064.726,7285.657,41.093,6052.697,625.997,5793.711,2327.051,4076.536,0,180.894,19.181,0,0.649,13329.761,11.497,14.504,3812.624,5960.422,195.927,4866.207,963.626,9168.083,1400.518,20.136,1454.271,1757.943,369.394,4873.334,3676.734,1482.542,491.619,3744.707,2263.79,2108.5,1719.905,782.081,18.685,2691.533,0,407.475,0,2276.373,10183.543,312.087,2665.283,1292.501,1582.336,149.469,1999.235,892.479,1616.19,1695.687,1026.951,42.226,48.785,2854.755,827.857,0.132,1220.229,99.621,338.719,1335.839,1409.423,4474.139,9668.256,384.904,25.272,347.076,2881.77,7364.322,3.728,1255.914,57.941,977.033,3211.656,1587.284,218.971,31.616,2141.432,6943.956,348.755,2837.523,2530.083,438.862,2.994,3378.067,0,3429.45,1829.791,3844.518,5355.635,23983.915,5388.645,24666.954,1147.119,141.054,814.601,245.991,41.522,870.671,78.705,0.439,183.651,422.49,19.871,185.388,293.237,1313.317,78.86,32.453,662.99,0.33,768.249,4680.132,40.357,34.604,68.11,55.577,4408.81,1382.811,134.178,18.108,10.112,17.448,66.176,0,1859.723,520.242,20.563,2120.382,33.007,3476.959,333.861,651.894,0.675,133.84,1828.296,4445.204,251.42
"2090",35.314,306.411,969.145,200.781,756.111,1732.49,1057.562,12165.767,22.768,1177.702,7307.216,8178.095,279.821,2651.279,1166.465,6873.345,91.723,39.152,1848.28,264.101,164.281,498.873,8758.221,264.596,4012.644,987.023,186.501,163.622,7.992,15.663,1541.363,146.793,35.706,12663.639,2324.8,3126.436,485.142,10820.746,1721.691,8665.523,8131.12,6963,39856.826,25445.234,1519.664,95.014,1419.214,1419.227,288.284,2926.772,475.642,7759.824,1843.647,281.361,96.263,337.243,806.937,123.417,1727.025,2572.965,830.704,7.215,688.167,1500.87,6341.002,44.503,1189.814,54.468,14.318,638.399,1082.475,7157.623,42.859,6076.393,643.43,5654.695,2430.973,4141.583,0,179.276,18.733,0,0.663,13232.034,11.422,14.581,3816.668,5995.485,204.961,4813.948,999.06,9021.422,1413.48,20.068,1543.152,1968.97,412.241,2605.472,4025.869,1519.22,521.499,4145.713,3498.647,2215.346,1857.601,871.049,24.296,2910.496,0,472.675,0,2192.929,11049.487,356.86,3053.651,1881.194,1828.547,158.062,2116.777,910.532,2349.355,1775.56,1090.418,41.745,58.791,3097.234,856.288,0.137,1229.925,97.474,266.543,1385.752,1553.157,4490.437,10420.836,422.482,26.597,436.811,3321.223,7181.161,3.409,1144.535,53.898,1025.409,3841.713,1674.485,239.184,34.808,2173.707,6555.048,344.798,2795.623,2502.539,422.241,3.024,5290.11,0,3353.885,1835.803,4067.881,5802.864,24236.865,5013.908,23857.275,1223.353,141.178,823.594,252.304,42.034,934.566,84.042,0.445,186.496,419.701,20.362,184.415,446.965,1445.462,96.015,36.38,707.366,0.436,1010.688,5722.05,56.158,41.935,66.875,54.708,4397.581,1398.747,132.689,17.875,9.451,16.987,64.63,0,1954.69,549.127,27.041,2013.395,32.574,3402.007,327.864,639.06,0.66,131.579,1793.57,4349.205,259.382
"2100",34.78,367.359,1663.225,331.446,292.373000000001,1020.857,2057.992,15231.022,23.237,906.465,8230.26999999999,10082.918,285.154,2610.349,978.353,8205.031,88.364,41.053,1816.702,269.71,170.839,503.524,8617.27100000001,277.163,3766.266,1081.009,213.791,189.229,9.037,18.065,1778.28,175.734,39.958,13492.627,2277.163,3362.665,538.458,10835.96,2010.028,13761.957,9110.73999999999,9343.461,51521.4,33956.068,1553.045,126.26,1472.088,1511.815,313.754,3420.052,522.825,7793.626,1993.884,257.516,92.784,313.842,774.049,119.081,1597.438,3122.355,985.258,7.675,792.391,1693.248,6447.95299999999,46.472,1268.897,57.888,15.916,670.405,1177.304,7507.15599999999,49.171,6537.318,714.392,5844.78,2730.227,4410.315,0,172.944,16.818,0,0.822,12931.54,11.118,15.006,3558.235,6238.637,196.879,4526.892,900.143,8521.83100000001,1558.218,19.452,1605.345,2362.97,509.087,10226.041,4329.82,1743.16,589.372999999999,6163.18599999999,3056.087,2456.6,2186.848,940.384,25.551,3575.862,0,797.549,0,2044.011,10564.445,378.285,3550.914,1496.472,2188.61,179.953,2419.111,982.632999999999,2491.159,1921.947,1176.704,46.298,68.041,3515.144,951.264999999999,0.154,1403.116,101.626,705.554999999999,1573.747,1963.8,4995.192,13039.175,537.156,37.438,593.343,4057.894,9154.27399999999,6.918,1437.768,71.047,1257.527,4035.51,2140.86,284.218,39.289,2310.158,6295.722,364.799,2370.169,2692.733,422.536,3.663,4024.74199999999,0,3668.373,2014.541,4327.043,6606.75599999999,24548.355,4842.08400000001,22300.836,1437.219,148.143,733.075000000001,270.015,44.913,1027.896,102.033,0.538,224.911,468.782,28.791,211.479,340.189,1529.837,109.023,44.139,788.997999999999,0.451,1049.327,6976.72999999999,81.0699999999999,62.6769999999999,71.822,60.307,4950.601,1629.928,147.118,19.765,9.581,18.441,70.649,0,2236.389,623.442,8.97499999999998,2173.6,33.012,3520.037,338.618,661.724,0.874,137.483,1865.853,4536.444,293.936
