"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CHN","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CHN","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CHN","54|CHN","77|CHN","118|CHN","105|CHN","159|CHN","70|CHN","88|CHN","62|CHN","61|CHN","60|CHN","162|CHN","11|CHN","35|CHN","98|CHN","123|CHN","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|PAS","88|PAS","88|RCPA","59|RCPA","156|RCPA","98|PAS","61|RCPA","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","54|RCPA","105|RCPA","160|RCPA","160|FSU","11|RCPA","11|FSU","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","131|FSU","79|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",72.976,147.802,180.145,26.907,306.494,1427.267,122.292,3482.809,298.712,33.147,135.283,251.614,57.434,171.881,509.706,463.363,74.735,22.177,93.266,44.026,51.95,51.129,528.351,84.541,274.461,815.975,40.73,22.532,10.577,13.54,169.193,99.057,10.018,1414.799,326.847,1803.872,130.234,896.133,72.728,397.974,111.233,201.841,13822.794,11182.181,400.649,54.752,1061.744,1019.421,103.867,747.61,111.82,1215.401,785.028,138.482,45.41,102.537,159.647,73.134,77.22,633.106,673.865,65.989,229.173,262.033,176.882,21.137,114.983,43.098,14.477,240.08,208.674,3489.945,37.474,1130.282,189.386,822.335,378.525,1301.534,7.89,334.203,61.632,3.358,15.456,8765.021,196.212,134.057,2554.558,3739.564,201.548,1741.737,1768.957,2619.556,1078.49,46.134,261.511,373.924,206.62,224.027,1051.814,255.649,127.497,172.269,37.696,120.016,300.794,571.394,26.349,317.902,0.838,40.218,0.451,133.642,2803.076,245.574,299.83,415.476,248.416,12.744,636.432,270.522,70.224,138.901,46.334,35.224,11.326,1222.277,206.211,1.513,350.318,105.749,98.709,358.781,1521.857,651.694,2751.845,552.538,55.596,107.258,2333.657,1954.773,10.286,202.029,20.593,357.447,768.566,768.312,357.476,4.684,418.394,4375.382,188.051,1166.623,854.296,108.654,5.015,330.763,1.281,658.227,835.769,997.018,1241.28,3226.42,1125.916,2741.305,344.49,72.855,210.403,93.267,17.29,213.361,15.74,0.053,6.045,172.852,5.465,137.52,36.335,504.728,40.978,6.397,53.272,22.877,67.907,2416.241,3.455,1.124,5.845,35.579,1180.397,508.701,127.234,3.476,0.048,58.866,13.291,0.909,822.699,283.236,71.12,805.976,25.344,243.405,87.694,154.868,6.613,59.629,545.206,1525.525,13.056
"2020",81.897,149.772,258.997,42.795,339.898,1605.751,183.052,4109.227,414.222,90.085,248.966,580.298,79.38,319.159,451.23,552.001,87.645,28.475,93.193,48.635,53.618,42.432,487.1,74.847,228.649,734.515,42.442,22.377,12.295,15.269,150.958,100.155,10.723,1348.945,307.808,1595.138,118.59,1695.884,192.912,1070.936,253.063,480.087,16089.074,14013.665,455.421,93.077,843.212,913.04,94.87,706.243,108.358,1203.504,853.986,140.834,47.353,85.239,154.615,72.773,62.671,550.379,842.224,83.547,261.977,264.801,422.054,20.24,92.731,40.018,14.285,221.192,203.667,3238.221,37.734,989.462,201.036,598.736,336.687,1169.195,9.168,473.07,81.893,4.201,21.195,10343.619,268.316,184.118,3248.4,4991.845,269.922,1948.741,2438.067,2623.959,1546.135,63.516,327.413,403.089,199.622,294.222,1018.068,243.175,141.913,409.608,71.406,108.663,312.627,678.003,39.869,308.727,1.151,58.778,0.611,141.617,3183.267,297.408,378.726,457.93,298.961,8.209,561.065,254.507,156.064,122.71,41.119,33.403,15.548,1088.614,192.601,1.213,256.578,98.868,131.573,300.02,1929.088,677.978,2911.03,691.876,71.325,182.107,2999.482,2404.299,13.353,390.25,24.973,326.689,873.618,784.226,326.711,2.277,379.61,3739.079,199.835,1203.184,849.706,90.285,4.878,661.003,1.554,682.596,915.9,1203.692,1367.082,3454.328,998.075,2480.972,495.732,60.655,199.55,104.683,19.195,187.054,24.052,0.081,5.521,165.996,8.234,132.296,67.261,578.286,51.819,7.581,51.177,29.991,85.116,2733.665,13.839,4.515,0.845,27.951,1065.091,479.466,123.158,3.43,0.025,53.147,12.71,0.906,946.008,306.347,86.669,699.994,25.233,207.553,81.276,144.455,6.057,52.617,502.652,1362.839,16.175
"2030",92.766,149.683,370.163,65.917,353.721,1808.432,238.108,4712.455,445.623,105.769,289.783,958.731,89.027,518.511,401.963,583.621,84.485,30.247,82.997,30.961,43.93,35.512,450.309,61.122,204.238,646.754,37.733,21.107,12.706,16.262,131.486,98.864,11.432,1180.206,266.934,1412.354,105.485,2602.107,307.38,1751.597,363.232,729.822,17134.69,16335.195,534.728,115.699,798.14,793.452,78.413,634.937,97.594,1215.041,868.011,143.646,49.331,76.924,149.966,74.052,53.498,485.855,972.142,87.345,268.973,249.845,607.019,18.508,76.046,38.156,13.859,201.218,187.848,2922.35,36.496,836.763,184.64,449.371,290.366,1012.558,9.959,524.893,84.225,4.069,22.182,9140.119,275.933,185.033,3189.655,5093.78,286.078,1628.342,2689.631,2280.197,1775.982,69.075,316.677,382.701,179.495,506.027,984.709,244.3,133.589,650.208,111.503,95.025,341.309,760.896,56.526,264.457,1.243,80.933,0.643,138.6,3528.123,341.591,460.958,586.629,348.388,7.282,492.356,229.088,243.843,109.371,35.423,31.326,17.944,925.49,175.874,1.112,174.307,86.005,171.039,263.887,2214.275,673.784,2811.656,801.348,83.634,234.67,3673.264,2721.765,16.269,477.223,28.628,268.939,913.916,823.802,308.675,1.72,334.504,3126.543,208.173,1182.143,798.381,77.526,4.436,1009.516,1.807,710.936,940.683,1334.169,1435.09,3591.612,843.407,2162.305,592.386,52.354,177.315,119.696,21.628,200.384,26.196,0.055,4.079,151.405,10.512,119.616,91.727,604.182,67.257,9.165,47.267,38.912,106.971,3089.117,22.734,7.428,0.492,26.611,927.635,444.956,114.922,3.442,0.025,43.921,10.791,0.942,968.879,285.166,96.384,585.197,22.26,174.859,74.032,132.181,5.738,48.622,461.917,1136.102,16.227
"2040",103.078,144.425,515.25,88.501,341.432,1913.133,312.836,5131.749,453.47,113.023,350.212,1859.52,92.51,770.747,361.251,593.129,75.026,29.338,66.479,26.228,38.176,27.23,419.023,46.644,176.442,570.707,34.729,19.343,13.002,12.684,111.182,94.069,12.485,1035.976,235.008,1234.385,86.645,3607.528,418.783,2589.019,446.5,962.895,16812.15,17911.601,574.303,130.101,736.503,678.623,64.117,558.74,87.437,1228.741,859.467,144.815,48.603,69.855,145.019,69.636,43.936,413.418,1034.794,87.275,265.617,234.163,802.093,16.485,62.509,35.779,12.646,180.929,173.247,2557.431,32.902,664.392,171.585,340.788,254.643,872.283,10.381,524.527,79.831,3.164,21.711,7442.311,263.139,175.876,2911.331,4616.029,280.91,1287.257,2744.867,1860.745,1754.308,69.691,295.95,358.314,167.276,746.549,931.2,217.495,124.151,905.574,168.46,83.409,334.346,816.982,76.966,219.058,1.539,76.783,0.652,126.087,3778.849,388.76,518.013,716.905,388.244,6.549,426.912,200.674,352.237,98.52,29.961,28.462,19.924,816.472,163.283,1.024,122.56,73.306,221.824,238.696,2352.746,626.863,2538.43,840.552,91.181,283.25,4238.917,2879.406,18.667,508.191,29.924,235.932,948.863,813.179,290.64,1.41,299.107,2559.38,201.696,1043.706,727.199,70.513,3.675,1383.87,1.985,703.563,909.161,1347.255,1389.991,3359.445,664.109,1831.475,650.659,43.24,151.07,107.789,9.326,215.594,26.581,0.044,2.012,132.198,11.89,106.299,124.212,604.686,76.871,10.536,43.87,49.027,124.165,3363.192,33.231,5.946,0.323,25.847,780.061,365.307,104.014,3.429,0.025,38.609,9.831,1.008,941.477,258.947,100.988,492.553,20.802,151.084,65.944,120.933,5.335,45.155,425.273,916.251,16.583
"2050",111.039,111.567,667.997,117.981,323.176,1819.113,400.403,5393.314,434.999,129.812,407.055,2887.887,100.92,1052.896,322.568,579.846,70.201,16.06,50.888,16.461,35.27,20.277,391.268,34.324,160.821,505.984,35.325,19.906,14.045,12.436,87.288,84.237,12.394,890.18,207.359,1071.446,71.52,4621.648,544.028,3442.847,574.332,1144.314,15604.185,18413.989,594.061,136.68,668.867,577.399,52.482,478.203,72.623,1206.756,826.226,144.132,34.204,65.457,130.248,66.64,37.318,363.82,1036.324,85.215,258.234,227.878,1079.65,14.818,53.798,33.871,11.957,161.866,165.615,2207.363,27.915,516.565,151.077,258.984,220.979,740.283,10.522,491.704,72.819,2.833,20.248,5914.412,239.588,159.505,2527.989,3933.13,248.675,1043.657,2702.956,1459.976,1666.545,49.586,278.272,317.381,163.21,982.774,873.528,213.673,119.688,1110.619,234.915,74.661,317.07,843.145,100.016,184.094,1.605,68.536,0.673,115.077,3941.105,429.132,516.39,820.087,417.927,6.018,367.075,181.573,476.771,90.386,25.794,26.218,21.577,736.783,151.707,0.964,98.799,61.395,267.585,217.786,2350.89,580.207,2199.909,847.883,93.537,322.929,4611.178,2953.562,20.48,507.58,23.781,182.282,970.876,830.717,288.328,1.354,262.541,2085.72,195.645,939.585,643.986,64.209,3.131,1796.124,2.05,665.835,818.285,1305.088,1266.203,2971.881,504.727,1528.741,667.538,34.57,127.473,103.717,4.444,220.132,25.558,0.026,1.045,117.825,13.337,95.884,161.362,578.894,91.506,11.485,40.513,59.37,143.884,3579.148,42.361,3.4,0.226,23.993,635.189,282.795,93.287,3.205,0.024,34.829,7.827,1.009,819.466,261.279,103.762,399.155,18.908,131.38,59.691,110.437,4.999,41.729,368.032,724.711,16.799
"2060",116.177,82.546,826.943,156.178,300.414,1668.191,460.716,5262.747,391.576,152.042,437.677,3799.824,110.776,1322.485,291.409,552.945,67.127,12.675,36.738,15.195,33.746,15.605,349.96,16.61,139.619,446.659,32.991,17.598,14.312,11.776,71.019,74.712,11.234,760.568,169.225,924.914,60.33,5506.069,641.609,4342.094,695.776,1279.814,14433.227,17883.98,590.901,136.735,595.347,487.691,42.329,408.858,67.131,1166.002,769.926,139.758,31.793,59.144,120.851,61.139,30.898,324.921,989.624,82.121,249.69,219.555,1338.334,13.375,46.189,31.625,10.898,142.916,153.055,1872.331,21.543,391.134,130.481,188.249,190.399,625.76,10.2,438.578,65.368,2.423,18.247,4630.159,214.655,142.68,2136.629,3270.769,214.613,833.387,2392.597,1086.553,1456.129,43.293,257.634,268.79,146.74,1175.424,729.267,183.987,114.716,1290.658,310.984,67.07,292.252,833.033,125.186,166.169,1.703,86.444,0.712,105.973,4046.549,443.018,488.285,891.387,435.095,5.208,313.577,161.682,601.666,84.074,22.486,24.704,22.279,674.632,141.736,0.928,82.65,50.608,313.345,196.447,2234.762,528.013,1870.107,815.353,95.623,346.91,4861.743,2953.707,19.786,487.039,21.028,146.897,990.071,791.113,269.035,1.267,223.501,1694.146,183.069,820.81,566.764,58.019,2.739,2176.6,2.017,614.31,686.682,1170.988,1091.494,2531.076,369.702,1287.188,653.646,27.035,112.493,104.722,2.84,207.813,26.026,0.018,0.817,102.839,9.85,85.307,189.276,544.629,103.305,12.007,37.56,68.641,162.612,3653.189,49.609,1.777,0.165,22.523,517.722,216.298,86.321,2.826,0.023,31.757,6.907,0.919,707.7,254.007,103.106,330.452,16.93,112.729,53.27,100.785,4.65,38.071,327.45,573.45,16.741
"2070",119.589,75.165,939.426,194.836,276.285,1544.732,511.001,4951.059,345.863,160.865,468.832,4563.132,120.128,1570.844,260.964,506.862,61.482,10.678,26.107,12.235,29.252,12.73,311.73,8.34,124.098,405.091,30.511,15.61,14.19,11.177,59.061,60.856,10.107,662.095,144.687,789.674,51.146,6186.302,738.286,5109.707,802.118,1350.897,13081.339,16638.893,591.454,131.004,524.359,420.841,35.937,340.485,61.944,1066.395,707.278,135.087,23.594,53.25,106.857,56.494,25.702,280.808,910.946,77.55,237.142,209.268,1604.305,10.306,38.257,29.926,10.075,126.701,141.123,1565.561,18.602,295.054,105.326,137.903,161.021,521.395,9.585,388.585,57.839,2.055,16.258,3617.471,189.892,125.92,1822.535,2685.079,175.067,682.842,2116.345,816.041,1179.813,38.415,230.62,235.605,133.747,1301.224,638.893,154.735,103.387,1364.18,386.006,59.508,265.568,815.69,140.455,143.985,1.845,23.253,0.734,92.119,4024.174,441.618,457.524,941.599,436.442,4.545,267.568,140.232,698.347,77.735,19.432,22.593,22.296,618.545,129.943,0.904,74.208,42.155,346.962,173.066,2022.137,466.582,1589.935,766.52,94.346,359.993,4780.719,2805.857,20.709,456.146,19.65,126.929,994.166,686.554,257.817,1.338,189.34,1361.019,174.41,683.235,508.835,52.658,2.349,2486.119,1.944,552.072,568.607,1029.815,916.408,2147.001,264.417,1061.463,618.321,21.455,98.623,104.13,2.216,192.922,23.79,0.014,0.71,91.515,9.009,72.805,201.307,504.169,113.909,12.127,35.317,76.681,173.174,3640.656,47.327,1.684,0.119,20.37,411.304,162.542,77.685,1.997,0.022,25.79,6.062,0.818,612.144,222.123,101.089,300.154,15.274,96.163,48.321,91.875,4.289,33.3,278.107,446.096,16.379
"2080",121.07,50.084,1039.852,213.54,214.674,1413.495,557.657,4603.607,304.378,163.768,479.444,5101.302,129.072,1753.08,232.008,473.031,42.937,9.368,17.901,10.323,24.837,8.39,287.304,6.146,111.141,361.639,28.075,12.723,13.565,10.971,48.296,48.41,7.66,559.345,121.807,676.572,41.871,6577.37,811.092,5698.07,877.39,1370.501,11534.419,15025.247,562.257,127.059,462.135,356.292,29.992,284.829,52.722,961.399,652.208,123.702,20.746,42.976,97.467,51.692,22.579,232.583,809.341,71.682,226.642,199.027,1853.556,9.219,32.602,27.572,9.44,112.041,129.038,1300.212,16.1,218.376,84.187,102.014,138.984,430.58,8.559,342.574,50.83,1.703,14.273,2752.632,167.019,110.999,1522.707,2241.085,101.502,554.761,1818.163,660.242,1028.41,33.642,203.02,202.428,123.108,1359.417,559.083,143.914,94.941,1440.503,462.536,52.161,238.182,808.229,143.685,103.235,2.04,24.837,0.722,76.71,3908.076,436.434,438.23,954.197,432.878,3.605,225.346,120.682,798.577,71.807,16.561,20.614,21.172,534.229,114.794,0.864,64.552,35.18,382.847,155.549,1793.727,411.143,1340.358,716.883,94.267,355.649,4523.329,2506.975,23.056,419.549,17.658,89.838,981.464,627.456,240.411,1.231,159.464,1094.476,159.644,585.361,441.578,50.399,2.128,2633.886,1.837,477.567,473.153,894.282,788.631,1747.04,185.023,854.732,565.223,16.621,85.028,102.359,1.515,181.928,20.875,0.008,0.585,84.008,8.801,66.249,197.419,455.008,122.552,10.562,32.412,84.272,187.494,3550.806,49.383,1.702,0.087,18.756,318.143,121.081,70.045,1.96,0.022,24.312,5.575,0.74,524.632,185.09,79.725,263.884,13.108,82.082,43.298,81.405,3.947,28.719,226.414,340.075,15.655
"2090",112.324,38.514,1082.364,245.842,194.691,1265.601,584.161,4154.586,272.389,159.855,438.467,5371.949,133.408,1826.589,205.251,431.624,35.642,8.116,11.605,8.998,18.617,5.71,256.011,4.786,94.504,325.026,23.277,11.677,13.044,10.546,38.402,38.861,4.661,462.313,101.585,583.364,32.992,6644.826,835.658,6153.209,911.876,1363.635,10055.571,13094.511,512.344,119.791,409.228,297.326,23.806,231.343,45.997,880.056,592.575,115.799,18.897,38.502,90.017,46.782,17.704,202.174,714.377,65.237,211.653,188.496,2003.537,8.166,27.988,24.887,8.086,99.96,115.423,1066.119,13.041,161.71,64.66,74.327,121.511,353.347,7.371,305.64,44.445,1.487,12.689,2159.931,146.91,97.669,1287.121,1829,74.089,456.436,1542.066,513.965,857.6,29.206,174.62,161.262,112.078,1354.159,472.319,132.727,81.263,1462.789,533.045,45.364,215.692,764.156,147.89,91.113,1.838,25.817,0.676,65.403,3639.603,405.235,414.755,935.741,424.447,2.438,188.347,104.174,880.827,66.032,13.949,18.621,20.559,480.052,102.386,0.831,57.987,29.945,414.678,136.905,1584.919,347.807,1131.196,662.172,91.05,339.894,4114.038,2205.86,25.626,387.481,16.521,70.741,945.012,554.725,204.651,1.176,133.521,874.123,144.162,500.749,382.624,47.168,1.949,2790.16,1.718,414.376,386.159,763.263,640.44,1413.708,128.633,708.902,518.579,13.796,70.942,100.451,1.332,164.297,18.545,0.007,0.535,76.156,8.705,59.379,201.185,408.008,129.926,9.668,29.674,92.011,206.19,3409.24,51.106,1.117,0.068,17.146,240.196,92.769,64.248,1.814,0.021,22.191,5.04,0.668,434.981,154.048,69.042,228.099,11.151,67.318,37.143,71.888,3.638,25.026,190.016,254.948,14.493
"2100",129.825,53.022,1276.875,310.81,203.898,1174.355,661.856,4015.995,208.724,187.334,562.297,6853.056,148.184,2315.921,169.629,368.613,44.5470000000001,4.687,0,3.355,15.77,4.10500000000002,197.04,0,77.5350000000001,280.387,23.071,9.646,13.824,9.38000000000001,23.1870000000001,19.288,6.72600000000001,366.676,71.0730000000001,383.954,23.594,8227.00099999999,1028.317,7412.546,1121.144,1564.146,9025.67500000001,12903.632,593.113,113.811,311.395000000001,220.291,16.761,135.366,46.383,767.574000000001,519.334,121.074,0,35.568,64.8750000000001,42.559,10.114,148.469,674.912,63.837,199.498,178.407,2402.218,1.099,14.461,24.829,7.606,78.0559999999999,105.327,645.251000000001,9.77900000000002,6.81400000000002,29.8610000000001,0,72.887,208.3,7.74,238.606,35.252,0.951000000000003,10.291,579.407000000002,115.603,75.64,880.253000000002,928.009000000006,56.4290000000003,231.207000000001,1287.589,4.50500000000056,350.865000000001,23.781,149.578,136.05,94.7680000000001,1678.624,367.771,66.9790000000002,69.4,1584.746,611.072,36.8220000000001,185.516,763.661,186.262,77.433,2.271,0,0.8,50.5570000000001,3957.049,437.418,365.241,1092.235,440.483,2.556,129.541,75.8820000000001,988.389999999999,58.718,10.27,16.26,22.347,450.284,94.5640000000002,0.832,48.882,16.796,447.813,102.923,1384.262,282.289,749.419000000001,620.021,90.515,399.242,4537.647,2362.307,23.478,363.467,15.516,67.0250000000002,1006.451,372.877,224.163,1.551,86.8570000000001,361.638000000001,148.433,270.510000000001,335.048,36.575,1.179,3414.676,1.725,365.358,214.382,606.296000000001,391.15,994.776000000002,0,384.288000000001,512.346000000001,4.715,57.013,102.354,0.344000000000001,148.249,17.082,0.00200000000000003,0.389000000000001,57.5430000000001,6.48600000000001,35.299,237.4,382.789,145.721,12.487,28.588,100.801,204.86,3603.057,40.481,1.405,0,13.911,92.0500000000006,1.2740000000002,51.7770000000001,0,0.019,7.88899999999999,3.527,0.514999999999999,325.475999999999,126.471,95.038,209.26,10.306,46.465,33.474,65.1450000000001,3.206,18.987,130.078,64.0340000000009,15.293
