"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CHN","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CHN","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CHN","54|CHN","77|CHN","118|CHN","105|CHN","159|CHN","70|CHN","88|CHN","62|CHN","61|CHN","60|CHN","162|CHN","11|CHN","35|CHN","98|CHN","123|CHN","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|PAS","88|PAS","88|RCPA","59|RCPA","156|RCPA","98|PAS","61|RCPA","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","54|RCPA","105|RCPA","160|RCPA","160|FSU","11|RCPA","11|FSU","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","131|FSU","79|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",32.946,329.973,14.178,2.041,201.575,392.311,3.282,783.175,11.047,74.761,444.075,373.354,44.61,157.758,755.719,2508.621,106.729,18.563,1238.175,312.419,66.688,607.904,7735.899,298.749,2769.044,1046.222,338.417,240.057,12.24,19.439,2245.474,114.997,43.99,6638.135,565.817,2445.304,326.524,284.209,70.144,196.986,459.949,427.982,5579.971,4368.908,383.505,10.464,2794.378,1625.562,203.149,1284.215,460.068,5156.583,827.272,179.591,43.145,195.556,523.92,65.678,1240.179,4022.028,301.742,2.574,408.14,896.761,231.551,45.454,886.471,23.84,5.803,621.337,620.634,9544.787,12.864,4820.491,360.002,8276.401,2033.436,2460.836,0,137.869,15.088,0,0.114,7203.551,8.381,3.984,2420.79,4174.413,66.32,3049.508,641.343,6597.897,995.375,4.184,866.756,1886.296,584.171,176.057,2609.929,1235.057,438.86,127.759,9.473,600.964,575.913,317.382,4.856,1597.9,0,12.482,0,1544.823,2504.537,31.713,1411.417,465.573,568.262,154.886,1316.453,606.099,4.147,522.144,257.413,41.959,7.686,4804.446,407.517,0,714.729,62.018,34.634,1362.658,505.899,2092.249,3663.794,134.164,12.72,16.861,388.732,1720.381,0,271.744,8.762,1215.801,1228.164,2050.113,170.538,60.609,1407.087,8818.957,215.811,751.409,1567.249,24.889,0.502,252.484,0,773.985,158.735,183.903,194.688,1413.538,5581.011,1440.152,55.757,49.511,293.53,246.935,28.473,820.452,9.681,0.056,35.271,382.236,2.457,172.049,61.449,708.488,73.889,18.622,336.157,0.047,110.962,2506.775,0.006,0,661.561,55.361,3842.966,883.677,132.558,18.342,17.698,13.06,73.883,0,1245.781,324.468,3.534,2294.409,36.958,4052.412,332.072,648.045,0.435,147.057,2776.584,5989.082,196.706
"2020",38.317,381.552,24.598,3.725,278.842,558.369,7.975,1224.083,14.64,268.494,1001.293,2308.569,83.408,316.15,844.187,3637.093,127.415,22.756,1466.341,338.466,90.458,674.022,8789.736,375.678,3208.058,1248.209,377.027,279.407,13.682,22.485,2518.738,137.341,54.429,7580.194,660.978,2721.831,362.055,653.894,155.243,468.955,1040.445,914.722,9712.783,6352.368,656.344,22.497,2731.709,1820.749,225.22,1403.191,493.727,6095.301,1068.031,206.188,55.223,242.187,603.298,78.797,1404.142,4540.908,399.463,3.397,506.055,1162.943,601.817,49.683,975.413,27.868,7.102,671.659,703.807,10381.089,16.166,5369.325,411.648,9018.42,2181.521,2605.12,0,184.433,19.418,0,0.171,10899.89,10.881,5.175,3456.839,5726.883,98.702,4499.847,892.282,10309.921,1415.016,5.747,1142.986,2526.279,680.265,282.755,3152.976,1480.136,498.844,285.313,35.783,660.031,782.524,427.865,6.461,1994.58,0,24.669,0,1875.681,3677.668,68.285,1728.87,652.891,776.308,172.513,1450.929,638.397,17.617,602.308,276.457,47.438,15.364,5497.197,479.351,0.464,844.389,77.367,69.368,1669.221,702.385,2649.03,5432.572,193.453,16.081,37.606,552.658,2360.799,0,457.695,13.229,1412.478,1864.146,2348.355,256.156,64.11,1457.344,9168.686,249.003,1012.477,1738.598,42.97,0.804,516.335,0,975.14,259.158,266.289,246.012,1654.499,6030.724,2042.588,107.465,62.634,337.682,277.545,31.453,985.807,16.321,0.085,57.434,402.745,3.992,179.214,124.639,903.533,97.87,22.56,392.591,0.061,143.544,4234.861,0.013,0,590.902,69.615,4141.403,1003.228,142.882,19.975,16.959,15.864,76.087,0,1509.258,402.411,4.012,2519.187,40.712,4407.216,364.213,711.547,0.716,160.837,2939.055,6900.768,240.45
"2030",44.416,440.768,37.517,5.827,353.051,705.172,26.401,1825.005,16.864,428.042,1637.875,5081.406,122.166,532.579,927.945,4430.565,133.493,25.513,1630.686,348.662,119.107,670.365,9516.631,442.927,3595.774,1384.831,410.272,304.806,15.296,25.323,2757.076,165.246,61.384,7987.674,710.448,2862.789,384.233,1275.36,282.295,876.134,1668.142,1555.424,14696.318,8596.412,875.118,36.456,2879.189,1913.434,243.518,1502.758,514.43,7067.317,1296.568,231.382,66.386,277.224,674.517,90.258,1544.9,5056.963,489.356,3.827,594.21,1394.84,1083.473,52.64,1027.011,31.861,7.869,709.475,775.359,11341.131,18.614,5873.188,465.949,9614.221,2311.126,2670.021,0,204.496,19.853,0,0.247,12897.946,11.656,11.045,3920.064,7113.095,129.729,5275.729,1034.383,12391.062,1748.791,6.622,1357.374,2909.896,784.195,515.691,3697.057,1623.147,511.953,491.381,60.442,695.383,959.312,553.462,8.542,2379.713,0,39.614,0,2135.638,5149.729,123.657,2055.7,927.054,1023.42,178.014,1554.286,671.687,34.923,661.203,287.073,51.899,22.507,5710.888,518.08,0.44,960.213,84.463,115.361,1879.829,911.958,3115.75,7145.609,245.433,19.283,63.012,715.903,3074.903,0,623.983,17.823,1650.378,2479.157,2661.318,337.285,66.212,1477.776,9105.253,277.111,1356.641,1830.64,54.617,1.01,882.836,0,1148.36,396.033,369.57,331.686,1989.585,6235.241,2684.865,159.194,67.933,375.886,306.398,33.879,1109.517,23.256,0.144,73.149,400.534,4.847,176.507,202.183,1080.536,124.368,26.126,430.077,0.081,189.969,5688.826,0.018,0,536.198,79.608,4245.373,1130.949,150.986,20.895,16.021,19.981,77.197,0,1707.095,474.872,4.295,2543.447,44.471,4679.11,387.033,757.061,0.74,175.364,3204.893,7531.856,291.212
"2040",50.813,494.007,56.066,12.762,404.731,811.484,52.685,2618.568,17.692,586.102,2384.687,7878.301,164.839,823.84,976.078,5099.537,142.913,29.995,1733.945,340.259,136.468,658.949,9893.073,495.331,3871.875,1438.111,453.437,334.967,16.344,31.299,2954.656,187.056,67.776,8362.218,744.908,2882.832,412.746,2172.432,474.053,1511.844,2529.094,2299.181,19910.453,10837.719,1070.62,47.531,2954.815,1940.999,249.106,1552.688,508.804,7893.432,1476.429,245.596,75.865,298.64,718.3,101.623,1641.789,5474.311,579.571,4.109,662.682,1572.15,1777.062,55.347,1079.423,35.461,9.221,746.412,829.17,11951.921,22.683,6244.708,510.576,9986.45,2401.121,2697.227,0,211.59,19.454,0,0.272,14085.619,11.996,12.265,4105.935,7654.477,171.163,5697.147,1149.223,12882.964,1910.989,7.043,1557.526,3253.516,845.053,856.992,4167.453,1765.447,535.792,787.272,95.247,723.176,1116.281,668.294,10.712,2641.853,0,90.064,0,2304.854,6621.067,170.111,2345.31,1275.648,1263.147,181.159,1598.969,705.467,55.399,706.432,284.706,52.024,30.357,5985.794,554.3,0.421,1011.938,86.493,163.059,1990.552,1090.428,3512.202,8498.137,316.787,23.076,92.797,916.562,3812.046,0,758.998,23.001,1822.922,3068.248,2941.55,408.061,68.53,1476.257,8774.301,300.362,1677.836,1904.393,65.454,1.282,1363.285,0,1261.535,518.892,485.627,411.19,2359.502,6153.864,3052.964,216.041,68.485,398.699,354.559,49.659,1226.084,29.098,0.169,86.138,399.756,5.618,179.369,303.571,1238.947,159.216,29.244,455.23,0.106,248.657,7208.758,0.024,5.874,472.257,80.369,4306.93,1202.052,149.693,21.747,14.927,19.674,77.259,0,1881.358,533.922,5.808,2494.038,46.66,4873.195,407.858,805.52,0.825,190.495,3463.217,7850.189,334.473
"2050",56.195,557.085,89.096,21.322,436.398,973.796,89.042,3501.696,17.123,779.682,3261.485,10612.883,204.025,1190.843,1001.38,5747.313,140.377,45.585,1787.69,337.169,145.375,633.022,10048.128,513.32,4020.695,1453.541,486.89,354.576,17.268,35.752,3091.448,205.862,69.73,8617.077,764.698,2821.647,426.756,3380.3,700.684,2547.271,3557.412,3131.52,24620.78,13305.628,1235.517,58.076,2990.943,1920.94,243.961,1578.368,501.198,8634.575,1620.122,251.45,93.834,305.78,744.245,106.051,1684.26,5783.035,662.881,4.217,708.139,1639.283,2588.695,57.062,1120.696,38.09,9.828,781.059,887.745,12481.754,27.29,6571.967,548.66,10192.027,2439.751,2687.633,0,207.936,18.25,0,0.289,14312.301,11.879,13.2,4114.147,7928.516,209.787,5769.721,1190.252,12513.655,1890.449,22.415,1716.112,3529.167,864.442,1301.004,4530.447,1844.388,552.812,1219.91,145.983,760.763,1213.3,801.424,12.772,2834.728,0,150.12,0,2391.109,7954.61,207.882,2621.624,1661.989,1474.769,183.62,1624.328,727.249,79.468,755.674,292.428,53.005,38.236,6254.799,582.915,0.408,1026.121,84.721,223.579,2049.112,1233.927,3769.12,9440.902,380.098,30.126,126.627,1208.772,4475.594,0,865.098,33.411,1947.784,3579.234,3065.216,444.222,71.836,1454.858,8398.707,307.777,1860.93,1941.921,75.867,1.445,1921.238,0,1334.471,621.091,588.081,494.735,2697.415,5869.59,3218.891,272.071,65.081,404.362,376.605,56.122,1316.539,34.534,0.192,93.458,399.965,6.173,181.981,396.799,1410.839,187.368,31.111,463.082,0.134,313.871,8738.219,2.6,13.414,425.599,77.701,4330.434,1246.697,145.217,21.177,13.632,19.124,76.317,0,2069.545,550.06,6.472,2341.799,48.292,5004.31,419.971,840.375,0.828,200.824,3615.057,8042.746,366.844
"2060",60.345,586.421,130.328,29.514,442.808,1115.375,148.333,4515.178,25.648,1009.693,4207.041,13117.833,244.474,1594.301,1005.124,6150.417,137.372,51.326,1786.293,328.358,146.165,611.745,9913.886,509.597,4090.606,1459.032,501.755,381.009,18.865,35.824,3214.51,225.406,75.03,8730.536,772.141,2706.922,423.555,4847.317,982.08,3778.496,4768.269,3958.016,28029.896,16119.479,1367.446,67.84,2968.59,1861.239,241.528,1600.462,510.945,9045.332,1710.244,254.438,97.869,310.461,751.518,110.361,1729.098,5991.707,728.812,4.184,743.661,1700.594,3526.175,57.982,1145.059,38.744,10.665,809.094,913.415,12800.959,33.152,6752.629,585.393,10410.752,2444.33,2638.978,0,195.725,16.68,0,0.306,13752.439,11.294,13.116,3933.412,7781.578,223.956,5412.598,1175.507,11745.161,1780.95,22.078,1823.222,3701.789,884.765,1809.707,4772.816,1882.456,571.096,1689.985,209.051,807.117,1256.529,919.561,14.93,2927.534,0,185.453,0,2402.452,9076.281,251.131,2841.768,2046.152,1647.639,182.439,1655.925,731.099,110.59,812.14,308.122,54.254,46.182,6515.504,607.821,0.395,1025.584,80.352,279.087,2064.642,1308.612,3899.945,9969.976,437.794,33.672,161.77,1507.843,5061.361,3.61,940.801,38.384,1978.775,3998.005,3117.115,468.614,72.223,1428.374,7981.871,308.123,1945.835,1951.443,83.934,1.494,2553.47,0,1368.011,696.015,707.697,584.403,2866.608,5450.552,3223.863,329.871,60.822,396.936,386.102,57.562,1371.951,35.913,0.206,95.937,384.045,10.225,176.647,485.621,1539.265,215.321,32.544,479.518,0.164,381.059,10167.933,7.388,21.494,374.6,76.208,4351.561,1301.386,146.03,20.344,12.643,17.729,72.723,0,2178.413,554.566,7.333,2148.662,50.987,5104.506,429.934,845.205,0.824,206.936,3830.366,8223.768,369.686
"2070",61.637,578.991,195.313,39.413,433.383,1208.789,218.994,5480.26,23.6,1265.132,5103.83,15220.282,284.167,1991.466,981.343,6298.395,138.76,52.801,1757.147,315.7,147.339,588.469,9572.505,494.417,4062.234,1440.83,506.306,394.627,19.332,35.473,3279.066,245.256,77.272,8872.483,760.624,2550.647,422.985,6442.761,1255.931,5263.347,6109.145,4755.424,30184.424,18564.206,1446.816,78.155,2903.629,1810.545,238.809,1619.618,509.148,9359.537,1764.321,252.529,104.52,312.726,754.117,111.699,1768.814,6101.492,767.495,4.035,762.407,1722.077,4485.772,59.48,1158.508,40.226,11.382,823.761,939.609,12968.299,35.929,6918.694,616.355,10403.468,2429.492,2548.22,0,179.682,14.944,0,0.308,12773.12,10.405,12.644,3582.245,7545.726,230.109,4933.267,1077.584,10659.177,1721.757,20.81,1885.534,3755.518,908.804,2336.995,4882.758,1879.848,601.843,2227.628,305.429,851.269,1257.948,1011.297,24.312,2957.89,0,287.253,0,2374.382,10046.496,280.192,2998.549,2378.92,1770.131,179.229,1660.962,715.22,183.599,856.6,316.487,53.644,52.448,6665.19,623.534,0.383,997.219,75.627,331.705,2019.494,1373.107,3939.821,9998.094,458.707,35.97,191.088,1954.16,5559.129,4.659,993.15,39.857,1942.678,4359.81,3137.365,466.368,70.922,1379.559,7461.518,310.705,1986.847,1960.271,89.309,1.5,3253.602,0,1372.573,739.039,805.23,678.02,2911.29,4987.911,3210.477,382.735,57.082,393.127,387.448,58.472,1384.461,38.281,0.208,97.006,374.22,11.349,174.069,575.006,1618.588,242.42,33.829,507.157,0.198,454.054,11426.603,21.45,27.475,317.31,75.086,4336.044,1317.292,145.521,20.442,11.867,17.05,69.546,0,2217.947,571.052,7.742,2154.917,51.465,5186.884,443.131,869.661,0.923,207.634,3848.351,8287.271,376.811
"2080",60.531,573.89,264.12,60.126,457.045,1262.593,293.281,6411.766,20.786,1504.608,5891.993,16900.616,317.879,2387.507,938.414,6379.445,145.536,51.324,1699.653,296.56,146.882,554.667,9182.043,470.405,3946.756,1395.949,513.687,386.673,19.174,36.307,3275.192,254.493,78.403,8823.163,756.475,2379.543,411.381,8083.388,1517.038,6916.557,7313.222,5443.407,31486.652,20258.23,1537.292,84.601,2779.698,1716.399,226.797,1588.887,481.325,9505.204,1773.857,250.901,106.263,314.125,725.112,110.355,1796.088,6053.097,788.529,4.067,777.392,1743.904,5418.065,59.565,1173.547,41.627,11.597,821.691,956.225,13054.415,36.564,6990.389,636.057,10412.271,2422.146,2438.061,0,161.919,13.274,0,0.306,11630.669,9.43,11.506,3292.356,6829.598,245.338,4466.436,1025.385,9582.113,1581.5,19.289,1911.581,3738.848,903.151,2834.766,4944.387,1834.316,590.109,2678.508,410.729,844.172,1246.165,1047.052,42.156,2965.377,0,304.229,0,2321.797,10997.44,303.756,3093.316,2685.98,1857.014,174.499,1636.027,703.91,249.323,879.881,313.939,51.475,56.053,6494.268,616.157,0.372,977.369,70.726,361.327,1987.218,1390.077,3869.555,9823.74,464.444,35.876,223.38,2412.998,5849.429,4.534,1031.596,40.098,1877.863,4653.919,3026.782,454.347,71.26,1318.253,6964.464,307.042,1972.092,1946.135,92.699,1.493,4023.094,0,1339.93,741.915,874.088,726.659,2910.62,4483.206,2989.702,424.759,55.488,386.7,379.493,58.242,1375.038,40.252,0.209,96.636,372.104,11.158,167.824,655.963,1640.977,264.75,36.004,502.485,0.239,525.255,12458.71,30.538,30.601,264.135,72.761,4210.297,1272.262,138.237,20.114,11.037,16.391,67.736,0,2188.87,569.86,22.278,2072.658,52.549,5132.466,442.258,865.065,0.899,198.166,3735.853,8429.45,367.886
"2090",61.395,551.98,350.91,78.773,442.979,1314.44,370.914,7001.078,18.76,1711.756,6555.42,18142.405,341.399,2782.89,885.093,6210.035,133.737,48.703,1623.993,277.247,146.559,518.391,8750.744,439.908,3771.672,1349.535,507.149,373.831,19.01,35.021,3205.481,252.081,77.753,8562.65,733.964,2206.509,386.776,9692.626,1767.418,8568.125,8187.243,5961.36,31418.155,21382.209,1615.064,94.354,2653.216,1597.021,207.797,1515.406,449.86,9488.972,1756.53,243.214,101.065,302.892,683.863,107.032,1829.723,5807.525,783.013,3.926,760.073,1712.96,6334.374,58.468,1153.408,41.853,11.675,805.549,940.306,12959.09,36.961,6956.009,648.442,10378.784,2405.908,2313.657,0,146.085,11.835,0,0.292,10333.969,8.452,10.512,3016.565,6247.029,235.905,4006.057,964.194,8440.355,1443.429,17.373,1903.797,3677.345,849.997,3261.406,4948.801,1742.04,559.593,3073.008,518.498,821.44,1224.925,1061.196,55.289,2916.068,0,311.229,0,2245.854,11635.447,331.924,3128.935,2922.045,1894.386,169.134,1596.099,684.142,318.522,887.079,307.13,49.427,59.734,6459.136,602.923,0.357,945.031,66.143,373.217,1908.708,1359.336,3722.343,9554.195,458.605,33.722,248.543,2870.181,5973.085,4.339,1055.618,39.065,1787.14,4853.715,2901.612,450.041,67.792,1245.034,6454.263,307.107,1950.385,1903.362,94.196,1.418,4651.58,0,1277.73,737.506,919.695,765.119,2823.63,4025.948,2776.627,460.469,52.732,372.404,371.376,56.786,1375.373,41.297,0.199,95.026,359.032,11.085,162.748,705.288,1637.747,278.455,35.676,497.141,0.277,600.824,13294.626,38.332,33.348,235.684,70.041,4051.802,1222.225,132.199,18.677,9.669,15.117,64.724,0,2136.281,562.99,27.316,1961.307,51.836,5009.703,434.005,847.424,0.878,196.142,3743.525,8377.225,353.544
"2100",65.513,556.701,390.268,69.11,405.108,1489.031,430.977,8375.50599999999,17.456,2031.449,7794.197,21527.629,403.246,3182.961,910,6742.329,142.924,57.226,1669.709,277.726,150.861,518.641,8548.362,448.877,3977.118,1386.224,519.959,435.481,20.733,34.42,3472.734,304.806,83.998,9298.324,726.073,2081.822,421.275,11229.093,2077.484,9717.89999999999,10131.773,7147.64799999999,36648.008,25898.387,1684.926,109.1,2708.746,1658.463,230.652,1677.086,503.757,10302.152,1926.552,246.802,124.473,319.521,761.914,115.713,1887.962,6430.847,883.544,3.588,818.645,1786.526,7364.56299999999,63.974,1198.855,44.672,13.533,867.761999999999,1018.191,13470.319,44.26,7416.889,709.240999999999,10381.616,2384.978,2275.946,0,131.553,9.73600000000002,0,0.314,9835.16300000001,7.738,11.228,2528.744,6838.17,248.568,3495.274,783.814999999999,7401.225,1544.178,17.006,2072.47,3916.705,980.920999999999,3918.859,5212.584,1872.024,694.084,3840.557,594.563,983.725,1262.205,1286.505,52.4579999999999,3048.958,0,592.652999999999,0,2290.172,12957.141,367.375,3468.892,3377.224,2137.607,169.599,1676.073,667.583000000001,402.626,989.98,341.582,51.814,71.246,7114.248,670.673,0.347,912.124,61.452,489.559,1884.05,1566.592,4059.449,10082.448,521.446,42.864,279.042,3293.111,7052.433,7.806,1150.197,44.276,1834.387,5445.225,3198.115,459.63,67.019,1233.114,5900.459,318.451,2109.883,1986.755,105.434,1.518,5353.99799999999,0,1386.259,868.110999999999,1097.829,958.870999999999,3045.336,3599.988,3170.319,541.327,45.862,381.7,391.486,61.202,1421.991,45.385,0.214,100.213,344.745,14.721,166.335,843.161,1856.557,323.717,37.684,590.074,0.3,673.038999999999,15202.613,63.636,45.418,145.44,71.72,4289.493,1365.01,143.994,20.736,9.539,15.013,60.0150000000001,0,2336.549,620.509999999999,8.96899999999998,2173.682,52.899,5434.018,482.722,943.028999999999,1.22,209.728,3902.306,8477.78000000001,398.186
