"","50|MEA","30|MEA","50|SAS","30|SAS","30|FSU","10|FSU","10|SAS","67|SAS","148|CHN","13|AFR","57|AFR","38|AFR","6|AFR","161|AFR","0|EEU","14|MEA","93|LAM","139|LAM","100|LAM","137|LAM","76|LAM","84|LAM","75|LAM","111|LAM","155|LAM","31|FSU","22|PAO","21|PAO","19|PAO","20|PAO","18|PAO","91|PAO","149|PAO","48|WEU","39|WEU","39|EEU","48|EEU","96|AFR","158|AFR","95|AFR","8|AFR","7|AFR","53|SAS","65|SAS","24|SAS","24|PAS","28|LAM","106|EEU","106|FSU","42|FSU","51|FSU","32|LAM","9|LAM","152|LAM","101|LAM","99|LAM","125|LAM","113|LAM","46|LAM","29|LAM","73|PAS","53|CHN","107|AFR","80|AFR","78|AFR","109|NAM","52|NAM","81|NAM","103|NAM","36|NAM","126|NAM","90|NAM","63|NAM","142|NAM","17|NAM","153|NAM","47|WEU","119|WEU","67|CHN","54|CHN","77|CHN","118|CHN","105|CHN","159|CHN","70|CHN","88|CHN","62|CHN","61|CHN","60|CHN","162|CHN","11|CHN","35|CHN","98|CHN","123|CHN","37|LAM","83|LAM","108|LAM","82|AFR","33|LAM","85|WEU","41|WEU","121|AFR","5|AFR","145|WEU","4|MEA","3|MEA","3|AFR","87|MEA","95|MEA","78|MEA","134|LAM","116|LAM","96|MEA","5|MEA","85|MEA","120|MEA","40|MEA","4|WEU","45|WEU","86|WEU","130|AFR","127|WEU","51|WEU","127|FSU","140|PAS","49|WEU","68|WEU","128|WEU","25|FSU","26|FSU","129|AFR","0|WEU","144|PAS","114|PAS","72|PAS","143|PAS","110|PAS","69|PAS","124|SAS","66|SAS","12|SAS","70|PAS","70|SAS","31|MEA","151|MEA","34|MEA","115|MEA","64|WEU","150|WEU","71|PAO","154|FSU","146|FSU","105|FSU","77|FSU","54|FSU","1|AFR","148|FSU","59|PAS","88|PAS","88|RCPA","59|RCPA","156|RCPA","98|PAS","61|RCPA","141|SAS","39|FSU","43|FSU","27|LAM","97|LAM","122|LAM","54|RCPA","105|RCPA","160|RCPA","160|FSU","11|RCPA","11|FSU","2|AFR","135|AFR","4|AFR","92|AFR","94|PAO","115|SAS","15|SAS","117|PAS","112|PAS","133|PAS","28|NAM","132|FSU","157|FSU","44|FSU","23|FSU","74|FSU","131|FSU","79|FSU","123|FSU","71|FSU","26|WEU","151|WEU","31|WEU","147|PAS","104|NAM","27|NAM","55|NAM","97|NAM","33|NAM","122|NAM","56|NAM","58|NAM","136|AFR"
"2010",6.252,54.395,92.685,15.418,1506.236,1117.322,24.788,788.694,20.352,99.697,1007.781,152.011,25.126,105.758,1859.91,242.501,62.292,27.284,1898.996,215.058,71.94,417.768,7530.297,198.823,3703.741,566.84,51.794,44.925,2.2,3.934,426.467,30.588,9.979,11026.525,3180.364,2614.136,278.949,229.341,55.691,349.667,183.571,280.216,3784.716,2758.375,379.47,14.806,534.337,1198.081,169.854,1230.437,312.336,3023.768,826.062,245.145,69.605,266.897,714.941,89.646,1691.93,283.783,153.293,4.54,220.465,464.715,114.839,36.075,885.371,30.818,7.342,494.239,711.573,5385.249,15.295,4179.615,380.664,4586.873,1247.092,3790.258,0,253.457,27.867,0,0.083,13274.133,15.437,7.343,4459.125,6678.809,122.136,5610.731,1146.835,12088.781,1827.41,7.709,671.746,252.974,25.692,381.017,1274.804,737.186,298.798,303.246,64.965,1267.314,301.27,670.476,1.188,472.532,0,11.343,0,2116.335,8792.102,79.05,393.563,33.78,120.331,59.733,814.246,807.242,20.152,1349.832,833.624,27.068,8.569,1315.04,527.021,0,567.705,52.939,10.904,643.574,102.049,1842.238,740.965,27.062,2.565,9.825,243.407,1072.584,0,430.558,5.463,202.076,412.576,338.306,28.034,18.95,2112.344,10095.471,201.319,927.153,1374.474,186.094,0.305,80.52,0,1673.943,386.841,1553.999,2038.399,14902.872,4084.232,15186.986,220.564,69.679,647.973,143.325,21.03,396.211,5.777,0.033,21.047,252.861,1.466,113.686,8.534,396.906,9.437,5.038,351.466,0.044,105.195,459.967,0.006,0,14.824,35.111,2523.555,644.95,86.607,11.92,11.617,8.601,48.555,0,769.386,204.467,2.227,1694.626,24.62,2792.548,265.969,517.476,0.348,102.204,1405.477,3299.264,103.53
"2020",7.234,60.445,127.735,21.469,2863.096,1965.51,45.962,1293.407,21.628,157.1,975.008,279.731,36.65,187.964,2202.797,1143.171,78.768,36.394,2465.625,267.473,121.742,529.708,9505.29,260.672,4719.27,772.993,76.008,66.482,3.243,5.801,631.162,47.264,14.637,11596.882,3195.884,2992.105,338.426,382.484,96.007,488.137,295.259,493.043,9911.51,6521.371,663.774,30.976,669.818,1482.39,224.286,1610.908,395.645,3810.128,1223.796,314.832,98.797,369.579,920.456,120.287,2139.789,388.446,216.003,5.447,298.1,636.709,195.061,41.57,1017.376,37.361,9.168,578.401,818.082,6384.956,19.249,4853.781,438.943,5418.693,1437.944,3789.49,0,268.42,30.519,0,0.168,16224.102,16.284,7.744,5109.779,7274.786,143.769,6590.269,1279.266,13966.978,1913.697,8.433,879.32,355.882,38.213,501.1,1656.962,1035.209,360.766,538.395,91.23,1496.151,448.408,841.062,1.521,651.525,0,20.116,0,3171.515,12671.696,181.209,592.537,123.54,200.917,77.631,1008.482,798.636,53.999,1525.412,925.671,34.832,10.068,1749.683,601.319,0.121,769.919,85.848,27.063,842.379,165.029,2571.987,1279.811,45.424,3.767,16.936,565.405,2424.585,0,687.082,13.592,227.581,822.27,372.506,40.438,23.02,2072.489,10080.61,271.225,1495.17,1873.823,328.036,0.741,119.688,0,2263.714,681.386,2482.05,3380.274,23091.67,5343.827,28536.669,379.083,106.981,888.504,169.366,24.624,504.114,15.152,0.079,53.321,329.245,3.704,146.782,13.906,527.232,13.044,5.976,400.227,0.048,112.512,661.715,0.007,0,27.606,47.897,3317.817,839.802,110.896,15.212,13.43,12.755,60.187,0,1072.869,301.392,3.005,2233.555,28.941,3256.388,309.954,603.763,0.61,122.002,1653.62,3937.988,130.37
"2030",9.642,84.19,168.522,28.584,2807.553,2230.934,129.51,1909.837,24.299,180.125,1102.852,587.217,49.626,332.982,2412.358,2397.288,87.082,36.938,2532.133,299.651,156.451,570.502,10621.357,286.216,5390.846,943.129,100.306,87.632,4.27,7.606,831.6,64.686,19.017,12064.406,3070.081,3406.101,400.127,725.308,166.283,847.704,464.119,921.336,16525.1,9761.135,946.825,50.788,790.894,1695.61,274.505,2025.921,477.176,4771.877,1452.687,366.986,124.261,438.622,1066.441,142.914,2428.862,569.968,290.803,6.736,395.493,838.403,329.114,45.725,1109.111,42.402,10.024,640.689,899.579,7182.644,22.02,5353.549,489.421,6023.483,1650.836,3912.154,0,301.863,34.435,0,0.314,19935.082,18.317,17.362,5995.89,8503.792,170.639,7898.342,1418.8,16045.134,2165.319,9.521,1109.448,468.946,65.726,849.954,2124.75,1281.037,406.294,835.958,157.164,1671.86,659.305,1151.258,2.404,1002.058,0,32.97,0,3514.275,18799.495,392.186,925.843,275.638,344.573,93.895,1226.929,823.444,119.124,1593.073,982.392,42.088,13.117,2197.047,678.313,0.137,988.806,108.712,45.081,1048.591,265.253,3282.376,2084.495,70.854,5.455,25.653,807.069,3494.891,0,936.847,20.334,320.103,1194.68,509.875,63.846,27.597,2110.101,10011.059,347.842,2295.209,2443.89,484.274,1.24,202.615,0,2916.908,1120.58,3317.048,4729.151,28913.279,6382.373,39207.817,560.408,145.62,1200.188,192.054,27.43,598.441,28.401,0.178,89.132,403.769,5.858,179.387,22.589,695.736,17.715,7.599,436.357,0.06,140.684,928.856,0.008,0,46.205,57.487,4094.559,1049.42,134.092,18.307,14.692,19.372,71.439,0,1369.15,408.849,3.699,2491.523,33.056,3602.575,343.221,669.304,0.657,135.963,1844.284,4444.521,164.305
"2040",14.194,131.056,235.168,57.661,2403.538,2367.277,238.04,3089.585,24.213,182.101,1332.865,1118.24,64.858,575.309,2194.157,3688.255,93.669,36.805,2441.361,306.931,153.569,584.509,10775.268,298.417,5451.368,1036.347,122.433,107.063,5.202,10.293,1012.697,81.65,22.805,12681.84,2984.466,3678.457,469.206,1292.689,287.274,1451.545,724.637,1554.557,29351.008,16483.19,1240.753,65.6,907.006,1826.456,307.911,2387.107,529.249,5722.236,1470.326,372.706,119.12,450.655,1081.536,153.474,2435.266,912.026,388.178,7.678,486.527,1025.974,537.284,48.206,1178.741,46.89,11.707,675.634,973.613,7613.74,26.862,5775.32,535.886,6306.422,1863.979,4041.99,0,305.748,34.974,0,0.429,21399.712,18.818,19.252,6214.679,9042.011,197.028,8297.634,1473.487,16261.079,2274.352,9.794,1299.456,682.777,121.99,1460.169,2605.657,1500.893,460.602,1293.105,265.032,1838.231,924.505,1240.66,3.647,1377.731,0,83.199,0,3174.77,21414.15,454.12,1256.102,438.204,539.835,109.388,1442.02,861.055,214.684,1641.294,1051.945,46.93,17.419,2616.012,750.808,0.15,1156.363,119.819,70.902,1226.606,436.174,3874.708,3411.555,120.923,8.223,36.735,1368.166,5804.789,0,1100.603,35.694,490.843,1611.141,788.651,106.185,32.715,2149.251,9551.828,404.851,3137.31,2804.16,561.794,1.981,356.96,0,3273.289,1468.171,4085.689,5661.884,33003.514,6884.73,43466.195,731.433,169.891,1386.826,221.958,36.73,683.971,43.367,0.267,126.462,454.973,7.967,200.56,37.541,858.783,25.226,10.315,478.19,0.079,187.157,1262.093,0.01,2.345,62.518,63.43,4640.785,1245.626,149.217,20.307,14.947,21.166,77.586,0,1638.809,502.082,5.466,2608.399,34.638,3765.456,360.224,701.791,0.721,142.997,1939.981,4714.876,194.406
"2050",19.397,192.876,377.899,95.784,1910.681,2621.423,400.021,4242.547,24.669,217.155,1737.123,2034.317,91.984,952.008,1928.825,4795.476,94.849,43.486,2358.794,311.382,150.674,584.411,10525.478,302.29,5219.114,1056.388,142.489,124.75,6.076,12.089,1185.355,99.607,26.387,13307.591,2908.16,3776.931,515.33,2234.283,461.068,2514.693,1132.488,2483.112,37330.164,20336.497,1539.163,80.14,1020.664,1855.196,317.469,2636.956,544.146,6611.303,1514.449,357.592,107.144,432.314,1048.152,150.515,2312.358,1377.79,517.255,8.24,564.95,1185.133,853.639,49.193,1218.774,49.993,12.46,692.344,1027.992,7807.82,32.48,6058.925,577.363,6389.652,2053.392,4195.916,0,317.484,34.607,0,0.529,22711.028,19.78,22.086,6552.73,9776.048,238.063,8674.072,1521.487,16650.337,2336.607,32.919,1366.31,1007.627,199.746,2494.298,3098.205,1665.177,513.018,2027.576,518.899,2013.979,1204.976,1005.933,5.343,1756.655,0,159.869,0,2892.343,17170.12,385.208,1622.318,590.355,801.834,122.671,1634.167,894.718,365.471,1693.961,1119.848,47.869,23.264,3027.259,806.514,0.162,1238.07,119.044,113.939,1378.781,751.511,4295.321,5717.886,204.162,14.223,59.548,1768.512,6799.795,0,1228.768,53.402,691.281,2028.792,1093.463,150.132,37.89,2210.346,9055.355,406.073,3588.147,2883.737,559.679,2.579,585.32,0,3514.008,1758.747,4398.119,6208.415,34450.866,6975.218,42470.018,890.33,162.82,1183.006,243.953,41.31,770.557,59.169,0.355,156.928,468.789,9.737,205.371,60.248,1017.974,34.464,15.809,536.197,0.107,250.924,1745.447,1.069,5.702,72.882,64.182,4815.317,1362.08,152.15,20.657,14.082,21.074,78.543,0,1938.047,555.68,6.557,2561.7,35.362,3816.668,365.341,712.818,0.712,145.168,1981.411,4826.168,220.259
"2060",23.754,246.63,584.505,138.567,1493.967,2490.648,696.817,5912.067,37.95,297.956,2542.623,3469.405,129.875,1433.209,1718.424,5745.943,93.43,44.786,2265.275,307.67,154.481,580.333,10270.207,308.579,4972.633,1077.111,161.164,141.432,6.849,13.705,1340.583,116.546,29.994,13791.032,2834.967,3802.89,549.023,3723.858,735.33,4265.314,1996.992,3785.983,42027.107,23586.018,1783.575,93.621,1100.21,1842.42,326.246,2873.337,552.652,7156.224,1634.825,342.343,101.968,412.654,998.277,147.636,2182.288,1838.572,652.559,8.442,633.158,1331.089,1478.015,49.441,1243.37,51.917,13.421,702.104,1067.938,7907.152,39.321,6246.032,609.417,6403.833,2249.996,4362.945,0,302.189,31.853,0,0.626,21951.699,19.036,23.076,6337.524,9483.136,246.532,8251.101,1520.569,15724.585,2229.385,32.875,1390.935,1351.77,280.382,4069.554,3551.373,1816.266,560.876,2970.863,948.345,2158.74,1463.089,915.618,7.978,2177.016,0,232.518,0,2710.535,14709.212,373.512,2084.708,740.858,1120.912,137.943,1849.98,935.616,643.075,1791.206,1188.313,48.644,31.332,3397.392,863.902,0.172,1315.655,115.611,182.303,1512.08,1074.44,4612.634,7945.285,296.197,19.633,132.481,2093.286,7330.667,3.315,1323.181,60.73,854.286,2455.991,1357.415,190.6,42.629,2295.901,8622.834,404.821,3549.223,2888.354,527.75,2.913,978.337,0,3675.449,1930.035,3907.761,5167.848,26737.148,6777.991,30539.056,1046.253,156.695,976.987,257.746,43.703,858.281,67.554,0.415,178.084,480.282,17.601,209.68,95.691,1160.248,47.299,23.064,596.164,0.149,347.591,2571.171,5.089,14.236,77.318,64.774,4962.897,1469.41,154.565,20.939,13.298,20.911,78.475,0,2183.341,600.375,7.979,2401.711,35.904,3827.801,367.116,715.5,0.698,145.955,1997.358,4867.63,243.217
"2070",27.27,284.839,893.009,194.345,1195.119,2140.654,1084.651,8657.893,34.554,472.991,4147.593,5378.763,175.753,1791.222,1576.745,6539.101,93.951,44.624,2185.654,303.597,161.971,571.223,10044.397,306.321,4756.753,1113.029,178.968,157.495,7.592,15.189,1488.665,135.163,33.353,14183.234,2744.33,3826.316,582.87,5797.956,1097.702,6939.435,3973.489,5378.471,45837.346,27093.314,1765.899,104.847,1236.927,1834.581,331.937,3121.896,565.943,7599.106,1766.041,327.054,101.549,395.183,960.144,143.281,2072.522,2229.445,759.081,8.412,691.461,1461.239,2862.147,49.695,1275.035,54.515,14.352,708.48,1117.853,7970.325,42.739,6448.223,649.426,6391.122,2437.8,4491.538,0,270.903,28.066,0,0.697,19811.206,17.145,21.324,5658.959,8780.365,240.364,7331.066,1373.582,13934.783,2096.735,29.652,1476.487,1657.082,348.912,5885.484,3910.241,1930.492,616.139,3933.846,1559.184,2331.128,1691.829,963.329,12.926,2605.733,0,392.341,0,2579.94,14418.752,389.184,2540.304,963.451,1436.967,152.51,2050.932,973.101,1174.236,1903.924,1265.691,49.844,42.008,3776.017,919.241,0.182,1388.893,114.945,328.454,1620.379,1344.647,4821.146,9532.99,369.52,25,260.667,2689.619,8041.662,4.388,1384.668,65.322,982.83,2943.565,1600.353,220.215,47.41,2360.549,8184.597,406.821,3307.148,2930.136,511.307,3.196,1849.729,0,3756.245,1996.866,4164.374,5773.311,27106.571,6403.761,29312.552,1183.837,159.63,939.841,269.534,45.345,939.95,78.822,0.459,195.498,495.488,21.152,218.363,165.478,1288.607,65.1,29.414,661.524,0.237,554.119,3847.727,25.847,27.709,77.957,65.973,5152.418,1571.3,158.377,21.407,12.716,20.993,79.213,0,2369.151,654.358,8.931,2392.685,35.898,3827.383,367.353,716.441,0.761,146.826,2005.044,4883.452,262.722
"2080",28.971,316.428,1127.018,262.775,1002.513,1974.921,1322.613,11706.789,32.506,848.124,6046.054,7339.347,239.251,2184.724,1464.304,7103.705,100.191,43.808,2100.445,296.096,168.737,558.232,9824.699,297.6,4585.234,1122.254,192.897,170.11,8.176,16.321,1602.216,150.019,36.443,14417.041,2649.462,3759.265,606.425,8515.551,1483.025,8572.682,6405.699,6523.866,46045.294,28385.037,1656.515,105.703,1434.736,1789.382,327.765,3248.106,565.381,8236.038,1889.957,320.886,102.768,386.627,925.579,139.716,1985.249,2549.05,848.799,8.761,731.395,1570.888,4766.933,49.203,1293.009,57.367,14.822,705.272,1157.31,7919.192,44.667,6579.018,680.432,6297.512,2571.799,4558.051,0,256.131,26,0,0.729,18926.504,16.286,20.075,5413.424,8386.37,278.19,6909.373,1359.985,13017.47,1988.551,28.517,1583.043,1920.176,403.484,5404.97,4275.52,1984.708,657.563,4154.183,2510.822,2474.996,1878.627,1019.722,20.312,2940.032,0,445.079,0,2474.318,14659.247,406.552,2972.93,1411.779,1728.362,163.145,2198.813,995.867,1792.918,2006.461,1337.757,49.553,53.124,4094.305,954.271,0.189,1418.312,112.367,368.173,1689.105,1551.423,4918.077,10641.577,423.684,27.818,377.517,3230.692,8257.968,4.18,1382.448,64.972,1069.298,3521.746,1733.767,239.179,51.596,2394.295,7703.265,400.288,3147.802,2911.484,486.851,3.334,3740.347,0,3774.97,2014.144,4385.346,6153.023,27566.188,5977.883,28352.633,1282.572,162.837,940.401,278.724,46.591,1011.675,87.312,0.487,203.733,495.508,22.044,217.529,322.781,1445.633,85.717,35.723,720.642,0.369,858.965,5151.658,43.867,37.613,76.757,65.221,5173.776,1612.819,157.459,21.25,11.867,20.475,77.658,0,2491.139,696.876,27.544,2334.012,35.878,3779.304,362.892,708.58,0.734,145.479,1987.279,4831.743,276.751
"2090",38.399,333.185,1055.072,218.325,833.458,1909.365,1149.971,13485.629,31.678,1290.002,7957.345,8967.69,306.504,2904.695,1369.009,7473.935,99.735,42.559,2009.002,287.177,178.592,542.465,9600.676,287.716,4424.167,1121.487,202.719,177.85,8.687,17.025,1675.395,159.557,38.81,14473.365,2527.827,3654.565,618.535,11938.422,1871.404,9420.439,8838.174,7568.478,44307.378,28286.536,1689.354,104.334,1589.522,1725.324,321.26,3312.277,555.723,8901.659,2007.181,310.467,104.676,372.131,890.414,136.185,1905.684,2800.768,909.223,8.915,753.788,1643.986,6896.196,48.373,1293.276,59.205,15.563,693.912,1176.604,7780.025,46.586,6604.775,699.38,6146.408,2678.494,4604.194,0,248.686,24.972,0,0.74,18409.84,15.861,19.785,5310.162,8274.142,285.163,6697.686,1382.423,12551.58,1966.586,27.82,1677.74,2141.018,448.263,2874.094,4643.432,2000.61,692.732,4574.583,3860.022,2578.535,2019.917,1100.501,26.409,3164.984,0,513.977,0,2383.618,15305.336,455.253,3379.846,2045.571,1988.325,172.422,2324.382,1010.548,2592.394,2082.314,1399.712,48.576,63.903,4349.734,980.397,0.193,1418.001,109.258,289.72,1728.077,1701.258,4913.142,11413.648,462.768,29.133,474.966,3692.082,7983.034,3.79,1253.672,59.917,1118.597,4190.717,1820.8,260.084,55.103,2416.431,7233.162,393.151,3084.829,2859.35,465.921,3.349,5826.89,0,3673.695,2010.857,4633.233,6666.282,27856.462,5532.592,27421.947,1359.956,161.759,943.659,285.006,47.065,1078.748,92.737,0.491,205.789,488.105,22.468,214.567,489.585,1583.295,104.364,39.849,768.876,0.484,1123.545,6267.678,61.041,45.582,74.9,63.66,5117.192,1618.012,154.402,20.8,10.997,19.767,75.206,0,2575.598,723.557,35.63,2205.382,35.406,3697.833,356.374,694.631,0.717,143.021,1949.532,4727.397,284.115
"2100",37.818,399.466,1818.521,361.679,298.575000000002,1090.672,2248.153,16895.371,24.366,998.095999999999,8962.50299999999,11106.837,313.387,2865.261,1151.708,8918.575,95.5139999999999,44.138,1946.791,291.378,184.441,543.893,9366.967,299.547,4109.113,1220.783,232.38,205.684,9.821,19.641,1932.911,191.014,43.43,15359.84,2472.419,3896.594,684.411,12020.25,2184.818,14961.798,9902.97999999999,10155.935,57268.0629999999,37615.202,1712.871,138.525,1647.078,1811.064,349.01,3867.573,605.816,8927.752,2159.689,281.187,100.292,342.77,845.745,130.216,1743.224,3402.064,1078.647,8.32200000000001,866.37,1851.689,7014.54299999999,50.457,1370.03,62.309,17.145,727.608000000001,1267.598,8159.844,52.993,7054.796,769.453,6352.98900000001,3001.212,4877.317,0,177.045,16.705,0,0.909999999999999,13389.727,11.472,16.068,3623.264,6672.052,221.86,4570.961,932.621,8565.377,1698.785,19.983,1733.143,2573.018,554.502,11333.274,4986.845,2273.17,781.928,6822.795,3391.701,2848.292,2378.049,1106.462,27.77,3891.884,0,871.809999999999,0,2188.155,13547.372,436.2,3907.092,1631.23,2385.132,196.211,2653.788,1085.556,2767.719,2242.078,1497.825,53.444,74.036,4911.892,1085.258,0.212,1608.607,112.947,766.906999999999,1945.276,2155.268,5446.682,14296.105,589.489,41.101,645.225,4478.618,10174.647,7.607,1569.129,79.098,1368.462,4406.287,2329.167,309.06,61.753,2554.493,6869.886,412.821,2580.923,3055.482,461.978,4.045,4463.905,0,3998.633,2197.359,4934.213,7589.7,28214.84,5281.07100000001,25633.04,1596.589,168.435,828.403000000001,304.898,50.271,1184.957,112.626,0.591,247.74,541.106,31.805,244.412,374.839,1673.684,118.503,48.464,857.603999999999,0.501,1173.703,7677.39499999999,88.1209999999999,68.1279999999999,79.874,69.57,5720.981,1876.97,169.813,22.811,10.97,21.239,81.427,0,2926.581,816.307,11.787,2365.607,35.88,3826.129,368.064,719.264,0.95,149.439,2028.102,4930.918,321.237
