node_loc,technology,year_vtg,value,unit
R12_AFR,oil_exp_mea,broadcast,,y
R12_AFR,oil_exp_pas,broadcast,,y
R12_AFR,oil_exp_chn,broadcast,,y
R12_AFR,oil_exp_sas,broadcast,,y
R12_AFR,oil_exp_rcpa,broadcast,,y
R12_AFR,oil_exp_weu,broadcast,,y
R12_AFR,oil_exp_nam,broadcast,,y
R12_AFR,oil_exp_eeu,broadcast,,y
R12_AFR,oil_exp_lam,broadcast,,y
R12_AFR,oil_exp_fsu,broadcast,,y
R12_AFR,oil_exp_pao,broadcast,,y
R12_MEA,oil_exp_afr,broadcast,,y
R12_MEA,oil_exp_pas,broadcast,,y
R12_MEA,oil_exp_chn,broadcast,,y
R12_MEA,oil_exp_sas,broadcast,,y
R12_MEA,oil_exp_rcpa,broadcast,,y
R12_MEA,oil_exp_weu,broadcast,,y
R12_MEA,oil_exp_nam,broadcast,,y
R12_MEA,oil_exp_eeu,broadcast,,y
R12_MEA,oil_exp_lam,broadcast,,y
R12_MEA,oil_exp_fsu,broadcast,,y
R12_MEA,oil_exp_pao,broadcast,,y
R12_PAS,oil_exp_afr,broadcast,,y
R12_PAS,oil_exp_mea,broadcast,,y
R12_PAS,oil_exp_chn,broadcast,,y
R12_PAS,oil_exp_sas,broadcast,,y
R12_PAS,oil_exp_rcpa,broadcast,,y
R12_PAS,oil_exp_weu,broadcast,,y
R12_PAS,oil_exp_nam,broadcast,,y
R12_PAS,oil_exp_eeu,broadcast,,y
R12_PAS,oil_exp_lam,broadcast,,y
R12_PAS,oil_exp_fsu,broadcast,,y
R12_PAS,oil_exp_pao,broadcast,,y
R12_CHN,oil_exp_afr,broadcast,,y
R12_CHN,oil_exp_mea,broadcast,,y
R12_CHN,oil_exp_pas,broadcast,,y
R12_CHN,oil_exp_sas,broadcast,,y
R12_CHN,oil_exp_rcpa,broadcast,,y
R12_CHN,oil_exp_weu,broadcast,,y
R12_CHN,oil_exp_nam,broadcast,,y
R12_CHN,oil_exp_eeu,broadcast,,y
R12_CHN,oil_exp_lam,broadcast,,y
R12_CHN,oil_exp_fsu,broadcast,,y
R12_CHN,oil_exp_pao,broadcast,,y
R12_SAS,oil_exp_afr,broadcast,,y
R12_SAS,oil_exp_mea,broadcast,,y
R12_SAS,oil_exp_pas,broadcast,,y
R12_SAS,oil_exp_chn,broadcast,,y
R12_SAS,oil_exp_rcpa,broadcast,,y
R12_SAS,oil_exp_weu,broadcast,,y
R12_SAS,oil_exp_nam,broadcast,,y
R12_SAS,oil_exp_eeu,broadcast,,y
R12_SAS,oil_exp_lam,broadcast,,y
R12_SAS,oil_exp_fsu,broadcast,,y
R12_SAS,oil_exp_pao,broadcast,,y
R12_RCPA,oil_exp_afr,broadcast,,y
R12_RCPA,oil_exp_mea,broadcast,,y
R12_RCPA,oil_exp_pas,broadcast,,y
R12_RCPA,oil_exp_chn,broadcast,,y
R12_RCPA,oil_exp_sas,broadcast,,y
R12_RCPA,oil_exp_weu,broadcast,,y
R12_RCPA,oil_exp_nam,broadcast,,y
R12_RCPA,oil_exp_eeu,broadcast,,y
R12_RCPA,oil_exp_lam,broadcast,,y
R12_RCPA,oil_exp_fsu,broadcast,,y
R12_RCPA,oil_exp_pao,broadcast,,y
R12_WEU,oil_exp_afr,broadcast,,y
R12_WEU,oil_exp_mea,broadcast,,y
R12_WEU,oil_exp_pas,broadcast,,y
R12_WEU,oil_exp_chn,broadcast,,y
R12_WEU,oil_exp_sas,broadcast,,y
R12_WEU,oil_exp_rcpa,broadcast,,y
R12_WEU,oil_exp_nam,broadcast,,y
R12_WEU,oil_exp_eeu,broadcast,,y
R12_WEU,oil_exp_lam,broadcast,,y
R12_WEU,oil_exp_fsu,broadcast,,y
R12_WEU,oil_exp_pao,broadcast,,y
R12_NAM,oil_exp_afr,broadcast,,y
R12_NAM,oil_exp_mea,broadcast,,y
R12_NAM,oil_exp_pas,broadcast,,y
R12_NAM,oil_exp_chn,broadcast,,y
R12_NAM,oil_exp_sas,broadcast,,y
R12_NAM,oil_exp_rcpa,broadcast,,y
R12_NAM,oil_exp_weu,broadcast,,y
R12_NAM,oil_exp_eeu,broadcast,,y
R12_NAM,oil_exp_lam,broadcast,,y
R12_NAM,oil_exp_fsu,broadcast,,y
R12_NAM,oil_exp_pao,broadcast,,y
R12_EEU,oil_exp_afr,broadcast,,y
R12_EEU,oil_exp_mea,broadcast,,y
R12_EEU,oil_exp_pas,broadcast,,y
R12_EEU,oil_exp_chn,broadcast,,y
R12_EEU,oil_exp_sas,broadcast,,y
R12_EEU,oil_exp_rcpa,broadcast,,y
R12_EEU,oil_exp_weu,broadcast,,y
R12_EEU,oil_exp_nam,broadcast,,y
R12_EEU,oil_exp_lam,broadcast,,y
R12_EEU,oil_exp_fsu,broadcast,,y
R12_EEU,oil_exp_pao,broadcast,,y
R12_LAM,oil_exp_afr,broadcast,,y
R12_LAM,oil_exp_mea,broadcast,,y
R12_LAM,oil_exp_pas,broadcast,,y
R12_LAM,oil_exp_chn,broadcast,,y
R12_LAM,oil_exp_sas,broadcast,,y
R12_LAM,oil_exp_rcpa,broadcast,,y
R12_LAM,oil_exp_weu,broadcast,,y
R12_LAM,oil_exp_nam,broadcast,,y
R12_LAM,oil_exp_eeu,broadcast,,y
R12_LAM,oil_exp_fsu,broadcast,,y
R12_LAM,oil_exp_pao,broadcast,,y
R12_FSU,oil_exp_afr,broadcast,,y
R12_FSU,oil_exp_mea,broadcast,,y
R12_FSU,oil_exp_pas,broadcast,,y
R12_FSU,oil_exp_chn,broadcast,,y
R12_FSU,oil_exp_sas,broadcast,,y
R12_FSU,oil_exp_rcpa,broadcast,,y
R12_FSU,oil_exp_weu,broadcast,,y
R12_FSU,oil_exp_nam,broadcast,,y
R12_FSU,oil_exp_eeu,broadcast,,y
R12_FSU,oil_exp_lam,broadcast,,y
R12_FSU,oil_exp_pao,broadcast,,y
R12_PAO,oil_exp_afr,broadcast,,y
R12_PAO,oil_exp_mea,broadcast,,y
R12_PAO,oil_exp_pas,broadcast,,y
R12_PAO,oil_exp_chn,broadcast,,y
R12_PAO,oil_exp_sas,broadcast,,y
R12_PAO,oil_exp_rcpa,broadcast,,y
R12_PAO,oil_exp_weu,broadcast,,y
R12_PAO,oil_exp_nam,broadcast,,y
R12_PAO,oil_exp_eeu,broadcast,,y
R12_PAO,oil_exp_lam,broadcast,,y
R12_PAO,oil_exp_fsu,broadcast,,y
R12_MEA,oil_imp,broadcast,,y
R12_PAS,oil_imp,broadcast,,y
R12_CHN,oil_imp,broadcast,,y
R12_SAS,oil_imp,broadcast,,y
R12_RCPA,oil_imp,broadcast,,y
R12_WEU,oil_imp,broadcast,,y
R12_NAM,oil_imp,broadcast,,y
R12_EEU,oil_imp,broadcast,,y
R12_LAM,oil_imp,broadcast,,y
R12_FSU,oil_imp,broadcast,,y
R12_PAO,oil_imp,broadcast,,y
R12_AFR,oil_imp,broadcast,,y
