relation,node_rel,year_rel,node_loc,technology,year_act,mode,value,unit
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_weu_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_pas_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_mea_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_sas_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_pao_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_fsu_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_eeu_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_lam_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_chn_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_nam_1,broadcast,M1,1,???
oil_exp_from_afr,R12_AFR,broadcast,R12_AFR,oil_exp_rcpa_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_afr_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_pas_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_mea_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_sas_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_pao_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_fsu_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_eeu_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_lam_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_chn_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_nam_1,broadcast,M1,1,???
oil_exp_from_weu,R12_WEU,broadcast,R12_WEU,oil_exp_rcpa_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_afr_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_weu_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_mea_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_sas_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_pao_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_fsu_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_eeu_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_lam_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_chn_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_nam_1,broadcast,M1,1,???
oil_exp_from_pas,R12_PAS,broadcast,R12_PAS,oil_exp_rcpa_1,broadcast,M1,1,???
