node_loc,technology,year_vtg,year_act,mode,node_dest,commodity,level,time,time_dest,value,unit
R12_AFR,oil_exp_weu_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_pas_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_mea_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_sas_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_pao_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_fsu_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_eeu_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_lam_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_chn_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_nam_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_AFR,oil_exp_rcpa_1,broadcast,broadcast,M1,R12_AFR,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_afr_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_pas_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_mea_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_sas_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_pao_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_fsu_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_eeu_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_lam_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_chn_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_nam_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_WEU,oil_exp_rcpa_1,broadcast,broadcast,M1,R12_WEU,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_afr_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_weu_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_mea_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_sas_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_pao_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_fsu_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_eeu_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_lam_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_chn_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_nam_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_PAS,oil_exp_rcpa_1,broadcast,broadcast,M1,R12_PAS,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_afr_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_weu_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_pas_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_sas_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_pao_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_fsu_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_eeu_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_lam_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_chn_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_nam_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_MEA,oil_exp_rcpa_1,broadcast,broadcast,M1,R12_MEA,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_afr_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_weu_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_pas_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_mea_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_pao_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_fsu_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_eeu_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_lam_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_chn_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_nam_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_SAS,oil_exp_rcpa_1,broadcast,broadcast,M1,R12_SAS,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_afr_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_weu_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_pas_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_mea_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_sas_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_fsu_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_eeu_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
R12_PAO,oil_exp_lam_1,broadcast,broadcast,M1,R12_PAO,crudeoil,shipped,year,year,,
