BCU,value,year,scenario,crop,unit,time
2,0,2050,baseline,wheat,km3,12
2,3.83E-08,2050,baseline,rice,km3,3
2,7.81E-08,2050,baseline,rice,km3,1
2,0.00000025,2030,baseline,sugarcane,km3,12
2,0.000000318,2040,baseline,sugarcane,km3,12
2,0.000000336,2040,baseline,rice,km3,3
2,0.000000378,2050,baseline,sugarcane,km3,12
2,0.000000379,2030,baseline,rice,km3,3
2,0.000000412,2020,baseline,sugarcane,km3,12
2,0.000000455,2020,baseline,rice,km3,3
2,0.00000112,2020,baseline,sugarcane,km3,5
2,0.0000016,2030,baseline,sugarcane,km3,5
2,0.00000167,2040,baseline,sugarcane,km3,5
2,0.00000184,2050,baseline,sugarcane,km3,5
2,0.00000262,2020,baseline,wheat,km3,6
2,0.00000337,2030,baseline,wheat,km3,6
2,0.00000421,2050,baseline,maize,km3,4
2,0.00000427,2050,baseline,maize,km3,5
2,0.00000432,2020,baseline,sugarcane,km3,6
2,0.00000453,2030,baseline,sugarcane,km3,6
2,0.00000473,2040,baseline,sugarcane,km3,6
2,0.00000497,2020,baseline,sugarcane,km3,7
2,0.00000505,2030,baseline,sugarcane,km3,7
2,0.00000511,2050,baseline,sugarcane,km3,6
2,0.00000519,2020,baseline,sugarcane,km3,11
2,0.00000523,2030,baseline,sugarcane,km3,11
2,0.00000532,2040,baseline,sugarcane,km3,7
2,0.00000541,2020,baseline,maize,km3,5
2,0.00000547,2040,baseline,sugarcane,km3,11
2,0.00000549,2050,baseline,sugarcane,km3,7
2,0.00000554,2050,baseline,sugarcane,km3,11
2,0.00000589,2020,baseline,sugarcane,km3,8
2,0.00000591,2030,baseline,maize,km3,5
2,0.00000599,2030,baseline,sugarcane,km3,8
2,0.00000606,2040,baseline,maize,km3,5
2,0.00000618,2040,baseline,sugarcane,km3,8
2,0.00000629,2050,baseline,sugarcane,km3,8
2,0.00000721,2020,baseline,sugarcane,km3,9
2,0.00000728,2030,baseline,sugarcane,km3,9
2,0.00000747,2040,baseline,sugarcane,km3,9
2,0.00000763,2050,baseline,sugarcane,km3,9
2,0.00000798,2020,baseline,sugarcane,km3,10
2,0.00000802,2040,baseline,wheat,km3,6
2,0.00000817,2030,baseline,sugarcane,km3,10
2,0.0000084,2040,baseline,sugarcane,km3,10
2,0.00000861,2050,baseline,sugarcane,km3,10
2,0.00000955,2020,baseline,rice,km3,5
2,0.0000102,2020,baseline,maize,km3,4
2,0.0000109,2030,baseline,rice,km3,5
2,0.000011,2030,baseline,barley,km3,7
2,0.0000114,2040,baseline,rice,km3,5
2,0.0000117,2050,baseline,rice,km3,5
2,0.0000117,2020,baseline,barley,km3,7
2,0.0000122,2040,baseline,maize,km3,4
2,0.0000123,2030,baseline,maize,km3,4
2,0.0000139,2040,baseline,barley,km3,7
2,0.0000156,2020,baseline,rice,km3,4
2,0.0000168,2050,baseline,rice,km3,4
2,0.0000177,2050,baseline,barley,km3,7
2,0.0000183,2030,baseline,rice,km3,4
2,0.0000184,2040,baseline,rice,km3,4
2,0.0000202,2050,baseline,wheat,km3,6
2,0.000716953,2020,baseline,barley,km3,8
2,0.000728905,2030,baseline,barley,km3,8
2,0.000809578,2040,baseline,barley,km3,8
2,0.00082434,2020,baseline,wheat,km3,7
2,0.000869313,2030,baseline,wheat,km3,7
2,0.000878446,2050,baseline,barley,km3,8
2,0.001171995,2040,baseline,wheat,km3,7
2,0.001538671,2050,baseline,wheat,km3,7
2,0.001600152,2020,baseline,barley,km3,10
2,0.001644939,2030,baseline,barley,km3,10
2,0.001691446,2040,baseline,barley,km3,10
2,0.00175253,2050,baseline,barley,km3,10
2,0.002263285,2020,baseline,barley,km3,9
2,0.002272333,2030,baseline,barley,km3,9
2,0.002371842,2040,baseline,barley,km3,9
2,0.002465031,2050,baseline,barley,km3,9
2,0.00854559,2020,baseline,wheat,km3,8
2,0.008733634,2030,baseline,wheat,km3,8
2,0.009175402,2020,baseline,wheat,km3,9
2,0.009231045,2030,baseline,wheat,km3,9
2,0.009623895,2040,baseline,wheat,km3,8
2,0.009718681,2040,baseline,wheat,km3,9
2,0.010161878,2050,baseline,wheat,km3,9
2,0.01041773,2050,baseline,wheat,km3,8
3,0,2020,baseline,barley,km3,1
3,0,2020,baseline,barley,km3,2
3,0,2020,baseline,barley,km3,3
3,0,2020,baseline,barley,km3,4
3,0,2020,baseline,barley,km3,5
3,0,2020,baseline,barley,km3,6
3,0,2020,baseline,barley,km3,7
3,0,2020,baseline,barley,km3,8
3,0,2020,baseline,barley,km3,9
3,0,2020,baseline,barley,km3,10
3,0,2020,baseline,barley,km3,11
3,0,2020,baseline,barley,km3,12
3,0,2020,baseline,maize,km3,1
3,0,2020,baseline,maize,km3,2
3,0,2020,baseline,maize,km3,3
3,0,2020,baseline,maize,km3,4
3,0,2020,baseline,maize,km3,5
3,0,2020,baseline,maize,km3,6
3,0,2020,baseline,maize,km3,7
3,0,2020,baseline,maize,km3,8
3,0,2020,baseline,maize,km3,9
3,0,2020,baseline,maize,km3,10
3,0,2020,baseline,maize,km3,11
3,0,2020,baseline,maize,km3,12
3,0,2020,baseline,others,km3,1
3,0,2020,baseline,others,km3,2
3,0,2020,baseline,others,km3,3
3,0,2020,baseline,others,km3,4
3,0,2020,baseline,others,km3,5
3,0,2020,baseline,others,km3,6
3,0,2020,baseline,others,km3,7
3,0,2020,baseline,others,km3,8
3,0,2020,baseline,others,km3,9
3,0,2020,baseline,others,km3,10
3,0,2020,baseline,others,km3,11
3,0,2020,baseline,others,km3,12
3,0,2020,baseline,rice,km3,1
3,0,2020,baseline,rice,km3,2
3,0,2020,baseline,rice,km3,3
3,0,2020,baseline,rice,km3,6
3,0,2020,baseline,rice,km3,7
3,0,2020,baseline,rice,km3,8
3,0,2020,baseline,rice,km3,9
3,0,2020,baseline,rice,km3,10
3,0,2020,baseline,rice,km3,11
3,0,2020,baseline,rice,km3,12
3,0,2020,baseline,sugarcane,km3,1
3,0,2020,baseline,sugarcane,km3,2
3,0,2020,baseline,sugarcane,km3,3
3,0,2020,baseline,sugarcane,km3,4
3,0,2020,baseline,wheat,km3,1
3,0,2020,baseline,wheat,km3,2
3,0,2020,baseline,wheat,km3,3
3,0,2020,baseline,wheat,km3,4
3,0,2020,baseline,wheat,km3,5
3,0,2020,baseline,wheat,km3,6
3,0,2020,baseline,wheat,km3,7
3,0,2020,baseline,wheat,km3,8
3,0,2020,baseline,wheat,km3,9
3,0,2020,baseline,wheat,km3,10
3,0,2020,baseline,wheat,km3,11
3,0,2020,baseline,wheat,km3,12
3,0,2030,baseline,barley,km3,1
3,0,2030,baseline,barley,km3,2
3,0,2030,baseline,barley,km3,3
3,0,2030,baseline,barley,km3,4
3,0,2030,baseline,barley,km3,5
3,0,2030,baseline,barley,km3,6
3,0,2030,baseline,barley,km3,7
3,0,2030,baseline,barley,km3,8
3,0,2030,baseline,barley,km3,9
3,0,2030,baseline,barley,km3,10
3,0,2030,baseline,barley,km3,11
3,0,2030,baseline,barley,km3,12
3,0,2030,baseline,maize,km3,1
3,0,2030,baseline,maize,km3,2
3,0,2030,baseline,maize,km3,3
3,0,2030,baseline,maize,km3,6
3,0,2030,baseline,maize,km3,7
3,0,2030,baseline,maize,km3,8
3,0,2030,baseline,maize,km3,9
3,0,2030,baseline,maize,km3,10
3,0,2030,baseline,maize,km3,11
3,0,2030,baseline,maize,km3,12
3,0,2030,baseline,others,km3,1
3,0,2030,baseline,others,km3,2
3,0,2030,baseline,others,km3,3
3,0,2030,baseline,others,km3,4
3,0,2030,baseline,others,km3,5
3,0,2030,baseline,others,km3,6
3,0,2030,baseline,others,km3,7
3,0,2030,baseline,others,km3,8
3,0,2030,baseline,others,km3,9
3,0,2030,baseline,others,km3,10
3,0,2030,baseline,others,km3,11
3,0,2030,baseline,others,km3,12
3,0,2030,baseline,rice,km3,1
3,0,2030,baseline,rice,km3,2
3,0,2030,baseline,rice,km3,3
3,0,2030,baseline,rice,km3,6
