node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,foil_piped_exp_mea,broadcast,broadcast,M1,year,94.0,USD/GWa
R12_AFR,foil_piped_exp_weu,broadcast,broadcast,M1,year,85.0,USD/GWa
R12_CHN,foil_piped_exp_fsu,broadcast,broadcast,M1,year,145.0,USD/GWa
R12_EEU,foil_piped_exp_fsu,broadcast,broadcast,M1,year,31.0,USD/GWa
R12_EEU,foil_piped_exp_weu,broadcast,broadcast,M1,year,40.0,USD/GWa
R12_FSU,foil_piped_exp_rcpa,broadcast,broadcast,M1,year,34.0,USD/GWa
R12_FSU,foil_piped_exp_chn,broadcast,broadcast,M1,year,20.0,USD/GWa
R12_FSU,foil_piped_exp_eeu,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_FSU,foil_piped_exp_mea,broadcast,broadcast,M1,year,28.0,USD/GWa
R12_FSU,foil_piped_exp_pao,broadcast,broadcast,M1,year,48.0,USD/GWa
R12_FSU,foil_piped_exp_pas,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_FSU,foil_piped_exp_sas,broadcast,broadcast,M1,year,15.0,USD/GWa
R12_FSU,foil_piped_exp_weu,broadcast,broadcast,M1,year,23.0,USD/GWa
R12_LAM,foil_piped_exp_nam,broadcast,broadcast,M1,year,30.0,USD/GWa
R12_MEA,foil_piped_exp_afr,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_MEA,foil_piped_exp_eeu,broadcast,broadcast,M1,year,37.0,USD/GWa
R12_MEA,foil_piped_exp_fsu,broadcast,broadcast,M1,year,31.0,USD/GWa
R12_MEA,foil_piped_exp_sas,broadcast,broadcast,M1,year,24.0,USD/GWa
R12_MEA,foil_piped_exp_weu,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_NAM,foil_piped_exp_lam,broadcast,broadcast,M1,year,15.0,USD/GWa
R12_PAO,foil_piped_exp_fsu,broadcast,broadcast,M1,year,128.0,USD/GWa
R12_PAS,foil_piped_exp_rcpa,broadcast,broadcast,M1,year,37.0,USD/GWa
R12_PAS,foil_piped_exp_chn,broadcast,broadcast,M1,year,36.0,USD/GWa
R12_PAS,foil_piped_exp_fsu,broadcast,broadcast,M1,year,211.0,USD/GWa
R12_PAS,foil_piped_exp_pao,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_SAS,foil_piped_exp_fsu,broadcast,broadcast,M1,year,161.0,USD/GWa
R12_SAS,foil_piped_exp_mea,broadcast,broadcast,M1,year,48.0,USD/GWa
R12_SAS,foil_piped_exp_pas,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_WEU,foil_piped_exp_afr,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_WEU,foil_piped_exp_eeu,broadcast,broadcast,M1,year,44.0,USD/GWa
R12_WEU,foil_piped_exp_fsu,broadcast,broadcast,M1,year,46.0,USD/GWa
R12_WEU,foil_piped_exp_mea,broadcast,broadcast,M1,year,26.0,USD/GWa
