node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-RCPA,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-CHN,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-EEU,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-FSU,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-LAM,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-MEA,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-NAM,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-PAO,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-PAS,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-SAS,year,0.002,USD/Mt-km
R12_AFR,LNG_tanker_LNG,broadcast,broadcast,AFR-WEU,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-AFR,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-CHN,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-EEU,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-FSU,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-LAM,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-MEA,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-NAM,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-PAO,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-PAS,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-SAS,year,0.002,USD/Mt-km
R12_RCPA,LNG_tanker_LNG,broadcast,broadcast,RCPA-WEU,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-AFR,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-RCPA,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-EEU,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-FSU,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-LAM,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-MEA,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-NAM,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-PAO,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-PAS,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-SAS,year,0.002,USD/Mt-km
R12_CHN,LNG_tanker_LNG,broadcast,broadcast,CHN-WEU,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-AFR,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-RCPA,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-CHN,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-FSU,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-LAM,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-MEA,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-NAM,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-PAO,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-PAS,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-SAS,year,0.002,USD/Mt-km
R12_EEU,LNG_tanker_LNG,broadcast,broadcast,EEU-WEU,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-AFR,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-RCPA,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-CHN,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-EEU,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-LAM,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-MEA,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-NAM,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-PAO,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-PAS,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-SAS,year,0.002,USD/Mt-km
R12_FSU,LNG_tanker_LNG,broadcast,broadcast,FSU-WEU,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-AFR,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-RCPA,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-CHN,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-EEU,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-FSU,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-MEA,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-NAM,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-PAO,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-PAS,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-SAS,year,0.002,USD/Mt-km
R12_LAM,LNG_tanker_LNG,broadcast,broadcast,LAM-WEU,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-AFR,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-RCPA,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-CHN,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-EEU,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-FSU,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-LAM,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-NAM,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-PAO,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-PAS,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-SAS,year,0.002,USD/Mt-km
R12_MEA,LNG_tanker_LNG,broadcast,broadcast,MEA-WEU,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-AFR,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-RCPA,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-CHN,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-EEU,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-FSU,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-LAM,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-MEA,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-PAO,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-PAS,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-SAS,year,0.002,USD/Mt-km
R12_NAM,LNG_tanker_LNG,broadcast,broadcast,NAM-WEU,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-AFR,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-RCPA,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-CHN,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-EEU,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-FSU,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-LAM,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-MEA,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-NAM,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-PAS,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-SAS,year,0.002,USD/Mt-km
R12_PAO,LNG_tanker_LNG,broadcast,broadcast,PAO-WEU,year,0.002,USD/Mt-km
R12_PAS,LNG_tanker_LNG,broadcast,broadcast,PAS-AFR,year,0.002,USD/Mt-km
R12_PAS,LNG_tanker_LNG,broadcast,broadcast,PAS-RCPA,year,0.002,USD/Mt-km
R12_PAS,LNG_tanker_LNG,broadcast,broadcast,PAS-CHN,year,0.002,USD/Mt-km
R12_PAS,LNG_tanker_LNG,broadcast,broadcast,PAS-EEU,year,0.002,USD/Mt-km
R12_PAS,LNG_tanker_LNG,broadcast,broadcast,PAS-FSU,year,0.002,USD/Mt-km
R12_PAS,LNG_tanker_LNG,broadcast,broadcast,PAS-LAM,year,0.002,USD/Mt-km
