# Exported from ixmp://ixmp-dev/SSP_SSP1_v5.3.1/INDC2030i_SSP1 - Low Emissions#1
#
node,type_emission,type_tec,year,value,mrg
R12_AFR,TCE,all,2035,433.1209476008732,0.0
R12_AFR,TCE,all,2040,87.1653553788375,0.0
R12_AFR,TCE,all,2045,52.76497477934424,0.0
R12_AFR,TCE,all,2050,54.067215027048064,0.0
R12_AFR,TCE,all,2055,241.0775356831742,0.0
R12_AFR,TCE,all,2060,885.4264107587281,0.0
R12_AFR,TCE,all,2070,314.4715986579446,0.0
R12_AFR,TCE,all,2080,385.6033482029556,0.0
R12_AFR,TCE,all,2090,260.8537232870687,0.0
R12_AFR,TCE,all,2100,304.57249024521093,0.0
R12_AFR,TCE,all,2110,303.9331398424499,0.0
R12_EEU,TCE,all,2035,359.69572976912673,0.0
R12_EEU,TCE,all,2040,124.36661367107541,0.0
R12_EEU,TCE,all,2045,188.58585062322862,0.0
R12_EEU,TCE,all,2050,1160.439594898966,0.0
R12_EEU,TCE,all,2055,443.6398350834955,0.0
R12_EEU,TCE,all,2060,547.3459555068698,0.0
R12_EEU,TCE,all,2070,450.6945183731512,0.0
R12_EEU,TCE,all,2080,861.9071465386834,0.0
R12_EEU,TCE,all,2090,678.1146260498967,0.0
R12_EEU,TCE,all,2100,489.5378289552863,0.0
R12_EEU,TCE,all,2110,560.8155054543695,0.0
R12_GLB,TCE,all,2035,989.1491328001483,0.0
R12_GLB,TCE,all,2040,263.192251387849,0.0
R12_GLB,TCE,all,2045,332.63551085538455,0.0
R12_GLB,TCE,all,2050,1288.7565692038715,0.0
R12_GLB,TCE,all,2055,5471.761707361254,0.0
R12_GLB,TCE,all,2060,3379.739346073866,0.0
R12_GLB,TCE,all,2070,1549.6075744857985,0.0
R12_GLB,TCE,all,2080,1570.95705666784,0.0
R12_GLB,TCE,all,2090,1271.9315547803578,0.0
R12_GLB,TCE,all,2100,1328.656252694818,0.0
R12_GLB,TCE,all,2110,1186.765163280368,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2055,4627.413639271172,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2060,1806.991477243767,0.0
R12_LAM,TCE,all,2035,185.8298979878312,0.0
R12_LAM,TCE,all,2040,12.167394918515411,0.0
R12_LAM,TCE,all,2045,47.77566931431764,0.0
R12_LAM,TCE,all,2050,54.067215027048064,0.0
R12_LAM,TCE,all,2055,37.76790132639836,0.0
R12_LAM,TCE,all,2060,546.927199920939,0.0
R12_LAM,TCE,all,2070,225.28237782774147,0.0
R12_LAM,TCE,all,2080,329.3748546960803,0.0
R12_LAM,TCE,all,2090,258.70955075149385,0.0
R12_LAM,TCE,all,2100,269.12497635701675,0.0
R12_LAM,TCE,all,2110,269.2924884855353,0.0
R12_MEA,TCE,all,2035,989.1491328001483,0.0
R12_MEA,TCE,all,2040,259.2399040246288,0.0
R12_MEA,TCE,all,2045,321.88861194482627,0.0
R12_MEA,TCE,all,2050,328.2494637730984,0.0
R12_MEA,TCE,all,2055,405.23532353139694,0.0
R12_MEA,TCE,all,2060,579.3694604384945,0.0
R12_MEA,TCE,all,2070,446.2034810451769,0.0
R12_MEA,TCE,all,2080,823.569917561661,0.0
R12_MEA,TCE,all,2090,630.2017994135532,0.0
R12_MEA,TCE,all,2100,613.0152187311809,0.0
R12_MEA,TCE,all,2110,614.8465860262795,0.0
R12_NAM,TCE,all,2035,105.42376688081373,0.0
R12_NAM,TCE,all,2040,12.167394918515411,0.0
R12_NAM,TCE,all,2045,47.77566931431764,0.0
R12_NAM,TCE,all,2050,53.755621543727905,0.0
R12_NAM,TCE,all,2055,37.76790132639836,0.0
R12_NAM,TCE,all,2060,3652.459226541886,0.0
R12_NAM,TCE,all,2070,334.2101074142313,0.0
R12_NAM,TCE,all,2080,332.9538019679492,0.0
R12_NAM,TCE,all,2090,259.7259804698282,0.0
R12_NAM,TCE,all,2100,270.4909729039268,0.0
R12_NAM,TCE,all,2110,269.2924884855353,0.0
R12_SAS,TCE,all,2035,174.6138450030018,0.0
R12_SAS,TCE,all,2040,63.90059070705087,0.0
R12_SAS,TCE,all,2045,93.37906117616468,0.0
R12_SAS,TCE,all,2050,96.75017087861478,0.0
R12_SAS,TCE,all,2055,82.75719680727134,0.0
R12_SAS,TCE,all,2060,770.8060741042987,0.0
R12_SAS,TCE,all,2070,1738.779748639987,0.0
R12_SAS,TCE,all,2080,1570.95705666784,0.0
R12_SAS,TCE,all,2090,1980.0305831592127,0.0
R12_SAS,TCE,all,2100,1427.3333749672809,0.0
R12_SAS,TCE,all,2110,1427.3333749672806,0.0
R12_WEU,TCE,all,2035,105.4237668808133,0.0
R12_WEU,TCE,all,2040,12.167394918515411,0.0
R12_WEU,TCE,all,2045,47.77566931431764,0.0
R12_WEU,TCE,all,2050,146.07015667258045,0.0
R12_WEU,TCE,all,2055,7081.499662056834,0.0
R12_WEU,TCE,all,2060,1013.4589458003495,0.0
R12_WEU,TCE,all,2070,455.58920895943976,0.0
R12_WEU,TCE,all,2080,651.6084753402773,0.0
R12_WEU,TCE,all,2090,549.4931297433641,0.0
R12_WEU,TCE,all,2100,790.410094877789,0.0
R12_WEU,TCE,all,2110,800.7540780983372,0.0
R12_FSU,TCE,all,2035,193.00764223103627,0.0
R12_FSU,TCE,all,2040,24.817870527565713,0.0
R12_FSU,TCE,all,2045,48.04445259018727,0.0
R12_FSU,TCE,all,2050,53.75562154372594,0.0
R12_FSU,TCE,all,2055,67.28299200493552,0.0
R12_FSU,TCE,all,2060,546.927199920939,0.0
R12_FSU,TCE,all,2070,225.28237782774661,0.0
R12_FSU,TCE,all,2080,564.708043941384,0.0
R12_FSU,TCE,all,2090,278.0973873714494,0.0
R12_FSU,TCE,all,2100,270.4909729039265,0.0
R12_FSU,TCE,all,2110,271.1282736190647,0.0
R12_PAO,TCE,all,2035,105.42376688081332,0.0
R12_PAO,TCE,all,2040,12.167394918515411,0.0
R12_PAO,TCE,all,2045,47.775669314316936,0.0
R12_PAO,TCE,all,2050,394.69607315985354,0.0
R12_PAO,TCE,all,2055,38.129123573332244,0.0
R12_PAO,TCE,all,2060,546.927199920939,0.0
R12_PAO,TCE,all,2070,225.8451503186209,0.0
R12_PAO,TCE,all,2080,330.13117386441024,0.0
R12_PAO,TCE,all,2090,258.70955075149504,0.0
R12_PAO,TCE,all,2100,269.12497635700885,0.0
R12_PAO,TCE,all,2110,269.2924884855353,0.0
R12_PAS,TCE,all,2035,132.81828021460237,0.0
R12_PAS,TCE,all,2040,57.11949168040826,0.0
R12_PAS,TCE,all,2045,62.0811678682821,0.0
R12_PAS,TCE,all,2050,54.067215027048064,0.0
R12_PAS,TCE,all,2055,38.129123573332244,0.0
R12_PAS,TCE,all,2060,547.3459555068698,0.0
R12_PAS,TCE,all,2070,409.9305477256762,0.0
R12_PAS,TCE,all,2080,868.5372265296294,0.0
R12_PAS,TCE,all,2090,404.50894721063077,0.0
R12_PAS,TCE,all,2100,394.43514290688984,0.0
R12_PAS,TCE,all,2110,462.6509113862961,0.0
R12_CHN,TCE,all,2035,105.4237668808133,0.0
R12_CHN,TCE,all,2040,28.49794871794872,0.0
R12_CHN,TCE,all,2045,48.04445259018646,0.0
R12_CHN,TCE,all,2050,53.75562154372762,0.0
R12_CHN,TCE,all,2055,37.76790132639836,0.0
R12_CHN,TCE,all,2060,2609.4357323593754,0.0
R12_CHN,TCE,all,2070,513.5817694463049,0.0
R12_CHN,TCE,all,2080,590.3376091192773,0.0
R12_CHN,TCE,all,2090,594.3350682615883,0.0
R12_CHN,TCE,all,2100,729.9211753812198,0.0
R12_CHN,TCE,all,2110,691.2549969516557,0.0
R12_RCPA,TCE,all,2035,139.43388437011885,0.0
R12_RCPA,TCE,all,2040,53.746382904552455,0.0
R12_RCPA,TCE,all,2045,89.69729097816136,0.0
R12_RCPA,TCE,all,2050,1054.656566880576,0.0
R12_RCPA,TCE,all,2055,271.2065829592962,0.0
R12_RCPA,TCE,all,2060,649.7843524986879,0.0
R12_RCPA,TCE,all,2070,392.2582505636408,0.0
R12_RCPA,TCE,all,2080,558.0873158654972,0.0
R12_RCPA,TCE,all,2090,409.50203786368775,0.0
R12_RCPA,TCE,all,2100,586.8368913645033,0.0
R12_RCPA,TCE,all,2110,460.3912159773911,0.0
