# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/NPiREF_SSP2 - Low Overshootf_price_cap_5$_bkp#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2040,155.5833194852561,0.0
World,TCE,all,2045,198.5681220915794,0.0
World,TCE,all,2050,253.42883312573176,0.0
World,TCE,all,2055,323.44654712426075,0.0
World,TCE,all,2060,412.8088645489815,0.0
World,TCE,all,2070,590.8075278801834,0.0
World,TCE,all,2080,962.3632076236946,0.0
World,TCE,all,2090,1567.58825790654,0.0
World,TCE,all,2100,2553.4360903033744,0.0
World,TCE,all,2110,4159.278327314766,0.0
