# Exported from ixmp://ixmp-dev/SSP_SSP1_v5.3.1/SSP1 - Low Emissions_a#2
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2035,52.96187434565992,0.0
World,TCE,all,2040,61.69855785410274,0.0
World,TCE,all,2045,71.24821875462438,0.0
World,TCE,all,2050,83.84383983418198,0.0
World,TCE,all,2055,96.26488025936528,0.0
World,TCE,all,2060,111.40462217881583,0.0
World,TCE,all,2070,139.2684875312507,0.0
World,TCE,all,2080,187.08039784558326,0.0
World,TCE,all,2090,250.3793635073254,0.0
World,TCE,all,2100,338.0861931915215,0.0
World,TCE,all,2110,453.7869800235421,0.0
World,TCE_CO2,all,2040,0.2543966236269902,0.0
World,TCE_CO2,all,2090,0.6916440927349579,0.0
World,TCE_CO2,all,2100,1.8477102985288325,0.0
World,TCE_CO2,all,2110,40.84030774307734,0.0
