# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/baselineS_110#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,403.3333333333333,0.0
World,TCE,all,2035,514.7668968750002,0.0
World,TCE,all,2040,656.9874994669018,0.0
World,TCE,all,2045,838.5010323625856,0.0
World,TCE,all,2050,1070.163407741584,0.0
World,TCE,all,2055,1365.8298261627538,0.0
World,TCE,all,2060,1743.1834246441033,0.0
World,TCE,all,2070,2839.46211389028,0.0
World,TCE,all,2080,4625.184580253994,0.0
World,TCE,all,2090,7533.938310629608,0.0
World,TCE,all,2100,12271.99163265729,0.0
World,TCE,all,2110,19989.781230293185,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2090,1582.3148131679536,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2100,8256.854603544267,0.0
