# Exported from ixmp://ixmp-dev/SSP_SSP5_v5.3.1/baseline_1000f#2
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,114.8993949119736,0.0
World,TCE,all,2035,146.64397926855824,0.0
World,TCE,all,2040,187.15900699209317,0.0
World,TCE,all,2045,238.8675898798171,0.0
World,TCE,all,2050,304.8623008424222,0.0
World,TCE,all,2055,389.0901336665118,0.0
World,TCE,all,2060,496.5885637492296,0.0
World,TCE,all,2070,710.7121162303467,0.0
World,TCE,all,2080,1157.6751473132367,0.0
World,TCE,all,2090,1885.7308270123153,0.0
World,TCE,all,2100,3071.6568116689423,0.0
World,TCE,all,2110,5003.40527583187,0.0
