# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/INDC2030i_SSP2 - Low Emissions#1
#
node,type_emission,type_tec,year,value,mrg
R12_NAM,TCE,all,2040,238.49664572007958,0.0
R12_NAM,TCE,all,2045,321.92612312379373,0.0
R12_NAM,TCE,all,2050,265.31774529961973,0.0
R12_NAM,TCE,all,2055,505.17897763339107,0.0
R12_NAM,TCE,all,2060,2562.592133310032,0.0
R12_NAM,TCE,all,2070,577.9917686905666,0.0
R12_NAM,TCE,all,2080,480.44972824226653,0.0
R12_NAM,TCE,all,2090,449.52661306533787,0.0
R12_NAM,TCE,all,2100,465.8070635688211,0.0
R12_NAM,TCE,all,2110,638.7093526749958,0.0
R12_SAS,TCE,all,2035,193.19067831718118,0.0
R12_SAS,TCE,all,2040,192.20883646140996,0.0
R12_SAS,TCE,all,2045,260.1457945688015,0.0
R12_SAS,TCE,all,2050,386.96581469278163,0.0
R12_SAS,TCE,all,2055,614.9486955356471,0.0
R12_SAS,TCE,all,2060,1316.0196172950707,0.0
R12_SAS,TCE,all,2070,1354.5886087174383,0.0
R12_SAS,TCE,all,2080,1531.2674598648898,0.0
R12_SAS,TCE,all,2090,1203.15543697706,0.0
R12_SAS,TCE,all,2100,1133.941519991761,0.0
R12_SAS,TCE,all,2110,1585.6661933804294,0.0
R12_WEU,TCE,all,2035,536.8661393347272,0.0
R12_WEU,TCE,all,2040,158.44245000366243,0.0
R12_WEU,TCE,all,2045,362.5411947572424,0.0
R12_WEU,TCE,all,2050,682.6739785464823,0.0
R12_WEU,TCE,all,2055,6532.974256097925,0.0
R12_WEU,TCE,all,2060,1316.0196172950707,0.0
R12_WEU,TCE,all,2070,577.9917686905636,0.0
R12_WEU,TCE,all,2080,635.5849300066955,0.0
R12_WEU,TCE,all,2090,766.129653580068,0.0
R12_WEU,TCE,all,2100,1205.697014209272,0.0
R12_WEU,TCE,all,2110,1862.8751305826381,0.0
R12_FSU,TCE,all,2035,370.98714674092844,0.0
R12_FSU,TCE,all,2040,158.44245000366243,0.0
R12_FSU,TCE,all,2045,206.75687481045455,0.0
R12_FSU,TCE,all,2050,264.90195966373744,0.0
R12_FSU,TCE,all,2055,481.03020919243056,0.0
R12_FSU,TCE,all,2060,1315.34234630689,0.0
R12_FSU,TCE,all,2070,576.8885656170472,0.0
R12_FSU,TCE,all,2080,482.2467298009651,0.0
R12_FSU,TCE,all,2090,452.4537392486482,0.0
R12_FSU,TCE,all,2100,470.5750436806933,0.0
R12_FSU,TCE,all,2110,646.4758898595867,0.0
R12_PAO,TCE,all,2035,140.9009579757698,0.0
R12_PAO,TCE,all,2040,158.1871936911625,0.0
R12_PAO,TCE,all,2045,206.75687481045455,0.0
R12_PAO,TCE,all,2050,1622.6949704673827,0.0
R12_PAO,TCE,all,2055,481.03020919243056,0.0
R12_PAO,TCE,all,2060,1315.3423463068914,0.0
R12_PAO,TCE,all,2070,576.8885656170452,0.0
R12_PAO,TCE,all,2080,480.44972824226653,0.0
R12_PAO,TCE,all,2090,449.5266130653737,0.0
R12_PAO,TCE,all,2100,465.8070635688211,0.0
R12_PAO,TCE,all,2110,638.7093526748934,0.0
R12_PAS,TCE,all,2035,381.95037704564055,0.0
R12_PAS,TCE,all,2040,272.23924321555876,0.0
R12_PAS,TCE,all,2045,381.9503770714221,0.0
R12_PAS,TCE,all,2050,367.5454016689501,0.0
R12_PAS,TCE,all,2055,481.5608687334595,0.0
R12_PAS,TCE,all,2060,1316.019617295073,0.0
R12_PAS,TCE,all,2070,610.13217636962,0.0
R12_PAS,TCE,all,2080,743.631854558414,0.0
R12_PAS,TCE,all,2090,552.157699785385,0.0
R12_PAS,TCE,all,2100,653.1236108423756,0.0
R12_PAS,TCE,all,2110,802.9746748025088,0.0
R12_CHN,TCE,all,2035,140.9009579757698,0.0
R12_CHN,TCE,all,2040,158.18719369116243,0.0
R12_CHN,TCE,all,2045,206.75687481045455,0.0
R12_CHN,TCE,all,2050,264.90195966373744,0.0
R12_CHN,TCE,all,2055,481.03020919243056,0.0
R12_CHN,TCE,all,2060,2865.7026218752176,0.0
R12_CHN,TCE,all,2070,577.9917686905742,0.0
R12_CHN,TCE,all,2080,588.9806129448566,0.0
R12_CHN,TCE,all,2090,772.8692137477758,0.0
R12_CHN,TCE,all,2100,976.0906570571235,0.0
R12_CHN,TCE,all,2110,1039.4418022179545,0.0
R12_RCPA,TCE,all,2035,289.5166980409089,0.0
R12_RCPA,TCE,all,2040,198.68458526884862,0.0
R12_RCPA,TCE,all,2045,343.419435455161,0.0
R12_RCPA,TCE,all,2050,1267.9874158918515,0.0
R12_RCPA,TCE,all,2055,481.5608687334595,0.0
R12_RCPA,TCE,all,2060,1315.34234630689,0.0
R12_RCPA,TCE,all,2070,577.9917686905636,0.0
R12_RCPA,TCE,all,2080,578.105309311869,0.0
R12_RCPA,TCE,all,2090,707.5334858163386,0.0
R12_RCPA,TCE,all,2100,940.1268220999553,0.0
R12_RCPA,TCE,all,2110,952.4999453768245,0.0
