# Exported from ixmp://ixmp-dev/SSP_SSP5_v5.3.1/NPiREF_SSP5 - Low Overshootf#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2040,351.3788672897879,0.0
World,TCE,all,2045,448.4583697740907,0.0
World,TCE,all,2050,572.3591488914793,0.0
World,TCE,all,2055,730.4914288583876,0.0
World,TCE,all,2060,932.3127422162406,0.0
World,TCE,all,2070,1334.315790533648,0.0
World,TCE,all,2080,2173.459821624554,0.0
World,TCE,all,2090,3540.3370249608943,0.0
World,TCE,all,2100,5766.835956940035,0.0
World,TCE,all,2110,9393.568103766573,0.0
R12_AFR,TCE,all,2040,7.580860246565309,0.0
R12_AFR,TCE,all,2045,11.540070375858738,0.0
R12_AFR,TCE,all,2050,17.487935483734372,0.0
R12_AFR,TCE,all,2055,25.626892433619044,0.0
R12_AFR,TCE,all,2060,37.478969946996386,0.0
R12_AFR,TCE,all,2070,70.31106460942472,0.0
R12_AFR,TCE,all,2080,119.12269639628087,0.0
R12_AFR,TCE,all,2090,191.7819450697399,0.0
R12_AFR,TCE,all,2100,292.0405604208905,0.0
R12_AFR,TCE,all,2110,445.89658319400974,0.0
R12_EEU,TCE,all,2040,5.241320227806287,0.0
R12_EEU,TCE,all,2045,6.000032160542975,0.0
R12_EEU,TCE,all,2050,6.716946447891535,0.0
R12_EEU,TCE,all,2055,7.418044643894401,0.0
R12_EEU,TCE,all,2060,8.164974610881515,0.0
R12_EEU,TCE,all,2070,9.737608262593675,0.0
R12_EEU,TCE,all,2080,11.362570130559396,0.0
R12_EEU,TCE,all,2090,12.862522465412257,0.0
R12_EEU,TCE,all,2100,14.064117148110741,0.0
R12_EEU,TCE,all,2110,15.39458944211999,0.0
R12_LAM,TCE,all,2040,6.052718468646368,0.0
R12_LAM,TCE,all,2045,7.802615722504815,0.0
R12_LAM,TCE,all,2050,9.892688426352063,0.0
R12_LAM,TCE,all,2055,12.208302436105617,0.0
R12_LAM,TCE,all,2060,14.85195151413803,0.0
R12_LAM,TCE,all,2070,21.12814395495319,0.0
R12_LAM,TCE,all,2080,28.537768653859132,0.0
R12_LAM,TCE,all,2090,36.071692772737066,0.0
R12_LAM,TCE,all,2100,42.13155232638874,0.0
R12_LAM,TCE,all,2110,49.31026020545612,0.0
R12_MEA,TCE,all,2040,6.344832189197832,0.0
R12_MEA,TCE,all,2045,8.188486991516994,0.0
R12_MEA,TCE,all,2050,10.335954752657466,0.0
R12_MEA,TCE,all,2055,12.739411682137911,0.0
R12_MEA,TCE,all,2060,15.544207316792082,0.0
R12_MEA,TCE,all,2070,22.278792686375738,0.0
R12_MEA,TCE,all,2080,30.36960307481443,0.0
R12_MEA,TCE,all,2090,40.33821845906993,0.0
R12_MEA,TCE,all,2100,51.108957760546765,0.0
R12_MEA,TCE,all,2110,65.04430368673542,0.0
R12_NAM,TCE,all,2040,4.988846787561552,0.0
R12_NAM,TCE,all,2045,5.774550243205132,0.0
R12_NAM,TCE,all,2050,6.610153536490881,0.0
R12_NAM,TCE,all,2055,7.365998163162242,0.0
R12_NAM,TCE,all,2060,8.185990031958083,0.0
R12_NAM,TCE,all,2070,10.042746767565875,0.0
R12_NAM,TCE,all,2080,12.110269245120119,0.0
R12_NAM,TCE,all,2090,14.23281922113401,0.0
R12_NAM,TCE,all,2100,16.269645181828142,0.0
R12_NAM,TCE,all,2110,18.598744898648224,0.0
R12_SAS,TCE,all,2040,9.252362686223085,0.0
R12_SAS,TCE,all,2045,13.305822757133917,0.0
R12_SAS,TCE,all,2050,18.620094598561916,0.0
R12_SAS,TCE,all,2055,23.985688668528688,0.0
R12_SAS,TCE,all,2060,30.45105876633138,0.0
R12_SAS,TCE,all,2070,45.23968949807314,0.0
R12_SAS,TCE,all,2080,62.78994904889987,0.0
R12_SAS,TCE,all,2090,83.19756050583791,0.0
R12_SAS,TCE,all,2100,105.09689279902145,0.0
R12_SAS,TCE,all,2110,133.3833403603734,0.0
R12_WEU,TCE,all,2040,4.95692729807275,0.0
R12_WEU,TCE,all,2045,5.84769049965736,0.0
R12_WEU,TCE,all,2050,6.822585741272237,0.0
R12_WEU,TCE,all,2055,7.893883529188841,0.0
R12_WEU,TCE,all,2060,9.08694837418355,0.0
R12_WEU,TCE,all,2070,11.817075830706562,0.0
R12_WEU,TCE,all,2080,14.477662697747192,0.0
R12_WEU,TCE,all,2090,16.803818980169655,0.0
R12_WEU,TCE,all,2100,18.48195416361988,0.0
R12_WEU,TCE,all,2110,20.338647004358968,0.0
R12_FSU,TCE,all,2040,5.729984086707182,0.0
R12_FSU,TCE,all,2045,7.021691095120073,0.0
R12_FSU,TCE,all,2050,8.436686653178533,0.0
R12_FSU,TCE,all,2055,9.959465411465308,0.0
R12_FSU,TCE,all,2060,11.72833234884674,0.0
R12_FSU,TCE,all,2070,16.067517833674067,0.0
R12_FSU,TCE,all,2080,21.20350367129636,0.0
R12_FSU,TCE,all,2090,27.083327130386106,0.0
R12_FSU,TCE,all,2100,33.29120703770576,0.0
R12_FSU,TCE,all,2110,40.935645725263136,0.0
R12_PAO,TCE,all,2040,4.892044778531785,0.0
R12_PAO,TCE,all,2045,5.7651344655761365,0.0
R12_PAO,TCE,all,2050,6.704615336798917,0.0
R12_PAO,TCE,all,2055,7.7101330493066405,0.0
R12_PAO,TCE,all,2060,8.805390376649088,0.0
R12_PAO,TCE,all,2070,11.06092128915448,0.0
R12_PAO,TCE,all,2080,12.794786911549028,0.0
R12_PAO,TCE,all,2090,14.309735494724393,0.0
R12_PAO,TCE,all,2100,15.465750830614356,0.0
R12_PAO,TCE,all,2110,16.744977703490907,0.0
R12_PAS,TCE,all,2040,6.1595900513363615,0.0
R12_PAS,TCE,all,2045,7.655509229865127,0.0
R12_PAS,TCE,all,2050,9.23988822774788,0.0
R12_PAS,TCE,all,2055,10.777509287263545,0.0
R12_PAS,TCE,all,2060,12.427658335780649,0.0
R12_PAS,TCE,all,2070,16.23508009876941,0.0
R12_PAS,TCE,all,2080,20.52345427864978,0.0
R12_PAS,TCE,all,2090,23.77033216629504,0.0
R12_PAS,TCE,all,2100,26.882167394481545,0.0
R12_PAS,TCE,all,2110,30.508326344277535,0.0
R12_CHN,TCE,all,2040,5.865429745297453,0.0
R12_CHN,TCE,all,2045,7.1767795842078685,0.0
R12_CHN,TCE,all,2050,8.573018574919336,0.0
R12_CHN,TCE,all,2055,9.881535775461597,0.0
R12_CHN,TCE,all,2060,11.296036275195732,0.0
R12_CHN,TCE,all,2070,14.165539132732198,0.0
R12_CHN,TCE,all,2080,15.884115336347241,0.0
R12_CHN,TCE,all,2090,17.140112833678025,0.0
R12_CHN,TCE,all,2100,18.159313682397332,0.0
R12_CHN,TCE,all,2110,19.239154637529158,0.0
R12_RCPA,TCE,all,2040,7.488435372464127,0.0
R12_RCPA,TCE,all,2045,9.727854235091712,0.0
R12_RCPA,TCE,all,2050,12.07845440128819,0.0
R12_RCPA,TCE,all,2055,14.443231796611318,0.0
R12_RCPA,TCE,all,2060,17.052700388419904,0.0
R12_RCPA,TCE,all,2070,22.827813356758885,0.0
R12_RCPA,TCE,all,2080,27.438235928788917,0.0
R12_RCPA,TCE,all,2090,31.648240544250786,0.0
R12_RCPA,TCE,all,2100,35.74233011002264,0.0
R12_RCPA,TCE,all,2110,40.46678428229289,0.0
