# Exported from ixmp://ixmp-dev/SSP_SSP3_v5.3.1/baseline_1000f#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,185.4494151576378,0.0
World,TCE,all,2035,236.6856693421012,0.0
World,TCE,all,2040,302.0775558892953,0.0
World,TCE,all,2045,385.53601502657096,0.0
World,TCE,all,2050,492.05250765813554,0.0
World,TCE,all,2055,627.9975433059686,0.0
World,TCE,all,2060,801.5016858167031,0.0
World,TCE,all,2070,1147.1004386171053,0.0
World,TCE,all,2080,1868.5057408374498,0.0
World,TCE,all,2090,3043.598961352926,0.0
World,TCE,all,2100,4957.701994213185,0.0
World,TCE,all,2110,8075.574139537666,0.0
