# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/SSP2 - Medium Emissions_a#2
#
node,type_emission,type_tec,year,value,mrg
R12_AFR,TCE,all,2035,4.939501264870909,0.0
R12_AFR,TCE,all,2040,6.517358881227476,0.0
R12_AFR,TCE,all,2045,8.735782934835026,0.0
R12_AFR,TCE,all,2050,11.697116993097785,0.0
R12_AFR,TCE,all,2055,15.966093226420496,0.0
R12_AFR,TCE,all,2060,21.83485979441791,0.0
R12_AFR,TCE,all,2070,40.04767241988174,0.0
R12_AFR,TCE,all,2080,68.17329124441527,0.0
R12_AFR,TCE,all,2090,107.15920784293571,0.0
R12_AFR,TCE,all,2100,160.37503449005862,0.0
R12_AFR,TCE,all,2110,240.7646380977909,0.0
R12_EEU,TCE,all,2035,21.01192479422267,0.0
R12_EEU,TCE,all,2040,23.538878526293356,0.0
R12_EEU,TCE,all,2045,25.573521588063123,0.0
R12_EEU,TCE,all,2050,27.507977957511297,0.0
R12_EEU,TCE,all,2055,29.38675470325586,0.0
R12_EEU,TCE,all,2060,31.31118492494571,0.0
R12_EEU,TCE,all,2070,35.12297329883151,0.0
R12_EEU,TCE,all,2080,38.462905389729826,0.0
R12_EEU,TCE,all,2090,41.54951293562896,0.0
R12_EEU,TCE,all,2100,43.80426545834917,0.0
R12_EEU,TCE,all,2110,46.224635226800885,0.0
R12_LAM,TCE,all,2035,22.06615126756278,0.0
R12_LAM,TCE,all,2040,26.753432793879558,0.0
R12_LAM,TCE,all,2045,32.038855137140786,0.0
R12_LAM,TCE,all,2050,38.22454800664373,0.0
R12_LAM,TCE,all,2055,45.01348500509598,0.0
R12_LAM,TCE,all,2060,52.60983503561255,0.0
R12_LAM,TCE,all,2070,69.90244472466736,0.0
R12_LAM,TCE,all,2080,89.96949152996308,0.0
R12_LAM,TCE,all,2090,113.03037858090501,0.0
R12_LAM,TCE,all,2100,137.15359797832056,0.0
R12_LAM,TCE,all,2110,166.74483442342503,0.0
R12_MEA,TCE,all,2035,7.03317518962529,0.0
R12_MEA,TCE,all,2040,8.655102650467201,0.0
R12_MEA,TCE,all,2045,10.384031708333085,0.0
R12_MEA,TCE,all,2050,12.345985960703475,0.0
R12_MEA,TCE,all,2055,14.508959152304278,0.0
R12_MEA,TCE,all,2060,16.97327751341706,0.0
R12_MEA,TCE,all,2070,22.692910371547672,0.0
R12_MEA,TCE,all,2080,29.349915464915146,0.0
R12_MEA,TCE,all,2090,37.19548817544246,0.0
R12_MEA,TCE,all,2100,46.67483816102774,0.0
R12_MEA,TCE,all,2110,58.89488094889977,0.0
R12_NAM,TCE,all,2035,20.259992715470933,0.0
R12_NAM,TCE,all,2040,22.204829683374243,0.0
R12_NAM,TCE,all,2045,24.103748042288586,0.0
R12_NAM,TCE,all,2050,26.05936243412684,0.0
R12_NAM,TCE,all,2055,28.079131514596686,0.0
R12_NAM,TCE,all,2060,30.21294153646445,0.0
R12_NAM,TCE,all,2070,34.31208823415204,0.0
R12_NAM,TCE,all,2080,37.82978770793861,0.0
R12_NAM,TCE,all,2090,40.96943405185136,0.0
R12_NAM,TCE,all,2100,43.94176614074666,0.0
R12_NAM,TCE,all,2110,47.13005386972103,0.0
R12_SAS,TCE,all,2035,26.005641955233884,0.0
R12_SAS,TCE,all,2040,36.37504250029146,0.0
R12_SAS,TCE,all,2045,48.39533294343941,0.0
R12_SAS,TCE,all,2050,64.0662454544636,0.0
R12_SAS,TCE,all,2055,80.8127001796375,0.0
R12_SAS,TCE,all,2060,101.38623365579171,0.0
R12_SAS,TCE,all,2070,146.85572468108043,0.0
R12_SAS,TCE,all,2080,197.39935582886147,0.0
R12_SAS,TCE,all,2090,252.26265365559,0.0
R12_SAS,TCE,all,2100,313.53606927642585,0.0
R12_SAS,TCE,all,2110,391.47185861348197,0.0
R12_WEU,TCE,all,2035,20.335844127858206,0.0
R12_WEU,TCE,all,2040,22.49394316675824,0.0
R12_WEU,TCE,all,2045,24.85939707088851,0.0
R12_WEU,TCE,all,2050,27.338977773107977,0.0
R12_WEU,TCE,all,2055,30.00639369488424,0.0
R12_WEU,TCE,all,2060,32.826669194842886,0.0
R12_WEU,TCE,all,2070,38.88382757001529,0.0
R12_WEU,TCE,all,2080,43.9708391586019,0.0
R12_WEU,TCE,all,2090,48.369920613303144,0.0
R12_WEU,TCE,all,2100,51.56491673602024,0.0
R12_WEU,TCE,all,2110,55.00486547962741,0.0
R12_FSU,TCE,all,2035,4.328488507418115,0.0
R12_FSU,TCE,all,2040,5.053312884537483,0.0
R12_FSU,TCE,all,2045,5.735507320476592,0.0
R12_FSU,TCE,all,2050,6.459840529225125,0.0
R12_FSU,TCE,all,2055,7.252546501305499,0.0
R12_FSU,TCE,all,2060,8.164085723085067,0.0
R12_FSU,TCE,all,2070,10.352378953574918,0.0
R12_FSU,TCE,all,2080,12.839842328255793,0.0
R12_FSU,TCE,all,2090,15.85079698566119,0.0
R12_FSU,TCE,all,2100,19.342033439233397,0.0
R12_FSU,TCE,all,2110,23.625290716779833,0.0
R12_PAO,TCE,all,2035,19.82268504538294,0.0
R12_PAO,TCE,all,2040,21.3112167231149,0.0
R12_PAO,TCE,all,2045,22.950234656290803,0.0
R12_PAO,TCE,all,2050,24.715850269991968,0.0
R12_PAO,TCE,all,2055,26.60507936847149,0.0
R12_PAO,TCE,all,2060,28.543611166642524,0.0
R12_PAO,TCE,all,2070,32.9093731387074,0.0
R12_PAO,TCE,all,2080,37.01764140303216,0.0
R12_PAO,TCE,all,2090,39.89246579026579,0.0
R12_PAO,TCE,all,2100,41.570745336486624,0.0
R12_PAO,TCE,all,2110,43.37936574053836,0.0
R12_PAS,TCE,all,2035,22.486668546441056,0.0
R12_PAS,TCE,all,2040,26.97606033613722,0.0
R12_PAS,TCE,all,2045,31.434036000558486,0.0
R12_PAS,TCE,all,2050,36.17216462759882,0.0
R12_PAS,TCE,all,2055,40.402124593417284,0.0
R12_PAS,TCE,all,2060,44.817635054842,0.0
R12_PAS,TCE,all,2070,54.16794277369114,0.0
R12_PAS,TCE,all,2080,64.19638005105108,0.0
R12_PAS,TCE,all,2090,74.6729097361293,0.0
R12_PAS,TCE,all,2100,84.57711601121015,0.0
R12_PAS,TCE,all,2110,96.2300183632933,0.0
R12_CHN,TCE,all,2035,4.412195006955576,0.0
R12_CHN,TCE,all,2040,5.105834522427182,0.0
