# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/baselineS_20#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,73.33333333333333,0.0
World,TCE,all,2035,93.59398125000001,0.0
World,TCE,all,2040,119.45227263034575,0.0
World,TCE,all,2045,152.4547331568337,0.0
World,TCE,all,2050,194.57516504392433,0.0
World,TCE,all,2055,248.33269566595516,0.0
World,TCE,all,2060,316.94244084438236,0.0
World,TCE,all,2070,516.2658388891417,0.0
World,TCE,all,2080,840.9426509552716,0.0
World,TCE,all,2090,1369.8069655690197,0.0
World,TCE,all,2100,2231.2712059376886,0.0
World,TCE,all,2110,3634.5056782351244,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2090,1714.45292067055,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2100,2586.213049598414,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2110,2017.8113819577477,0.0
