# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/baselineS_10#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,36.666666666666664,0.0
World,TCE,all,2035,46.79699062500001,0.0
World,TCE,all,2040,59.72613631517287,0.0
World,TCE,all,2045,76.22736657841685,0.0
World,TCE,all,2050,97.28758252196216,0.0
World,TCE,all,2055,124.16634783297758,0.0
World,TCE,all,2060,158.47122042219118,0.0
World,TCE,all,2070,258.13291944457086,0.0
World,TCE,all,2080,420.4713254776358,0.0
World,TCE,all,2090,684.9034827845098,0.0
World,TCE,all,2100,1115.6356029688443,0.0
World,TCE,all,2110,1817.2528391175622,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2090,1461.303561850435,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2100,112.5121106366836,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2110,1810.637057272564,0.0
