# Exported from ixmp://ixmp-dev/SSP_LED_v5.3.1/INDC2030i_SSP2 - Very Low Emissions#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2035,207.40452361266262,0.0
World,TCE,all,2040,239.44693377044635,0.0
World,TCE,all,2045,276.8424613986644,0.0
World,TCE,all,2050,321.1752143145132,0.0
World,TCE,all,2055,372.7503864330568,0.0
World,TCE,all,2060,432.9253921819444,0.0
World,TCE,all,2070,537.6738546658032,0.0
World,TCE,all,2080,537.6738546658032,0.0
World,TCE,all,2090,537.6738546658032,0.0
World,TCE,all,2100,537.6738546658032,0.0
World,TCE,all,2110,537.6738546658032,0.0
World,TCE_CO2,all,2060,28.245156957904708,0.0
