# Exported from ixmp://ixmp-dev/SSP_SSP4_v5.3.1/SSP4 - Low Overshoot#2
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2040,90.14607477190589,0.0
World,TCE,all,2045,115.0517731631299,0.0
World,TCE,all,2050,146.838456821035,0.0
World,TCE,all,2055,187.4072151066394,0.0
World,TCE,all,2060,239.18437332007537,0.0
World,TCE,all,2070,342.3180567190494,0.0
World,TCE,all,2080,557.6000432385553,0.0
World,TCE,all,2090,908.2717143221521,0.0
World,TCE,all,2100,1479.4789151132895,0.0
World,TCE,all,2110,2409.9152552585565,0.0
R12_AFR,TCE,all,2040,5.8907674696059,0.0
R12_AFR,TCE,all,2045,7.278812625092723,0.0
R12_AFR,TCE,all,2050,8.917238952748383,0.0
R12_AFR,TCE,all,2055,10.97895130590336,0.0
R12_AFR,TCE,all,2060,13.423963898170548,0.0
R12_AFR,TCE,all,2070,20.19677856546407,0.0
R12_AFR,TCE,all,2080,30.298154258155307,0.0
R12_AFR,TCE,all,2090,44.77308108820559,0.0
R12_AFR,TCE,all,2100,64.54962466971541,0.0
R12_AFR,TCE,all,2110,93.4076613236253,0.0
R12_EEU,TCE,all,2040,4.7167698796747795,0.0
R12_EEU,TCE,all,2045,5.083234174038508,0.0
R12_EEU,TCE,all,2050,5.367349912350579,0.0
R12_EEU,TCE,all,2055,5.58563024638947,0.0
R12_EEU,TCE,all,2060,5.7756044678194565,0.0
R12_EEU,TCE,all,2070,6.127590469799075,0.0
R12_EEU,TCE,all,2080,6.246039496956422,0.0
R12_EEU,TCE,all,2090,6.19733767886878,0.0
R12_EEU,TCE,all,2100,6.108973005638867,0.0
R12_EEU,TCE,all,2110,6.029659628072095,0.0
R12_LAM,TCE,all,2040,5.193582108272449,0.0
R12_LAM,TCE,all,2045,6.203546145564758,0.0
R12_LAM,TCE,all,2050,7.382745379586364,0.0
R12_LAM,TCE,all,2055,8.701585728908618,0.0
R12_LAM,TCE,all,2060,10.156100938202604,0.0
R12_LAM,TCE,all,2070,13.484978224454666,0.0
R12_LAM,TCE,all,2080,17.32896670333695,0.0
R12_LAM,TCE,all,2090,21.665534534139496,0.0
R12_LAM,TCE,all,2100,26.64692795026293,0.0
R12_LAM,TCE,all,2110,32.81216494854147,0.0
R12_MEA,TCE,all,2040,5.475381030326262,0.0
R12_MEA,TCE,all,2045,6.374781067898502,0.0
R12_MEA,TCE,all,2050,7.31691258535464,0.0
R12_MEA,TCE,all,2055,8.282342943582847,0.0
R12_MEA,TCE,all,2060,9.331043969386915,0.0
R12_MEA,TCE,all,2070,11.709666995755915,0.0
R12_MEA,TCE,all,2080,14.46138284160167,0.0
R12_MEA,TCE,all,2090,17.75398002258085,0.0
R12_MEA,TCE,all,2100,21.75573973580903,0.0
R12_MEA,TCE,all,2110,26.850634450972272,0.0
R12_NAM,TCE,all,2040,4.552873048779834,0.0
R12_NAM,TCE,all,2045,4.9767602737485825,0.0
R12_NAM,TCE,all,2050,5.3617227844424,0.0
R12_NAM,TCE,all,2055,5.701378940177197,0.0
R12_NAM,TCE,all,2060,6.031832396859435,0.0
R12_NAM,TCE,all,2070,6.653725354260283,0.0
R12_NAM,TCE,all,2080,6.976526045142054,0.0
R12_NAM,TCE,all,2090,7.163323893342378,0.0
R12_NAM,TCE,all,2100,7.213695267016787,0.0
R12_NAM,TCE,all,2110,7.264549519008907,0.0
R12_SAS,TCE,all,2040,6.142877211914283,0.0
R12_SAS,TCE,all,2045,7.474566793173175,0.0
R12_SAS,TCE,all,2050,8.981447531632321,0.0
R12_SAS,TCE,all,2055,10.621371752111452,0.0
R12_SAS,TCE,all,2060,12.456421545938875,0.0
R12_SAS,TCE,all,2070,16.640703263938168,0.0
R12_SAS,TCE,all,2080,21.553134090377693,0.0
R12_SAS,TCE,all,2090,27.234613927508974,0.0
R12_SAS,TCE,all,2100,34.12118852662717,0.0
R12_SAS,TCE,all,2110,42.86642209972198,0.0
R12_WEU,TCE,all,2040,4.49345604533295,0.0
R12_WEU,TCE,all,2045,4.933407813678579,0.0
R12_WEU,TCE,all,2050,5.347979791381084,0.0
R12_WEU,TCE,all,2055,5.7308110538146195,0.0
R12_WEU,TCE,all,2060,6.094655433160913,0.0
R12_WEU,TCE,all,2070,6.766493449079857,0.0
R12_WEU,TCE,all,2080,7.240469176502863,0.0
R12_WEU,TCE,all,2090,7.526289254781724,0.0
R12_WEU,TCE,all,2100,7.597473573012878,0.0
R12_WEU,TCE,all,2110,7.673081113970505,0.0
R12_FSU,TCE,all,2040,4.96845707560629,0.0
R12_FSU,TCE,all,2045,5.522542874290901,0.0
R12_FSU,TCE,all,2050,6.068275201793451,0.0
R12_FSU,TCE,all,2055,6.624601536653188,0.0
R12_FSU,TCE,all,2060,7.245452038187,0.0
R12_FSU,TCE,all,2070,8.730516628278268,0.0
