# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/baselineS_50#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,183.33333333333334,0.0
World,TCE,all,2035,233.98495312500003,0.0
World,TCE,all,2040,298.6306815758644,0.0
World,TCE,all,2045,381.13683289208427,0.0
World,TCE,all,2050,486.4379126098109,0.0
World,TCE,all,2055,620.831739164888,0.0
World,TCE,all,2060,792.3561021109558,0.0
World,TCE,all,2070,1290.6645972228541,0.0
World,TCE,all,2080,2102.3566273881784,0.0
World,TCE,all,2090,3424.5174139225487,0.0
World,TCE,all,2100,5578.178014844221,0.0
World,TCE,all,2110,9086.26419558781,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2090,3727.869898230397,0.0
