# Exported from ixmp://ixmp-dev/SSP_LED_v5.3.1/baseline_1000f#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,51.061485328280725,0.0
World,TCE,all,2035,59.19425613632567,0.0
World,TCE,all,2040,68.62236648631604,0.0
World,TCE,all,2045,79.55213038469937,0.0
World,TCE,all,2050,92.22272231031526,0.0
World,TCE,all,2055,106.91141103571668,0.0
World,TCE,all,2060,123.93962706053726,0.0
World,TCE,all,2070,154.27823344792884,0.0
World,TCE,all,2080,207.33704490694777,0.0
World,TCE,all,2090,278.6436506952549,0.0
World,TCE,all,2100,374.47376616959514,0.0
World,TCE,all,2110,503.2614279899998,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2060,2757.807327674039,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2070,152.73192731696173,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2080,191.81133677029462,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2090,245.52437837712242,0.0
