# Exported from ixmp://ixmp-dev/SSP_SSP1_v5.3.1/SSP1 - Very Low Emissions#2
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2035,211.72532728311742,0.0
World,TCE,all,2040,244.8785004157186,0.0
World,TCE,all,2045,283.61502502329006,0.0
World,TCE,all,2050,328.81577545811774,0.0
World,TCE,all,2055,381.8123284340718,0.0
World,TCE,all,2060,442.5488749689871,0.0
World,TCE,all,2070,550.4285665627465,0.0
World,TCE,all,2080,550.4285665627465,0.0
World,TCE,all,2090,550.4285665627465,0.0
World,TCE,all,2100,550.4285665627465,0.0
World,TCE,all,2110,550.4285665627465,0.0
World,TCE_CO2,all,2070,8.033619076679617,0.0
