# Exported from ixmp://ixmp-dev/SSP_SSP5_v5.3.1/NPi2030#1
#
node,type_emission,type_tec,year,value,mrg
R12_AFR,TCE,all,2030,263.9214891085651,0.0
R12_EEU,TCE,all,2030,424.4886037288951,0.0
R12_LAM,TCE,all,2030,368.92391799686914,0.0
R12_MEA,TCE,all,2030,573.094897786098,0.0
R12_NAM,TCE,all,2030,933.8022161532716,0.0
R12_SAS,TCE,all,2030,99.76414772250243,0.0
R12_WEU,TCE,all,2030,687.6570367939275,0.0
R12_FSU,TCE,all,2030,292.56470198256085,0.0
R12_PAO,TCE,all,2030,30.35377387484896,0.0
R12_PAS,TCE,all,2030,211.60275694768464,0.0
R12_RCPA,TCE,all,2030,81.72172951882051,0.0
