# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/baselineS_5#3
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,18.333333333333332,0.0
World,TCE,all,2035,23.398495312500003,0.0
World,TCE,all,2040,29.863068157586437,0.0
World,TCE,all,2045,38.113683289208424,0.0
World,TCE,all,2050,48.64379126098108,0.0
World,TCE,all,2055,62.08317391648879,0.0
World,TCE,all,2060,79.23561021109559,0.0
World,TCE,all,2070,129.06645972228543,0.0
World,TCE,all,2080,210.2356627388179,0.0
World,TCE,all,2090,342.4517413922549,0.0
World,TCE,all,2100,557.8178014844221,0.0
World,TCE,all,2110,908.6264195587811,0.0
R12_GLB,CO2_shipping_IMO,bunkers,2090,2483.234911431237,0.0
