# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/npiref2035_low_dem_scen2#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2040,1283.3333333333333,0.0
World,TCE,all,2045,1637.8946718750003,0.0
World,TCE,all,2050,2090.414771031051,0.0
World,TCE,all,2055,2667.95783024459,0.0
World,TCE,all,2060,3405.0653882686756,0.0
World,TCE,all,2070,5546.49271477669,0.0
World,TCE,all,2080,9034.652180559979,0.0
World,TCE,all,2090,14716.49639171725,0.0
World,TCE,all,2100,23971.62189745784,0.0
World,TCE,all,2110,39047.24610390954,0.0
