# Exported using:
#   mix-models --url="ixmp://ixmp-dev/SSP_SSP5_v6.5/SSP5 - Low Overshoot" transport export-price
# at 2026-04-07T19:38:15.358906
#
node,type_emission,type_tec,year,lvl,mrg
World,TCE,all,2040,671.1788403289141,0.0
World,TCE,all,2045,856.6131790519247,0.0
World,TCE,all,2050,1093.2796066184828,0.0
World,TCE,all,2055,1395.332604584423,0.0
World,TCE,all,2060,1780.8372767862022,0.0
World,TCE,all,2070,2548.7148155223163,0.0
World,TCE,all,2080,4151.5878681923605,0.0
World,TCE,all,2090,6762.499171092952,0.0
World,TCE,all,2100,11015.398563380215,0.0
World,TCE,all,2110,17942.92353170199,0.0
