# Exported from ixmp://ixmp-dev/SSP_SSP4_v5.3.1/baseline_1000f#1
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2030,42.59968097547217,0.0
World,TCE,all,2035,54.369187397377154,0.0
World,TCE,all,2040,69.39039144337984,0.0
World,TCE,all,2045,88.56167721384347,0.0
World,TCE,all,2050,113.0296357721048,0.0
World,TCE,all,2055,144.25764015202785,0.0
World,TCE,all,2060,184.11336637579285,0.0
World,TCE,all,2070,263.50103444853227,0.0
World,TCE,all,2080,429.2154191635119,0.0
World,TCE,all,2090,699.1466900054721,0.0
World,TCE,all,2100,1138.8362866791474,0.0
World,TCE,all,2110,1855.044308150838,0.0
