# Exported from ixmp://ixmp-dev/SSP_SSP2_v5.3.1/SSP2 - Low Overshoot#2
#
node,type_emission,type_tec,year,value,mrg
World,TCE,all,2040,155.58450773972842,0.0
World,TCE,all,2045,198.56963863885395,0.0
World,TCE,all,2050,253.43076866705695,0.0
World,TCE,all,2055,323.44901741996756,0.0
World,TCE,all,2060,412.81201734184594,0.0
World,TCE,all,2070,590.8120401228172,0.0
World,TCE,all,2080,962.3705575914754,0.0
World,TCE,all,2090,1567.600230229565,0.0
World,TCE,all,2100,2553.45559195602,0.0
World,TCE,all,2110,4159.310093451973,0.0
