BASIN_ID,wet_months,dry_months,r2,r2_primary,r2_secondary,r2_joint,method
15.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.7140402082394015,0.7140402082394015,,0.7140402082394014,joint_regime_shift_2step
16.0,"6,7,8","1,2,3,4,5,9,10,11,12",0.874396872814259,0.874396872814259,0.7898306235069507,0.8383971123720574,joint_regime_shift_2step
17.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.7133882734887771,0.7133882734887771,0.6297817361700109,0.8062072767199295,joint_regime_shift_2step
18.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.8195651464359827,0.8195651464359827,0.8600028801710513,0.8429705327404666,joint_regime_shift_2step
19.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.8829332077414309,0.8829332077414309,0.852359373757803,0.8709418957416171,joint_regime_shift_2step
20.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.9111211604966641,0.9111211604966641,0.9230972999360187,0.9178761210091125,joint_regime_shift_2step
21.0,"2,3,4,5,6,7,8,9","1,10,11,12",0.49699365382422134,0.49699365382422134,0.5188458086024712,0.6584057017945408,joint_regime_shift_2step
22.0,"1,2,3,4,5,6,7,8,9","10,11,12",0.3723911446488799,0.3723911446488799,0.4059333687266268,0.5188192277961233,joint_regime_shift_2step
23.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.8711416835451962,0.8711416835451962,0.6421962345941015,0.8181952628542085,joint_regime_shift_2step
24.0,"6,7,8,9","1,2,3,4,5,10,11,12",0.8931152771976882,0.8931152771976882,0.8962648803523161,0.8990118445509779,joint_regime_shift_2step
25.0,"1,2,3,4,5,12","6,7,8,9,10,11",0.6760594077603184,0.6760594077603184,0.7224822840625877,0.8116323459331768,joint_regime_shift_2step
26.0,"1,2,3,4,11,12","5,6,7,8,9,10",0.6969469937952213,0.6969469937952213,0.8102839873914063,0.807520520823241,joint_regime_shift_2step
27.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.9060317855268035,0.9060317855268035,0.9066291522382384,0.9146218451180517,joint_regime_shift_2step
28.0,"5,6,7,8,9,10,11","1,2,3,4,12",0.5711135789584398,0.5711135789584398,0.6803198680271754,0.6349696100568359,joint_regime_shift_2step
29.0,"5,6,7,8,9,10,11,12","1,2,3,4",0.7828205402627016,0.7828205402627016,0.8721624084133345,0.8414988113810751,joint_regime_shift_2step
30.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.791979109714541,0.791979109714541,0.8426437490210293,0.8269992094308556,joint_regime_shift_2step
31.0,"2,3,4,5","1,6,7,8,9,10,11,12",0.7204786709808564,0.7204786709808564,0.609763407579327,0.7078697411087336,joint_regime_shift_2step
32.0,"6,7,8,9,10,11","1,2,3,4,5,12",0.8620514612922723,0.8620514612922723,0.8613786343175659,0.8652485509007863,joint_regime_shift_2step
33.0,"6,7,8,9,10","1,2,3,4,5,11,12",0.8467093894639692,0.8467093894639692,0.8466526996679472,0.8471731412843884,joint_regime_shift_2step
34.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.8191522290539711,0.8191522290539711,0.8410235955878727,0.8326428319456959,joint_regime_shift_2step
35.0,"3,4,5,6,7,8,9","1,2,10,11,12",0.7488451044909143,0.7488451044909143,0.7815335996820187,0.7904897540464386,joint_regime_shift_2step
36.0,"1,2,3,4,5,11,12","6,7,8,9,10",0.7384935750915017,0.7384935750915017,0.7979119612334595,0.8011846513554864,joint_regime_shift_2step
37.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.5035234845708803,0.5035234845708803,0.5444215287752776,0.5300864644340783,joint_regime_shift_2step
38.0,"1,2,3,4,9,10,11,12","5,6,7,8",0.7900836683077398,0.7900836683077398,0.6880452401475803,0.7547793816700059,joint_regime_shift_2step
39.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.5961879034269748,0.5961879034269748,0.8525897506410112,0.7525252334412249,joint_regime_shift_2step
40.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.8784823521827437,0.8784823521827437,0.8343715676478708,0.862533844054723,joint_regime_shift_2step
41.0,"1,2,3,4,11,12","5,6,7,8,9,10",0.5944986374044328,0.5944986374044328,0.8319558525385212,0.8327810124840701,joint_regime_shift_2step
42.0,"1,2,3,4","5,6,7,8,9,10,11,12",0.7231402232300914,0.7231402232300914,0.7523438336485213,0.8051206041317311,joint_regime_shift_2step
43.0,"1,2,3,4","5,6,7,8,9,10,11,12",0.6521215275297962,0.6521215275297962,0.7516319665996223,0.7610266574711497,joint_regime_shift_2step
44.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.5565376462242151,0.5565376462242151,0.7646631726556166,0.7165187833817712,joint_regime_shift_2step
45.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.8127851144339604,0.8127851144339604,0.7851530621229751,0.8070987384881052,joint_regime_shift_2step
46.0,"3,4,5","1,2,6,7,8,9,10,11,12",0.7056774205689993,0.7056774205689993,0.6602653096525816,0.7304857915105671,joint_regime_shift_2step
47.0,"1,2,3,4,10,11,12","5,6,7,8,9",0.7922154826189622,0.7922154826189622,0.7368631595772522,0.8120436940959666,joint_regime_shift_2step
48.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.776174013279171,0.776174013279171,0.8263586009305228,0.8203606748637811,joint_regime_shift_2step
49.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.7836133575129547,0.7836133575129547,0.8267285570776777,0.8077297387568803,joint_regime_shift_2step
50.0,"1,2,3,4","5,6,7,8,9,10,11,12",0.8154900294294187,0.8154900294294187,0.8369277338953787,0.8385422235704235,joint_regime_shift_2step
51.0,"1,2,3,4,5,11,12","6,7,8,9,10",0.4894194052391182,0.4894194052391182,0.6427151669982898,0.6989883422088983,joint_regime_shift_2step
52.0,"1,2,3,4,5,10,11,12","6,7,8,9",0.6298268148945569,0.6298268148945569,0.8052081993323951,0.7475080642584175,joint_regime_shift_2step
53.0,"6,7,8,9","1,2,3,4,5,10,11,12",0.8678728202252572,0.8678728202252572,0.8516925739003325,0.8608710130269697,joint_regime_shift_2step
54.0,"3,4,5,6,7,8","1,2,9,10,11,12",0.3277443441843565,0.3277443441843565,0.21678813275591668,0.5931308900777232,joint_regime_shift_2step
55.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.7338854850729423,0.7338854850729423,0.8027731653335267,0.8111790457967536,joint_regime_shift_2step
56.0,"1,2,3,4,5,6,10,11,12","7,8,9",0.10390088621931992,0.10390088621931992,0.3509304134009754,0.28264918049783083,joint_regime_shift_2step
57.0,"10,11,12","1,2,3,4,5,6,7,8,9",0.5724892210822345,0.5724892210822345,0.6087334142672973,0.5954553755438461,joint_regime_shift_2step
58.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.7933205669028025,0.7933205669028025,0.6993277002418716,0.7935354240985875,joint_regime_shift_2step
59.0,"6,7,8,9,10","1,2,3,4,5,11,12",0.8140502270473662,0.8140502270473662,0.8325980264600454,0.8256003483954423,joint_regime_shift_2step
60.0,"8,9,10","1,2,3,4,5,6,7,11,12",0.7445496671966596,0.7445496671966596,0.8037257247013329,0.7757217500588858,joint_regime_shift_2step
61.0,"5,6,7,8,9","1,2,3,4,10,11,12",0.8422843374658394,0.8422843374658394,0.8567162503798498,0.854017719584646,joint_regime_shift_2step
62.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.7712097875174644,0.7712097875174644,0.8038983267636406,0.8428260149244771,joint_regime_shift_2step
63.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.7305393618309852,0.7305393618309852,0.6047329270252926,0.7741257558470801,joint_regime_shift_2step
64.0,"1,2,3,4,5,6,10,11,12","7,8,9",0.06216938668058736,0.06216938668058736,0.6920824324444327,0.6493632087810868,joint_regime_shift_2step
65.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8352355604569381,0.8352355604569381,0.8694916376129403,0.8531190139935303,joint_regime_shift_2step
66.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.7694569044602837,0.7694569044602837,0.844284938915685,0.8108055766090158,joint_regime_shift_2step
67.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.5582489694682109,0.5582489694682109,0.8168142811086001,0.7157048930454065,joint_regime_shift_2step
68.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.7819449892564669,0.7819449892564669,0.8484478183431969,0.8226865009993797,joint_regime_shift_2step
69.0,"2,3,4,5","1,6,7,8,9,10,11,12",0.7948609025100346,0.7948609025100346,0.8170299563499132,0.809112119955489,joint_regime_shift_2step
70.0,"6,7,8,9","1,2,3,4,5,10,11,12",0.8863986006353345,0.8863986006353345,0.8771292621208014,0.8836180357820096,joint_regime_shift_2step
71.0,"3,4,5,6,7","1,2,8,9,10,11,12",0.36584869856351965,0.36584869856351965,0.28499132602758415,0.552490225256298,joint_regime_shift_2step
72.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.8060069795161942,0.8060069795161942,0.836573604968596,0.8233467224172251,joint_regime_shift_2step
73.0,"1,2,3,4,5,11,12","6,7,8,9,10",0.8069991022816798,0.8069991022816798,0.7791266167084723,0.8009435553319358,joint_regime_shift_2step
74.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.6415043418602595,0.6415043418602595,0.4860914670657366,0.5818414848426551,joint_regime_shift_2step
75.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.7320213730200804,0.7320213730200804,0.8344984935832321,0.7882105882811052,joint_regime_shift_2step
76.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.8719492569205723,0.8719492569205723,0.9212537393124003,0.90425754082847,joint_regime_shift_2step
77.0,"3,4,5","1,2,6,7,8,9,10,11,12",0.6131229678657609,0.6131229678657609,0.5908998168336639,0.6583146827853481,joint_regime_shift_2step
78.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8200713222100582,0.8200713222100582,0.8155272259765447,0.8209887849499509,joint_regime_shift_2step
79.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.6131804873472038,0.6131804873472038,0.4253347130599928,0.5408370856115109,joint_regime_shift_2step
80.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.8529637301685075,0.8529637301685075,0.8541181985779492,0.8539824088948711,joint_regime_shift_2step
81.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.820557044250307,0.820557044250307,0.6086618888377445,0.8211336306220605,joint_regime_shift_2step
82.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.854779112712475,0.854779112712475,0.8537931062615742,0.8568954561848242,joint_regime_shift_2step
83.0,"4,5,6,7,8,9,10,11,12","1,2,3",0.630175581984913,0.630175581984913,0.7164278595793317,0.6850194297762918,joint_regime_shift_2step
84.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.862909838124118,0.862909838124118,0.828866315919047,0.8476628966495914,joint_regime_shift_2step
85.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.813845694488839,0.813845694488839,0.881092631306304,0.8578215086042127,joint_regime_shift_2step
86.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.8722029261513392,0.8722029261513392,0.8679467059236252,0.8860793327650814,joint_regime_shift_2step
87.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.7927154472830654,0.7927154472830654,0.8508801327204427,0.8263118408091866,joint_regime_shift_2step
88.0,"6,7,8,9,10","1,2,3,4,5,11,12",0.8595564497646722,0.8595564497646722,0.8371701807007561,0.8498855926215286,joint_regime_shift_2step
90.0,"1,2,3,4,5","6,7,8,9,10,11,12",0.7519320001396969,0.7519320001396969,0.774324310857458,0.7800713809569154,joint_regime_shift_2step
91.0,"1,2,12","3,4,5,6,7,8,9,10,11",0.7938958051703524,0.7938958051703524,0.6983133652812821,0.7815972664471349,joint_regime_shift_2step
92.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.9322925152882341,0.9322925152882341,0.8895196086583609,0.9192330741455403,joint_regime_shift_2step
93.0,"6,7,8,9","1,2,3,4,5,10,11,12",0.7207288711415897,0.7207288711415897,0.8862940478437775,0.8479398670108267,joint_regime_shift_2step
94.0,"6,7,8,9,10","1,2,3,4,5,11,12",0.8042446399074098,0.8042446399074098,0.864903268441957,0.8723965125184452,joint_regime_shift_2step
95.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8359278287303143,0.8359278287303143,0.8276832440068678,0.8323807445328464,joint_regime_shift_2step
96.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8150552282414567,0.8150552282414567,0.8258696469806055,0.822374041894201,joint_regime_shift_2step
97.0,"1,2,3,4","5,6,7,8,9,10,11,12",0.6960556534141298,0.6960556534141298,0.6487740190044411,0.7747308467807862,joint_regime_shift_2step
98.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.7671715093723752,0.7671715093723752,0.8211613434802761,0.799611298424018,joint_regime_shift_2step
99.0,"1,2,3,4,5","6,7,8,9,10,11,12",0.8550549135680372,0.8550549135680372,0.8463763755679161,0.8516651952467302,joint_regime_shift_2step
100.0,"6,7,8,9","1,2,3,4,5,10,11,12",0.7865961262023601,0.7865961262023601,0.8670559364648367,0.8328724500292107,joint_regime_shift_2step
101.0,"5,6,7","1,2,3,4,8,9,10,11,12",0.7267198820394363,0.7267198820394363,0.7408185364812256,0.7366460563098607,joint_regime_shift_2step
103.0,"5,6,7","1,2,3,4,8,9,10,11,12",0.5512411331865484,0.5512411331865484,0.7916520991650868,0.7574557783714617,joint_regime_shift_2step
104.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.8665357648960959,0.8665357648960959,0.8296253070020858,0.8601244399954349,joint_regime_shift_2step
105.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.45895700779887727,0.45895700779887727,0.7109854198127221,0.7121770310321037,joint_regime_shift_2step
106.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.6902781692628064,0.6902781692628064,0.8899218620919352,0.847062688681331,joint_regime_shift_2step
107.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.8370674406984514,0.8370674406984514,0.8505546210655904,0.8555024994070841,joint_regime_shift_2step
108.0,"5,6,7,8","1,2,3,4,9,10,11,12",0.7908327655801615,0.7908327655801615,0.8022334852164981,0.7966754346845715,joint_regime_shift_2step
109.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.7370140170461956,0.7370140170461956,0.5578526638395894,0.6647973406238936,joint_regime_shift_2step
110.0,"5,6,7","1,2,3,4,8,9,10,11,12",0.6640099476510496,0.6640099476510496,0.6998914015330355,0.6840483843635836,joint_regime_shift_2step
111.0,"1,2,3,4,11,12","5,6,7,8,9,10",0.5759984721278295,0.5759984721278295,0.7846352733999634,0.7021851904660488,joint_regime_shift_2step
112.0,"1,2,3,4,5,6,7,8","9,10,11,12",0.27344087554891505,0.27344087554891505,0.7839157393114804,0.6151609336201929,joint_regime_shift_2step
113.0,"1,2,3,4","5,6,7,8,9,10,11,12",0.9196774455978772,0.9196774455978772,0.9174458047081654,0.9274901503352823,joint_regime_shift_2step
114.0,"6,7,8,9,10,11,12","1,2,3,4,5",0.8571935206062915,0.8571935206062915,0.8290812114824867,0.8471898405251795,joint_regime_shift_2step
115.0,"1,2,12","3,4,5,6,7,8,9,10,11",0.8061529224360516,0.8061529224360516,0.8123971495542835,0.8267230039540765,joint_regime_shift_2step
116.0,"2,3,4","1,5,6,7,8,9,10,11,12",0.7499778188348061,0.7499778188348061,0.885649881024997,0.839255431162988,joint_regime_shift_2step
117.0,"1,6,7,8,9,10,11,12","2,3,4,5",0.8455984270568031,0.8455984270568031,0.8569614063032438,0.8532994446496414,joint_regime_shift_2step
118.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8281834065939333,0.8281834065939333,,0.8281834065939333,joint_regime_shift_2step
119.0,"1,2,3,4,5,6,10,11,12","7,8,9",0.6314742462006231,0.6314742462006231,0.5796395087165553,0.8281565810060407,joint_regime_shift_2step
120.0,"8,9,10","1,2,3,4,5,6,7,11,12",0.39888152484444894,0.39888152484444894,0.8658140283114145,0.7260173090579944,joint_regime_shift_2step
121.0,"3,4,5,6,7,8","1,2,9,10,11,12",0.4127649457490352,0.4127649457490352,0.5485365943669646,0.5076845867506883,joint_regime_shift_2step
122.0,"7,8,9,10","1,2,3,4,5,6,11,12",0.8021170511242443,0.8021170511242443,0.7563598442071247,0.7893901402642165,joint_regime_shift_2step
123.0,"4,5,6,7,8,9,10,11","1,2,3,12",0.41098074929942097,0.41098074929942097,0.4824302872322944,0.5624739229281559,joint_regime_shift_2step
124.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.9363341960154673,0.9363341960154673,0.9397121814665297,0.9401815145036825,joint_regime_shift_2step
125.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.887882295383167,0.887882295383167,0.9118429063946797,0.9006368077397318,joint_regime_shift_2step
126.0,"3,4,5,6,7","1,2,8,9,10,11,12",0.5133629176160699,0.5133629176160699,0.5168096019207256,0.749884624470835,joint_regime_shift_2step
127.0,"1,2,3,4,5,6,10,11,12","7,8,9",0.508121086336349,0.508121086336349,0.38339611780023797,0.45174574122640343,joint_regime_shift_2step
128.0,"1,2,3,10,11,12","4,5,6,7,8,9",0.845644405190702,0.845644405190702,0.8538790187694575,0.8499109614193638,joint_regime_shift_2step
129.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8505123287230455,0.8505123287230455,0.7308666610240853,0.7998212498466191,joint_regime_shift_2step
130.0,"3,4,5","1,2,6,7,8,9,10,11,12",0.46465689656957576,0.46465689656957576,0.38343542322396085,0.4337622635641425,joint_regime_shift_2step
131.0,"5,6,7","1,2,3,4,8,9,10,11,12",0.5531864814024601,0.5531864814024601,0.4656836031427566,0.5317172283524068,joint_regime_shift_2step
132.0,"5,6,7","1,2,3,4,8,9,10,11,12",0.6490644488923404,0.6490644488923404,0.5039631860745765,0.6013997811818872,joint_regime_shift_2step
133.0,"1,2,3","4,5,6,7,8,9,10,11,12",0.5978336883856861,0.5978336883856861,0.5052285564924635,0.5540249681424608,joint_regime_shift_2step
134.0,"2,3,4,5","1,6,7,8,9,10,11,12",0.7180053404975972,0.7180053404975972,0.8514888167141039,0.7956288250393035,joint_regime_shift_2step
135.0,"1,2,3,11,12","4,5,6,7,8,9,10",0.8702400781421197,0.8702400781421197,0.8605000855069681,0.865832376557769,joint_regime_shift_2step
136.0,"6,7,8","1,2,3,4,5,9,10,11,12",0.7951904205202819,0.7951904205202819,0.8457236991905334,0.8676484960090318,joint_regime_shift_2step
137.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.53083534071453,0.53083534071453,0.45786902325470213,0.6147198307826619,joint_regime_shift_2step
139.0,"5,6,7,8,9","1,2,3,4,10,11,12",0.8098620894198004,0.8098620894198004,0.8244495707033485,0.8221508308131386,joint_regime_shift_2step
140.0,"1,2,3,4","5,6,7,8,9,10,11,12",0.8308972200845595,0.8308972200845595,0.8572416583066296,0.8464032182622907,joint_regime_shift_2step
142.0,"3,4,5","1,2,6,7,8,9,10,11,12",0.8962004836692605,0.8962004836692605,0.6575438579249975,0.8102584136411908,joint_regime_shift_2step
143.0,"1,2,3,4,5,6,12","7,8,9,10,11",0.6927800205635657,0.6927800205635657,0.7621999584847949,0.7304289762663344,joint_regime_shift_2step
144.0,"1,2,3,4,5,11,12","6,7,8,9,10",0.8135475063846928,0.8135475063846928,0.7900797386530353,0.8038253893278988,joint_regime_shift_2step
145.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.7733692894019265,0.7733692894019265,0.17735153578286722,0.5375422768820233,joint_regime_shift_2step
146.0,"2,3,4","1,5,6,7,8,9,10,11,12",0.7307534495446841,0.7307534495446841,0.7228461785819762,0.7651802695058662,joint_regime_shift_2step
147.0,"6,7,8,9","1,2,3,4,5,10,11,12",0.8660390983196125,0.8660390983196125,0.878669618740098,0.8863977515415663,joint_regime_shift_2step
148.0,"5,6,7,8,9","1,2,3,4,10,11,12",0.5077160246809262,0.5077160246809262,0.7446791850287864,0.7833699399849134,joint_regime_shift_2step
149.0,"6,7,8,9,10","1,2,3,4,5,11,12",0.8318404948169722,0.8318404948169722,0.82135340482593,0.8292530276483325,joint_regime_shift_2step
150.0,"1,2,3,10,11,12","4,5,6,7,8,9",0.8658489374705806,0.8658489374705806,0.7706031050331099,0.8579290720500613,joint_regime_shift_2step
151.0,"1,2,3,4,11,12","5,6,7,8,9,10",0.914583261558605,0.914583261558605,0.8036911115538158,0.8804534562482517,joint_regime_shift_2step
152.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.8572341969858208,0.8572341969858208,0.8647019565410242,0.8619849609779611,joint_regime_shift_2step
153.0,"1,2,3,4,12","5,6,7,8,9,10,11",0.790550275858851,0.790550275858851,0.8693931827250273,0.8478889384047459,joint_regime_shift_2step
155.0,"1,2,3,4,11,12","5,6,7,8,9,10",0.7405267357933377,0.7405267357933377,0.6465071767723577,0.7294817906389401,joint_regime_shift_2step
156.0,"8,9,10,11","1,2,3,4,5,6,7,12",0.7828300771595347,0.7828300771595347,0.7469217035633036,0.7727040483892245,joint_regime_shift_2step
157.0,"3,4,5","1,2,6,7,8,9,10,11,12",0.6323516666673876,0.6323516666673876,0.4784798152890417,0.6366577572337159,joint_regime_shift_2step
158.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.8164217668417907,0.8164217668417907,0.8416186747257194,0.8335620244074455,joint_regime_shift_2step
159.0,"4,5,6,7,8,9","1,2,3,10,11,12",0.7605348364881501,0.7605348364881501,0.738083966150545,0.7625166042749835,joint_regime_shift_2step
160.0,"4,5,6","1,2,3,7,8,9,10,11,12",0.9000010352989553,0.9000010352989553,0.5987452548967673,0.8301363292932378,joint_regime_shift_2step
161.0,"1,2,3,12","4,5,6,7,8,9,10,11",0.8365688824718978,0.8365688824718978,0.8616613089378403,0.8541604986403823,joint_regime_shift_2step
162.0,"7,8,9","1,2,3,4,5,6,10,11,12",0.7695088940885177,0.7695088940885177,0.8424528376153608,0.8205215734076056,joint_regime_shift_2step
