"","SAS","AFR","EEU","MEA","LAM","FSU","PAO","WEU","PAS","NAM","CPA"
"2010",562669423,18090,0,288495160,32975769,61786738,3007206,46597371,0,37745327,317253527
"2020",653385951,24722,0,327106597,29860223,66102946,2864441,43915011,0,35944817,309577946
"2030",736378611,31271,0,333325514,24523647,67258362,2488194,38663071,0,32625660,278588921
"2040",761583909,37739,0,283696626,17019225,65527030,1866698,31671262,0,27767046,233957689
"2050",768584548,42107,0,233147188,8725431,55981131,1291731,22831735,0,21574673,185590505
"2060",724673334,48610,0,199131615,2867476,45558581,1188812,17143418,0,18437680,143521940
"2070",633775146,50796,0,167217816,2422518,40611608,1113145,15046622,0,18371612,116951811
"2080",573778338,55011,0,130231695,2150579,37374336,1033712,13733321,0,18227906,103723680
"2090",519533465,57114,0,119661544,1839945,34666213,971391,12603603,0,17921587,90645443
