"","SAS","AFR","EEU","MEA","LAM","FSU","PAO","WEU","PAS","NAM","CPA"
"2010",0,0.004,0.001,0.017,0.006,0.001,0.002,0.026,0,0.009,0
"2020",0,0.011,0.011,0.036,0.022,0.003,0.004,0.047,0,0.017,0.022
"2030",0.003,0.013,0.016,0.095,0.031,0.006,0.005,0.064,0,0.024,0.033
"2040",0.076,0.012,0.016,0.205,0.04,0.008,0.007,0.075,0,0.028,0.039
"2050",0.094,0.011,0.016,0.211,0.044,0.01,0.008,0.078,0,0.029,0.043
"2060",0.106,0.01,0.015,0.212,0.043,0.011,0.009,0.079,0,0.029,0.048
"2070",0.124,0.01,0.015,0.24,0.046,0.012,0.012,0.081,0,0.03,0.046
"2080",0.122,0.009,0.014,0.24,0.044,0.011,0.013,0.081,0,0.03,0.045
"2090",0.122,0.008,0.014,0.233,0.043,0.012,0.013,0.08,0,0.03,0.043
