"","SAS","AFR","EEU","MEA","LAM","FSU","PAO","WEU","PAS","NAM","CPA"
"2010",27971.135,11270.374,10849.513,29492.948,70584.707,31303.122,24384.647,61615.517,28077.173,73048.628,116520.621
"2020",50850.176,20370.549,12405.617,41481.214,85357.684,39642.384,25501.567,68280.865,38037.347,81740.207,163300.417
"2030",75295.013,33287.581,13538.564,57085.967,96485.745,45706.049,26032.385,72883.6,47543.232,88841.697,201419.457
"2040",112260.927,49814.62,13808.633,68888.199,103017.31,49550.642,25848.696,77203.15,55751.908,93173.084,219115.719
"2050",139900.409,71106.274,13613.223,72742.561,107288.404,50655.687,25476.682,80951.954,63552.743,95733.984,224528.927
"2060",162509.513,98032.58,13237.951,77298.248,109524.254,50455.517,25087.17,84048.756,70075.963,97343.848,198085.714
"2070",183793.457,131330.749,12847.08,83171.231,110541.84,50004.037,24496.602,86487.261,74808.436,98023.59,188007.925
"2080",196316.817,162822.205,12286.642,88465.102,110804.332,48908.161,23692.472,87380.171,77728.916,97731.3,180487.499
"2090",199599.956,191270.107,11644.34,92874.639,110084.138,47599.595,22709.096,87333.707,79085.769,96415.92,174219.184
