node_loc,technology,year_act,mode,time,value,unit
R12_AFR,h2_elec_pem,2010,M1,year,0.0,GWa
R12_EEU,h2_elec_pem,2010,M1,year,0.0,GWa
R12_FSU,h2_elec_pem,2010,M1,year,0.0,GWa
R12_LAM,h2_elec_pem,2010,M1,year,0.0,GWa
R12_MEA,h2_elec_pem,2010,M1,year,0.0,GWa
R12_NAM,h2_elec_pem,2010,M1,year,0.07060522509615383,GWa
R12_PAO,h2_elec_pem,2010,M1,year,3.122009515762329,GWa
R12_PAS,h2_elec_pem,2010,M1,year,0.0,GWa
R12_SAS,h2_elec_pem,2010,M1,year,1.7798219999999996e-05,GWa
R12_WEU,h2_elec_pem,2010,M1,year,0.0014265957876923078,GWa
R12_SAS,h2_elec_pem,2015,M1,year,2.96637e-05,GWa
R12_MEA,h2_elec_pem,2015,M1,year,0.0,???
R12_FSU,h2_elec_pem,2015,M1,year,0.0,???
R12_PAS,h2_elec_pem,2015,M1,year,0.0011468442784615383,GWa
R12_EEU,h2_elec_pem,2015,M1,year,0.0004152917999999999,GWa
R12_PAO,h2_elec_pem,2015,M1,year,0.002172980116153846,GWa
R12_LAM,h2_elec_pem,2015,M1,year,8.899109999999998e-06,GWa
R12_WEU,h2_elec_pem,2015,M1,year,0.03548850976846153,GWa
R12_NAM,h2_elec_pem,2015,M1,year,0.07602455490384613,GWa
R12_AFR,h2_elec_pem,2015,M1,year,0.0,???
R12_CHN,h2_elec_pem,2010,M1,year,2.8098085641860964,GWa
R12_CHN,h2_elec_pem,2015,M1,year,0.002281823076923077,GWa
R12_RCPA,h2_elec_pem,2010,M1,year,0.3122009515762329,GWa
R12_RCPA,h2_elec_pem,2015,M1,year,0.0,???
R12_AFR,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_EEU,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_FSU,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_LAM,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_MEA,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_NAM,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_PAS,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_SAS,h2_elec_pem,2010,feedstock,year,0.0,GWa
R12_WEU,h2_elec_pem,2010,feedstock,year,0.0,GWa
