relation,node_rel,year_rel,node_loc,technology,year_act,mode,value,unit
solar_step2,R12_AFR,2020,R12_AFR,h2_elec_pem,2020,M1,0.1875,???
solar_step3,R12_AFR,2020,R12_AFR,h2_elec_pem,2020,M1,0.3125,???
wind_step,R12_AFR,2020,R12_AFR,h2_elec_pem,2020,M1,0.0625,???
wind_step2,R12_AFR,2020,R12_AFR,h2_elec_pem,2020,M1,0.1875,???
wind_step3,R12_AFR,2020,R12_AFR,h2_elec_pem,2020,M1,0.3125,???
RES_variable_limt,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,-1.25,???
h2_exp_limit,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,1.0,???
oper_res,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.3125,???
solar_step,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.0625,???
solar_step2,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.1875,???
solar_step3,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.3125,???
wind_step,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.0625,???
wind_step2,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.1875,???
wind_step3,R12_AFR,2025,R12_AFR,h2_elec_pem,2025,M1,0.3125,???
RES_variable_limt,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,-1.25,???
h2_exp_limit,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,1.0,???
oper_res,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.3125,???
solar_step,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.0625,???
solar_step2,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.1875,???
solar_step3,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.3125,???
wind_step,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.0625,???
wind_step2,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.1875,???
wind_step3,R12_AFR,2030,R12_AFR,h2_elec_pem,2030,M1,0.3125,???
RES_variable_limt,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,-1.25,???
h2_exp_limit,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,1.0,???
oper_res,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.3125,???
solar_step,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.0625,???
solar_step2,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.1875,???
solar_step3,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.3125,???
wind_step,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.0625,???
wind_step2,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.1875,???
wind_step3,R12_AFR,2035,R12_AFR,h2_elec_pem,2035,M1,0.3125,???
RES_variable_limt,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,-1.25,???
h2_exp_limit,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,1.0,???
oper_res,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.3125,???
solar_step,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.0625,???
solar_step2,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.1875,???
solar_step3,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.3125,???
wind_step,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.0625,???
wind_step2,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.1875,???
wind_step3,R12_AFR,2040,R12_AFR,h2_elec_pem,2040,M1,0.3125,???
RES_variable_limt,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,-1.25,???
h2_exp_limit,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,1.0,???
oper_res,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.3125,???
solar_step,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.0625,???
solar_step2,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.1875,???
solar_step3,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.3125,???
wind_step,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.0625,???
wind_step2,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.1875,???
wind_step3,R12_AFR,2045,R12_AFR,h2_elec_pem,2045,M1,0.3125,???
RES_variable_limt,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,-1.25,???
h2_exp_limit,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,1.0,???
oper_res,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.3125,???
solar_step,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.0625,???
solar_step2,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.1875,???
solar_step3,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.3125,???
wind_step,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.0625,???
wind_step2,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.1875,???
wind_step3,R12_AFR,2050,R12_AFR,h2_elec_pem,2050,M1,0.3125,???
RES_variable_limt,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,-1.25,???
h2_exp_limit,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,1.0,???
oper_res,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.3125,???
solar_step,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.0625,???
solar_step2,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.1875,???
solar_step3,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.3125,???
wind_step,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.0625,???
wind_step2,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.1875,???
wind_step3,R12_AFR,2055,R12_AFR,h2_elec_pem,2055,M1,0.3125,???
RES_variable_limt,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,-1.25,???
h2_exp_limit,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,1.0,???
oper_res,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.3125,???
solar_step,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.0625,???
solar_step2,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.1875,???
solar_step3,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.3125,???
wind_step,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.0625,???
wind_step2,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.1875,???
wind_step3,R12_AFR,2060,R12_AFR,h2_elec_pem,2060,M1,0.3125,???
RES_variable_limt,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,-1.25,???
h2_exp_limit,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,1.0,???
oper_res,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.3125,???
solar_step,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.0625,???
solar_step2,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.1875,???
solar_step3,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.3125,???
wind_step,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.0625,???
wind_step2,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.1875,???
wind_step3,R12_AFR,2070,R12_AFR,h2_elec_pem,2070,M1,0.3125,???
RES_variable_limt,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,-1.25,???
h2_exp_limit,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,1.0,???
oper_res,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.3125,???
solar_step,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.0625,???
solar_step2,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.1875,???
solar_step3,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.3125,???
wind_step,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.0625,???
wind_step2,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.1875,???
wind_step3,R12_AFR,2080,R12_AFR,h2_elec_pem,2080,M1,0.3125,???
RES_variable_limt,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,-1.25,???
h2_exp_limit,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,1.0,???
oper_res,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.3125,???
solar_step,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.0625,???
solar_step2,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.1875,???
solar_step3,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.3125,???
wind_step,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.0625,???
wind_step2,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.1875,???
wind_step3,R12_AFR,2090,R12_AFR,h2_elec_pem,2090,M1,0.3125,???
RES_variable_limt,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,-1.25,???
h2_exp_limit,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,1.0,???
oper_res,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.3125,???
solar_step,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.0625,???
solar_step2,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.1875,???
solar_step3,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.3125,???
wind_step,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.0625,???
wind_step2,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.1875,???
wind_step3,R12_AFR,2100,R12_AFR,h2_elec_pem,2100,M1,0.3125,???
RES_variable_limt,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,-1.25,???
h2_exp_limit,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,1.0,???
oper_res,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.3125,???
solar_step,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.0625,???
solar_step2,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.1875,???
solar_step3,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.3125,???
wind_step,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.0625,???
wind_step2,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.1875,???
wind_step3,R12_AFR,2110,R12_AFR,h2_elec_pem,2110,M1,0.3125,???
RES_variable_limt,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,-1.25,???
h2_exp_limit,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,1.0,???
oper_res,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.3125,???
solar_step,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.0625,???
solar_step2,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.1875,???
solar_step3,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.3125,???
wind_step,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.0625,???
wind_step2,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.1875,???
wind_step3,R12_EEU,2010,R12_EEU,h2_elec_pem,2010,M1,0.3125,???
RES_variable_limt,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,-1.25,???
h2_exp_limit,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,1.0,???
oper_res,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.3125,???
solar_step,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.0625,???
solar_step2,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.1875,???
solar_step3,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.3125,???
wind_step,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.0625,???
wind_step2,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.1875,???
wind_step3,R12_EEU,2015,R12_EEU,h2_elec_pem,2015,M1,0.3125,???
RES_variable_limt,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,-1.25,???
h2_exp_limit,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,1.0,???
oper_res,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.3125,???
solar_step,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.0625,???
solar_step2,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.1875,???
solar_step3,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.3125,???
wind_step,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.0625,???
wind_step2,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.1875,???
wind_step3,R12_EEU,2020,R12_EEU,h2_elec_pem,2020,M1,0.3125,???
RES_variable_limt,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,-1.25,???
h2_exp_limit,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,1.0,???
oper_res,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.3125,???
solar_step,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.0625,???
solar_step2,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.1875,???
solar_step3,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.3125,???
wind_step,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.0625,???
wind_step2,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.1875,???
wind_step3,R12_EEU,2025,R12_EEU,h2_elec_pem,2025,M1,0.3125,???
RES_variable_limt,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,-1.25,???
h2_exp_limit,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,1.0,???
oper_res,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.3125,???
solar_step,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.0625,???
solar_step2,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.1875,???
solar_step3,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.3125,???
wind_step,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.0625,???
wind_step2,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.1875,???
wind_step3,R12_EEU,2030,R12_EEU,h2_elec_pem,2030,M1,0.3125,???
RES_variable_limt,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,-1.25,???
h2_exp_limit,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,1.0,???
oper_res,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.3125,???
solar_step,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.0625,???
solar_step2,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.1875,???
solar_step3,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.3125,???
wind_step,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.0625,???
wind_step2,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.1875,???
wind_step3,R12_EEU,2035,R12_EEU,h2_elec_pem,2035,M1,0.3125,???
RES_variable_limt,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,-1.25,???
h2_exp_limit,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,1.0,???
oper_res,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.3125,???
solar_step,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.0625,???
solar_step2,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.1875,???
solar_step3,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.3125,???
wind_step,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.0625,???
wind_step2,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.1875,???
wind_step3,R12_EEU,2040,R12_EEU,h2_elec_pem,2040,M1,0.3125,???
RES_variable_limt,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,-1.25,???
h2_exp_limit,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,1.0,???
oper_res,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.3125,???
solar_step,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.0625,???
solar_step2,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.1875,???
solar_step3,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.3125,???
wind_step,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.0625,???
wind_step2,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.1875,???
wind_step3,R12_EEU,2045,R12_EEU,h2_elec_pem,2045,M1,0.3125,???
RES_variable_limt,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,-1.25,???
h2_exp_limit,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,1.0,???
oper_res,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.3125,???
solar_step,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.0625,???
solar_step2,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.1875,???
solar_step3,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.3125,???
wind_step,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.0625,???
wind_step2,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.1875,???
wind_step3,R12_EEU,2050,R12_EEU,h2_elec_pem,2050,M1,0.3125,???
RES_variable_limt,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,-1.25,???
h2_exp_limit,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,1.0,???
oper_res,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.3125,???
solar_step,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.0625,???
solar_step2,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.1875,???
solar_step3,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.3125,???
wind_step,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.0625,???
wind_step2,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.1875,???
wind_step3,R12_EEU,2055,R12_EEU,h2_elec_pem,2055,M1,0.3125,???
RES_variable_limt,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,-1.25,???
h2_exp_limit,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,1.0,???
oper_res,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.3125,???
solar_step,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.0625,???
solar_step2,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.1875,???
solar_step3,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.3125,???
wind_step,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.0625,???
wind_step2,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.1875,???
wind_step3,R12_EEU,2060,R12_EEU,h2_elec_pem,2060,M1,0.3125,???
RES_variable_limt,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,-1.25,???
h2_exp_limit,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,1.0,???
oper_res,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.3125,???
solar_step,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.0625,???
solar_step2,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.1875,???
solar_step3,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.3125,???
wind_step,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.0625,???
wind_step2,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.1875,???
wind_step3,R12_EEU,2070,R12_EEU,h2_elec_pem,2070,M1,0.3125,???
RES_variable_limt,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,-1.25,???
h2_exp_limit,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,1.0,???
oper_res,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.3125,???
solar_step,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.0625,???
solar_step2,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.1875,???
solar_step3,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.3125,???
wind_step,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.0625,???
wind_step2,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.1875,???
wind_step3,R12_EEU,2080,R12_EEU,h2_elec_pem,2080,M1,0.3125,???
RES_variable_limt,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,-1.25,???
h2_exp_limit,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,1.0,???
oper_res,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.3125,???
solar_step,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.0625,???
solar_step2,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.1875,???
solar_step3,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.3125,???
wind_step,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.0625,???
wind_step2,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.1875,???
wind_step3,R12_EEU,2090,R12_EEU,h2_elec_pem,2090,M1,0.3125,???
RES_variable_limt,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,-1.25,???
h2_exp_limit,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,1.0,???
oper_res,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.3125,???
solar_step,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.0625,???
solar_step2,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.1875,???
solar_step3,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.3125,???
wind_step,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.0625,???
wind_step2,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.1875,???
wind_step3,R12_EEU,2100,R12_EEU,h2_elec_pem,2100,M1,0.3125,???
RES_variable_limt,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,-1.25,???
h2_exp_limit,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,1.0,???
oper_res,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.3125,???
solar_step,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.0625,???
solar_step2,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.1875,???
solar_step3,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.3125,???
wind_step,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.0625,???
wind_step2,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.1875,???
wind_step3,R12_EEU,2110,R12_EEU,h2_elec_pem,2110,M1,0.3125,???
RES_variable_limt,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,-1.25,???
h2_exp_limit,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,1.0,???
oper_res,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.3125,???
solar_step,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.0625,???
solar_step2,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.1875,???
solar_step3,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.3125,???
wind_step,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.0625,???
wind_step2,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.1875,???
wind_step3,R12_FSU,2010,R12_FSU,h2_elec_pem,2010,M1,0.3125,???
RES_variable_limt,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,-1.25,???
h2_exp_limit,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,1.0,???
oper_res,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.3125,???
solar_step,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.0625,???
solar_step2,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.1875,???
solar_step3,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.3125,???
wind_step,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.0625,???
wind_step2,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.1875,???
wind_step3,R12_FSU,2015,R12_FSU,h2_elec_pem,2015,M1,0.3125,???
RES_variable_limt,R12_FSU,2020,R12_FSU,h2_elec_pem,2020,M1,-1.25,???
h2_exp_limit,R12_FSU,2020,R12_FSU,h2_elec_pem,2020,M1,1.0,???
