node_loc,technology,year_vtg,value,unit
R12_AFR,h2_elec_pem,2010,0.1,%
R12_AFR,h2_elec_pem,2020,0.1,%
R12_AFR,h2_elec_pem,2030,0.1,%
R12_AFR,h2_elec_pem,2040,0.1,%
R12_AFR,h2_elec_pem,2050,0.1,%
R12_AFR,h2_elec_pem,2060,0.1,%
R12_AFR,h2_elec_pem,2070,0.1,%
R12_AFR,h2_elec_pem,2080,0.1,%
R12_AFR,h2_elec_pem,2090,0.1,%
R12_AFR,h2_elec_pem,2100,0.1,%
R12_AFR,h2_elec_pem,2110,0.1,%
R12_AFR,h2_elec_pem,2025,0.1,%
R12_AFR,h2_elec_pem,2035,0.1,%
R12_AFR,h2_elec_pem,2045,0.1,%
R12_AFR,h2_elec_pem,2055,0.1,%
R12_EEU,h2_elec_pem,2010,0.1,%
R12_EEU,h2_elec_pem,2020,0.1,%
R12_EEU,h2_elec_pem,2030,0.1,%
R12_EEU,h2_elec_pem,2040,0.1,%
R12_EEU,h2_elec_pem,2050,0.1,%
R12_EEU,h2_elec_pem,2060,0.1,%
R12_EEU,h2_elec_pem,2070,0.1,%
R12_EEU,h2_elec_pem,2080,0.1,%
R12_EEU,h2_elec_pem,2090,0.1,%
R12_EEU,h2_elec_pem,2100,0.1,%
R12_EEU,h2_elec_pem,2110,0.1,%
R12_EEU,h2_elec_pem,2025,0.1,%
R12_EEU,h2_elec_pem,2035,0.1,%
R12_EEU,h2_elec_pem,2045,0.1,%
R12_EEU,h2_elec_pem,2055,0.1,%
R12_FSU,h2_elec_pem,2010,0.05,%
R12_FSU,h2_elec_pem,2020,0.05,%
R12_FSU,h2_elec_pem,2030,0.05,%
R12_FSU,h2_elec_pem,2040,0.05,%
R12_FSU,h2_elec_pem,2050,0.05,%
R12_FSU,h2_elec_pem,2060,0.05,%
R12_FSU,h2_elec_pem,2070,0.05,%
R12_FSU,h2_elec_pem,2080,0.05,%
R12_FSU,h2_elec_pem,2090,0.05,%
R12_FSU,h2_elec_pem,2100,0.05,%
R12_FSU,h2_elec_pem,2110,0.05,%
R12_FSU,h2_elec_pem,2025,0.05,%
R12_FSU,h2_elec_pem,2035,0.05,%
R12_FSU,h2_elec_pem,2045,0.05,%
R12_FSU,h2_elec_pem,2055,0.05,%
R12_LAM,h2_elec_pem,2010,0.05,%
R12_LAM,h2_elec_pem,2020,0.05,%
R12_LAM,h2_elec_pem,2030,0.05,%
R12_LAM,h2_elec_pem,2040,0.05,%
R12_LAM,h2_elec_pem,2050,0.05,%
R12_LAM,h2_elec_pem,2060,0.05,%
R12_LAM,h2_elec_pem,2070,0.05,%
R12_LAM,h2_elec_pem,2080,0.05,%
R12_LAM,h2_elec_pem,2090,0.05,%
R12_LAM,h2_elec_pem,2100,0.05,%
R12_LAM,h2_elec_pem,2110,0.05,%
R12_LAM,h2_elec_pem,2025,0.05,%
R12_LAM,h2_elec_pem,2035,0.05,%
R12_LAM,h2_elec_pem,2045,0.05,%
R12_LAM,h2_elec_pem,2055,0.05,%
R12_MEA,h2_elec_pem,2010,0.1,%
R12_MEA,h2_elec_pem,2020,0.1,%
R12_MEA,h2_elec_pem,2030,0.1,%
R12_MEA,h2_elec_pem,2040,0.1,%
R12_MEA,h2_elec_pem,2050,0.1,%
R12_MEA,h2_elec_pem,2060,0.1,%
R12_MEA,h2_elec_pem,2070,0.1,%
R12_MEA,h2_elec_pem,2080,0.1,%
R12_MEA,h2_elec_pem,2090,0.1,%
R12_MEA,h2_elec_pem,2100,0.1,%
R12_MEA,h2_elec_pem,2110,0.1,%
R12_MEA,h2_elec_pem,2025,0.1,%
R12_MEA,h2_elec_pem,2035,0.1,%
R12_MEA,h2_elec_pem,2045,0.1,%
R12_MEA,h2_elec_pem,2055,0.1,%
R12_NAM,h2_elec_pem,2010,0.05,%
R12_NAM,h2_elec_pem,2020,0.05,%
R12_NAM,h2_elec_pem,2030,0.05,%
R12_NAM,h2_elec_pem,2040,0.05,%
R12_NAM,h2_elec_pem,2050,0.05,%
R12_NAM,h2_elec_pem,2060,0.05,%
R12_NAM,h2_elec_pem,2070,0.05,%
R12_NAM,h2_elec_pem,2080,0.05,%
R12_NAM,h2_elec_pem,2090,0.05,%
R12_NAM,h2_elec_pem,2100,0.05,%
R12_NAM,h2_elec_pem,2110,0.05,%
R12_NAM,h2_elec_pem,2025,0.05,%
R12_NAM,h2_elec_pem,2035,0.05,%
R12_NAM,h2_elec_pem,2045,0.05,%
R12_NAM,h2_elec_pem,2055,0.05,%
R12_PAO,h2_elec_pem,2010,0.1,%
R12_PAO,h2_elec_pem,2020,0.1,%
