node_loc,technology,year_vtg,value,unit
R12_AFR,oil_pipe_mea,broadcast,,USD/km
R12_AFR,oil_pipe_weu,broadcast,,USD/km
R12_CHN,oil_pipe_fsu,broadcast,,USD/km
R12_EEU,oil_pipe_fsu,broadcast,,USD/km
R12_EEU,oil_pipe_weu,broadcast,,USD/km
R12_FSU,oil_pipe_rcpa,broadcast,,USD/km
R12_FSU,oil_pipe_chn,broadcast,,USD/km
R12_FSU,oil_pipe_eeu,broadcast,,USD/km
R12_FSU,oil_pipe_mea,broadcast,,USD/km
R12_FSU,oil_pipe_pao,broadcast,,USD/km
R12_FSU,oil_pipe_pas,broadcast,,USD/km
R12_FSU,oil_pipe_sas,broadcast,,USD/km
R12_FSU,oil_pipe_weu,broadcast,,USD/km
R12_LAM,oil_pipe_nam,broadcast,,USD/km
R12_MEA,oil_pipe_afr,broadcast,,USD/km
R12_MEA,oil_pipe_eeu,broadcast,,USD/km
R12_MEA,oil_pipe_fsu,broadcast,,USD/km
R12_MEA,oil_pipe_sas,broadcast,,USD/km
R12_MEA,oil_pipe_weu,broadcast,,USD/km
R12_NAM,oil_pipe_lam,broadcast,,USD/km
R12_PAO,oil_pipe_fsu,broadcast,,USD/km
R12_PAS,oil_pipe_rcpa,broadcast,,USD/km
R12_PAS,oil_pipe_chn,broadcast,,USD/km
R12_PAS,oil_pipe_fsu,broadcast,,USD/km
R12_PAS,oil_pipe_pao,broadcast,,USD/km
R12_SAS,oil_pipe_fsu,broadcast,,USD/km
R12_SAS,oil_pipe_mea,broadcast,,USD/km
R12_SAS,oil_pipe_pas,broadcast,,USD/km
R12_WEU,oil_pipe_afr,broadcast,,USD/km
R12_WEU,oil_pipe_eeu,broadcast,,USD/km
R12_WEU,oil_pipe_fsu,broadcast,,USD/km
R12_WEU,oil_pipe_mea,broadcast,,USD/km
