node_loc,technology,year_vtg,year_act,time,value,unit
R12_AFR,oil_pipe_mea,broadcast,broadcast,year,1,%
R12_AFR,oil_pipe_weu,broadcast,broadcast,year,1,%
R12_CHN,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_EEU,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_EEU,oil_pipe_weu,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_rcpa,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_chn,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_eeu,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_mea,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_pao,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_pas,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_sas,broadcast,broadcast,year,1,%
R12_FSU,oil_pipe_weu,broadcast,broadcast,year,1,%
R12_LAM,oil_pipe_nam,broadcast,broadcast,year,1,%
R12_MEA,oil_pipe_afr,broadcast,broadcast,year,1,%
R12_MEA,oil_pipe_eeu,broadcast,broadcast,year,1,%
R12_MEA,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_MEA,oil_pipe_sas,broadcast,broadcast,year,1,%
R12_MEA,oil_pipe_weu,broadcast,broadcast,year,1,%
R12_NAM,oil_pipe_lam,broadcast,broadcast,year,1,%
R12_PAO,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_PAS,oil_pipe_rcpa,broadcast,broadcast,year,1,%
R12_PAS,oil_pipe_chn,broadcast,broadcast,year,1,%
R12_PAS,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_PAS,oil_pipe_pao,broadcast,broadcast,year,1,%
R12_SAS,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_SAS,oil_pipe_mea,broadcast,broadcast,year,1,%
R12_SAS,oil_pipe_pas,broadcast,broadcast,year,1,%
R12_WEU,oil_pipe_afr,broadcast,broadcast,year,1,%
R12_WEU,oil_pipe_eeu,broadcast,broadcast,year,1,%
R12_WEU,oil_pipe_fsu,broadcast,broadcast,year,1,%
R12_WEU,oil_pipe_mea,broadcast,broadcast,year,1,%
