node_loc,technology,year_vtg,year_act,mode,node_origin,commodity,level,time,time_origin,value,unit
R12_MEA,oil_exp_lam,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_fsu,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_pas,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_pao,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_nam,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_afr,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_weu,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_chn,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_sas,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_rcpa,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_MEA,oil_exp_eeu,broadcast,broadcast,M1,R12_MEA,crudeoil,primary,year,year,,
R12_LAM,oil_exp_mea,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_fsu,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_pas,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_pao,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_nam,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_afr,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_weu,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_chn,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_sas,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_rcpa,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_LAM,oil_exp_eeu,broadcast,broadcast,M1,R12_LAM,crudeoil,primary,year,year,,
R12_FSU,oil_exp_mea,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_lam,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_pas,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_pao,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_nam,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_afr,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_weu,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_chn,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_sas,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_rcpa,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_FSU,oil_exp_eeu,broadcast,broadcast,M1,R12_FSU,crudeoil,primary,year,year,,
R12_PAS,oil_exp_mea,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_lam,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_fsu,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_pao,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_nam,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_afr,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_weu,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_chn,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_sas,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_rcpa,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAS,oil_exp_eeu,broadcast,broadcast,M1,R12_PAS,crudeoil,primary,year,year,,
R12_PAO,oil_exp_mea,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_lam,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_fsu,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_pas,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_nam,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_afr,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_weu,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_chn,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_sas,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_rcpa,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_PAO,oil_exp_eeu,broadcast,broadcast,M1,R12_PAO,crudeoil,primary,year,year,,
R12_NAM,oil_exp_mea,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_lam,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_fsu,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_pas,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_pao,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_afr,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_weu,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_chn,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_sas,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_rcpa,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_NAM,oil_exp_eeu,broadcast,broadcast,M1,R12_NAM,crudeoil,primary,year,year,,
R12_AFR,oil_exp_mea,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_lam,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_fsu,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_pas,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_pao,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_nam,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_weu,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_chn,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_sas,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_rcpa,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_AFR,oil_exp_eeu,broadcast,broadcast,M1,R12_AFR,crudeoil,primary,year,year,,
R12_WEU,oil_exp_mea,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_lam,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_fsu,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_pas,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_pao,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_nam,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_afr,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_chn,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_sas,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_rcpa,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_WEU,oil_exp_eeu,broadcast,broadcast,M1,R12_WEU,crudeoil,primary,year,year,,
R12_CHN,oil_exp_mea,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_lam,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_fsu,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_pas,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_pao,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_nam,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_afr,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_weu,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_sas,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_rcpa,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_CHN,oil_exp_eeu,broadcast,broadcast,M1,R12_CHN,crudeoil,primary,year,year,,
R12_SAS,oil_exp_mea,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_lam,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_fsu,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_pas,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_pao,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_nam,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_afr,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_weu,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_chn,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_rcpa,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_SAS,oil_exp_eeu,broadcast,broadcast,M1,R12_SAS,crudeoil,primary,year,year,,
R12_RCPA,oil_exp_mea,broadcast,broadcast,M1,R12_RCPA,crudeoil,primary,year,year,,
R12_RCPA,oil_exp_lam,broadcast,broadcast,M1,R12_RCPA,crudeoil,primary,year,year,,
R12_RCPA,oil_exp_fsu,broadcast,broadcast,M1,R12_RCPA,crudeoil,primary,year,year,,
