Region,Year,Scenario,SSP,Tech,WACC
R12_RCPA,2090,cf_his_f4,SSP1,solar,0.05246689761111436
R12_RCPA,2095,cf_his_f4,SSP1,solar,0.05176366632112338
R12_RCPA,2100,cf_his_f4,SSP1,solar,0.05106986784520385
R12_SAS,2020,cf_his_f4,SSP1,solar,0.09730782822530164
R12_SAS,2025,cf_his_f4,SSP1,solar,0.08236593878623971
R12_SAS,2030,cf_his_f4,SSP1,solar,0.04985727625652477
R12_SAS,2035,cf_his_f4,SSP1,solar,0.03773452119171772
R12_SAS,2040,cf_his_f4,SSP1,solar,0.03019317680274471
R12_SAS,2045,cf_his_f4,SSP1,solar,0.024587290937770283
R12_SAS,2050,cf_his_f4,SSP1,solar,0.020427664744422827
R12_SAS,2055,cf_his_f4,SSP1,solar,0.020012706166590875
R12_SAS,2060,cf_his_f4,SSP1,solar,0.01962750265693161
R12_SAS,2065,cf_his_f4,SSP1,solar,0.01933551538170989
R12_SAS,2070,cf_his_f4,SSP1,solar,0.019047920116625264
R12_SAS,2075,cf_his_f4,SSP1,solar,0.018776169748636124
R12_SAS,2080,cf_his_f4,SSP1,solar,0.0185083043136474
R12_SAS,2085,cf_his_f4,SSP1,solar,0.018253979271525504
R12_SAS,2090,cf_his_f4,SSP1,solar,0.018003149357512783
R12_SAS,2095,cf_his_f4,SSP1,solar,0.01775636963903824
R12_SAS,2100,cf_his_f4,SSP1,solar,0.017512973398316676
R12_WEU,2020,cf_his_f4,SSP1,solar,0.05897989486579485
R12_WEU,2025,cf_his_f4,SSP1,solar,0.04489738341414576
R12_WEU,2030,cf_his_f4,SSP1,solar,0.0376798218636156
R12_WEU,2035,cf_his_f4,SSP1,solar,0.031057123758218227
R12_WEU,2040,cf_his_f4,SSP1,solar,0.0245571002890321
R12_WEU,2045,cf_his_f4,SSP1,solar,0.019900602366762343
R12_WEU,2050,cf_his_f4,SSP1,solar,0.016734232905749866
R12_WEU,2055,cf_his_f4,SSP1,solar,0.016184857902612326
R12_WEU,2060,cf_his_f4,SSP1,solar,0.016019526144361026
R12_WEU,2065,cf_his_f4,SSP1,solar,0.015895122217581152
R12_WEU,2070,cf_his_f4,SSP1,solar,0.01577201328061662
R12_WEU,2075,cf_his_f4,SSP1,solar,0.015695939274808075
R12_WEU,2080,cf_his_f4,SSP1,solar,0.015620232340490554
R12_WEU,2085,cf_his_f4,SSP1,solar,0.015508205324456757
R12_WEU,2090,cf_his_f4,SSP1,solar,0.015397188615331334
R12_WEU,2095,cf_his_f4,SSP1,solar,0.015300114644278268
R12_WEU,2100,cf_his_f4,SSP1,solar,0.015203736512156972
R12_AFR,2020,cf_his_f4,SSP2,solar,0.09955627158966499
R12_AFR,2025,cf_his_f4,SSP2,solar,0.08196660321840829
R12_AFR,2030,cf_his_f4,SSP2,solar,0.05584346250334159
R12_AFR,2035,cf_his_f4,SSP2,solar,0.0422508078363796
R12_AFR,2040,cf_his_f4,SSP2,solar,0.03473101401607715
R12_AFR,2045,cf_his_f4,SSP2,solar,0.02895149147622496
R12_AFR,2050,cf_his_f4,SSP2,solar,0.02409222098377604
R12_AFR,2055,cf_his_f4,SSP2,solar,0.023568971547277374
R12_AFR,2060,cf_his_f4,SSP2,solar,0.023529793310919415
R12_AFR,2065,cf_his_f4,SSP2,solar,0.0226297706707191
R12_AFR,2070,cf_his_f4,SSP2,solar,0.021834118873692288
R12_AFR,2075,cf_his_f4,SSP2,solar,0.021755397539841966
R12_AFR,2080,cf_his_f4,SSP2,solar,0.021677604319084685
R12_AFR,2085,cf_his_f4,SSP2,solar,0.021636468956114447
R12_AFR,2090,cf_his_f4,SSP2,solar,0.02159558984270795
R12_AFR,2095,cf_his_f4,SSP2,solar,0.021584156233236982
R12_AFR,2100,cf_his_f4,SSP2,solar,0.021572742558302372
R12_CHN,2020,cf_his_f4,SSP2,solar,0.04564778346435897
R12_CHN,2025,cf_his_f4,SSP2,solar,0.039739220471089284
R12_CHN,2030,cf_his_f4,SSP2,solar,0.034764748623943804
R12_CHN,2035,cf_his_f4,SSP2,solar,0.031485972601143095
R12_CHN,2040,cf_his_f4,SSP2,solar,0.028585888321530174
R12_CHN,2045,cf_his_f4,SSP2,solar,0.027097579524394542
R12_CHN,2050,cf_his_f4,SSP2,solar,0.024692087832459627
R12_CHN,2055,cf_his_f4,SSP2,solar,0.02400813575682165
R12_CHN,2060,cf_his_f4,SSP2,solar,0.02393365189651665
R12_CHN,2065,cf_his_f4,SSP2,solar,0.023425397017429527
R12_CHN,2070,cf_his_f4,SSP2,solar,0.022951076974176626
R12_CHN,2075,cf_his_f4,SSP2,solar,0.022909022192712406
R12_CHN,2080,cf_his_f4,SSP2,solar,0.02286722042039119
R12_CHN,2085,cf_his_f4,SSP2,solar,0.022844193584837056
R12_CHN,2090,cf_his_f4,SSP2,solar,0.022821243024624144
R12_CHN,2095,cf_his_f4,SSP2,solar,0.022739778759672754
R12_CHN,2100,cf_his_f4,SSP2,solar,0.02265926549802986
R12_EEU,2020,cf_his_f4,SSP2,solar,0.08070231310834594
R12_EEU,2025,cf_his_f4,SSP2,solar,0.0689517002629566
R12_EEU,2030,cf_his_f4,SSP2,solar,0.06420138883838811
R12_EEU,2035,cf_his_f4,SSP2,solar,0.057890946065907764
R12_EEU,2040,cf_his_f4,SSP2,solar,0.04790673172045573
R12_EEU,2045,cf_his_f4,SSP2,solar,0.04139097280153476
R12_EEU,2050,cf_his_f4,SSP2,solar,0.03732401890406243
R12_EEU,2055,cf_his_f4,SSP2,solar,0.03544796517729218
R12_EEU,2060,cf_his_f4,SSP2,solar,0.03489678435419478
R12_EEU,2065,cf_his_f4,SSP2,solar,0.033987598494119094
R12_EEU,2070,cf_his_f4,SSP2,solar,0.03315211372472573
R12_EEU,2075,cf_his_f4,SSP2,solar,0.0328851314761713
R12_EEU,2080,cf_his_f4,SSP2,solar,0.032625109591717084
R12_EEU,2085,cf_his_f4,SSP2,solar,0.03248970650908593
R12_EEU,2090,cf_his_f4,SSP2,solar,0.03235613877478682
R12_EEU,2095,cf_his_f4,SSP2,solar,0.0322749777735961
R12_EEU,2100,cf_his_f4,SSP2,solar,0.03219448415656529
R12_FSU,2020,cf_his_f4,SSP2,solar,0.1019407514531971
R12_FSU,2025,cf_his_f4,SSP2,solar,0.08869545383284631
R12_FSU,2030,cf_his_f4,SSP2,solar,0.08045583992782443
R12_FSU,2035,cf_his_f4,SSP2,solar,0.07656637467634436
R12_FSU,2040,cf_his_f4,SSP2,solar,0.0698391577426462
R12_FSU,2045,cf_his_f4,SSP2,solar,0.061479207540888293
R12_FSU,2050,cf_his_f4,SSP2,solar,0.050200931362247
R12_FSU,2055,cf_his_f4,SSP2,solar,0.0473997106208094
R12_FSU,2060,cf_his_f4,SSP2,solar,0.045676155807674104
R12_FSU,2065,cf_his_f4,SSP2,solar,0.04485121564608024
R12_FSU,2070,cf_his_f4,SSP2,solar,0.04407344551952551
R12_FSU,2075,cf_his_f4,SSP2,solar,0.04218352278240419
R12_FSU,2080,cf_his_f4,SSP2,solar,0.04053693602627771
R12_FSU,2085,cf_his_f4,SSP2,solar,0.04004998008050391
R12_FSU,2090,cf_his_f4,SSP2,solar,0.039581793682815045
R12_FSU,2095,cf_his_f4,SSP2,solar,0.03947436298762155
R12_FSU,2100,cf_his_f4,SSP2,solar,0.03936788771421954
R12_LAM,2020,cf_his_f4,SSP2,solar,0.09498600444227703
R12_LAM,2025,cf_his_f4,SSP2,solar,0.06949234592418965
R12_LAM,2030,cf_his_f4,SSP2,solar,0.057059072815665045
R12_LAM,2035,cf_his_f4,SSP2,solar,0.04580779398607722
R12_LAM,2040,cf_his_f4,SSP2,solar,0.037234090741091165
R12_LAM,2045,cf_his_f4,SSP2,solar,0.031141643781966506
R12_LAM,2050,cf_his_f4,SSP2,solar,0.024836619217140168
R12_LAM,2055,cf_his_f4,SSP2,solar,0.02429056452742568
R12_LAM,2060,cf_his_f4,SSP2,solar,0.024000280533754467
R12_LAM,2065,cf_his_f4,SSP2,solar,0.023877339201312162
R12_LAM,2070,cf_his_f4,SSP2,solar,0.02375645013720478
R12_LAM,2075,cf_his_f4,SSP2,solar,0.023722848932441844
R12_LAM,2080,cf_his_f4,SSP2,solar,0.023689403917220575
R12_LAM,2085,cf_his_f4,SSP2,solar,0.023668231469205235
R12_LAM,2090,cf_his_f4,SSP2,solar,0.023647121284144434
R12_LAM,2095,cf_his_f4,SSP2,solar,0.02362202327188492
R12_LAM,2100,cf_his_f4,SSP2,solar,0.02359701287398439
R12_MEA,2020,cf_his_f4,SSP2,solar,0.09569228565346527
R12_MEA,2025,cf_his_f4,SSP2,solar,0.07645390551010038
R12_MEA,2030,cf_his_f4,SSP2,solar,0.05990749804500813
R12_MEA,2035,cf_his_f4,SSP2,solar,0.04671599842673128
R12_MEA,2040,cf_his_f4,SSP2,solar,0.03940458911931465
R12_MEA,2045,cf_his_f4,SSP2,solar,0.03459033567575073
R12_MEA,2050,cf_his_f4,SSP2,solar,0.029331789782597466
R12_MEA,2055,cf_his_f4,SSP2,solar,0.026420130962805738
R12_MEA,2060,cf_his_f4,SSP2,solar,0.023956637624513995
R12_MEA,2065,cf_his_f4,SSP2,solar,0.021105318453060688
R12_MEA,2070,cf_his_f4,SSP2,solar,0.019134559728862074
R12_MEA,2075,cf_his_f4,SSP2,solar,0.018948714594305582
R12_MEA,2080,cf_his_f4,SSP2,solar,0.018768691069380637
R12_MEA,2085,cf_his_f4,SSP2,solar,0.018672440436142464
R12_MEA,2090,cf_his_f4,SSP2,solar,0.018577798306971403
R12_MEA,2095,cf_his_f4,SSP2,solar,0.018556864621755854
R12_MEA,2100,cf_his_f4,SSP2,solar,0.018536008508886384
R12_PAS,2020,cf_his_f4,SSP2,solar,0.07858999559813629
R12_PAS,2025,cf_his_f4,SSP2,solar,0.0670477808935583
R12_PAS,2030,cf_his_f4,SSP2,solar,0.03862541127367914
R12_PAS,2035,cf_his_f4,SSP2,solar,0.031884608832914926
R12_PAS,2040,cf_his_f4,SSP2,solar,0.029144609519001174
R12_PAS,2045,cf_his_f4,SSP2,solar,0.027321700667778843
R12_PAS,2050,cf_his_f4,SSP2,solar,0.02442599901086754
R12_PAS,2055,cf_his_f4,SSP2,solar,0.023319506806592498
R12_PAS,2060,cf_his_f4,SSP2,solar,0.022585722172952263
R12_PAS,2065,cf_his_f4,SSP2,solar,0.021661014516828243
R12_PAS,2070,cf_his_f4,SSP2,solar,0.02085044255725986
R12_PAS,2075,cf_his_f4,SSP2,solar,0.02085374402011447
R12_PAS,2080,cf_his_f4,SSP2,solar,0.02085704720717002
R12_PAS,2085,cf_his_f4,SSP2,solar,0.020838338789378776
R12_PAS,2090,cf_his_f4,SSP2,solar,0.020819685586932143
R12_PAS,2095,cf_his_f4,SSP2,solar,0.02081276607292881
R12_PAS,2100,cf_his_f4,SSP2,solar,0.020805854135587682
R12_RCPA,2020,cf_his_f4,SSP2,solar,0.09785508671861687
R12_RCPA,2025,cf_his_f4,SSP2,solar,0.10045253132290212
R12_RCPA,2030,cf_his_f4,SSP2,solar,0.09253642890185455
R12_RCPA,2035,cf_his_f4,SSP2,solar,0.08286857109254733
R12_RCPA,2040,cf_his_f4,SSP2,solar,0.07758456623042959
R12_RCPA,2045,cf_his_f4,SSP2,solar,0.07494200124576564
R12_RCPA,2050,cf_his_f4,SSP2,solar,0.0714262075482657
R12_RCPA,2055,cf_his_f4,SSP2,solar,0.0688663999355516
R12_RCPA,2060,cf_his_f4,SSP2,solar,0.06656320969857123
R12_RCPA,2065,cf_his_f4,SSP2,solar,0.06507032405705564
R12_RCPA,2070,cf_his_f4,SSP2,solar,0.06368243684732615
R12_RCPA,2075,cf_his_f4,SSP2,solar,0.06370665507752124
R12_RCPA,2080,cf_his_f4,SSP2,solar,0.0637309037009589
R12_RCPA,2085,cf_his_f4,SSP2,solar,0.06371318972531823
R12_RCPA,2090,cf_his_f4,SSP2,solar,0.06369549197290102
R12_RCPA,2095,cf_his_f4,SSP2,solar,0.06366430412155986
R12_RCPA,2100,cf_his_f4,SSP2,solar,0.06363316656308325
R12_SAS,2020,cf_his_f4,SSP2,solar,0.09730782822530164
R12_SAS,2025,cf_his_f4,SSP2,solar,0.0843061867090773
R12_SAS,2030,cf_his_f4,SSP2,solar,0.05529185435821638
R12_SAS,2035,cf_his_f4,SSP2,solar,0.04195644694718514
R12_SAS,2040,cf_his_f4,SSP2,solar,0.03445553281527599
R12_SAS,2045,cf_his_f4,SSP2,solar,0.02900021351629624
R12_SAS,2050,cf_his_f4,SSP2,solar,0.024569395165796787
R12_SAS,2055,cf_his_f4,SSP2,solar,0.023525639482390562
R12_SAS,2060,cf_his_f4,SSP2,solar,0.022964876274070043
R12_SAS,2065,cf_his_f4,SSP2,solar,0.022421520893418267
R12_SAS,2070,cf_his_f4,SSP2,solar,0.021918372876862012
R12_SAS,2075,cf_his_f4,SSP2,solar,0.021955178189248966
R12_SAS,2080,cf_his_f4,SSP2,solar,0.021992188063080783
R12_SAS,2085,cf_his_f4,SSP2,solar,0.0220482724137067
R12_SAS,2090,cf_his_f4,SSP2,solar,0.02210483111508505
R12_SAS,2095,cf_his_f4,SSP2,solar,0.022215273285237914
R12_SAS,2100,cf_his_f4,SSP2,solar,0.022327555934807015
R12_WEU,2020,cf_his_f4,SSP2,solar,0.05897989486579485
R12_WEU,2025,cf_his_f4,SSP2,solar,0.04497132023965011
R12_WEU,2030,cf_his_f4,SSP2,solar,0.03839175949962803
R12_WEU,2035,cf_his_f4,SSP2,solar,0.032979710970793205
R12_WEU,2040,cf_his_f4,SSP2,solar,0.02693082576729805
R12_WEU,2045,cf_his_f4,SSP2,solar,0.02259328355821112
R12_WEU,2050,cf_his_f4,SSP2,solar,0.019234377867910563
R12_WEU,2055,cf_his_f4,SSP2,solar,0.018401280078473782
R12_WEU,2060,cf_his_f4,SSP2,solar,0.018323431810186107
R12_WEU,2065,cf_his_f4,SSP2,solar,0.017607164910208205
R12_WEU,2070,cf_his_f4,SSP2,solar,0.016975634266259403
R12_WEU,2075,cf_his_f4,SSP2,solar,0.016840960750855755
R12_WEU,2080,cf_his_f4,SSP2,solar,0.016709746900563337
R12_WEU,2085,cf_his_f4,SSP2,solar,0.016587752514037452
R12_WEU,2090,cf_his_f4,SSP2,solar,0.016468646310512838
R12_WEU,2095,cf_his_f4,SSP2,solar,0.01644216174047448
R12_WEU,2100,cf_his_f4,SSP2,solar,0.016415817083788906
R12_AFR,2020,cf_his_f4,SSP3,solar,0.09955627158966499
R12_AFR,2025,cf_his_f4,SSP3,solar,0.08231055960802763
R12_AFR,2030,cf_his_f4,SSP3,solar,0.04893483104988
R12_AFR,2035,cf_his_f4,SSP3,solar,0.04045417084121287
R12_AFR,2040,cf_his_f4,SSP3,solar,0.03475275809982011
R12_AFR,2045,cf_his_f4,SSP3,solar,0.030071512623345738
R12_AFR,2050,cf_his_f4,SSP3,solar,0.025856573599091603
R12_AFR,2055,cf_his_f4,SSP3,solar,0.026473991472076172
R12_AFR,2060,cf_his_f4,SSP3,solar,0.027237681836335046
R12_AFR,2065,cf_his_f4,SSP3,solar,0.027686684746430934
R12_AFR,2070,cf_his_f4,SSP3,solar,0.028151314192991474
R12_AFR,2075,cf_his_f4,SSP3,solar,0.027112066497117386
R12_AFR,2080,cf_his_f4,SSP3,solar,0.02621162614519382
R12_AFR,2085,cf_his_f4,SSP3,solar,0.025129780005122847
R12_AFR,2090,cf_his_f4,SSP3,solar,0.024204919087437916
R12_AFR,2095,cf_his_f4,SSP3,solar,0.024219191640063253
R12_AFR,2100,cf_his_f4,SSP3,solar,0.024234652175735307
R12_CHN,2020,cf_his_f4,SSP3,solar,0.04564778346435897
R12_CHN,2025,cf_his_f4,SSP3,solar,0.03979041573210124
R12_CHN,2030,cf_his_f4,SSP3,solar,0.03448955625819915
R12_CHN,2035,cf_his_f4,SSP3,solar,0.03062720905788068
R12_CHN,2040,cf_his_f4,SSP3,solar,0.029190147491275405
R12_CHN,2045,cf_his_f4,SSP3,solar,0.027213378967176207
R12_CHN,2050,cf_his_f4,SSP3,solar,0.025503634778074418
R12_CHN,2055,cf_his_f4,SSP3,solar,0.02552562925378863
R12_CHN,2060,cf_his_f4,SSP3,solar,0.025915334019662364
R12_CHN,2065,cf_his_f4,SSP3,solar,0.027368354652169035
R12_CHN,2070,cf_his_f4,SSP3,solar,0.029120473651394755
R12_CHN,2075,cf_his_f4,SSP3,solar,0.029597545661823647
R12_CHN,2080,cf_his_f4,SSP3,solar,0.030098926376021243
R12_CHN,2085,cf_his_f4,SSP3,solar,0.030123947840427465
R12_CHN,2090,cf_his_f4,SSP3,solar,0.030148994241452245
R12_CHN,2095,cf_his_f4,SSP3,solar,0.029958307261551704
R12_CHN,2100,cf_his_f4,SSP3,solar,0.029772528748334998
R12_EEU,2020,cf_his_f4,SSP3,solar,0.08070231310834594
R12_EEU,2025,cf_his_f4,SSP3,solar,0.069434346915469
R12_EEU,2030,cf_his_f4,SSP3,solar,0.0614409216473144
R12_EEU,2035,cf_his_f4,SSP3,solar,0.05269439071603498
R12_EEU,2040,cf_his_f4,SSP3,solar,0.046529197924517526
R12_EEU,2045,cf_his_f4,SSP3,solar,0.04137549788342764
R12_EEU,2050,cf_his_f4,SSP3,solar,0.037394303097842495
R12_EEU,2055,cf_his_f4,SSP3,solar,0.035568339629083984
R12_EEU,2060,cf_his_f4,SSP3,solar,0.034558230695079815
R12_EEU,2065,cf_his_f4,SSP3,solar,0.03391678218674217
R12_EEU,2070,cf_his_f4,SSP3,solar,0.03332690347997622
R12_EEU,2075,cf_his_f4,SSP3,solar,0.03349871553712637
R12_EEU,2080,cf_his_f4,SSP3,solar,0.033671433379194544
R12_EEU,2085,cf_his_f4,SSP3,solar,0.0338408895471086
R12_EEU,2090,cf_his_f4,SSP3,solar,0.034011210209436336
R12_EEU,2095,cf_his_f4,SSP3,solar,0.03415003785448525
R12_EEU,2100,cf_his_f4,SSP3,solar,0.034289456836688506
R12_FSU,2020,cf_his_f4,SSP3,solar,0.1019407514531971
R12_FSU,2025,cf_his_f4,SSP3,solar,0.08871926327371447
R12_FSU,2030,cf_his_f4,SSP3,solar,0.07675309699701657
R12_FSU,2035,cf_his_f4,SSP3,solar,0.0676305771848931
R12_FSU,2040,cf_his_f4,SSP3,solar,0.060927430456691446
R12_FSU,2045,cf_his_f4,SSP3,solar,0.053969023142223384
R12_FSU,2050,cf_his_f4,SSP3,solar,0.047532115330823764
R12_FSU,2055,cf_his_f4,SSP3,solar,0.04659135868379021
R12_FSU,2060,cf_his_f4,SSP3,solar,0.045813490099742574
R12_FSU,2065,cf_his_f4,SSP3,solar,0.04474904065037763
R12_FSU,2070,cf_his_f4,SSP3,solar,0.04378311586128237
R12_FSU,2075,cf_his_f4,SSP3,solar,0.04297026487874059
R12_FSU,2080,cf_his_f4,SSP3,solar,0.04222197334553625
R12_FSU,2085,cf_his_f4,SSP3,solar,0.04196136739153094
R12_FSU,2090,cf_his_f4,SSP3,solar,0.04171294533349546
R12_FSU,2095,cf_his_f4,SSP3,solar,0.04187873815351044
R12_FSU,2100,cf_his_f4,SSP3,solar,0.042045211743781126
R12_LAM,2020,cf_his_f4,SSP3,solar,0.09498600444227703
R12_LAM,2025,cf_his_f4,SSP3,solar,0.07169315910867544
R12_LAM,2030,cf_his_f4,SSP3,solar,0.055731153138431674
R12_LAM,2035,cf_his_f4,SSP3,solar,0.04483689295441313
R12_LAM,2040,cf_his_f4,SSP3,solar,0.03767609131995548
R12_LAM,2045,cf_his_f4,SSP3,solar,0.03109957201315392
R12_LAM,2050,cf_his_f4,SSP3,solar,0.0260439524393341
R12_LAM,2055,cf_his_f4,SSP3,solar,0.02623855359053497
R12_LAM,2060,cf_his_f4,SSP3,solar,0.026100387440246255
R12_LAM,2065,cf_his_f4,SSP3,solar,0.02588729994383146
R12_LAM,2070,cf_his_f4,SSP3,solar,0.025686465473875892
R12_LAM,2075,cf_his_f4,SSP3,solar,0.025641503971687983
R12_LAM,2080,cf_his_f4,SSP3,solar,0.025599545788543565
R12_LAM,2085,cf_his_f4,SSP3,solar,0.0256390984777474
R12_LAM,2090,cf_his_f4,SSP3,solar,0.025679562877486788
R12_LAM,2095,cf_his_f4,SSP3,solar,0.025723534843461692
R12_LAM,2100,cf_his_f4,SSP3,solar,0.025768362828762728
R12_MEA,2020,cf_his_f4,SSP3,solar,0.09569228565346527
R12_MEA,2025,cf_his_f4,SSP3,solar,0.07618315721199062
R12_MEA,2030,cf_his_f4,SSP3,solar,0.05210497675033388
R12_MEA,2035,cf_his_f4,SSP3,solar,0.04047589696720016
R12_MEA,2040,cf_his_f4,SSP3,solar,0.03698924969161042
R12_MEA,2045,cf_his_f4,SSP3,solar,0.030882213947604452
R12_MEA,2050,cf_his_f4,SSP3,solar,0.027430161413114978
R12_MEA,2055,cf_his_f4,SSP3,solar,0.024898820672526252
R12_MEA,2060,cf_his_f4,SSP3,solar,0.02531421749610202
R12_MEA,2065,cf_his_f4,SSP3,solar,0.02518466276223147
R12_MEA,2070,cf_his_f4,SSP3,solar,0.025062289801132613
R12_MEA,2075,cf_his_f4,SSP3,solar,0.02361640563765423
R12_MEA,2080,cf_his_f4,SSP3,solar,0.022443270184822086
R12_MEA,2085,cf_his_f4,SSP3,solar,0.021259249020878765
R12_MEA,2090,cf_his_f4,SSP3,solar,0.02028402417694592
R12_MEA,2095,cf_his_f4,SSP3,solar,0.020412336739924198
R12_MEA,2100,cf_his_f4,SSP3,solar,0.020541481856694722
R12_PAS,2020,cf_his_f4,SSP3,solar,0.07858999559813629
R12_PAS,2025,cf_his_f4,SSP3,solar,0.06824004254829077
R12_PAS,2030,cf_his_f4,SSP3,solar,0.03796916765762874
R12_PAS,2035,cf_his_f4,SSP3,solar,0.031713596626413244
R12_PAS,2040,cf_his_f4,SSP3,solar,0.029466309587498865
R12_PAS,2045,cf_his_f4,SSP3,solar,0.02773450396157329
R12_PAS,2050,cf_his_f4,SSP3,solar,0.02563523932250368
R12_PAS,2055,cf_his_f4,SSP3,solar,0.02529461391891038
R12_PAS,2060,cf_his_f4,SSP3,solar,0.02579198981037321
R12_PAS,2065,cf_his_f4,SSP3,solar,0.026826462574421252
R12_PAS,2070,cf_his_f4,SSP3,solar,0.027992541099905073
R12_PAS,2075,cf_his_f4,SSP3,solar,0.028381041665831195
R12_PAS,2080,cf_his_f4,SSP3,solar,0.028782167704969424
R12_PAS,2085,cf_his_f4,SSP3,solar,0.028481425076037768
R12_PAS,2090,cf_his_f4,SSP3,solar,0.028196039318472626
R12_PAS,2095,cf_his_f4,SSP3,solar,0.02791534762844336
R12_PAS,2100,cf_his_f4,SSP3,solar,0.027648598550633424
R12_RCPA,2020,cf_his_f4,SSP3,solar,0.09785508671861687
R12_RCPA,2025,cf_his_f4,SSP3,solar,0.10089448932221108
R12_RCPA,2030,cf_his_f4,SSP3,solar,0.0906282839943412
R12_RCPA,2035,cf_his_f4,SSP3,solar,0.08954998965553203
R12_RCPA,2040,cf_his_f4,SSP3,solar,0.08711021622498008
R12_RCPA,2045,cf_his_f4,SSP3,solar,0.08663343907011165
R12_RCPA,2050,cf_his_f4,SSP3,solar,0.08721590572500613
R12_RCPA,2055,cf_his_f4,SSP3,solar,0.09113989674698476
R12_RCPA,2060,cf_his_f4,SSP3,solar,0.09545675859941134
R12_RCPA,2065,cf_his_f4,SSP3,solar,0.09583264846060956
R12_RCPA,2070,cf_his_f4,SSP3,solar,0.09621011836462791
R12_RCPA,2075,cf_his_f4,SSP3,solar,0.09512822682790237
R12_RCPA,2080,cf_his_f4,SSP3,solar,0.09411129491195218
R12_RCPA,2085,cf_his_f4,SSP3,solar,0.09264228699409441
R12_RCPA,2090,cf_his_f4,SSP3,solar,0.09127902140785069
R12_RCPA,2095,cf_his_f4,SSP3,solar,0.0891602577373429
R12_RCPA,2100,cf_his_f4,SSP3,solar,0.08723911554090438
R12_SAS,2020,cf_his_f4,SSP3,solar,0.09730782822530164
R12_SAS,2025,cf_his_f4,SSP3,solar,0.08477797565110294
R12_SAS,2030,cf_his_f4,SSP3,solar,0.05429534328553175
R12_SAS,2035,cf_his_f4,SSP3,solar,0.042440092252766314
R12_SAS,2040,cf_his_f4,SSP3,solar,0.03685430550090492
R12_SAS,2045,cf_his_f4,SSP3,solar,0.029586809152376742
R12_SAS,2050,cf_his_f4,SSP3,solar,0.02500138291278597
R12_SAS,2055,cf_his_f4,SSP3,solar,0.024040588319185627
R12_SAS,2060,cf_his_f4,SSP3,solar,0.02479606811495786
R12_SAS,2065,cf_his_f4,SSP3,solar,0.025634138626839977
R12_SAS,2070,cf_his_f4,SSP3,solar,0.026553387140315663
R12_SAS,2075,cf_his_f4,SSP3,solar,0.02767725494973356
R12_SAS,2080,cf_his_f4,SSP3,solar,0.028946284413879024
R12_SAS,2085,cf_his_f4,SSP3,solar,0.030681689267374503
R12_SAS,2090,cf_his_f4,SSP3,solar,0.03276574606423417
R12_SAS,2095,cf_his_f4,SSP3,solar,0.03386226239478134
R12_SAS,2100,cf_his_f4,SSP3,solar,0.03506364062466089
R12_WEU,2020,cf_his_f4,SSP3,solar,0.05897989486579485
R12_WEU,2025,cf_his_f4,SSP3,solar,0.04542941088558009
R12_WEU,2030,cf_his_f4,SSP3,solar,0.03898930077340654
R12_WEU,2035,cf_his_f4,SSP3,solar,0.03311940932618103
R12_WEU,2040,cf_his_f4,SSP3,solar,0.027480228568976934
R12_WEU,2045,cf_his_f4,SSP3,solar,0.023130533859206374
R12_WEU,2050,cf_his_f4,SSP3,solar,0.020365281600985906
R12_WEU,2055,cf_his_f4,SSP3,solar,0.019712769734379767
R12_WEU,2060,cf_his_f4,SSP3,solar,0.019905487851729912
R12_WEU,2065,cf_his_f4,SSP3,solar,0.0197750956338584
R12_WEU,2070,cf_his_f4,SSP3,solar,0.019654403782171908
R12_WEU,2075,cf_his_f4,SSP3,solar,0.019362439682007397
R12_WEU,2080,cf_his_f4,SSP3,solar,0.01909614078326243
R12_WEU,2085,cf_his_f4,SSP3,solar,0.019178475645425713
R12_WEU,2090,cf_his_f4,SSP3,solar,0.019261658610174485
R12_WEU,2095,cf_his_f4,SSP3,solar,0.019274854346479523
R12_WEU,2100,cf_his_f4,SSP3,solar,0.01929017702950877
R12_AFR,2020,cf_his_f4,SSP4,solar,0.09955627158966499
R12_AFR,2025,cf_his_f4,SSP4,solar,0.08252215273989724
R12_AFR,2030,cf_his_f4,SSP4,solar,0.06852546977107311
R12_AFR,2035,cf_his_f4,SSP4,solar,0.046179417311101194
R12_AFR,2040,cf_his_f4,SSP4,solar,0.03669478382938028
R12_AFR,2045,cf_his_f4,SSP4,solar,0.03122809521076787
R12_AFR,2050,cf_his_f4,SSP4,solar,0.02632887381971866
R12_AFR,2055,cf_his_f4,SSP4,solar,0.026295532220760438
R12_AFR,2060,cf_his_f4,SSP4,solar,0.026456750445079065
R12_AFR,2065,cf_his_f4,SSP4,solar,0.026239404392986675
R12_AFR,2070,cf_his_f4,SSP4,solar,0.026054995358993752
R12_AFR,2075,cf_his_f4,SSP4,solar,0.026051009036465192
R12_AFR,2080,cf_his_f4,SSP4,solar,0.026060608047458484
R12_AFR,2085,cf_his_f4,SSP4,solar,0.026401357571072676
R12_AFR,2090,cf_his_f4,SSP4,solar,0.02674685427910356
R12_AFR,2095,cf_his_f4,SSP4,solar,0.027175063523533344
R12_AFR,2100,cf_his_f4,SSP4,solar,0.02761016008304068
R12_CHN,2020,cf_his_f4,SSP4,solar,0.04564778346435897
R12_CHN,2025,cf_his_f4,SSP4,solar,0.03987994953371356
R12_CHN,2030,cf_his_f4,SSP4,solar,0.03661652590950631
R12_CHN,2035,cf_his_f4,SSP4,solar,0.032380841586456426
