node_loc,technology,year_vtg,year_act,mode,node_origin,commodity,level,time,time_origin,value,unit
R12_AFR,h2_ct,2030,2030,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2030,2035,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2030,2040,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2030,2045,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2030,2050,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2035,2035,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2035,2040,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2035,2045,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2035,2050,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2035,2055,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2040,2040,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2040,2045,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2040,2050,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2040,2055,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2040,2060,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2045,2045,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2045,2050,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2045,2055,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2045,2060,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2045,2070,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2050,2050,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
R12_AFR,h2_ct,2050,2055,M1,R12_AFR,hydrogen,secondary,year,year,2.5,-
