node_loc,technology,year_act,mode,time,value,unit
R12_AFR,foil_piped_exp_mea,2000,M1,year,,GWa
R12_AFR,foil_piped_exp_weu,2000,M1,year,,GWa
R12_CHN,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_EEU,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_EEU,foil_piped_exp_weu,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_rcpa,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_chn,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_eeu,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_mea,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_pao,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_pas,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_sas,2000,M1,year,,GWa
R12_FSU,foil_piped_exp_weu,2000,M1,year,,GWa
R12_LAM,foil_piped_exp_nam,2000,M1,year,,GWa
R12_MEA,foil_piped_exp_afr,2000,M1,year,,GWa
R12_MEA,foil_piped_exp_eeu,2000,M1,year,,GWa
R12_MEA,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_MEA,foil_piped_exp_sas,2000,M1,year,,GWa
R12_MEA,foil_piped_exp_weu,2000,M1,year,,GWa
R12_NAM,foil_piped_exp_lam,2000,M1,year,,GWa
R12_PAO,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_PAS,foil_piped_exp_rcpa,2000,M1,year,,GWa
R12_PAS,foil_piped_exp_chn,2000,M1,year,,GWa
R12_PAS,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_PAS,foil_piped_exp_pao,2000,M1,year,,GWa
R12_SAS,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_SAS,foil_piped_exp_mea,2000,M1,year,,GWa
R12_SAS,foil_piped_exp_pas,2000,M1,year,,GWa
R12_WEU,foil_piped_exp_afr,2000,M1,year,,GWa
R12_WEU,foil_piped_exp_eeu,2000,M1,year,,GWa
R12_WEU,foil_piped_exp_fsu,2000,M1,year,,GWa
R12_WEU,foil_piped_exp_mea,2000,M1,year,,GWa
R12_MEA,foil_piped_imp,2000,M1,year,,GWa
R12_WEU,foil_piped_imp,2000,M1,year,,GWa
R12_FSU,foil_piped_imp,2000,M1,year,,GWa
R12_RCPA,foil_piped_imp,2000,M1,year,,GWa
R12_CHN,foil_piped_imp,2000,M1,year,,GWa
R12_EEU,foil_piped_imp,2000,M1,year,,GWa
R12_PAO,foil_piped_imp,2000,M1,year,,GWa
R12_PAS,foil_piped_imp,2000,M1,year,,GWa
R12_SAS,foil_piped_imp,2000,M1,year,,GWa
R12_NAM,foil_piped_imp,2000,M1,year,,GWa
R12_AFR,foil_piped_imp,2000,M1,year,,GWa
R12_LAM,foil_piped_imp,2000,M1,year,,GWa
R12_AFR,foil_piped_exp_mea,2005,M1,year,,GWa
R12_AFR,foil_piped_exp_weu,2005,M1,year,,GWa
R12_CHN,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_EEU,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_EEU,foil_piped_exp_weu,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_rcpa,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_chn,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_eeu,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_mea,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_pao,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_pas,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_sas,2005,M1,year,,GWa
R12_FSU,foil_piped_exp_weu,2005,M1,year,,GWa
R12_LAM,foil_piped_exp_nam,2005,M1,year,,GWa
R12_MEA,foil_piped_exp_afr,2005,M1,year,,GWa
R12_MEA,foil_piped_exp_eeu,2005,M1,year,,GWa
R12_MEA,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_MEA,foil_piped_exp_sas,2005,M1,year,,GWa
R12_MEA,foil_piped_exp_weu,2005,M1,year,,GWa
R12_NAM,foil_piped_exp_lam,2005,M1,year,,GWa
R12_PAO,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_PAS,foil_piped_exp_rcpa,2005,M1,year,,GWa
R12_PAS,foil_piped_exp_chn,2005,M1,year,,GWa
R12_PAS,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_PAS,foil_piped_exp_pao,2005,M1,year,,GWa
R12_SAS,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_SAS,foil_piped_exp_mea,2005,M1,year,,GWa
R12_SAS,foil_piped_exp_pas,2005,M1,year,,GWa
R12_WEU,foil_piped_exp_afr,2005,M1,year,,GWa
R12_WEU,foil_piped_exp_eeu,2005,M1,year,,GWa
R12_WEU,foil_piped_exp_fsu,2005,M1,year,,GWa
R12_WEU,foil_piped_exp_mea,2005,M1,year,,GWa
R12_MEA,foil_piped_imp,2005,M1,year,,GWa
R12_WEU,foil_piped_imp,2005,M1,year,,GWa
R12_FSU,foil_piped_imp,2005,M1,year,,GWa
R12_RCPA,foil_piped_imp,2005,M1,year,,GWa
R12_CHN,foil_piped_imp,2005,M1,year,,GWa
R12_EEU,foil_piped_imp,2005,M1,year,,GWa
R12_PAO,foil_piped_imp,2005,M1,year,,GWa
R12_PAS,foil_piped_imp,2005,M1,year,,GWa
R12_SAS,foil_piped_imp,2005,M1,year,,GWa
R12_NAM,foil_piped_imp,2005,M1,year,,GWa
R12_AFR,foil_piped_imp,2005,M1,year,,GWa
R12_LAM,foil_piped_imp,2005,M1,year,,GWa
R12_AFR,foil_piped_exp_mea,2010,M1,year,,GWa
R12_AFR,foil_piped_exp_weu,2010,M1,year,,GWa
R12_CHN,foil_piped_exp_fsu,2010,M1,year,,GWa
R12_EEU,foil_piped_exp_fsu,2010,M1,year,,GWa
