node_loc,technology,year_act,value,unit,mode,time
R12_EEU,loil_piped_exp_weu,2000,0.0,GWa,M1,year
R12_EEU,loil_piped_exp_weu,2005,0.0,GWa,M1,year
R12_EEU,loil_piped_exp_weu,2010,0.0,GWa,M1,year
R12_EEU,loil_piped_exp_weu,2015,0.0,GWa,M1,year
R12_EEU,loil_piped_exp_weu,2020,0.0,GWa,M1,year
R12_EEU,loil_piped_exp_weu,2025,5.7,GWa,M1,year
R12_FSU,loil_piped_exp_chn,2000,0.0,GWa,M1,year
R12_FSU,loil_piped_exp_chn,2005,2.8000000000000003,GWa,M1,year
R12_FSU,loil_piped_exp_chn,2010,7.0,GWa,M1,year
R12_FSU,loil_piped_exp_chn,2015,13.9,GWa,M1,year
R12_FSU,loil_piped_exp_chn,2020,13.9,GWa,M1,year
R12_FSU,loil_piped_exp_chn,2025,13.9,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,1965,4.2,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,2000,5.4,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,2005,5.4,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,2010,5.4,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,2015,5.4,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,2020,5.4,GWa,M1,year
R12_FSU,loil_piped_exp_eeu,2025,6.800000000000001,GWa,M1,year
R12_FSU,loil_piped_exp_weu,2000,0.0,GWa,M1,year
R12_FSU,loil_piped_exp_weu,2005,8.3,GWa,M1,year
R12_FSU,loil_piped_exp_weu,2010,8.3,GWa,M1,year
R12_FSU,loil_piped_exp_weu,2015,8.3,GWa,M1,year
R12_FSU,loil_piped_exp_weu,2020,8.3,GWa,M1,year
R12_FSU,loil_piped_exp_weu,2025,8.3,GWa,M1,year
R12_MEA,loil_piped_exp_weu,1975,9.700000000000001,GWa,M1,year
R12_MEA,loil_piped_exp_weu,2000,9.700000000000001,GWa,M1,year
R12_MEA,loil_piped_exp_weu,2005,9.700000000000001,GWa,M1,year
R12_MEA,loil_piped_exp_weu,2010,9.700000000000001,GWa,M1,year
R12_MEA,loil_piped_exp_weu,2015,14.600000000000001,GWa,M1,year
R12_MEA,loil_piped_exp_weu,2020,14.600000000000001,GWa,M1,year
R12_MEA,loil_piped_exp_weu,2025,14.600000000000001,GWa,M1,year
R12_PAS,loil_piped_exp_chn,2000,0.0,GWa,M1,year
R12_PAS,loil_piped_exp_chn,2005,0.0,GWa,M1,year
R12_PAS,loil_piped_exp_chn,2010,0.0,GWa,M1,year
R12_PAS,loil_piped_exp_chn,2015,3.1,GWa,M1,year
R12_PAS,loil_piped_exp_chn,2020,3.1,GWa,M1,year
R12_PAS,loil_piped_exp_chn,2025,3.1,GWa,M1,year
R12_SAS,loil_piped_exp_chn,2000,0.0,GWa,M1,year
R12_SAS,loil_piped_exp_chn,2005,0.0,GWa,M1,year
R12_SAS,loil_piped_exp_chn,2010,0.0,GWa,M1,year
R12_SAS,loil_piped_exp_chn,2015,0.0,GWa,M1,year
R12_SAS,loil_piped_exp_chn,2020,0.0,GWa,M1,year
R12_SAS,loil_piped_exp_chn,2025,6.9,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,1995,1.1,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,2000,1.1,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,2005,1.1,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,2010,1.1,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,2015,1.1,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,2020,1.1,GWa,M1,year
R12_WEU,loil_piped_exp_eeu,2025,1.1,GWa,M1,year
