node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,loil_piped_exp_mea,broadcast,broadcast,M1,year,4.0,USD/GWa
R12_AFR,loil_piped_exp_weu,broadcast,broadcast,M1,year,60.0,USD/GWa
R12_CHN,loil_piped_exp_fsu,broadcast,broadcast,M1,year,108.0,USD/GWa
R12_EEU,loil_piped_exp_fsu,broadcast,broadcast,M1,year,68.0,USD/GWa
R12_EEU,loil_piped_exp_weu,broadcast,broadcast,M1,year,60.0,USD/GWa
R12_FSU,loil_piped_exp_rcpa,broadcast,broadcast,M1,year,54.0,USD/GWa
R12_FSU,loil_piped_exp_chn,broadcast,broadcast,M1,year,39.0,USD/GWa
R12_FSU,loil_piped_exp_eeu,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_FSU,loil_piped_exp_mea,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_FSU,loil_piped_exp_pao,broadcast,broadcast,M1,year,41.0,USD/GWa
R12_FSU,loil_piped_exp_pas,broadcast,broadcast,M1,year,42.0,USD/GWa
R12_FSU,loil_piped_exp_sas,broadcast,broadcast,M1,year,38.0,USD/GWa
R12_FSU,loil_piped_exp_weu,broadcast,broadcast,M1,year,47.0,USD/GWa
R12_LAM,loil_piped_exp_nam,broadcast,broadcast,M1,year,37.0,USD/GWa
R12_MEA,loil_piped_exp_afr,broadcast,broadcast,M1,year,57.0,USD/GWa
R12_MEA,loil_piped_exp_eeu,broadcast,broadcast,M1,year,59.0,USD/GWa
R12_MEA,loil_piped_exp_fsu,broadcast,broadcast,M1,year,73.0,USD/GWa
R12_MEA,loil_piped_exp_sas,broadcast,broadcast,M1,year,45.0,USD/GWa
R12_MEA,loil_piped_exp_weu,broadcast,broadcast,M1,year,55.0,USD/GWa
R12_NAM,loil_piped_exp_lam,broadcast,broadcast,M1,year,54.0,USD/GWa
R12_PAO,loil_piped_exp_fsu,broadcast,broadcast,M1,year,271.0,USD/GWa
R12_PAS,loil_piped_exp_rcpa,broadcast,broadcast,M1,year,61.0,USD/GWa
R12_PAS,loil_piped_exp_chn,broadcast,broadcast,M1,year,49.0,USD/GWa
R12_PAS,loil_piped_exp_fsu,broadcast,broadcast,M1,year,119.0,USD/GWa
R12_PAS,loil_piped_exp_pao,broadcast,broadcast,M1,year,51.0,USD/GWa
R12_SAS,loil_piped_exp_fsu,broadcast,broadcast,M1,year,77.0,USD/GWa
R12_SAS,loil_piped_exp_mea,broadcast,broadcast,M1,year,56.0,USD/GWa
R12_SAS,loil_piped_exp_pas,broadcast,broadcast,M1,year,53.0,USD/GWa
R12_WEU,loil_piped_exp_afr,broadcast,broadcast,M1,year,63.0,USD/GWa
R12_WEU,loil_piped_exp_eeu,broadcast,broadcast,M1,year,68.0,USD/GWa
R12_WEU,loil_piped_exp_fsu,broadcast,broadcast,M1,year,92.0,USD/GWa
R12_WEU,loil_piped_exp_mea,broadcast,broadcast,M1,year,62.0,USD/GWa
