region,year,arch,urt,floor_Mm2
CHN,2020,comm_s1,rural,2023.84677013151
CHN,2020,comm_s1,urban,266.86283366356
CHN,2020,comm_s2,rural,2259.33575128999
CHN,2020,comm_s2,urban,1058.53939649076
CHN,2020,comm_s3,rural,500.78291909726
CHN,2020,comm_s3,urban,3507.7701944535197
CHN,2020,comm_s51_std,rural,1686.0114673727
CHN,2020,comm_s51_std,urban,3038.39938708115
CHN,2020,comm_s52_low,rural,88.73744565119
CHN,2020,comm_s52_low,urban,104.32573062904
CHN,2020,comm_sr11_std,rural,49.29883158012
CHN,2020,comm_sr11_std,urban,4.27893453273
CHN,2020,comm_sr12_low,rural,2.59467534633
CHN,2020,comm_sr12_low,urban,0.22520708067999998
CHN,2020,comm_sr21_std,rural,55.03510163392001
CHN,2020,comm_sr21_std,urban,16.97284224911
CHN,2020,comm_sr22_low,rural,2.89658429649
CHN,2020,comm_sr22_low,urban,0.89330748682
CHN,2020,comm_sr31_std,rural,12.19855828572
CHN,2020,comm_sr31_std,urban,56.24432151862
CHN,2020,comm_sr32_low,rural,0.6420293834299999
CHN,2020,comm_sr32_low,urban,2.9602274483700004
CHN,2025,comm_s1,rural,1970.08345964708
CHN,2025,comm_s1,urban,262.05001931573
CHN,2025,comm_s2,rural,2088.53213786592
CHN,2025,comm_s2,urban,967.03922777229
CHN,2025,comm_s3,rural,424.68722517311
CHN,2025,comm_s3,urban,3060.7912877435597
CHN,2025,comm_s51_std,rural,2578.7885760963295
CHN,2025,comm_s51_std,urban,5621.18056458065
CHN,2025,comm_s52_low,rural,135.72571453137002
CHN,2025,comm_s52_low,urban,193.00746698775
CHN,2025,comm_sr11_std,rural,97.20891758479999
CHN,2025,comm_sr11_std,urban,8.437331697580001
CHN,2025,comm_sr12_low,rural,5.11625882025
CHN,2025,comm_sr12_low,urban,0.44407008937
CHN,2025,comm_sr21_std,rural,103.0534759675
CHN,2025,comm_sr21_std,urban,31.13615770987
CHN,2025,comm_sr22_low,rural,5.42386715614
CHN,2025,comm_sr22_low,urban,1.63874514275
CHN,2025,comm_sr31_std,rural,20.95514546304
CHN,2025,comm_sr31_std,urban,98.54954950634
CHN,2025,comm_sr32_low,rural,1.1029023927900001
CHN,2025,comm_sr32_low,urban,5.18681839523
CHN,2030,comm_s1,rural,1919.3964332211099
CHN,2030,comm_s1,urban,257.5825734439
CHN,2030,comm_s2,rural,1962.4915312099502
CHN,2030,comm_s2,urban,901.50639321983
CHN,2030,comm_s3,rural,363.85212801653
CHN,2030,comm_s3,urban,2635.2949801624
CHN,2030,comm_s51_std,rural,2712.94736848899
CHN,2030,comm_s51_std,urban,7354.44561114254
CHN,2030,comm_s52_low,rural,142.78670360469
CHN,2030,comm_s52_low,urban,252.52042737248
CHN,2030,comm_sr11_std,rural,143.89082703200998
CHN,2030,comm_sr11_std,urban,12.48912822065
CHN,2030,comm_sr12_low,rural,7.5732014227099995
CHN,2030,comm_sr12_low,urban,0.6573225379300001
CHN,2030,comm_sr21_std,rural,147.12152454870002
CHN,2030,comm_sr21_std,urban,43.71036746043
CHN,2030,comm_sr22_low,rural,7.743238134
CHN,2030,comm_sr22_low,urban,2.3005456559599997
CHN,2030,comm_sr31_std,rural,27.276795304770005
CHN,2030,comm_sr31_std,urban,127.77470333641
CHN,2030,comm_sr32_low,rural,1.4356208055000002
CHN,2030,comm_sr32_low,urban,6.7249843862
CHN,2035,comm_s1,rural,1870.5222949089
CHN,2035,comm_s1,urban,253.33431667705003
CHN,2035,comm_s2,rural,1867.2860125735804
CHN,2035,comm_s2,urban,854.8280167345899
CHN,2035,comm_s3,rural,317.69727302454
CHN,2035,comm_s3,urban,2269.89941728494
CHN,2035,comm_s51_std,rural,2471.7535428484002
CHN,2035,comm_s51_std,urban,8465.13642557395
CHN,2035,comm_s52_low,rural,130.09229172882002
CHN,2035,comm_s52_low,urban,290.65683274799005
CHN,2035,comm_sr11_std,rural,189.38645990316002
CHN,2035,comm_sr11_std,urban,16.44036523164
CHN,2035,comm_sr12_low,rural,9.96770841593
CHN,2035,comm_sr12_low,urban,0.86528238059
CHN,2035,comm_sr21_std,rural,189.05879310297
CHN,2035,comm_sr21_std,urban,55.47485626772
CHN,2035,comm_sr22_low,rural,9.95046279485
CHN,2035,comm_sr22_low,urban,2.91972927735
CHN,2035,comm_sr31_std,rural,32.16618268746
CHN,2035,comm_sr31_std,urban,147.30722607459
CHN,2035,comm_sr32_low,rural,1.6929569835399998
CHN,2035,comm_sr32_low,urban,7.75301189876
CHN,2040,comm_s1,rural,1797.2319631595901
CHN,2040,comm_s1,urban,249.24070490573
CHN,2040,comm_s2,rural,1767.33918392287
CHN,2040,comm_s2,urban,821.2123790450902
CHN,2040,comm_s3,rural,279.83714152711
CHN,2040,comm_s3,urban,1979.52887152686
CHN,2040,comm_s51_std,rural,2149.45154809742
CHN,2040,comm_s51_std,urban,9178.59902007331
CHN,2040,comm_s52_low,rural,113.1290288472
CHN,2040,comm_s52_low,urban,315.15410811087
CHN,2040,comm_sr11_std,rural,230.41048884850002
CHN,2040,comm_sr11_std,urban,20.294044158170003
CHN,2040,comm_sr12_low,rural,12.12686783412
CHN,2040,comm_sr12_low,urban,1.06810758723
CHN,2040,comm_sr21_std,rural,226.57814554584
CHN,2040,comm_sr21_std,urban,66.86596513144
CHN,2040,comm_sr22_low,rural,11.92516555508
CHN,2040,comm_sr22_low,urban,3.51926132275
CHN,2040,comm_sr31_std,rural,35.87595474538001
CHN,2040,comm_sr31_std,urban,161.18011841716998
CHN,2040,comm_sr32_low,rural,1.88820814443
CHN,2040,comm_sr32_low,urban,8.48316412726
CHN,2045,comm_s1,rural,1707.3729582746003
CHN,2045,comm_s1,urban,245.27002799509
CHN,2045,comm_s2,rural,1663.92967312646
CHN,2045,comm_s2,urban,796.3045539401301
CHN,2045,comm_s3,rural,249.32714760331
CHN,2045,comm_s3,urban,1761.36994625085
CHN,2045,comm_s51_std,rural,1817.40513443508
CHN,2045,comm_s51_std,urban,9592.099110044152
CHN,2045,comm_s52_low,rural,95.65290181236
CHN,2045,comm_s52_low,urban,329.35194503281
CHN,2045,comm_sr11_std,rural,266.09272269784003
CHN,2045,comm_sr11_std,urban,24.05227740495
CHN,2045,comm_sr12_low,rural,14.004880141940001
CHN,2045,comm_sr12_low,urban,1.26590933704
CHN,2045,comm_sr21_std,rural,259.32212112992
CHN,2045,comm_sr21_std,urban,78.08919086745
CHN,2045,comm_sr22_low,rural,13.64853269113
CHN,2045,comm_sr22_low,urban,4.10995741408
CHN,2045,comm_sr31_std,rural,38.85743839774
CHN,2045,comm_sr31_std,urban,172.72782535314
CHN,2045,comm_sr32_low,rural,2.04512833667
CHN,2045,comm_sr32_low,urban,9.0909381765
CHN,2050,comm_s1,rural,1600.9301655606603
CHN,2050,comm_s1,urban,241.40688470432002
CHN,2050,comm_s2,rural,1552.2047497678002
CHN,2050,comm_s2,urban,777.00327813123
CHN,2050,comm_s3,rural,223.62324994536002
CHN,2050,comm_s3,urban,1603.54399914898
CHN,2050,comm_s51_std,rural,1515.91273715743
CHN,2050,comm_s51_std,urban,9761.63132042989
CHN,2050,comm_s52_low,rural,79.78488090302001
CHN,2050,comm_s52_low,urban,335.17296112066003
CHN,2050,comm_sr11_std,rural,294.89824536012003
CHN,2050,comm_sr11_std,urban,27.71706490125
CHN,2050,comm_sr12_low,rural,15.520960282080003
CHN,2050,comm_sr12_low,urban,1.45879288951
CHN,2050,comm_sr21_std,rural,285.92281349493
CHN,2050,comm_sr21_std,urban,89.21141712590001
CHN,2050,comm_sr22_low,rural,15.04856913129
CHN,2050,comm_sr22_low,urban,4.6953377434700005
CHN,2050,comm_sr31_std,rural,41.19236769296
CHN,2050,comm_sr31_std,urban,184.11046209718
CHN,2050,comm_sr32_low,rural,2.16801935218
CHN,2050,comm_sr32_low,urban,9.69002432091
CHN,2055,comm_s1,rural,1480.86614194151
CHN,2055,comm_s1,urban,237.64345451505
CHN,2055,comm_s2,rural,1431.79271834935
CHN,2055,comm_s2,urban,761.2014038539301
CHN,2055,comm_s3,rural,200.93579568483003
CHN,2055,comm_s3,urban,1491.84278393329
CHN,2055,comm_s51_std,rural,1263.58253130568
CHN,2055,comm_s51_std,urban,9738.52337369416
CHN,2055,comm_s52_low,rural,66.50434375295
CHN,2055,comm_s52_low,urban,334.37953237104
CHN,2055,comm_sr11_std,rural,315.84872301594004
CHN,2055,comm_sr11_std,urban,31.29048290903
CHN,2055,comm_sr12_low,rural,16.623617000810004
CHN,2055,comm_sr12_low,urban,1.6468675215100002
CHN,2055,comm_sr21_std,rural,305.38202536063
CHN,2055,comm_sr21_std,urban,100.22729035895
CHN,2055,comm_sr22_low,rural,16.07273817673
CHN,2055,comm_sr22_low,urban,5.27512054511
CHN,2055,comm_sr31_std,rural,42.85688805878001
CHN,2055,comm_sr31_std,urban,196.43074634142
CHN,2055,comm_sr32_low,rural,2.2556256872299993
CHN,2055,comm_sr32_low,urban,10.33846033375
CHN,2060,comm_s1,rural,1352.8528382409002
CHN,2060,comm_s1,urban,233.97523338909
CHN,2060,comm_s2,rural,1306.13252413615
CHN,2060,comm_s2,urban,747.53387939403
CHN,2060,comm_s3,rural,180.30329583061
CHN,2060,comm_s3,urban,1413.32563273789
CHN,2060,comm_s51_std,rural,1062.6150339477301
CHN,2060,comm_s51_std,urban,9567.72199416032
CHN,2060,comm_s52_low,rural,55.92710704992001
CHN,2060,comm_s52_low,urban,328.51493840486
CHN,2060,comm_sr11_std,rural,328.89791929110004
CHN,2060,comm_sr11_std,urban,34.77467543376
CHN,2060,comm_sr12_low,rural,17.31041680477
CHN,2060,comm_sr12_low,urban,1.83024607544
CHN,2060,comm_sr21_std,rural,317.53954115613
CHN,2060,comm_sr21_std,urban,111.1025626733
CHN,2060,comm_sr22_low,rural,16.71260742915
CHN,2060,comm_sr22_low,urban,5.84750329848
CHN,2060,comm_sr31_std,rural,43.834316020050004
CHN,2060,comm_sr31_std,urban,210.05616470027
CHN,2060,comm_sr32_low,rural,2.30706926427
CHN,2060,comm_sr32_low,urban,11.05558761584
CHN,2070,comm_s1,rural,1099.8342435637603
CHN,2070,comm_s1,urban,226.8230899986
CHN,2070,comm_s2,rural,1060.7411192164002
CHN,2070,comm_s2,urban,723.30363503927
CHN,2070,comm_s3,rural,144.18972896770003
CHN,2070,comm_s3,urban,1315.69631754731
CHN,2070,comm_s51_std,rural,782.44705921389
CHN,2070,comm_s51_std,urban,8946.988649193541
CHN,2070,comm_s52_low,rural,41.18142416918002
CHN,2070,comm_s52_low,urban,307.20159164246
CHN,2070,comm_sr11_std,rural,336.45010342545
CHN,2070,comm_sr11_std,urban,41.56895611995
CHN,2070,comm_sr12_low,rural,17.7079001803
CHN,2070,comm_sr12_low,urban,2.18783979575
CHN,2070,comm_sr21_std,rural,324.49113251054996
CHN,2070,comm_sr21_std,urban,132.55695029311
CHN,2070,comm_sr22_low,rural,17.078480658380002
CHN,2070,comm_sr22_low,urban,6.97668159424
CHN,2070,comm_sr31_std,rural,44.109055076340006
CHN,2070,comm_sr31_std,urban,241.1223764367
CHN,2070,comm_sr32_low,rural,2.3215292146199995
CHN,2070,comm_sr32_low,urban,12.69065139149
CHN,2080,comm_s1,rural,874.6632156530403
CHN,2080,comm_s1,urban,220.02875634866
CHN,2080,comm_s2,rural,843.3952339723902
CHN,2080,comm_s2,urban,701.35826392219
CHN,2080,comm_s3,rural,114.13676966327
CHN,2080,comm_s3,urban,1258.90156674464
CHN,2080,comm_s51_std,rural,611.2924085075499
CHN,2080,comm_s51_std,urban,8117.987698557081
CHN,2080,comm_s52_low,rural,32.173284658320014
CHN,2080,comm_s52_low,urban,278.73721983041
CHN,2080,comm_sr11_std,rural,325.38376413117
CHN,2080,comm_sr11_std,urban,48.02355159817
CHN,2080,comm_sr12_low,rural,17.125461270069998
CHN,2080,comm_sr12_low,urban,2.52755534725
CHN,2080,comm_sr21_std,rural,313.75175149581
CHN,2080,comm_sr21_std,urban,153.07869450856
CHN,2080,comm_sr22_low,rural,16.51325007861
CHN,2080,comm_sr22_low,urban,8.056773395119999
CHN,2080,comm_sr31_std,rural,42.460058996680004
CHN,2080,comm_sr31_std,urban,274.7682864309
CHN,2080,comm_sr32_low,rural,2.2347399472399996
CHN,2080,comm_sr32_low,urban,14.461488759570003
CHN,2090,comm_s1,rural,690.6686545325302
CHN,2090,comm_s1,urban,213.57415617949002
CHN,2090,comm_s2,rural,665.95494100827
CHN,2090,comm_s2,urban,680.73778251142
CHN,2090,comm_s3,rural,90.02943760538001
CHN,2090,comm_s3,urban,1217.3318071526703
CHN,2090,comm_s51_std,rural,495.31654819269005
CHN,2090,comm_s51_std,urban,7220.043031667451
CHN,2090,comm_s52_low,rural,26.06929201014001
CHN,2090,comm_s52_low,urban,247.90561361164998
CHN,2090,comm_sr11_std,rural,304.99225806572
CHN,2090,comm_sr11_std,urban,54.15542029557
CHN,2090,comm_sr12_low,rural,16.05222410871
CHN,2090,comm_sr12_low,urban,2.85028527873
CHN,2090,comm_sr21_std,rural,294.07893335714004
CHN,2090,comm_sr21_std,urban,172.61283566499
CHN,2090,comm_sr22_low,rural,15.47783859769
CHN,2090,comm_sr22_low,urban,9.084886087580001
CHN,2090,comm_sr31_std,rural,39.756084610900004
CHN,2090,comm_sr31_std,urban,308.67552907446
CHN,2090,comm_sr32_low,rural,2.09242550591
CHN,2090,comm_sr32_low,urban,16.24608047762
CHN,2100,comm_s1,rural,550.3972799165903
CHN,2100,comm_s1,urban,204.76776784964002
CHN,2100,comm_s2,rural,530.7002987383
CHN,2100,comm_s2,urban,652.66258917153
CHN,2100,comm_s3,rural,71.73010247218002
CHN,2100,comm_s3,urban,1166.1318561045
CHN,2100,comm_s51_std,rural,412.33819026652
CHN,2100,comm_s51_std,urban,6436.88664148943
CHN,2100,comm_s52_low,rural,21.70201001406001
CHN,2100,comm_s52_low,urban,221.01534930031
CHN,2100,comm_sr11_std,rural,283.36180580315005
CHN,2100,comm_sr11_std,urban,59.207374551940006
CHN,2100,comm_sr12_low,rural,14.9137792528
CHN,2100,comm_sr12_low,urban,3.1161776080499997
CHN,2100,comm_sr21_std,rural,273.22118127759
CHN,2100,comm_sr21_std,urban,188.71348151537998
CHN,2100,comm_sr22_low,rural,14.38006217251
CHN,2100,comm_sr22_low,urban,9.93228850085
CHN,2100,comm_sr31_std,rural,36.92890955072001
CHN,2100,comm_sr31_std,urban,337.18004696838
CHN,2100,comm_sr32_low,rural,1.9436268185499999
CHN,2100,comm_sr32_low,urban,17.74631826157
EEU,2020,comm_s1,rural,293.53572861684
EEU,2020,comm_s1,urban,220.29000762622
EEU,2020,comm_s2,rural,54.53766666305
EEU,2020,comm_s2,urban,367.47029276826
EEU,2020,comm_s3,rural,24.10402288902
EEU,2020,comm_s3,urban,84.89586690206
EEU,2020,comm_s51_std,urban,119.59200930881
EEU,2020,comm_s52_low,rural,82.58187132178999
EEU,2020,comm_s52_low,urban,145.39064295865
EEU,2020,comm_sr11_std,rural,21.42017479091
EEU,2020,comm_sr11_std,urban,8.50878129206
EEU,2020,comm_sr12_low,rural,2.38001942117
EEU,2020,comm_sr12_low,urban,0.94542014355
EEU,2020,comm_sr21_std,rural,3.97977567542
EEU,2020,comm_sr21_std,urban,14.19367308679
EEU,2020,comm_sr22_low,rural,0.44219729722
EEU,2020,comm_sr22_low,urban,1.57707478751
EEU,2020,comm_sr31_std,rural,1.75894221084
EEU,2020,comm_sr31_std,urban,3.27913359246
EEU,2020,comm_sr32_low,rural,0.19543802344
EEU,2020,comm_sr32_low,urban,0.36434817694999994
EEU,2025,comm_s1,rural,264.58602540888
EEU,2025,comm_s1,urban,206.14210196844
EEU,2025,comm_s2,rural,46.57434026445
EEU,2025,comm_s2,urban,323.26715981691
EEU,2025,comm_s3,rural,21.229773761230003
EEU,2025,comm_s3,urban,79.118419255
EEU,2025,comm_s51_std,urban,226.10026658984998
EEU,2025,comm_s52_low,rural,139.11355057786997
EEU,2025,comm_s52_low,urban,274.87508005439
EEU,2025,comm_sr11_std,rural,40.180741185070005
EEU,2025,comm_sr11_std,urban,15.961080721080002
EEU,2025,comm_sr12_low,rural,4.4645267982200005
EEU,2025,comm_sr12_low,urban,1.7734534134200002
EEU,2025,comm_sr21_std,rural,7.072903828299999
EEU,2025,comm_sr21_std,urban,25.029788592860005
EEU,2025,comm_sr22_low,rural,0.78587820313
EEU,2025,comm_sr22_low,urban,2.7810876215099998
EEU,2025,comm_sr31_std,rural,3.22401020083
EEU,2025,comm_sr31_std,urban,6.12594644292
EEU,2025,comm_sr32_low,rural,0.3582233556699999
EEU,2025,comm_sr32_low,urban,0.68066071594
EEU,2030,comm_s1,rural,238.09631109461
EEU,2030,comm_s1,urban,192.87588071908002
EEU,2030,comm_s2,rural,40.096989774529995
EEU,2030,comm_s2,urban,286.46253599104
EEU,2030,comm_s3,rural,18.42546515989
EEU,2030,comm_s3,urban,72.81881227088
EEU,2030,comm_s51_std,urban,311.59706135787
EEU,2030,comm_s52_low,rural,169.15918644412002
EEU,2030,comm_s52_low,urban,378.81541882842004
EEU,2030,comm_sr11_std,rural,56.464263079320006
EEU,2030,comm_sr11_std,urban,22.42941852956
EEU,2030,comm_sr12_low,rural,6.2738070087
EEU,2030,comm_sr12_low,urban,2.49215761438
EEU,2030,comm_sr21_std,rural,9.50895446006
EEU,2030,comm_sr21_std,urban,33.31255359059
EEU,2030,comm_sr22_low,rural,1.05655049566
EEU,2030,comm_sr22_low,urban,3.7013948434400006
EEU,2030,comm_sr31_std,rural,4.369577619039999
EEU,2030,comm_sr31_std,urban,8.468055265330001
EEU,2030,comm_sr32_low,rural,0.48550862439
EEU,2030,comm_sr32_low,urban,0.9408950294999999
EEU,2035,comm_s1,rural,213.93509899471
EEU,2035,comm_s1,urban,180.46469600393002
EEU,2035,comm_s2,rural,34.861829875430004
EEU,2035,comm_s2,urban,256.44108130772
EEU,2035,comm_s3,rural,15.783028019160001
EEU,2035,comm_s3,urban,66.16222460658999
EEU,2035,comm_s51_std,urban,374.4059066082999
EEU,2035,comm_s52_low,rural,177.75072749321
EEU,2035,comm_s52_low,urban,455.1735170594601
EEU,2035,comm_sr11_std,rural,70.45954479004
EEU,2035,comm_sr11_std,urban,27.98879385494
EEU,2035,comm_sr12_low,rural,7.82883830991
EEU,2035,comm_sr12_low,urban,3.1098659838600002
EEU,2035,comm_sr21_std,rural,11.48174691807
EEU,2035,comm_sr21_std,urban,39.772192121820005
EEU,2035,comm_sr22_low,rural,1.27574965758
EEU,2035,comm_sr22_low,urban,4.41913245809
EEU,2035,comm_sr31_std,rural,5.19814174879
EEU,2035,comm_sr31_std,urban,10.26129157961
