region,year,arch,urt,floor_Mm2
AFR,2040,sfh_sr11_std,urban,5.397470439664736
AFR,2040,sfh_sr21_std,rural,41.11314722643269
AFR,2040,sfh_sr21_std,urban,26.26416699552127
AFR,2040,sfh_sr31_std,rural,49.24889791872258
AFR,2040,sfh_sr31_std,urban,61.28794970298685
AFR,2045,inf_ns,urban,1997.7189942093657
AFR,2045,mfh_s1,rural,42.28222228832667
AFR,2045,mfh_s1,urban,15.181840958453314
AFR,2045,mfh_s2,rural,81.32573452943399
AFR,2045,mfh_s2,urban,95.21448298587799
AFR,2045,mfh_s3,rural,121.43128966153591
AFR,2045,mfh_s3,urban,268.6489182321608
AFR,2045,mfh_s51_std,rural,184.65568758452957
AFR,2045,mfh_s51_std,urban,1388.38878947074
AFR,2045,mfh_s52_low,rural,0.011126132272099399
AFR,2045,mfh_s52_low,urban,0.10126137358497761
AFR,2045,mfh_sr11_std,rural,0.1115308508845299
AFR,2045,mfh_sr11_std,urban,0.3607041364803338
AFR,2045,mfh_sr21_std,rural,0.2883275424255456
AFR,2045,mfh_sr21_std,urban,1.5991065509674554
AFR,2045,mfh_sr31_std,rural,0.2193292440092226
AFR,2045,mfh_sr31_std,urban,3.3315835161614538
AFR,2045,sfh_s1,rural,1590.5881669800506
AFR,2045,sfh_s1,urban,125.1399108658185
AFR,2045,sfh_s2,rural,3056.4353590287956
AFR,2045,sfh_s2,urban,788.7190856183163
AFR,2045,sfh_s3,rural,4569.486236180886
AFR,2045,sfh_s3,urban,2228.807343374536
AFR,2045,sfh_s51_std,rural,7031.315591176231
AFR,2045,sfh_s51_std,urban,11739.808519610699
AFR,2045,sfh_s52_low,rural,0.8326111295626928
AFR,2045,sfh_s52_low,urban,3.514431026141357
AFR,2045,sfh_sr11_std,rural,23.77761231074049
AFR,2045,sfh_sr11_std,urban,6.380718404182848
AFR,2045,sfh_sr21_std,rural,51.450570074290354
AFR,2045,sfh_sr21_std,urban,30.37258425481761
AFR,2045,sfh_sr31_std,rural,63.0027936100377
AFR,2045,sfh_sr31_std,urban,71.49608562225237
AFR,2050,inf_ns,urban,1898.3925958349828
AFR,2050,mfh_s1,rural,44.33940692350424
AFR,2050,mfh_s1,urban,15.257487738894927
AFR,2050,mfh_s2,rural,82.72019536203204
AFR,2050,mfh_s2,urban,93.42192083948689
AFR,2050,mfh_s3,rural,122.52460162099698
AFR,2050,mfh_s3,urban,262.3852943724709
AFR,2050,mfh_s51_std,rural,220.17669667583007
AFR,2050,mfh_s51_std,urban,1754.5181137311297
AFR,2050,mfh_s52_low,rural,0.01408045747522684
AFR,2050,mfh_s52_low,urban,0.1325596704374907
AFR,2050,mfh_sr11_std,rural,0.2012093839984436
AFR,2050,mfh_sr11_std,urban,0.4288453459988606
AFR,2050,mfh_sr21_std,rural,0.4615666777272838
AFR,2050,mfh_sr21_std,urban,1.8690155975069789
AFR,2050,mfh_sr31_std,rural,0.3187233380122167
AFR,2050,mfh_sr31_std,urban,3.832411343078847
AFR,2050,sfh_s1,rural,1666.3961249142549
AFR,2050,sfh_s1,urban,125.31171575147177
AFR,2050,sfh_s2,rural,3105.725461342384
AFR,2050,sfh_s2,urban,771.7189902003003
AFR,2050,sfh_s3,rural,4601.452035331316
AFR,2050,sfh_s3,urban,2170.9730820265822
AFR,2050,sfh_s51_std,rural,8383.772933072112
AFR,2050,sfh_s51_std,urban,14835.076255070933
AFR,2050,sfh_s52_low,rural,1.1338058185267292
AFR,2050,sfh_s52_low,urban,4.9217998165285
AFR,2050,sfh_sr11_std,rural,29.722794222806062
AFR,2050,sfh_sr11_std,urban,7.430946103363075
AFR,2050,sfh_sr21_std,rural,61.85891248908309
AFR,2050,sfh_sr21_std,urban,34.49864650365283
AFR,2050,sfh_sr31_std,rural,76.45556802685732
AFR,2050,sfh_sr31_std,urban,80.57791874926835
AFR,2055,inf_ns,urban,1734.880675144025
AFR,2055,mfh_s1,rural,46.18872646027846
AFR,2055,mfh_s1,urban,15.291273233266644
AFR,2055,mfh_s2,rural,83.65849266838514
AFR,2055,mfh_s2,urban,91.33564137988614
AFR,2055,mfh_s3,rural,122.08328899784564
AFR,2055,mfh_s3,urban,253.64595507460118
AFR,2055,mfh_s51_std,rural,251.9953254627743
AFR,2055,mfh_s51_std,urban,2196.1728840611604
AFR,2055,mfh_s52_low,rural,0.0168448774500884
AFR,2055,mfh_s52_low,urban,0.17024286762340618
AFR,2055,mfh_sr11_std,rural,0.2967504379275988
AFR,2055,mfh_sr11_std,urban,0.4960886361032738
AFR,2055,mfh_sr21_std,rural,0.635613592490157
AFR,2055,mfh_sr21_std,urban,2.118827257612218
AFR,2055,mfh_sr31_std,rural,0.544709593775064
AFR,2055,mfh_sr31_std,urban,4.400466529624989
AFR,2055,sfh_s1,rural,1732.4971570938947
AFR,2055,sfh_s1,urban,125.03158129600098
AFR,2055,sfh_s2,rural,3134.494775856163
AFR,2055,sfh_s2,urban,751.7837538752773
AFR,2055,sfh_s3,rural,4579.131862196874
AFR,2055,sfh_s3,urban,2092.5669583770336
AFR,2055,sfh_s51_std,rural,9595.207733906416
AFR,2055,sfh_s51_std,urban,18568.882694173702
AFR,2055,sfh_s52_low,rural,1.460410573444639
AFR,2055,sfh_s52_low,urban,6.69795057595574
AFR,2055,sfh_sr11_std,rural,37.68258805752323
AFR,2055,sfh_sr11_std,urban,8.567246836705849
AFR,2055,sfh_sr21_std,rural,75.44797251341296
AFR,2055,sfh_sr21_std,urban,38.899926529449445
AFR,2055,sfh_sr31_std,rural,90.5760538233853
AFR,2055,sfh_sr31_std,urban,89.87616692735327
AFR,2060,inf_ns,urban,1568.6934826302
AFR,2060,mfh_s1,rural,47.832680702221104
AFR,2060,mfh_s1,urban,15.288688554651518
AFR,2060,mfh_s2,rural,84.23738786347906
AFR,2060,mfh_s2,urban,89.11233360401162
AFR,2060,mfh_s3,rural,120.58275911847738
AFR,2060,mfh_s3,urban,243.50498458502028
AFR,2060,mfh_s51_std,rural,279.28639010308547
AFR,2060,mfh_s51_std,urban,2681.4424928003587
AFR,2060,mfh_s52_low,rural,0.0193988217124602
AFR,2060,mfh_s52_low,urban,0.2127311808438635
AFR,2060,mfh_sr11_std,rural,0.4055695560935721
AFR,2060,mfh_sr11_std,urban,0.5660826223203095
AFR,2060,mfh_sr21_std,rural,0.8247851282384021
AFR,2060,mfh_sr21_std,urban,2.3676312951986564
AFR,2060,mfh_sr31_std,rural,0.76943666708208
AFR,2060,mfh_sr31_std,urban,4.904324921655075
AFR,2060,sfh_s1,rural,1792.7080834721646
AFR,2060,sfh_s1,urban,124.68970390965993
AFR,2060,sfh_s2,rural,3153.5772624832807
AFR,2060,sfh_s2,urban,731.9219902151085
AFR,2060,sfh_s3,rural,4518.6580003892395
AFR,2060,sfh_s3,urban,2004.8553825878018
AFR,2060,sfh_s51_std,rural,10634.1551981325
AFR,2060,sfh_s51_std,urban,22670.78989265742
AFR,2060,sfh_s52_low,rural,1.8613323645149555
AFR,2060,sfh_s52_low,urban,9.248715602009627
AFR,2060,sfh_sr11_std,rural,44.21775371983577
AFR,2060,sfh_sr11_std,urban,9.480556670469547
AFR,2060,sfh_sr21_std,rural,85.61367821963802
AFR,2060,sfh_sr21_std,urban,42.05907150882197
AFR,2060,sfh_sr31_std,rural,102.46699279395068
AFR,2060,sfh_sr31_std,urban,96.08100373421516
AFR,2070,inf_ns,urban,1259.3759426686224
AFR,2070,mfh_s1,rural,50.61999312265552
AFR,2070,mfh_s1,urban,15.26117943841504
AFR,2070,mfh_s2,rural,84.70219761023489
AFR,2070,mfh_s2,urban,84.8403957179606
AFR,2070,mfh_s3,rural,115.3559142101211
AFR,2070,mfh_s3,urban,221.55054442917316
AFR,2070,mfh_s51_std,rural,320.11019095015365
AFR,2070,mfh_s51_std,urban,3734.7283631817863
AFR,2070,mfh_s52_low,rural,0.023217319466289098
AFR,2070,mfh_s52_low,urban,0.294516769714532
AFR,2070,mfh_sr11_std,rural,0.5939845020238951
AFR,2070,mfh_sr11_std,urban,0.660793048391907
AFR,2070,mfh_sr21_std,rural,1.119113112127072
AFR,2070,mfh_sr21_std,urban,2.650365148580233
AFR,2070,mfh_sr31_std,rural,1.105407025783538
AFR,2070,mfh_sr31_std,urban,5.367538056081491
AFR,2070,sfh_s1,rural,1889.3120596926306
AFR,2070,sfh_s1,urban,123.27829701255328
AFR,2070,sfh_s2,rural,3157.2922328597447
AFR,2070,sfh_s2,urban,691.5705863823532
AFR,2070,sfh_s3,rural,4304.921331344716
AFR,2070,sfh_s3,urban,1811.6430828304724
AFR,2070,sfh_s51_std,rural,12188.0210935366
AFR,2070,sfh_s51_std,urban,31573.948916751106
AFR,2070,sfh_s52_low,rural,2.7170164954052907
AFR,2070,sfh_s52_low,urban,14.89069995194227
AFR,2070,sfh_sr11_std,rural,60.93029384890668
AFR,2070,sfh_sr11_std,urban,11.462098855089833
AFR,2070,sfh_sr21_std,rural,110.80687831721455
AFR,2070,sfh_sr21_std,urban,48.66343858634035
AFR,2070,sfh_sr31_std,rural,129.95781207957407
AFR,2070,sfh_sr31_std,urban,107.52584872657218
AFR,2080,inf_ns,urban,984.001415629429
AFR,2080,mfh_s1,rural,52.73680333556824
AFR,2080,mfh_s1,urban,15.144485109398952
AFR,2080,mfh_s2,rural,84.69273905753502
AFR,2080,mfh_s2,urban,81.04515432354296
AFR,2080,mfh_s3,rural,109.39573505846667
AFR,2080,mfh_s3,urban,201.33374718807642
AFR,2080,mfh_s51_std,rural,340.26554337879713
AFR,2080,mfh_s51_std,urban,4732.795379024522
AFR,2080,mfh_s52_low,rural,0.0255388388176059
AFR,2080,mfh_s52_low,urban,0.376319322261617
AFR,2080,mfh_sr11_std,rural,0.8294307447997219
AFR,2080,mfh_sr11_std,urban,0.783451979981982
AFR,2080,mfh_sr21_std,rural,1.473564905342858
AFR,2080,mfh_sr21_std,urban,3.0294973900869446
AFR,2080,mfh_sr31_std,rural,1.425653425828539
AFR,2080,mfh_sr31_std,urban,5.739509878026103
AFR,2080,sfh_s1,rural,1959.4743992111805
AFR,2080,sfh_s1,urban,121.21416601989307
AFR,2080,sfh_s2,rural,3142.472086855665
AFR,2080,sfh_s2,urban,655.665118745892
AFR,2080,sfh_s3,rural,4061.8438277029263
AFR,2080,sfh_s3,urban,1633.250922594583
AFR,2080,sfh_s51_std,rural,12954.697672842494
AFR,2080,sfh_s51_std,urban,40007.92552675017
AFR,2080,sfh_s52_low,rural,3.6512764183658013
AFR,2080,sfh_s52_low,urban,22.613279265782378
AFR,2080,sfh_sr11_std,rural,80.34252567208134
AFR,2080,sfh_sr11_std,urban,13.577648786964692
AFR,2080,sfh_sr21_std,rural,138.76445800528364
AFR,2080,sfh_sr21_std,urban,55.66901325400862
AFR,2080,sfh_sr31_std,rural,158.2651223592039
AFR,2080,sfh_sr31_std,urban,118.07286722124678
AFR,2090,inf_ns,urban,626.2086374251895
AFR,2090,mfh_s1,rural,54.314962899526655
AFR,2090,mfh_s1,urban,15.012950272715152
AFR,2090,mfh_s2,rural,84.56302211527921
AFR,2090,mfh_s2,urban,78.04178719413976
AFR,2090,mfh_s3,rural,103.96702544899
AFR,2090,mfh_s3,urban,184.72601974968921
AFR,2090,mfh_s51_std,rural,341.06147573453876
AFR,2090,mfh_s51_std,urban,5658.0019473486245
AFR,2090,mfh_s52_low,rural,0.0260364590811083
AFR,2090,mfh_s52_low,urban,0.4526861996944479
AFR,2090,mfh_sr11_std,rural,1.0762809260434338
AFR,2090,mfh_sr11_std,urban,0.902056505510752
AFR,2090,mfh_sr21_std,rural,1.8285478737168377
AFR,2090,mfh_sr21_std,urban,3.3902860425832397
AFR,2090,mfh_sr31_std,rural,1.702638148767576
AFR,2090,mfh_sr31_std,urban,6.04361168892899
AFR,2090,sfh_s1,rural,2010.7799719401896
AFR,2090,sfh_s1,urban,119.10320050230911
AFR,2090,sfh_s2,rural,3126.1666537261844
AFR,2090,sfh_s2,urban,626.7970550704947
AFR,2090,sfh_s3,rural,3842.614739432238
AFR,2090,sfh_s3,urban,1487.1168468851242
AFR,2090,sfh_s51_std,rural,12984.28308607865
AFR,2090,sfh_s51_std,urban,47824.579301453305
AFR,2090,sfh_s52_low,rural,4.391919178817023
AFR,2090,sfh_s52_low,urban,31.39945454552651
AFR,2090,sfh_sr11_std,rural,98.53382457895012
AFR,2090,sfh_sr11_std,urban,15.579676423906342
AFR,2090,sfh_sr21_std,rural,163.64808409633608
AFR,2090,sfh_sr21_std,urban,62.180461504992145
AFR,2090,sfh_sr31_std,rural,181.3151075480787
AFR,2090,sfh_sr31_std,urban,126.31147608201559
AFR,2100,inf_ns,urban,223.78073956141432
AFR,2100,mfh_s1,rural,55.34295689227613
AFR,2100,mfh_s1,urban,14.862473099695375
AFR,2100,mfh_s2,rural,84.25915527648229
AFR,2100,mfh_s2,urban,75.71073323588284
AFR,2100,mfh_s3,rural,99.34388583978509
AFR,2100,mfh_s3,urban,171.81526376702004
AFR,2100,mfh_s51_std,rural,326.50168568824506
AFR,2100,mfh_s51_std,urban,6428.355566283979
AFR,2100,mfh_s52_low,rural,0.0252121649295262
AFR,2100,mfh_s52_low,urban,0.5231387319392493
AFR,2100,mfh_sr11_std,rural,1.4313379065293024
AFR,2100,mfh_sr11_std,urban,1.0648993418922763
AFR,2100,mfh_sr21_std,rural,2.345207216808704
AFR,2100,mfh_sr21_std,urban,3.927785828714942
AFR,2100,mfh_sr31_std,rural,2.171771576701752
AFR,2100,mfh_sr31_std,urban,6.75096006812667
AFR,2100,sfh_s1,rural,2046.670912049243
AFR,2100,sfh_s1,urban,117.1901647115699
AFR,2100,sfh_s2,rural,3112.001713383523
AFR,2100,sfh_s2,urban,604.9013054849762
AFR,2100,sfh_s3,rural,3665.319137703781
AFR,2100,sfh_s3,urban,1375.4465127016078
AFR,2100,sfh_s51_std,rural,12429.313321435267
AFR,2100,sfh_s51_std,urban,54327.96404342922
AFR,2100,sfh_s52_low,rural,4.891228353701656
AFR,2100,sfh_s52_low,urban,43.83884129734145
AFR,2100,sfh_sr11_std,rural,115.30984531746338
AFR,2100,sfh_sr11_std,urban,17.597468974247207
AFR,2100,sfh_sr21_std,rural,185.91622028547167
AFR,2100,sfh_sr21_std,urban,68.90196472845133
AFR,2100,sfh_sr31_std,rural,200.42500974395034
AFR,2100,sfh_sr31_std,urban,134.76494187812554
CHN,2020,inf_ns,urban,3415.8455760786414
CHN,2020,mfh_s1,rural,4400.098950878357
CHN,2020,mfh_s1,urban,547.028095653958
CHN,2020,mfh_s2,rural,6360.661389570992
CHN,2020,mfh_s2,urban,2670.5643899862625
CHN,2020,mfh_s3,rural,4802.534645710272
CHN,2020,mfh_s3,urban,12101.64736300735
CHN,2020,mfh_s51_std,rural,2.3265972197529465
CHN,2020,mfh_s51_std,urban,3967.029969458238
CHN,2020,mfh_s52_low,rural,4.991967539810245e-05
CHN,2020,mfh_s52_low,urban,0.0034016961604776
CHN,2020,mfh_sr11_std,rural,71.34157749713899
CHN,2020,mfh_sr11_std,urban,6.312064087693557
CHN,2020,mfh_sr12_low,rural,11.131787783471934
CHN,2020,mfh_sr12_low,urban,0.1229023363714204
CHN,2020,mfh_sr21_std,rural,104.72704050111844
CHN,2020,mfh_sr21_std,urban,31.11417012426071
CHN,2020,mfh_sr22_low,rural,12.054103099723822
CHN,2020,mfh_sr22_low,urban,0.2938900915986592
CHN,2020,mfh_sr31_std,rural,82.25166489276626
CHN,2020,mfh_sr31_std,urban,84.99130489140798
CHN,2020,mfh_sr32_low,rural,3.018595413023641
CHN,2020,mfh_sr32_low,urban,0.133724601303098
CHN,2020,sfh_s1,rural,3841.9656236090273
CHN,2020,sfh_s1,urban,79.11229225107682
CHN,2020,sfh_s2,rural,5456.947623094179
CHN,2020,sfh_s2,urban,394.5319310312942
CHN,2020,sfh_s3,rural,3955.211683998169
CHN,2020,sfh_s3,urban,1718.3314826709702
CHN,2020,sfh_s51_std,urban,548.319997083834
CHN,2020,sfh_s52_low,urban,0.5919517658205501
CHN,2020,sfh_sr11_std,rural,59.54810242227185
CHN,2020,sfh_sr11_std,urban,0.8175458127845453
CHN,2020,sfh_sr12_low,rural,55.130591686233686
CHN,2020,sfh_sr12_low,urban,0.447842148671605
CHN,2020,sfh_sr21_std,rural,99.3221178132172
CHN,2020,sfh_sr21_std,urban,4.649379257434639
CHN,2020,sfh_sr22_low,rural,60.92266602371039
CHN,2020,sfh_sr22_low,urban,1.3588857688198466
CHN,2020,sfh_sr31_std,rural,84.59411004056179
CHN,2020,sfh_sr31_std,urban,22.89114242637084
CHN,2020,sfh_sr32_low,rural,23.43963237599199
CHN,2020,sfh_sr32_low,urban,1.906407965294698
CHN,2025,inf_ns,urban,3042.074610601882
CHN,2025,mfh_s1,rural,4469.997686758944
CHN,2025,mfh_s1,urban,556.948040159399
CHN,2025,mfh_s2,rural,6128.615405123502
CHN,2025,mfh_s2,urban,2520.0735725480745
CHN,2025,mfh_s3,rural,4348.532647595099
CHN,2025,mfh_s3,urban,11028.651067165161
CHN,2025,mfh_s51_std,rural,2.363848829787449
CHN,2025,mfh_s51_std,urban,8037.211643733239
CHN,2025,mfh_s52_low,rural,5.0718145209200544e-05
CHN,2025,mfh_s52_low,urban,0.0451266626679199
CHN,2025,mfh_sr11_std,rural,173.55013172534973
CHN,2025,mfh_sr11_std,urban,12.836140090394448
CHN,2025,mfh_sr12_low,rural,23.092498262269142
CHN,2025,mfh_sr12_low,urban,0.2543135617582469
CHN,2025,mfh_sr21_std,rural,206.6932976610839
CHN,2025,mfh_sr21_std,urban,58.66110435354628
CHN,2025,mfh_sr22_low,rural,23.70978904576841
CHN,2025,mfh_sr22_low,urban,0.5576811604461384
CHN,2025,mfh_sr31_std,rural,151.15003042244464
CHN,2025,mfh_sr31_std,urban,154.98818538588523
CHN,2025,mfh_sr32_low,rural,5.852312227962479
CHN,2025,mfh_sr32_low,urban,0.2437360009990758
CHN,2025,sfh_s1,rural,3870.954875716719
CHN,2025,sfh_s1,urban,80.04761183361758
CHN,2025,sfh_s2,rural,5158.708172356357
CHN,2025,sfh_s2,urban,368.6305837387279
CHN,2025,sfh_s3,rural,3586.9641182815926
CHN,2025,sfh_s3,urban,1575.5829010023547
CHN,2025,sfh_s51_std,urban,1108.6544102847336
CHN,2025,sfh_s52_low,urban,3.6725081717522454
CHN,2025,sfh_sr11_std,rural,123.38565157927388
CHN,2025,sfh_sr11_std,urban,1.6478210663726292
CHN,2025,sfh_sr12_low,rural,113.3836791402386
CHN,2025,sfh_sr12_low,urban,0.9217870709481802
CHN,2025,sfh_sr21_std,rural,191.05550377908364
CHN,2025,sfh_sr21_std,urban,8.705944676710294
CHN,2025,sfh_sr22_low,rural,117.643772579693
CHN,2025,sfh_sr22_low,urban,2.571226216794404
CHN,2025,sfh_sr31_std,rural,156.145052283631
CHN,2025,sfh_sr31_std,urban,42.00806827481946
CHN,2025,sfh_sr32_low,rural,46.45607075123803
CHN,2025,sfh_sr32_low,urban,3.5831528248101963
CHN,2030,inf_ns,urban,2638.20999223316
CHN,2030,mfh_s1,rural,4465.506498346608
CHN,2030,mfh_s1,urban,566.6857497477172
CHN,2030,mfh_s2,rural,5907.47563284898
CHN,2030,mfh_s2,urban,2424.5849970127238
CHN,2030,mfh_s3,rural,3839.334488336872
CHN,2030,mfh_s3,urban,9874.412714288605
CHN,2030,mfh_s51_std,rural,2.2454060464370738
CHN,2030,mfh_s51_std,urban,11893.2634849983
CHN,2030,mfh_s52_low,rural,4.817658453740929e-05
