# METADATA: Residential/Commercial sector fractions for cooling and heating energy demand
# Sources: demand_BMT_R12_yiyi.parquet, demand_SSP_SSP2_v6.5_CID_baseline.parquet
# Corrections: PCHIP interpolation applied to BMT commercial anomalies at years 2035, 2045, 2055 (threshold=0.8)
# Formula: frac_resid = resid_demand / (resid_demand + comm_demand), frac_comm = 1 - frac_resid
# Generated: 2025-12-09
node,year,frac_resid_cool,frac_comm_cool,frac_resid_heat,frac_comm_heat
R12_AFR,2020,1.0,0.0,0.9996503890927243,0.0003496109072757318
R12_AFR,2025,1.0,0.0,1.0,0.0
R12_AFR,2030,0.8416767041682534,0.15832329583174673,0.9981679897647551,0.0018320102352448388
R12_AFR,2035,0.844480356413525,0.15551964358647496,0.9938375135233952,0.00616248647660485
R12_AFR,2040,0.8112931005392976,0.18870689946070246,0.9922915602553578,0.007708439744642156
R12_AFR,2045,0.8017096735692067,0.19829032643079317,0.9892879221015413,0.01071207789845873
R12_AFR,2050,0.7748128941920128,0.2251871058079872,0.9872040688504564,0.012795931149543537
R12_AFR,2055,0.7194478949151173,0.2805521050848826,0.9838043565497925,0.016195643450207516
R12_AFR,2060,0.6358466178709279,0.364153382129072,0.9805702300014176,0.019429769998582314
R12_AFR,2070,0.4388377682832483,0.5611622317167516,0.9707858802285632,0.029214119771436863
R12_AFR,2080,0.30861119899444606,0.6913888010055539,0.9582107702242187,0.04178922977578125
R12_AFR,2090,0.25110710818602905,0.7488928918139709,0.9464058876759254,0.05359411232407463
R12_AFR,2100,0.23534468598428762,0.7646553140157124,0.9389886410432338,0.06101135895676625
R12_CHN,2020,0.39453432484780726,0.6054656751521927,0.7741516682426026,0.2258483317573974
R12_CHN,2025,0.5118953606015996,0.48810463939840043,0.8263523491010424,0.17364765089895765
R12_CHN,2030,0.49280881466751497,0.507191185332485,0.8191941915825549,0.180805808417445
R12_CHN,2035,0.5067016330114552,0.49329836698854485,0.8214665207641054,0.17853347923589447
R12_CHN,2040,0.47301747758798746,0.5269825224120125,0.8119186886094261,0.18808131139057405
R12_CHN,2045,0.4953804748926207,0.5046195251073794,0.8155903051096866,0.18440969489031342
R12_CHN,2050,0.470052050836924,0.5299479491630761,0.8045796522881559,0.19542034771184405
R12_CHN,2055,0.474466269711442,0.525533730288558,0.8011775923957061,0.1988224076042939
R12_CHN,2060,0.4677655222068285,0.5322344777931716,0.7971764799762159,0.20282352002378404
R12_CHN,2070,0.4754014098329975,0.5245985901670024,0.7947153116874248,0.20528468831257515
R12_CHN,2080,0.4873103438850651,0.5126896561149348,0.7965905902440551,0.20340940975594485
R12_CHN,2090,0.4938572350191648,0.5061427649808351,0.7991387447846408,0.2008612552153592
R12_CHN,2100,0.49134009880239415,0.5086599011976058,0.7984417119868702,0.2015582880131298
R12_EEU,2020,0.04473963733580516,0.9552603626641948,0.7886227144743495,0.21137728552565055
R12_EEU,2025,0.039114952099352035,0.960885047900648,0.7884215492392928,0.21157845076070717
R12_EEU,2030,0.037422828443719504,0.9625771715562805,0.7826229065448861,0.2173770934551139
R12_EEU,2035,0.03990394336786594,0.960096056632134,0.7807823086609739,0.2192176913390261
R12_EEU,2040,0.04332545911224961,0.9566745408877504,0.7898385948599945,0.21016140514000542
