node_loc,technology,year_vtg,year_act,mode,time,value,unit
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-RCPA,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-CHN,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-EEU,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-FSU,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-LAM,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-MEA,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-NAM,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-PAO,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-PAS,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-SAS,year,,USD/Mt-km
R12_AFR,energy_bulk_carrier,broadcast,broadcast,AFR-WEU,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-AFR,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-CHN,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-EEU,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-FSU,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-LAM,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-MEA,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-NAM,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-PAO,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-PAS,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-SAS,year,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,RCPA-WEU,year,,USD/Mt-km
R12_CHN,energy_bulk_carrier,broadcast,broadcast,CHN-AFR,year,,USD/Mt-km
R12_CHN,energy_bulk_carrier,broadcast,broadcast,CHN-RCPA,year,,USD/Mt-km
R12_CHN,energy_bulk_carrier,broadcast,broadcast,CHN-EEU,year,,USD/Mt-km
R12_CHN,energy_bulk_carrier,broadcast,broadcast,CHN-FSU,year,,USD/Mt-km
