node_loc,technology,year_vtg,value,unit
R12_AFR,energy_bulk_carrier_foil,broadcast,20,y
R12_RCPA,energy_bulk_carrier_foil,broadcast,20,y
R12_CHN,energy_bulk_carrier_foil,broadcast,20,y
R12_EEU,energy_bulk_carrier_foil,broadcast,20,y
R12_FSU,energy_bulk_carrier_foil,broadcast,20,y
R12_LAM,energy_bulk_carrier_foil,broadcast,20,y
R12_MEA,energy_bulk_carrier_foil,broadcast,20,y
R12_NAM,energy_bulk_carrier_foil,broadcast,20,y
R12_PAO,energy_bulk_carrier_foil,broadcast,20,y
R12_PAS,energy_bulk_carrier_foil,broadcast,20,y
R12_SAS,energy_bulk_carrier_foil,broadcast,20,y
R12_WEU,energy_bulk_carrier_foil,broadcast,20,y
R12_AFR,bunker_global_fueloil,broadcast,20,y
R12_RCPA,bunker_global_fueloil,broadcast,20,y
R12_CHN,bunker_global_fueloil,broadcast,20,y
R12_EEU,bunker_global_fueloil,broadcast,20,y
R12_FSU,bunker_global_fueloil,broadcast,20,y
R12_LAM,bunker_global_fueloil,broadcast,20,y
R12_MEA,bunker_global_fueloil,broadcast,20,y
R12_NAM,bunker_global_fueloil,broadcast,20,y
R12_PAO,bunker_global_fueloil,broadcast,20,y
R12_PAS,bunker_global_fueloil,broadcast,20,y
R12_SAS,bunker_global_fueloil,broadcast,20,y
R12_WEU,bunker_global_fueloil,broadcast,20,y
