node_loc,technology,year_vtg,year_act,value,unit
R12_AFR,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_RCPA,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_CHN,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_EEU,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_FSU,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_LAM,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_MEA,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_NAM,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_PAO,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_PAS,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_SAS,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
R12_WEU,energy_bulk_carrier,broadcast,broadcast,,USD/Mt-km
