"","iso","rcp","ssp","year","GDPcapNoCC","GDPcapCC","pct.diff"
"869","IRN","rcp26","ssp2",2045,5835.26,5693.32,-2.43
"870","IRN","rcp26","ssp2",2050,6411.02,6207.83,-3.17
"871","IRN","rcp26","ssp2",2055,7039.99,6756.75,-4.02
"872","IRN","rcp26","ssp2",2060,7761.52,7375.55,-4.97
"873","IRN","rcp26","ssp2",2070,9435.12,8757.2,-7.19
"874","IRN","rcp26","ssp2",2080,11279.36,10173.64,-9.8
"875","IRN","rcp26","ssp2",2090,13328.87,11633.44,-12.72
"876","IRN","rcp26","ssp2",2100,15585.22,13088.17,-16.02
"877","IRQ","rcp26","ssp2",2025,3598.84,3539.41,-1.65
"878","IRQ","rcp26","ssp2",2030,4069.84,3952.16,-2.89
"879","IRQ","rcp26","ssp2",2035,4441.69,4242.91,-4.48
"880","IRQ","rcp26","ssp2",2040,4760.78,4457.18,-6.38
"881","IRQ","rcp26","ssp2",2045,5099.53,4661.72,-8.59
"882","IRQ","rcp26","ssp2",2050,5467.44,4862.28,-11.07
"883","IRQ","rcp26","ssp2",2055,5902.06,5087.46,-13.8
"884","IRQ","rcp26","ssp2",2060,6445.42,5365.32,-16.76
"885","IRQ","rcp26","ssp2",2070,7962.33,6113.04,-23.23
"886","IRQ","rcp26","ssp2",2080,10243.04,7145.28,-30.24
"887","IRQ","rcp26","ssp2",2090,13401.73,8355.52,-37.65
"888","IRQ","rcp26","ssp2",2100,17441.66,9575.44,-45.1
"889","ISL","rcp26","ssp2",2025,67091.27,68608.75,2.26
"890","ISL","rcp26","ssp2",2030,73208.25,76120.71,3.98
"891","ISL","rcp26","ssp2",2035,79835.07,84788.04,6.2
"892","ISL","rcp26","ssp2",2040,87010.42,94811.64,8.97
"893","ISL","rcp26","ssp2",2045,94343.19,105945.51,12.3
"894","ISL","rcp26","ssp2",2050,101705.51,118223.94,16.24
"895","ISL","rcp26","ssp2",2055,109435.16,132261.82,20.86
"896","ISL","rcp26","ssp2",2060,117898.55,148785.63,26.2
"897","ISL","rcp26","ssp2",2070,136852.97,190753.35,39.39
"898","ISL","rcp26","ssp2",2080,156578.28,245176.87,56.58
"899","ISL","rcp26","ssp2",2090,178562.6,319334.99,78.84
"900","ISL","rcp26","ssp2",2100,203872.9,423157.47,107.56
"901","ISR","rcp26","ssp2",2025,26576.8,26278.04,-1.12
"902","ISR","rcp26","ssp2",2030,28872.46,28304.99,-1.97
"903","ISR","rcp26","ssp2",2035,31300.46,30350.59,-3.03
"904","ISR","rcp26","ssp2",2040,33852.24,32387.72,-4.33
"905","ISR","rcp26","ssp2",2045,36472.06,34344.53,-5.83
"906","ISR","rcp26","ssp2",2050,39181.34,36224.72,-7.55
"907","ISR","rcp26","ssp2",2055,42065.33,38088.05,-9.46
"908","ISR","rcp26","ssp2",2060,45169.61,39953.13,-11.55
"909","ISR","rcp26","ssp2",2070,51904.42,43473.03,-16.24
"910","ISR","rcp26","ssp2",2080,59204.3,46476.53,-21.5
"911","ISR","rcp26","ssp2",2090,67383.71,49062.9,-27.19
"912","ISR","rcp26","ssp2",2100,76572.85,51165.96,-33.18
"913","ITA","rcp26","ssp2",2025,35710.71,35680.21,-0.09
"914","ITA","rcp26","ssp2",2030,37934.62,37876.03,-0.15
"915","ITA","rcp26","ssp2",2035,40352.79,40253.84,-0.25
"916","ITA","rcp26","ssp2",2040,43063.93,42908.9,-0.36
"917","ITA","rcp26","ssp2",2045,46162.63,45928.22,-0.51
"918","ITA","rcp26","ssp2",2050,49714.09,49376.02,-0.68
"919","ITA","rcp26","ssp2",2055,53747.47,53273.41,-0.88
"920","ITA","rcp26","ssp2",2060,58204.26,57554.49,-1.12
"921","ITA","rcp26","ssp2",2070,67695.57,66533.13,-1.72
"922","ITA","rcp26","ssp2",2080,78077.19,76184.43,-2.42
"923","ITA","rcp26","ssp2",2090,89803.54,86821.06,-3.32
"924","ITA","rcp26","ssp2",2100,103100.75,98552.25,-4.41
"925","JOR","rcp26","ssp2",2025,4011.88,3981.87,-0.75
"926","JOR","rcp26","ssp2",2030,4927.89,4863.42,-1.31
"927","JOR","rcp26","ssp2",2035,5990.8,5869.34,-2.03
"928","JOR","rcp26","ssp2",2040,7191.4,6982.46,-2.91
"929","JOR","rcp26","ssp2",2045,8503.3,8168.46,-3.94
"930","JOR","rcp26","ssp2",2050,9920.49,9412.32,-5.12
"931","JOR","rcp26","ssp2",2055,11466.22,10726.1,-6.45
"932","JOR","rcp26","ssp2",2060,13150.62,12107.31,-7.93
"933","JOR","rcp26","ssp2",2070,16917.14,15003.65,-11.31
"934","JOR","rcp26","ssp2",2080,21273.86,18042.89,-15.19
"935","JOR","rcp26","ssp2",2090,26132.17,21034.69,-19.51
"936","JOR","rcp26","ssp2",2100,31525.46,23896,-24.2
"937","JPN","rcp26","ssp2",2025,42720.93,42649.71,-0.17
"938","JPN","rcp26","ssp2",2030,45355.83,45220.98,-0.3
"939","JPN","rcp26","ssp2",2035,47802.66,47578.6,-0.47
"940","JPN","rcp26","ssp2",2040,50372.53,50028.7,-0.68
"941","JPN","rcp26","ssp2",2045,53142.58,52642.75,-0.94
"942","JPN","rcp26","ssp2",2050,56158.2,55459.48,-1.24
"943","JPN","rcp26","ssp2",2055,59517.7,58570.85,-1.59
"944","JPN","rcp26","ssp2",2060,63210.46,61954.38,-1.99
"945","JPN","rcp26","ssp2",2070,71481.64,69379.84,-2.94
"946","JPN","rcp26","ssp2",2080,80778.43,77480.34,-4.08
"947","JPN","rcp26","ssp2",2090,91799.65,86819.92,-5.42
"948","JPN","rcp26","ssp2",2100,104495.7,97180.73,-7
"949","KAZ","rcp26","ssp2",2025,7435.86,7517.67,1.1
"950","KAZ","rcp26","ssp2",2030,8590.07,8756.57,1.94
"951","KAZ","rcp26","ssp2",2035,9552.76,9841.51,3.02
"952","KAZ","rcp26","ssp2",2040,10252.47,10699.59,4.36
"953","KAZ","rcp26","ssp2",2045,10644.14,11278.81,5.96
"954","KAZ","rcp26","ssp2",2050,10848.67,11697.22,7.82
"955","KAZ","rcp26","ssp2",2055,11090.43,12193.91,9.95
"956","KAZ","rcp26","ssp2",2060,11488.38,12909.22,12.37
"957","KAZ","rcp26","ssp2",2070,12523.08,14790.19,18.1
"958","KAZ","rcp26","ssp2",2080,13747.62,17199.38,25.11
"959","KAZ","rcp26","ssp2",2090,15297.4,20434.01,33.58
"960","KAZ","rcp26","ssp2",2100,17023.07,24470.45,43.75
"961","KEN","rcp26","ssp2",2025,916.24,908.92,-0.8
"962","KEN","rcp26","ssp2",2030,1111.01,1095.51,-1.4
"963","KEN","rcp26","ssp2",2035,1348.72,1319.68,-2.15
"964","KEN","rcp26","ssp2",2040,1644.39,1593.91,-3.07
"965","KEN","rcp26","ssp2",2045,2009.7,1926.44,-4.14
"966","KEN","rcp26","ssp2",2050,2459.96,2327.86,-5.37
"967","KEN","rcp26","ssp2",2055,3009.53,2806.56,-6.74
"968","KEN","rcp26","ssp2",2060,3666.38,3363.47,-8.26
"969","KEN","rcp26","ssp2",2070,5319.33,4696.78,-11.7
"970","KEN","rcp26","ssp2",2080,7466.6,6298.79,-15.64
"971","KEN","rcp26","ssp2",2090,10184.6,8147.31,-20
"972","KEN","rcp26","ssp2",2100,13529.66,10187.79,-24.7
"973","KGZ","rcp26","ssp2",2025,932.85,942.11,0.99
"974","KGZ","rcp26","ssp2",2030,1171.92,1192.23,1.73
"975","KGZ","rcp26","ssp2",2035,1460.07,1499.25,2.68
"976","KGZ","rcp26","ssp2",2040,1794.72,1863.75,3.85
"977","KGZ","rcp26","ssp2",2045,2170.01,2283.56,5.23
"978","KGZ","rcp26","ssp2",2050,2584.55,2761.36,6.84
"979","KGZ","rcp26","ssp2",2055,3048.78,3313.39,8.68
"980","KGZ","rcp26","ssp2",2060,3570.47,3954.65,10.76
"981","KGZ","rcp26","ssp2",2070,4751.02,5496.24,15.69
"982","KGZ","rcp26","ssp2",2080,6080.86,7399.55,21.69
"983","KGZ","rcp26","ssp2",2090,7615.85,9821.32,28.96
"984","KGZ","rcp26","ssp2",2100,9325.26,12829.43,37.58
"985","KHM","rcp26","ssp2",2025,1049.05,1033.01,-1.53
"986","KHM","rcp26","ssp2",2030,1281.78,1247.51,-2.67
"987","KHM","rcp26","ssp2",2035,1546.45,1482.68,-4.12
"988","KHM","rcp26","ssp2",2040,1859.57,1750.53,-5.86
"989","KHM","rcp26","ssp2",2045,2219.58,2044.64,-7.88
"990","KHM","rcp26","ssp2",2050,2633.16,2365.68,-10.16
"991","KHM","rcp26","ssp2",2055,3107.53,2713.69,-12.67
"992","KHM","rcp26","ssp2",2060,3655.71,3092.54,-15.41
"993","KHM","rcp26","ssp2",2070,5016.34,3941.81,-21.42
"994","KHM","rcp26","ssp2",2080,6733.94,4847.84,-28.01
"995","KHM","rcp26","ssp2",2090,8872.79,5771.13,-34.96
"996","KHM","rcp26","ssp2",2100,11514.23,6672.03,-42.05
"997","KOR","rcp26","ssp2",2025,29991.13,30054.64,0.21
"998","KOR","rcp26","ssp2",2030,33609.59,33732.2,0.36
"999","KOR","rcp26","ssp2",2035,37115.66,37322.55,0.56
"1000","KOR","rcp26","ssp2",2040,40621.17,40939.63,0.78
"1001","KOR","rcp26","ssp2",2045,44169.03,44629.31,1.04
"1002","KOR","rcp26","ssp2",2050,47850.4,48486.74,1.33
"1003","KOR","rcp26","ssp2",2055,51497.16,52344.25,1.64
"1004","KOR","rcp26","ssp2",2060,55069.97,56164.29,1.99
"1005","KOR","rcp26","ssp2",2070,62782.82,64509.71,2.75
"1006","KOR","rcp26","ssp2",2080,71064.67,73622.22,3.6
"1007","KOR","rcp26","ssp2",2090,79546.48,83115.07,4.49
"1008","KOR","rcp26","ssp2",2100,88365.96,93183.63,5.45
"1009","KWT","rcp26","ssp2",2025,42375.71,41428.51,-2.24
"1010","KWT","rcp26","ssp2",2030,46026.95,44237.9,-3.89
"1011","KWT","rcp26","ssp2",2035,49673.06,46709.49,-5.97
"1012","KWT","rcp26","ssp2",2040,52836.69,48371.1,-8.45
"1013","KWT","rcp26","ssp2",2045,55370.94,49106.42,-11.31
"1014","KWT","rcp26","ssp2",2050,57544.34,49192.61,-14.51
"1015","KWT","rcp26","ssp2",2055,59557.8,48832.24,-18.01
"1016","KWT","rcp26","ssp2",2060,61519.98,48136.77,-21.75
"1017","KWT","rcp26","ssp2",2070,65381.95,45889.04,-29.81
"1018","KWT","rcp26","ssp2",2080,70423.56,43441.44,-38.31
"1019","KWT","rcp26","ssp2",2090,77044.45,40927.24,-46.88
"1020","KWT","rcp26","ssp2",2100,84691.34,37961.56,-55.18
"1021","LAO","rcp26","ssp2",2025,1105.85,1091.03,-1.34
"1022","LAO","rcp26","ssp2",2030,1347.73,1316.05,-2.35
"1023","LAO","rcp26","ssp2",2035,1618.32,1559.55,-3.63
"1024","LAO","rcp26","ssp2",2040,1927.61,1827.86,-5.17
"1025","LAO","rcp26","ssp2",2045,2274.29,2115.75,-6.97
"1026","LAO","rcp26","ssp2",2050,2655.77,2416.58,-9.01
"1027","LAO","rcp26","ssp2",2055,3075.24,2728.56,-11.27
"1028","LAO","rcp26","ssp2",2060,3546.85,3059.47,-13.74
"1029","LAO","rcp26","ssp2",2070,4698.02,3795.62,-19.21
"1030","LAO","rcp26","ssp2",2080,6103.33,4561.75,-25.26
"1031","LAO","rcp26","ssp2",2090,7743.37,5287.31,-31.72
"1032","LAO","rcp26","ssp2",2100,9715.7,5984.61,-38.4
"1033","LBN","rcp26","ssp2",2025,9159.32,9142.16,-0.19
"1034","LBN","rcp26","ssp2",2030,10498.5,10463.46,-0.33
"1035","LBN","rcp26","ssp2",2035,11929.62,11867.03,-0.52
"1036","LBN","rcp26","ssp2",2040,13432.21,13329.33,-0.77
"1037","LBN","rcp26","ssp2",2045,14968.87,14810.81,-1.06
"1038","LBN","rcp26","ssp2",2050,16550.34,16318.89,-1.4
"1039","LBN","rcp26","ssp2",2055,18177.44,17852.77,-1.79
"1040","LBN","rcp26","ssp2",2060,19848.79,19408.27,-2.22
"1041","LBN","rcp26","ssp2",2070,23430.27,22659.68,-3.29
"1042","LBN","rcp26","ssp2",2080,27228.2,25985.74,-4.56
"1043","LBN","rcp26","ssp2",2090,31059.1,29160.69,-6.11
"1044","LBN","rcp26","ssp2",2100,35083.35,32326.8,-7.86
"1045","LBR","rcp26","ssp2",2025,472.37,466.05,-1.34
"1046","LBR","rcp26","ssp2",2030,624.19,609.61,-2.34
"1047","LBR","rcp26","ssp2",2035,816.68,787.28,-3.6
"1048","LBR","rcp26","ssp2",2040,1066.04,1011.45,-5.12
"1049","LBR","rcp26","ssp2",2045,1388.59,1292.93,-6.89
"1050","LBR","rcp26","ssp2",2050,1801.89,1641.69,-8.89
"1051","LBR","rcp26","ssp2",2055,2325.26,2066.89,-11.11
"1052","LBR","rcp26","ssp2",2060,2977.31,2574.42,-13.53
"1053","LBR","rcp26","ssp2",2070,4732.01,3837.19,-18.91
"1054","LBR","rcp26","ssp2",2080,7186.19,5398.74,-24.87
"1055","LBR","rcp26","ssp2",2090,10481.29,7204.77,-31.26
"1056","LBR","rcp26","ssp2",2100,14780.01,9182.16,-37.87
"1057","LBY","rcp26","ssp2",2025,12059.19,11928.69,-1.08
"1058","LBY","rcp26","ssp2",2030,13507.01,13251.11,-1.89
"1059","LBY","rcp26","ssp2",2035,14864.61,14429.03,-2.93
"1060","LBY","rcp26","ssp2",2040,16059.79,15387.63,-4.19
"1061","LBY","rcp26","ssp2",2045,17130.15,16161.85,-5.65
"1062","LBY","rcp26","ssp2",2050,18287.19,16948.6,-7.32
"1063","LBY","rcp26","ssp2",2055,19694.85,17888.14,-9.17
"1064","LBY","rcp26","ssp2",2060,21377.96,18983.07,-11.2
"1065","LBY","rcp26","ssp2",2070,25274.87,21294.25,-15.75
"1066","LBY","rcp26","ssp2",2080,29535.43,23373.37,-20.86
"1067","LBY","rcp26","ssp2",2090,34496.19,25386.98,-26.41
"1068","LBY","rcp26","ssp2",2100,40163.01,27213.16,-32.24
"1069","LKA","rcp26","ssp2",2025,2737.56,2706.13,-1.15
"1070","LKA","rcp26","ssp2",2030,3303.95,3237.49,-2.01
"1071","LKA","rcp26","ssp2",2035,3898.7,3777.46,-3.11
"1072","LKA","rcp26","ssp2",2040,4531.12,4330.09,-4.44
"1073","LKA","rcp26","ssp2",2045,5214.27,4902.28,-5.98
"1074","LKA","rcp26","ssp2",2050,5970.95,5508.9,-7.74
"1075","LKA","rcp26","ssp2",2055,6817.23,6156.68,-9.69
"1076","LKA","rcp26","ssp2",2060,7747.52,6831.42,-11.82
"1077","LKA","rcp26","ssp2",2070,9732.15,8117.29,-16.59
"1078","LKA","rcp26","ssp2",2080,11885.89,9280.9,-21.92
"1079","LKA","rcp26","ssp2",2090,14272.81,10325.17,-27.66
"1080","LKA","rcp26","ssp2",2100,16873.88,11190.65,-33.68
"1081","LSO","rcp26","ssp2",2025,1294.48,1296.73,0.17
"1082","LSO","rcp26","ssp2",2030,1600.63,1605.43,0.3
"1083","LSO","rcp26","ssp2",2035,1999.04,2008.2,0.46
"1084","LSO","rcp26","ssp2",2040,2518.66,2534.92,0.65
"1085","LSO","rcp26","ssp2",2045,3177.98,3205.28,0.86
"1086","LSO","rcp26","ssp2",2050,3999.41,4043.36,1.1
"1087","LSO","rcp26","ssp2",2055,5008.03,5076.3,1.36
"1088","LSO","rcp26","ssp2",2060,6234.64,6337.54,1.65
"1089","LSO","rcp26","ssp2",2070,9452.57,9669.42,2.29
"1090","LSO","rcp26","ssp2",2080,13827.81,14245.73,3.02
"1091","LSO","rcp26","ssp2",2090,19473.75,20219.43,3.83
"1092","LSO","rcp26","ssp2",2100,26545.42,27785.77,4.67
"1093","LTU","rcp26","ssp2",2025,11663.32,11780.99,1.01
"1094","LTU","rcp26","ssp2",2030,12912.25,13140.61,1.77
"1095","LTU","rcp26","ssp2",2035,14271.13,14662.56,2.74
"1096","LTU","rcp26","ssp2",2040,15625.9,16240.52,3.93
"1097","LTU","rcp26","ssp2",2045,16837.8,17738.64,5.35
"1098","LTU","rcp26","ssp2",2050,17896.09,19148.72,7
"1099","LTU","rcp26","ssp2",2055,18979.8,20666.16,8.89
"1100","LTU","rcp26","ssp2",2060,20280.97,22514.19,11.01
"1101","LTU","rcp26","ssp2",2070,23386.34,27134.79,16.03
"1102","LTU","rcp26","ssp2",2080,26238.14,32058.54,22.18
"1103","LTU","rcp26","ssp2",2090,28982.65,37565.13,29.61
"1104","LTU","rcp26","ssp2",2100,32153.98,44513.21,38.44
"1105","LUX","rcp26","ssp2",2025,90877.94,91342.43,0.51
"1106","LUX","rcp26","ssp2",2030,93506.01,94339.76,0.89
"1107","LUX","rcp26","ssp2",2035,95897.68,97216.05,1.37
"1108","LUX","rcp26","ssp2",2040,98085.62,100009.57,1.96
"1109","LUX","rcp26","ssp2",2045,100134.86,102789.36,2.65
"1110","LUX","rcp26","ssp2",2050,102352.2,105868.05,3.44
"1111","LUX","rcp26","ssp2",2055,104764.55,109300.5,4.33
"1112","LUX","rcp26","ssp2",2060,107344.81,113061.42,5.33
"1113","LUX","rcp26","ssp2",2070,113526.66,122157.8,7.6
"1114","LUX","rcp26","ssp2",2080,122176.53,134752.09,10.29
"1115","LUX","rcp26","ssp2",2090,132325.87,150051.85,13.4
"1116","LUX","rcp26","ssp2",2100,144248.04,168671.5,16.93
"1117","LVA","rcp26","ssp2",2025,11266.04,11387.16,1.08
"1118","LVA","rcp26","ssp2",2030,12731.03,12971.39,1.89
"1119","LVA","rcp26","ssp2",2035,14120.94,14535.37,2.93
"1120","LVA","rcp26","ssp2",2040,15465.26,16117.78,4.22
"1121","LVA","rcp26","ssp2",2045,16738.57,17699.52,5.74
"1122","LVA","rcp26","ssp2",2050,17951.85,19300.93,7.51
"1123","LVA","rcp26","ssp2",2055,19290.32,21133.3,9.55
"1124","LVA","rcp26","ssp2",2060,20854.55,23328.09,11.86
"1125","LVA","rcp26","ssp2",2070,24209.42,28401.37,17.32
"1126","LVA","rcp26","ssp2",2080,27806.99,34483.52,24.01
"1127","LVA","rcp26","ssp2",2090,31575.95,41711.4,32.1
"1128","LVA","rcp26","ssp2",2100,35686.9,50602.08,41.79
"1129","MAR","rcp26","ssp2",2025,3998.32,3973.56,-0.62
"1130","MAR","rcp26","ssp2",2030,4966.82,4912.78,-1.09
"1131","MAR","rcp26","ssp2",2035,6096.12,5993.07,-1.69
"1132","MAR","rcp26","ssp2",2040,7381.97,7202.94,-2.43
"1133","MAR","rcp26","ssp2",2045,8800.03,8510.11,-3.29
"1134","MAR","rcp26","ssp2",2050,10345.06,9900.95,-4.29
"1135","MAR","rcp26","ssp2",2055,12029,11377.13,-5.42
"1136","MAR","rcp26","ssp2",2060,13878.56,12952.65,-6.67
"1137","MAR","rcp26","ssp2",2070,18076.06,16349.18,-9.55
"1138","MAR","rcp26","ssp2",2080,22811.08,19871.72,-12.89
"1139","MAR","rcp26","ssp2",2090,27931.89,23290.88,-16.62
"1140","MAR","rcp26","ssp2",2100,33546.12,26599.57,-20.71
"1141","MDA","rcp26","ssp2",2025,1849.55,1858.44,0.48
"1142","MDA","rcp26","ssp2",2030,2368.89,2388.72,0.84
"1143","MDA","rcp26","ssp2",2035,2960.48,2998.72,1.29
"1144","MDA","rcp26","ssp2",2040,3602.34,3668.77,1.84
"1145","MDA","rcp26","ssp2",2045,4267.31,4373.76,2.49
"1146","MDA","rcp26","ssp2",2050,4941.07,5101.32,3.24
"1147","MDA","rcp26","ssp2",2055,5661.07,5892.58,4.09
"1148","MDA","rcp26","ssp2",2060,6485.5,6811.91,5.03
"1149","MDA","rcp26","ssp2",2070,8360.5,8963.04,7.21
"1150","MDA","rcp26","ssp2",2080,10422.82,11440.29,9.76
"1151","MDA","rcp26","ssp2",2090,12711.31,14329.58,12.73
"1152","MDA","rcp26","ssp2",2100,15196.54,17645.15,16.11
"1153","MDG","rcp26","ssp2",2025,441.23,437.6,-0.82
"1154","MDG","rcp26","ssp2",2030,553.13,545.22,-1.43
"1155","MDG","rcp26","ssp2",2035,700.75,685.29,-2.21
"1156","MDG","rcp26","ssp2",2040,897.08,868.89,-3.14
"1157","MDG","rcp26","ssp2",2045,1155.13,1106.21,-4.24
"1158","MDG","rcp26","ssp2",2050,1486.39,1404.91,-5.48
"1159","MDG","rcp26","ssp2",2055,1902.02,1771.2,-6.88
"1160","MDG","rcp26","ssp2",2060,2414.43,2211.16,-8.42
"1161","MDG","rcp26","ssp2",2070,3779.37,3329.23,-11.91
"1162","MDG","rcp26","ssp2",2080,5683.75,4780.23,-15.9
"1163","MDG","rcp26","ssp2",2090,8241.44,6568,-20.31
"1164","MDG","rcp26","ssp2",2100,11597.75,8691.74,-25.06
"1165","MEX","rcp26","ssp2",2025,11005.39,10924.07,-0.74
"1166","MEX","rcp26","ssp2",2030,12262.76,12104.18,-1.29
"1167","MEX","rcp26","ssp2",2035,13617.17,13344.7,-2
"1168","MEX","rcp26","ssp2",2040,15104.15,14671.45,-2.86
"1169","MEX","rcp26","ssp2",2045,16779.13,16129.21,-3.87
"1170","MEX","rcp26","ssp2",2050,18662.68,17724.83,-5.03
"1171","MEX","rcp26","ssp2",2055,20745.08,19433.27,-6.32
"1172","MEX","rcp26","ssp2",2060,23028.91,21242.75,-7.76
"1173","MEX","rcp26","ssp2",2070,28144.01,25045.14,-11.01
"1174","MEX","rcp26","ssp2",2080,34066.99,29046.13,-14.74
"1175","MEX","rcp26","ssp2",2090,40911.95,33182.38,-18.89
"1176","MEX","rcp26","ssp2",2100,48726.61,37316.9,-23.42
"1177","MKD","rcp26","ssp2",2025,4898.96,4923.38,0.5
"1178","MKD","rcp26","ssp2",2030,5735.97,5785.71,0.87
"1179","MKD","rcp26","ssp2",2035,6624.54,6713.14,1.34
"1180","MKD","rcp26","ssp2",2040,7514.8,7658.1,1.91
"1181","MKD","rcp26","ssp2",2045,8377.94,8593.75,2.58
"1182","MKD","rcp26","ssp2",2050,9240.49,9549.54,3.34
"1183","MKD","rcp26","ssp2",2055,10132.12,10558.88,4.21
"1184","MKD","rcp26","ssp2",2060,11074.39,11647.75,5.18
"1185","MKD","rcp26","ssp2",2070,13046.15,14012.96,7.41
"1186","MKD","rcp26","ssp2",2080,14997.08,16505.8,10.06
"1187","MKD","rcp26","ssp2",2090,16949.24,19170.45,13.11
"1188","MKD","rcp26","ssp2",2100,19034.77,22182.89,16.54
"1189","MLI","rcp26","ssp2",2025,722.29,707.73,-2.02
"1190","MLI","rcp26","ssp2",2030,894.84,863.54,-3.5
"1191","MLI","rcp26","ssp2",2035,1119.57,1059.57,-5.36
"1192","MLI","rcp26","ssp2",2040,1413.75,1306.62,-7.58
"1193","MLI","rcp26","ssp2",2045,1795.38,1613.53,-10.13
"1194","MLI","rcp26","ssp2",2050,2283.65,1987.13,-12.98
"1195","MLI","rcp26","ssp2",2055,2897.76,2430.79,-16.11
"1196","MLI","rcp26","ssp2",2060,3654.82,2942.55,-19.49
"1197","MLI","rcp26","ssp2",2070,5654.43,4137.71,-26.82
"1198","MLI","rcp26","ssp2",2080,8418.94,5498.63,-34.69
"1199","MLI","rcp26","ssp2",2090,12063.93,6904.51,-42.77
"1200","MLI","rcp26","ssp2",2100,16784.66,8263.78,-50.77
"1201","MNG","rcp26","ssp2",2025,2945.34,3016.26,2.41
"1202","MNG","rcp26","ssp2",2030,3718.38,3877.17,4.27
"1203","MNG","rcp26","ssp2",2035,4544.03,4848.83,6.71
"1204","MNG","rcp26","ssp2",2040,5392.26,5918.49,9.76
"1205","MNG","rcp26","ssp2",2045,6237.26,7077.59,13.47
"1206","MNG","rcp26","ssp2",2050,7085.7,8354.42,17.91
"1207","MNG","rcp26","ssp2",2055,7983.86,9830.71,23.13
"1208","MNG","rcp26","ssp2",2060,8953.27,11569.38,29.22
"1209","MNG","rcp26","ssp2",2070,10937.85,15796.61,44.42
"1210","MNG","rcp26","ssp2",2080,12777.31,21034.48,64.62
"1211","MNG","rcp26","ssp2",2090,14691.69,28095.56,91.23
"1212","MNG","rcp26","ssp2",2100,16704.1,37808.16,126.34
"1213","MOZ","rcp26","ssp2",2025,674.81,665.48,-1.38
"1214","MOZ","rcp26","ssp2",2030,842.1,821.75,-2.42
"1215","MOZ","rcp26","ssp2",2035,1049.14,1010.06,-3.72
"1216","MOZ","rcp26","ssp2",2040,1318.26,1248.47,-5.29
"1217","MOZ","rcp26","ssp2",2045,1669.13,1550.42,-7.11
"1218","MOZ","rcp26","ssp2",2050,2119.47,1925.16,-9.17
"1219","MOZ","rcp26","ssp2",2055,2686.64,2379.14,-11.45
"1220","MOZ","rcp26","ssp2",2060,3389.93,2917.76,-13.93
"1221","MOZ","rcp26","ssp2",2070,5296.88,4267.25,-19.44
"1222","MOZ","rcp26","ssp2",2080,8041.59,5988.19,-25.53
"1223","MOZ","rcp26","ssp2",2090,11845.1,8050.88,-32.03
"1224","MOZ","rcp26","ssp2",2100,16945.54,10378.32,-38.75
"1225","MRT","rcp26","ssp2",2025,1209.8,1183.37,-2.18
"1226","MRT","rcp26","ssp2",2030,1446.12,1391.23,-3.8
"1227","MRT","rcp26","ssp2",2035,1734.51,1633.59,-5.82
"1228","MRT","rcp26","ssp2",2040,2092.82,1920.68,-8.23
"1229","MRT","rcp26","ssp2",2045,2534.73,2256.21,-10.99
"1230","MRT","rcp26","ssp2",2050,3065.6,2634.16,-14.07
"1231","MRT","rcp26","ssp2",2055,3687.54,3044.16,-17.45
"1232","MRT","rcp26","ssp2",2060,4401.26,3473.9,-21.07
"1233","MRT","rcp26","ssp2",2070,6092.27,4331.41,-28.9
"1234","MRT","rcp26","ssp2",2080,8135.32,5107.3,-37.22
"1235","MRT","rcp26","ssp2",2090,10520.92,5717.03,-45.66
"1236","MRT","rcp26","ssp2",2100,13254.76,6108.25,-53.92
"1237","MUS","rcp26","ssp2",2025,8723.8,8645.18,-0.9
"1238","MUS","rcp26","ssp2",2030,9911.53,9755.03,-1.58
"1239","MUS","rcp26","ssp2",2035,11103.91,10832.73,-2.44
"1240","MUS","rcp26","ssp2",2040,12346.03,11915.71,-3.49
"1241","MUS","rcp26","ssp2",2045,13684.96,13041.3,-4.7
"1242","MUS","rcp26","ssp2",2050,15091.68,14172.36,-6.09
"1243","MUS","rcp26","ssp2",2055,16550.5,15285.63,-7.64
"1244","MUS","rcp26","ssp2",2060,18100.69,16408.72,-9.35
"1245","MUS","rcp26","ssp2",2070,21599.27,18752,-13.18
"1246","MUS","rcp26","ssp2",2080,25785.46,21270.63,-17.51
"1247","MUS","rcp26","ssp2",2090,30523.28,23732.56,-22.25
"1248","MUS","rcp26","ssp2",2100,35861.49,26069.64,-27.3
"1249","MWI","rcp26","ssp2",2025,379.41,374.91,-1.19
"1250","MWI","rcp26","ssp2",2030,467.18,457.51,-2.07
"1251","MWI","rcp26","ssp2",2035,578.95,560.49,-3.19
"1252","MWI","rcp26","ssp2",2040,725.57,692.67,-4.53
"1253","MWI","rcp26","ssp2",2045,917.92,861.9,-6.1
"1254","MWI","rcp26","ssp2",2050,1169.01,1076.87,-7.88
"1255","MWI","rcp26","ssp2",2055,1492.5,1345.46,-9.85
"1256","MWI","rcp26","ssp2",2060,1903.04,1674.49,-12.01
"1257","MWI","rcp26","ssp2",2070,3052.49,2538.48,-16.84
"1258","MWI","rcp26","ssp2",2080,4736.32,3683.21,-22.23
"1259","MWI","rcp26","ssp2",2090,7063.14,5080.27,-28.07
"1260","MWI","rcp26","ssp2",2100,10142.37,6672.51,-34.21
"1261","MYS","rcp26","ssp2",2025,8836.82,8723.89,-1.28
"1262","MYS","rcp26","ssp2",2030,10103.34,9877.95,-2.23
"1263","MYS","rcp26","ssp2",2035,11463.38,11069.13,-3.44
