Model,Scenario,Region,Variable,Unit,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
OECD ENV-Growth 2023,SSP1,Aruba,GDP|PPP,billion USD_2017/yr,,,,,,,,,3.11606,4.60237,4.88357,5.27245,5.73753,6.27086,6.84942,7.47681,8.17492,8.92051,9.6737,10.4262,11.1708,11.892,12.5779,13.2108,13.7626
OECD ENV-Growth 2023,SSP1,Angola,GDP|PPP,billion USD_2017/yr,,,,,,,,,201.395,227.037,272.628,335.328,417.927,532.361,681.733,869.5,1101.9,1383.07,1712.61,2090.41,2511.58,2971.55,3466.53,3989.2,4529.67
OECD ENV-Growth 2023,SSP1,Albania,GDP|PPP,billion USD_2017/yr,,,,,,,,,38.6186,48.8271,58.0645,68.4202,79.2761,89.3166,97.1609,103.257,108.274,113.047,117.746,121.665,124.77,127.062,128.632,129.482,129.816
OECD ENV-Growth 2023,SSP1,United Arab Emirates,GDP|PPP,billion USD_2017/yr,,,,,,,,,628.455,792.174,983.035,1174.22,1321,1423.53,1487.22,1529.24,1563.54,1587.76,1594.23,1579.56,1550.22,1508.37,1459.36,1409.41,1364.09
OECD ENV-Growth 2023,SSP1,Argentina,GDP|PPP,billion USD_2017/yr,,,,,,,,,750.58,861.741,976.732,1100.14,1250.83,1429.44,1625.5,1835.6,2056.5,2287.45,2522.03,2751.28,2969.72,3174.74,3363.23,3529.76,3667.27
OECD ENV-Growth 2023,SSP1,Armenia,GDP|PPP,billion USD_2017/yr,,,,,,,,,37.5166,52.4338,65.6327,80.552,95.0155,107.558,117.728,126.563,135.28,144.622,153.588,160.87,167.356,173.398,179.411,185.752,192.617
OECD ENV-Growth 2023,SSP1,Antigua and Barbuda,GDP|PPP,billion USD_2017/yr,,,,,,,,,1.74094,2.333,2.69247,3.13737,3.66857,4.28872,4.95047,5.64645,6.39095,7.18672,7.99284,8.79479,9.56561,10.2919,10.9608,11.5587,12.0694
OECD ENV-Growth 2023,SSP1,Australia,GDP|PPP,billion USD_2017/yr,,,,,,,,,1202.79,1383.38,1580.08,1821.75,2110.36,2436.12,2764.93,3087.05,3412.88,3743.17,4068.9,4380.7,4670.58,4923.69,5125.51,5272.3,5373.29
OECD ENV-Growth 2023,SSP1,Austria,GDP|PPP,billion USD_2017/yr,,,,,,,,,435.834,485.038,534.455,577.499,624.206,671.745,715.273,756.079,796.419,836.823,875.831,912.498,944.626,966.522,977.441,977.56,970.015
OECD ENV-Growth 2023,SSP1,Azerbaijan,GDP|PPP,billion USD_2017/yr,,,,,,,,,138.624,164.983,186.601,209.653,237.258,271.896,311.197,353.498,399.248,448.031,498.618,549.82,601.163,653.004,705.614,758.427,810.678
OECD ENV-Growth 2023,SSP1,Burundi,GDP|PPP,billion USD_2017/yr,,,,,,,,,8.69567,10.5911,13.9974,18.8078,25.6316,35.4013,48.6042,65.9754,88.6099,117.389,152.618,194.915,244.411,300.894,364.245,434.156,510.14
OECD ENV-Growth 2023,SSP1,Belgium,GDP|PPP,billion USD_2017/yr,,,,,,,,,528.495,605.902,657.276,705.753,753.884,801.212,846.986,892.145,939.507,988.602,1035.86,1079.89,1119.33,1151.39,1173.23,1185.86,1188.57
OECD ENV-Growth 2023,SSP1,Benin,GDP|PPP,billion USD_2017/yr,,,,,,,,,40.287,54.5112,73.8286,101.682,136.927,181.562,235.874,300.912,378.852,471.141,577.508,697.419,829.531,972.459,1126.21,1289.31,1460.02
OECD ENV-Growth 2023,SSP1,Burkina Faso,GDP|PPP,billion USD_2017/yr,,,,,,,,,45.2979,57.8578,77.1315,107.848,147.692,200.64,267.817,351.253,454.239,578.924,723.782,889.286,1073.33,1274.32,1492.03,1725.55,1972.53
OECD ENV-Growth 2023,SSP1,Bangladesh,GDP|PPP,billion USD_2017/yr,,,,,,,,,999.535,1371.5,1931.26,2642.08,3463.9,4376.65,5304.95,6223.4,7141.27,8068.39,8951.56,9785.31,10524.5,11149.1,11669.9,12097.9,12434.4
OECD ENV-Growth 2023,SSP1,Bulgaria,GDP|PPP,billion USD_2017/yr,,,,,,,,,156.364,187.916,215.897,244.642,272.576,298.271,320.596,341.028,359.901,377.228,392.608,406.544,419.784,432.878,446.29,460.095,473.467
OECD ENV-Growth 2023,SSP1,Bahrain,GDP|PPP,billion USD_2017/yr,,,,,,,,,70.9099,83.7891,96.1648,109.961,123.264,136.477,149.32,162.524,176.299,190.14,201.88,211.543,218.95,224.163,227.67,230.138,231.754
OECD ENV-Growth 2023,SSP1,Bahamas,GDP|PPP,billion USD_2017/yr,,,,,,,,,10.622,15.3387,16.6174,18.1647,19.8967,21.7831,23.6743,25.5405,27.4155,29.2873,31.139,32.9329,34.6444,36.2412,37.6556,38.8434,39.7593
OECD ENV-Growth 2023,SSP1,Bosnia and Herzegovina,GDP|PPP,billion USD_2017/yr,,,,,,,,,48.7193,58.9414,68.6023,77.9655,85.0674,89.8159,92.5182,94.0125,95.0009,95.8688,96.2075,96.3191,96.1409,95.7788,95.351,94.9241,94.4558
OECD ENV-Growth 2023,SSP1,Belarus,GDP|PPP,billion USD_2017/yr,,,,,,,,,180.446,184.177,191.646,204.038,221.254,242.589,265.44,290.514,318.532,349.369,381.259,413.112,444.801,476.6,509.119,542.513,576.057
OECD ENV-Growth 2023,SSP1,Belize,GDP|PPP,billion USD_2017/yr,,,,,,,,,3.04218,4.34084,4.96588,5.95004,7.34598,9.19468,11.4205,13.9913,16.9294,20.2234,23.7578,27.4522,31.1833,34.8643,38.4115,41.7396,44.7434
OECD ENV-Growth 2023,SSP1,Bolivia,GDP|PPP,billion USD_2017/yr,,,,,,,,,91.6687,106.494,119.518,139.683,171.377,215.627,270.682,335.385,409.34,491.83,580.015,671.889,765.772,860.497,955.037,1048.08,1138.35
OECD ENV-Growth 2023,SSP1,Brazil,GDP|PPP,billion USD_2017/yr,,,,,,,,,2935.82,3409.83,3709.74,4258.44,5023.91,5996.75,7102.73,8297.07,9543.77,10832.3,12096.7,13313.6,14436.8,15448.9,16341.8,17091,17657.4
