"","iso","rcp","ssp","year","GDPcapNoCC","GDPcapCC","pct.diff"
"1965","ZMB","rcp60","ssp2",2070,8412.65,7144.2,NA
"1966","ZMB","rcp60","ssp2",2080,12017.27,9613.98,NA
"1967","ZMB","rcp60","ssp2",2090,16501.59,12317.4,NA
"1968","ZMB","rcp60","ssp2",2100,21966.2,15147.32,NA
"1969","ZWE","rcp60","ssp2",2025,853.87,845.64,NA
"1970","ZWE","rcp60","ssp2",2030,1135.57,1116.55,NA
"1971","ZWE","rcp60","ssp2",2035,1548.24,1508.37,NA
"1972","ZWE","rcp60","ssp2",2040,2133.56,2055.41,NA
"1973","ZWE","rcp60","ssp2",2045,2932.34,2787.62,NA
"1974","ZWE","rcp60","ssp2",2050,3990.58,3735.63,NA
"1975","ZWE","rcp60","ssp2",2055,5355.02,4925.64,NA
"1976","ZWE","rcp60","ssp2",2060,7074.33,6380.4,NA
"1977","ZWE","rcp60","ssp2",2070,11771.36,10138.1,NA
"1978","ZWE","rcp60","ssp2",2080,18423.54,15013.19,NA
"1979","ZWE","rcp60","ssp2",2090,27281.53,20841.47,NA
"1980","ZWE","rcp60","ssp2",2100,38657.55,27430.41,NA
"1981","AFG","rcp26","ssp2",2025,415.62,415.55,-0.02
"1982","AFG","rcp26","ssp2",2030,487.99,487.83,-0.03
"1983","AFG","rcp26","ssp2",2035,582.21,581.86,-0.06
"1984","AFG","rcp26","ssp2",2040,705.17,704.46,-0.1
"1985","AFG","rcp26","ssp2",2045,863.25,861.91,-0.16
"1986","AFG","rcp26","ssp2",2050,1063.01,1060.51,-0.24
"1987","AFG","rcp26","ssp2",2055,1311.34,1307.24,-0.31
"1988","AFG","rcp26","ssp2",2060,1617.6,1610.79,-0.42
"1989","AFG","rcp26","ssp2",2070,2455.15,2436.63,-0.75
"1990","AFG","rcp26","ssp2",2080,3675.49,3630.77,-1.22
"1991","AFG","rcp26","ssp2",2090,5378.15,5276.85,-1.88
"1992","AFG","rcp26","ssp2",2100,7696.63,7487.2,-2.72
"1993","AGO","rcp26","ssp2",2025,2420.87,2393.49,-1.13
"1994","AGO","rcp26","ssp2",2030,2326.66,2280.42,-1.99
"1995","AGO","rcp26","ssp2",2035,2258.35,2188.97,-3.07
"1996","AGO","rcp26","ssp2",2040,2304.11,2203.48,-4.37
"1997","AGO","rcp26","ssp2",2045,2486.43,2340.76,-5.86
"1998","AGO","rcp26","ssp2",2050,2807.79,2596.02,-7.54
"1999","AGO","rcp26","ssp2",2055,3267.92,2960.58,-9.4
"2000","AGO","rcp26","ssp2",2060,3872.38,3429.54,-11.44
"2001","AGO","rcp26","ssp2",2070,5545.11,4659.76,-15.97
"2002","AGO","rcp26","ssp2",2080,7867.37,6211.42,-21.05
"2003","AGO","rcp26","ssp2",2090,10877.7,7987.92,-26.57
"2004","AGO","rcp26","ssp2",2100,14698.95,9933.77,-32.42
"2005","ALB","rcp26","ssp2",2025,3997.66,3993.06,-0.12
"2006","ALB","rcp26","ssp2",2030,4476.06,4466.71,-0.21
"2007","ALB","rcp26","ssp2",2035,4999.46,4982.93,-0.33
"2008","ALB","rcp26","ssp2",2040,5574.41,5547.66,-0.48
"2009","ALB","rcp26","ssp2",2045,6180.95,6139.5,-0.67
"2010","ALB","rcp26","ssp2",2050,6814.51,6753.24,-0.9
"2011","ALB","rcp26","ssp2",2055,7494.16,7406.66,-1.17
"2012","ALB","rcp26","ssp2",2060,8229.48,8108.23,-1.47
"2013","ALB","rcp26","ssp2",2070,9868.36,9652.63,-2.19
"2014","ALB","rcp26","ssp2",2080,11769.62,11406.53,-3.08
"2015","ALB","rcp26","ssp2",2090,13847.33,13259.17,-4.25
"2016","ALB","rcp26","ssp2",2100,16172.96,15259.6,-5.65
"2017","ARE","rcp26","ssp2",2025,51989.75,50864.93,-2.16
"2018","ARE","rcp26","ssp2",2030,55970.1,53863.26,-3.76
"2019","ARE","rcp26","ssp2",2035,59533.8,56092.03,-5.78
"2020","ARE","rcp26","ssp2",2040,62644.31,57513.19,-8.19
"2021","ARE","rcp26","ssp2",2045,65226.68,58074.91,-10.96
"2022","ARE","rcp26","ssp2",2050,67702.25,58180.48,-14.06
"2023","ARE","rcp26","ssp2",2055,70717.16,58379.94,-17.45
"2024","ARE","rcp26","ssp2",2060,74336.21,58674.89,-21.07
"2025","ARE","rcp26","ssp2",2070,82674.48,58802.97,-28.87
"2026","ARE","rcp26","ssp2",2080,91418.1,57455.08,-37.15
"2027","ARE","rcp26","ssp2",2090,99983.07,54447.41,-45.54
"2028","ARE","rcp26","ssp2",2100,108587.8,50229.33,-53.74
"2029","ARG","rcp26","ssp2",2025,8288.93,8256.1,-0.4
"2030","ARG","rcp26","ssp2",2030,9344.44,9279.46,-0.7
"2031","ARG","rcp26","ssp2",2035,10406.33,10294.02,-1.08
"2032","ARG","rcp26","ssp2",2040,11461.96,11284.54,-1.55
"2033","ARG","rcp26","ssp2",2045,12546.86,12283.19,-2.1
"2034","ARG","rcp26","ssp2",2050,13694.85,13319.88,-2.74
"2035","ARG","rcp26","ssp2",2055,14911.47,14396.11,-3.46
"2036","ARG","rcp26","ssp2",2060,16187.08,15497.98,-4.26
"2037","ARG","rcp26","ssp2",2070,18883.33,17732.2,-6.1
"2038","ARG","rcp26","ssp2",2080,21779.23,19985.31,-8.24
"2039","ARG","rcp26","ssp2",2090,24913.46,22256.22,-10.67
"2040","ARG","rcp26","ssp2",2100,28284.1,24498.71,-13.38
"2041","ARM","rcp26","ssp2",2025,2686.03,2703.95,0.67
"2042","ARM","rcp26","ssp2",2030,3142,3178.67,1.17
"2043","ARM","rcp26","ssp2",2035,3632.01,3697.67,1.81
"2044","ARM","rcp26","ssp2",2040,4140.85,4248.09,2.59
"2045","ARM","rcp26","ssp2",2045,4653.12,4816.77,3.52
"2046","ARM","rcp26","ssp2",2050,5172.78,5410.24,4.59
"2047","ARM","rcp26","ssp2",2055,5731.8,6064.95,5.81
"2048","ARM","rcp26","ssp2",2060,6367.49,6824.94,7.18
"2049","ARM","rcp26","ssp2",2070,7749.81,8555.62,10.4
"2050","ARM","rcp26","ssp2",2080,9293.53,10618.77,14.26
"2051","ARM","rcp26","ssp2",2090,11070.01,13143.73,18.73
"2052","ARM","rcp26","ssp2",2100,13008.08,16127.12,23.98
"2053","AUS","rcp26","ssp2",2025,42814.63,42643.32,-0.4
"2054","AUS","rcp26","ssp2",2030,45209.72,44891.43,-0.7
"2055","AUS","rcp26","ssp2",2035,47579.41,47058.53,-1.09
"2056","AUS","rcp26","ssp2",2040,50040.61,49253.73,-1.57
"2057","AUS","rcp26","ssp2",2045,52449.09,51329.77,-2.13
"2058","AUS","rcp26","ssp2",2050,54802.17,53280.51,-2.78
"2059","AUS","rcp26","ssp2",2055,57400.01,55390.52,-3.5
"2060","AUS","rcp26","ssp2",2060,60408.06,57806.06,-4.31
"2061","AUS","rcp26","ssp2",2070,67289.12,63128.56,-6.18
"2062","AUS","rcp26","ssp2",2080,74745.89,68478.25,-8.39
"2063","AUS","rcp26","ssp2",2090,83170.41,74079.02,-10.93
"2064","AUS","rcp26","ssp2",2100,93232.56,80457.33,-13.7
"2065","AUT","rcp26","ssp2",2025,45717.89,46077.09,0.79
"2066","AUT","rcp26","ssp2",2030,48596.67,49263.51,1.37
"2067","AUT","rcp26","ssp2",2035,51913.4,53013.94,2.12
"2068","AUT","rcp26","ssp2",2040,55601.7,57286.48,3.03
"2069","AUT","rcp26","ssp2",2045,59380.7,61817.36,4.1
"2070","AUT","rcp26","ssp2",2050,63247.75,66627.55,5.34
"2071","AUT","rcp26","ssp2",2055,67365.3,71916.14,6.76
"2072","AUT","rcp26","ssp2",2060,71898.4,77894.86,8.34
"2073","AUT","rcp26","ssp2",2070,81938.25,91812.27,12.05
"2074","AUT","rcp26","ssp2",2080,92744.2,108097.76,16.55
"2075","AUT","rcp26","ssp2",2090,104397.1,127258.89,21.9
"2076","AUT","rcp26","ssp2",2100,117816.43,150995.99,28.16
"2077","AZE","rcp26","ssp2",2025,2393.6,2392.31,-0.05
"2078","AZE","rcp26","ssp2",2030,2488.3,2485.79,-0.1
"2079","AZE","rcp26","ssp2",2035,2558.27,2554.1,-0.16
"2080","AZE","rcp26","ssp2",2040,2677.2,2670.55,-0.25
"2081","AZE","rcp26","ssp2",2045,2848.28,2838.19,-0.35
"2082","AZE","rcp26","ssp2",2050,3072.82,3058.19,-0.48
"2083","AZE","rcp26","ssp2",2055,3371.59,3350.72,-0.62
"2084","AZE","rcp26","ssp2",2060,3768.2,3738.63,-0.78
"2085","AZE","rcp26","ssp2",2070,4755.24,4698.7,-1.19
"2086","AZE","rcp26","ssp2",2080,5898.39,5799,-1.69
"2087","AZE","rcp26","ssp2",2090,7334.78,7163.56,-2.33
"2088","AZE","rcp26","ssp2",2100,9054.07,8774.18,-3.09
"2089","BDI","rcp26","ssp2",2025,288.36,285.56,-0.97
"2090","BDI","rcp26","ssp2",2030,375.92,369.54,-1.7
"2091","BDI","rcp26","ssp2",2035,493.8,480.9,-2.61
"2092","BDI","rcp26","ssp2",2040,650.41,626.19,-3.72
"2093","BDI","rcp26","ssp2",2045,852.76,809.95,-5.02
"2094","BDI","rcp26","ssp2",2050,1111.68,1039.44,-6.5
"2095","BDI","rcp26","ssp2",2055,1443.21,1325.58,-8.15
"2096","BDI","rcp26","ssp2",2060,1864.07,1678.23,-9.97
"2097","BDI","rcp26","ssp2",2070,3018.78,2593.99,-14.07
"2098","BDI","rcp26","ssp2",2080,4639.57,3770.7,-18.73
"2099","BDI","rcp26","ssp2",2090,6824.72,5197.86,-23.84
"2100","BDI","rcp26","ssp2",2100,9722.03,6873.03,-29.3
"2101","BEL","rcp26","ssp2",2025,43173.99,43318.37,0.33
"2102","BEL","rcp26","ssp2",2030,46690.54,46961.61,0.58
"2103","BEL","rcp26","ssp2",2035,50602.99,51054.58,0.89
"2104","BEL","rcp26","ssp2",2040,54675.09,55369.09,1.27
"2105","BEL","rcp26","ssp2",2045,58777.67,59783.11,1.71
"2106","BEL","rcp26","ssp2",2050,62993.4,64388.94,2.22
"2107","BEL","rcp26","ssp2",2055,67450.93,69327.98,2.78
"2108","BEL","rcp26","ssp2",2060,72177.59,74640.56,3.41
"2109","BEL","rcp26","ssp2",2070,81989.65,85971.63,4.86
"2110","BEL","rcp26","ssp2",2080,92233.84,98271.03,6.55
"2111","BEL","rcp26","ssp2",2090,103454.87,112220.26,8.47
"2112","BEL","rcp26","ssp2",2100,116299.41,128609.3,10.58
"2113","BEN","rcp26","ssp2",2025,806.29,793.43,-1.59
"2114","BEN","rcp26","ssp2",2030,962.5,935.83,-2.77
"2115","BEN","rcp26","ssp2",2035,1164.27,1114.77,-4.25
"2116","BEN","rcp26","ssp2",2040,1428.21,1342.19,-6.02
"2117","BEN","rcp26","ssp2",2045,1768.23,1625.55,-8.07
"2118","BEN","rcp26","ssp2",2050,2200.98,1972.7,-10.37
"2119","BEN","rcp26","ssp2",2055,2743.85,2389.52,-12.91
"2120","BEN","rcp26","ssp2",2060,3413.22,2878.28,-15.67
"2121","BEN","rcp26","ssp2",2070,5194.1,4064.54,-21.75
"2122","BEN","rcp26","ssp2",2080,7669.68,5491.85,-28.4
"2123","BEN","rcp26","ssp2",2090,11001.12,7106.28,-35.4
"2124","BEN","rcp26","ssp2",2100,15366.78,8824.74,-42.57
"2125","BFA","rcp26","ssp2",2025,729.07,715.01,-1.93
"2126","BFA","rcp26","ssp2",2030,891.4,861.52,-3.35
"2127","BFA","rcp26","ssp2",2035,1096.33,1039.92,-5.15
"2128","BFA","rcp26","ssp2",2040,1362.21,1262.98,-7.28
"2129","BFA","rcp26","ssp2",2045,1703.36,1537.35,-9.75
"2130","BFA","rcp26","ssp2",2050,2134.57,1867.64,-12.51
"2131","BFA","rcp26","ssp2",2055,2671.08,2256.18,-15.53
"2132","BFA","rcp26","ssp2",2060,3329.25,2703.41,-18.8
"2133","BFA","rcp26","ssp2",2070,5064.08,3751.87,-25.91
"2134","BFA","rcp26","ssp2",2080,7418.47,4928.15,-33.57
"2135","BFA","rcp26","ssp2",2090,10437.46,6107.85,-41.48
"2136","BFA","rcp26","ssp2",2100,14215.85,7198.12,-49.37
"2137","BGD","rcp26","ssp2",2025,950.19,936.43,-1.45
"2138","BGD","rcp26","ssp2",2030,1173.38,1143.65,-2.53
"2139","BGD","rcp26","ssp2",2035,1431.1,1375.15,-3.91
"2140","BGD","rcp26","ssp2",2040,1735.11,1638.58,-5.56
"2141","BGD","rcp26","ssp2",2045,2089.44,1933.06,-7.48
"2142","BGD","rcp26","ssp2",2050,2502.91,2261.22,-9.66
"2143","BGD","rcp26","ssp2",2055,2987.32,2627.03,-12.06
"2144","BGD","rcp26","ssp2",2060,3549.03,3028.08,-14.68
"2145","BGD","rcp26","ssp2",2070,4926.58,3918.15,-20.47
"2146","BGD","rcp26","ssp2",2080,6660.65,4872.47,-26.85
"2147","BGD","rcp26","ssp2",2090,8753.62,5811.75,-33.61
"2148","BGD","rcp26","ssp2",2100,11262.12,6695.48,-40.55
"2149","BGR","rcp26","ssp2",2025,6739.21,6767.01,0.41
"2150","BGR","rcp26","ssp2",2030,7895.8,7952.48,0.72
"2151","BGR","rcp26","ssp2",2035,9019.34,9119.3,1.11
"2152","BGR","rcp26","ssp2",2040,10085.61,10244.81,1.58
"2153","BGR","rcp26","ssp2",2045,11104.34,11340.76,2.13
"2154","BGR","rcp26","ssp2",2050,12128.44,12462.95,2.76
"2155","BGR","rcp26","ssp2",2055,13229.17,13687.61,3.47
"2156","BGR","rcp26","ssp2",2060,14420.86,15033.83,4.25
"2157","BGR","rcp26","ssp2",2070,16806.63,17823.75,6.05
"2158","BGR","rcp26","ssp2",2080,19104.95,20663.66,8.16
"2159","BGR","rcp26","ssp2",2090,21455.08,23721.96,10.57
"2160","BGR","rcp26","ssp2",2100,23905.64,27077.85,13.27
"2161","BHS","rcp26","ssp2",2025,27968.24,27617.31,-1.25
"2162","BHS","rcp26","ssp2",2030,29343.71,28700.93,-2.19
"2163","BHS","rcp26","ssp2",2035,30794.15,29754.69,-3.38
"2164","BHS","rcp26","ssp2",2040,32381.31,30826.71,-4.8
"2165","BHS","rcp26","ssp2",2045,34026,31828.48,-6.46
"2166","BHS","rcp26","ssp2",2050,35670.05,32696.46,-8.34
"2167","BHS","rcp26","ssp2",2055,37437.65,33536.57,-10.42
"2168","BHS","rcp26","ssp2",2060,39414.78,34411.48,-12.69
"2169","BHS","rcp26","ssp2",2070,44259.75,36406.46,-17.74
"2170","BHS","rcp26","ssp2",2080,49578.1,37999.62,-23.35
"2171","BHS","rcp26","ssp2",2090,55215.14,38995.72,-29.37
"2172","BHS","rcp26","ssp2",2100,61324.81,39468.82,-35.64
"2173","BIH","rcp26","ssp2",2025,4955.85,4981.2,0.51
"2174","BIH","rcp26","ssp2",2030,5862.13,5914.41,0.89
"2175","BIH","rcp26","ssp2",2035,6808.41,6902.02,1.37
"2176","BIH","rcp26","ssp2",2040,7758.99,7911.12,1.96
"2177","BIH","rcp26","ssp2",2045,8663.2,8892.75,2.65
"2178","BIH","rcp26","ssp2",2050,9528.16,9856.09,3.44
"2179","BIH","rcp26","ssp2",2055,10418.26,10869.85,4.33
"2180","BIH","rcp26","ssp2",2060,11306.25,11908.97,5.33
"2181","BIH","rcp26","ssp2",2070,13098.11,14098.25,7.64
"2182","BIH","rcp26","ssp2",2080,14850.79,16388.38,10.35
"2183","BIH","rcp26","ssp2",2090,16556.19,18784.09,13.46
"2184","BIH","rcp26","ssp2",2100,18333.28,21462.75,17.07
"2185","BLR","rcp26","ssp2",2025,5606.28,5662.21,1
"2186","BLR","rcp26","ssp2",2030,6445.18,6558,1.75
"2187","BLR","rcp26","ssp2",2035,7271.78,7469.44,2.72
"2188","BLR","rcp26","ssp2",2040,8046.65,8360.92,3.91
"2189","BLR","rcp26","ssp2",2045,8756.49,9222.18,5.32
"2190","BLR","rcp26","ssp2",2050,9461.71,10120.68,6.96
"2191","BLR","rcp26","ssp2",2055,10262.02,11168.78,8.84
"2192","BLR","rcp26","ssp2",2060,11178.84,12403.25,10.95
"2193","BLR","rcp26","ssp2",2070,13086.11,15174.87,15.96
"2194","BLR","rcp26","ssp2",2080,14908.72,18203.26,22.1
"2195","BLR","rcp26","ssp2",2090,16891.71,21870,29.47
"2196","BLR","rcp26","ssp2",2100,19043.79,26332.47,38.27
"2197","BLZ","rcp26","ssp2",2025,5196.17,5121.09,-1.44
"2198","BLZ","rcp26","ssp2",2030,5913.94,5765.35,-2.51
"2199","BLZ","rcp26","ssp2",2035,6745.37,6484.87,-3.86
"2200","BLZ","rcp26","ssp2",2040,7723.26,7299.91,-5.48
"2201","BLZ","rcp26","ssp2",2045,8836.99,8186.63,-7.36
"2202","BLZ","rcp26","ssp2",2050,10100.69,9143.1,-9.48
"2203","BLZ","rcp26","ssp2",2055,11543.64,10178.41,-11.83
"2204","BLZ","rcp26","ssp2",2060,13192.08,11295.19,-14.38
"2205","BLZ","rcp26","ssp2",2070,17100.37,13675.57,-20.03
"2206","BLZ","rcp26","ssp2",2080,21870.47,16128.23,-26.26
"2207","BLZ","rcp26","ssp2",2090,27520.89,18477.6,-32.86
"2208","BLZ","rcp26","ssp2",2100,34056.42,20550.22,-39.66
"2209","BOL","rcp26","ssp2",2025,1830.33,1819.85,-0.57
"2210","BOL","rcp26","ssp2",2030,2204.92,2182.79,-1
"2211","BOL","rcp26","ssp2",2035,2641.58,2600.46,-1.56
"2212","BOL","rcp26","ssp2",2040,3156.51,3086.1,-2.23
"2213","BOL","rcp26","ssp2",2045,3756.49,3642.85,-3.03
"2214","BOL","rcp26","ssp2",2050,4448.87,4273.51,-3.94
"2215","BOL","rcp26","ssp2",2055,5238.94,4978.33,-4.97
"2216","BOL","rcp26","ssp2",2060,6129.76,5754.3,-6.13
"2217","BOL","rcp26","ssp2",2070,8220.68,7500.68,-8.76
"2218","BOL","rcp26","ssp2",2080,10746.59,9477.56,-11.81
"2219","BOL","rcp26","ssp2",2090,13656.04,11569.91,-15.28
"2220","BOL","rcp26","ssp2",2100,16973.6,13735.33,-19.08
"2221","BRA","rcp26","ssp2",2025,7282.1,7203.69,-1.08
"2222","BRA","rcp26","ssp2",2030,8044.58,7892.97,-1.88
"2223","BRA","rcp26","ssp2",2035,8822.82,8565.95,-2.91
"2224","BRA","rcp26","ssp2",2040,9643.32,9243.04,-4.15
"2225","BRA","rcp26","ssp2",2045,10502.39,9914.66,-5.6
"2226","BRA","rcp26","ssp2",2050,11428.78,10601.21,-7.24
"2227","BRA","rcp26","ssp2",2055,12441.4,11312.49,-9.07
"2228","BRA","rcp26","ssp2",2060,13523.12,12024.2,-11.08
"2229","BRA","rcp26","ssp2",2070,15941.4,13457.13,-15.58
"2230","BRA","rcp26","ssp2",2080,18774.03,14901.78,-20.63
"2231","BRA","rcp26","ssp2",2090,22006.03,16261.74,-26.1
"2232","BRA","rcp26","ssp2",2100,25735.33,17526.85,-31.9
"2233","BRN","rcp26","ssp2",2025,32660.88,32220.51,-1.35
"2234","BRN","rcp26","ssp2",2030,34873.81,34053.53,-2.35
"2235","BRN","rcp26","ssp2",2035,37166.18,35819.81,-3.62
"2236","BRN","rcp26","ssp2",2040,39500.62,37466.23,-5.15
"2237","BRN","rcp26","ssp2",2045,41885.15,38985.23,-6.92
"2238","BRN","rcp26","ssp2",2050,44434.27,40467.39,-8.93
"2239","BRN","rcp26","ssp2",2055,47198.18,41937.28,-11.15
"2240","BRN","rcp26","ssp2",2060,50118.66,43320.74,-13.56
"2241","BRN","rcp26","ssp2",2070,56060.58,45452.67,-18.92
"2242","BRN","rcp26","ssp2",2080,61973.55,46575.65,-24.85
"2243","BRN","rcp26","ssp2",2090,67594.69,46528.68,-31.17
"2244","BRN","rcp26","ssp2",2100,73196.78,45596.76,-37.71
"2245","BTN","rcp26","ssp2",2025,4009.09,4009.35,0.01
"2246","BTN","rcp26","ssp2",2030,5045,5045.41,0.01
"2247","BTN","rcp26","ssp2",2035,6167.38,6167.83,0.01
"2248","BTN","rcp26","ssp2",2040,7378.97,7379.09,0
"2249","BTN","rcp26","ssp2",2045,8653.51,8652.66,-0.01
"2250","BTN","rcp26","ssp2",2050,9981.72,9978.89,-0.03
"2251","BTN","rcp26","ssp2",2055,11381.92,11375.59,-0.06
"2252","BTN","rcp26","ssp2",2060,12878.72,12866.79,-0.09
"2253","BTN","rcp26","ssp2",2070,16076.26,16044.21,-0.2
"2254","BTN","rcp26","ssp2",2080,19346.72,19280.18,-0.34
"2255","BTN","rcp26","ssp2",2090,22620.63,22497.55,-0.54
"2256","BTN","rcp26","ssp2",2100,25939.84,25720.06,-0.85
"2257","BWA","rcp26","ssp2",2025,8497.72,8395.52,-1.2
"2258","BWA","rcp26","ssp2",2030,9453.73,9254.59,-2.11
"2259","BWA","rcp26","ssp2",2035,10414.38,10075.29,-3.26
"2260","BWA","rcp26","ssp2",2040,11416.25,10886.15,-4.64
"2261","BWA","rcp26","ssp2",2045,12445.25,11666.06,-6.26
"2262","BWA","rcp26","ssp2",2050,13508.81,12414.55,-8.1
"2263","BWA","rcp26","ssp2",2055,14623.08,13139.42,-10.15
"2264","BWA","rcp26","ssp2",2060,15801.07,13843.36,-12.39
"2265","BWA","rcp26","ssp2",2070,18350.43,15159.36,-17.39
"2266","BWA","rcp26","ssp2",2080,21118.53,16269.25,-22.96
"2267","BWA","rcp26","ssp2",2090,24097.69,17111.59,-28.99
"2268","BWA","rcp26","ssp2",2100,27258.71,17638.22,-35.29
"2269","CAF","rcp26","ssp2",2025,649.36,638.71,-1.64
"2270","CAF","rcp26","ssp2",2030,801.99,779.1,-2.85
"2271","CAF","rcp26","ssp2",2035,998.69,954.89,-4.39
"2272","CAF","rcp26","ssp2",2040,1256.78,1178.63,-6.22
"2273","CAF","rcp26","ssp2",2045,1591.91,1459.22,-8.34
"2274","CAF","rcp26","ssp2",2050,2020.14,1803.6,-10.72
"2275","CAF","rcp26","ssp2",2055,2560.12,2218.26,-13.35
"2276","CAF","rcp26","ssp2",2060,3232.64,2708.52,-16.21
"2277","CAF","rcp26","ssp2",2070,5065.67,3925.12,-22.52
"2278","CAF","rcp26","ssp2",2080,7711.16,5443.26,-29.41
"2279","CAF","rcp26","ssp2",2090,11365.93,7200.07,-36.65
"2280","CAF","rcp26","ssp2",2100,16281.38,9116.08,-44.01
"2281","CAN","rcp26","ssp2",2025,42582.57,43156.8,1.35
"2282","CAN","rcp26","ssp2",2030,44967.8,46031.32,2.37
"2283","CAN","rcp26","ssp2",2035,47608.43,49355.66,3.67
"2284","CAN","rcp26","ssp2",2040,50275.18,52925.05,5.27
"2285","CAN","rcp26","ssp2",2045,52778,56567.06,7.18
"2286","CAN","rcp26","ssp2",2050,55154.58,60342.44,9.41
"2287","CAN","rcp26","ssp2",2055,57670.18,64567.33,11.96
"2288","CAN","rcp26","ssp2",2060,60613.11,69626.19,14.87
"2289","CAN","rcp26","ssp2",2070,67734.91,82505.32,21.81
"2290","CAN","rcp26","ssp2",2080,75887.6,98994.12,30.45
"2291","CAN","rcp26","ssp2",2090,85228.57,120154.24,40.98
"2292","CAN","rcp26","ssp2",2100,96536.13,148303.78,53.63
"2293","CHE","rcp26","ssp2",2025,63355.98,63886.06,0.84
"2294","CHE","rcp26","ssp2",2030,66811.57,67788.43,1.46
"2295","CHE","rcp26","ssp2",2035,70974.34,72579.01,2.26
"2296","CHE","rcp26","ssp2",2040,76004.09,78465.59,3.24
"2297","CHE","rcp26","ssp2",2045,81626.62,85213.92,4.39
"2298","CHE","rcp26","ssp2",2050,87690.15,92716.01,5.73
"2299","CHE","rcp26","ssp2",2055,94202.24,101033.43,7.25
"2300","CHE","rcp26","ssp2",2060,101287.74,110356.25,8.95
"2301","CHE","rcp26","ssp2",2070,116892.38,132047.17,12.96
"2302","CHE","rcp26","ssp2",2080,133716.93,157615.3,17.87
"2303","CHE","rcp26","ssp2",2090,152133.59,188228.08,23.73
"2304","CHE","rcp26","ssp2",2100,172999.64,225906.92,30.58
"2305","CHL","rcp26","ssp2",2025,12236.56,12268.65,0.26
"2306","CHL","rcp26","ssp2",2030,13723.79,13786.73,0.46
"2307","CHL","rcp26","ssp2",2035,15284.09,15392.25,0.71
"2308","CHL","rcp26","ssp2",2040,16985.18,17156.61,1.01
"2309","CHL","rcp26","ssp2",2045,18793.3,19049.94,1.37
"2310","CHL","rcp26","ssp2",2050,20662.6,21029.43,1.78
"2311","CHL","rcp26","ssp2",2055,22626.15,23133.09,2.24
"2312","CHL","rcp26","ssp2",2060,24747.11,25429.16,2.76
"2313","CHL","rcp26","ssp2",2070,29435.87,30598.02,3.95
"2314","CHL","rcp26","ssp2",2080,34652.69,36506.02,5.35
"2315","CHL","rcp26","ssp2",2090,40460.19,43278.88,6.97
"2316","CHL","rcp26","ssp2",2100,47034.41,51172.38,8.8
"2317","CHN","rcp26","ssp2",2025,4808.61,4797.41,-0.23
"2318","CHN","rcp26","ssp2",2030,5757.04,5732.9,-0.42
"2319","CHN","rcp26","ssp2",2035,6643.75,6599.65,-0.66
"2320","CHN","rcp26","ssp2",2040,7514.95,7442.25,-0.97
"2321","CHN","rcp26","ssp2",2045,8350.5,8238.76,-1.34
"2322","CHN","rcp26","ssp2",2050,9124.82,8962.63,-1.78
"2323","CHN","rcp26","ssp2",2055,9882.63,9657.57,-2.28
"2324","CHN","rcp26","ssp2",2060,10654.58,10352.05,-2.84
"2325","CHN","rcp26","ssp2",2070,12211.57,11701.11,-4.18
"2326","CHN","rcp26","ssp2",2080,13809.74,13005.61,-5.82
"2327","CHN","rcp26","ssp2",2090,15443.62,14250.66,-7.72
"2328","CHN","rcp26","ssp2",2100,17116.87,15416.05,-9.94
"2329","CIV","rcp26","ssp2",2025,2395.77,2362.16,-1.4
"2330","CIV","rcp26","ssp2",2030,3291.78,3211.18,-2.45
"2331","CIV","rcp26","ssp2",2035,4375.77,4210.36,-3.78
"2332","CIV","rcp26","ssp2",2040,5675.43,5369.65,-5.39
"2333","CIV","rcp26","ssp2",2045,7197.79,6675.15,-7.26
"2334","CIV","rcp26","ssp2",2050,8955.07,8114.62,-9.39
"2335","CIV","rcp26","ssp2",2055,10958.4,9671.55,-11.74
"2336","CIV","rcp26","ssp2",2060,13197.85,11308.67,-14.31
"2337","CIV","rcp26","ssp2",2070,18379.18,14701.13,-20.01
"2338","CIV","rcp26","ssp2",2080,24533.56,18081.64,-26.3
"2339","CIV","rcp26","ssp2",2090,31640.06,21203.65,-32.98
"2340","CIV","rcp26","ssp2",2100,39664.21,23845.34,-39.88
"2341","CMR","rcp26","ssp2",2025,1609.91,1588.03,-1.36
"2342","CMR","rcp26","ssp2",2030,1983.79,1936.8,-2.37
"2343","CMR","rcp26","ssp2",2035,2437.86,2348.96,-3.65
"2344","CMR","rcp26","ssp2",2040,2992.53,2837.4,-5.18
"2345","CMR","rcp26","ssp2",2045,3661.96,3406.71,-6.97
"2346","CMR","rcp26","ssp2",2050,4462.28,4061.04,-8.99
"2347","CMR","rcp26","ssp2",2055,5412.36,4804.33,-11.23
"2348","CMR","rcp26","ssp2",2060,6525.85,5633.08,-13.68
"2349","CMR","rcp26","ssp2",2070,9245.94,7478.51,-19.12
"2350","CMR","rcp26","ssp2",2080,12684.49,9496.32,-25.13
"2351","CMR","rcp26","ssp2",2090,16948.61,11600.12,-31.56
"2352","CMR","rcp26","ssp2",2100,22100.32,13650.77,-38.23
"2353","COD","rcp26","ssp2",2025,591.71,583.97,-1.31
"2354","COD","rcp26","ssp2",2030,832.22,813.2,-2.29
"2355","COD","rcp26","ssp2",2035,1147.27,1106.79,-3.53
"2356","COD","rcp26","ssp2",2040,1564.15,1485.54,-5.03
