"","iso","rcp","ssp","year","GDPcapNoCC","GDPcapCC","pct.diff","growth.nocc","growth.cc"
"2304","FRA","rcp60","ssp2",2050,55208.74,56844.74,2.96,6.49441735460749,7.14100061425651
"2305","GAB","rcp60","ssp2",2025,8183.4,7951.15,-2.84,10.535849117769,8.82385949929104
"2306","GAB","rcp60","ssp2",2030,9062.1,8615.89,-4.92,10.7375907324584,8.36030008237802
"2307","GAB","rcp60","ssp2",2035,10065.17,9306.87,-7.53,11.068847176703,8.01983312228918
"2308","GAB","rcp60","ssp2",2040,11222.57,10030.07,-10.63,11.4990606219269,7.77060386574647
"2309","GAB","rcp60","ssp2",2045,12525.56,10752.52,-14.16,11.6104421714456,7.20284105694178
"2310","GAB","rcp60","ssp2",2050,13964.12,11440.75,-18.07,11.48499548124,6.40063910599561
"2311","GBR","rcp60","ssp2",2025,46530.62,46903.98,0.8,6.88612678827434,7.34490378112653
"2312","GBR","rcp60","ssp2",2030,49493.34,50182.59,1.39,6.36724806159899,6.9900464736681
"2313","GBR","rcp60","ssp2",2035,52701.39,53826.85,2.14,6.48178118510491,7.26200062611356
"2314","GBR","rcp60","ssp2",2040,56214.44,57918,3.03,6.66595321299875,7.60057480606798
"2315","GBR","rcp60","ssp2",2045,59800.23,62237.17,4.08,6.37877029460758,7.45738803135467
"2316","GBR","rcp60","ssp2",2050,63395.77,66738.17,5.27,6.01258557032305,7.23201263810678
"2317","GEO","rcp60","ssp2",2025,3023.21,3036.3,0.43,21.8530207212327,22.131048630385
"2318","GEO","rcp60","ssp2",2030,3610.02,3636.56,0.74,19.4101633693987,19.769456246089
"2319","GEO","rcp60","ssp2",2035,4269.99,4316.63,1.09,18.2816161683315,18.7009151505819
"2320","GEO","rcp60","ssp2",2040,5001.87,5076.71,1.5,17.1400869791264,17.6081804555869
"2321","GEO","rcp60","ssp2",2045,5786.72,5899.54,1.95,15.6911315168127,16.2079378179963
"2322","GEO","rcp60","ssp2",2050,6614.99,6776.35,2.44,14.3132897392651,14.8623451997952
"2323","GHA","rcp60","ssp2",2025,1082.14,1046.07,-3.33,24.5112816559469,22.235855009465
"2324","GHA","rcp60","ssp2",2030,1327.43,1250.6,-5.79,22.6671225534589,19.5522288183391
"2325","GHA","rcp60","ssp2",2035,1617.9,1474.72,-8.85,21.8821331444973,17.9209979209979
"2326","GHA","rcp60","ssp2",2040,1969.18,1723.84,-12.46,21.7120959268187,16.8926982749268
"2327","GHA","rcp60","ssp2",2045,2393.02,1996.98,-16.55,21.5236799073726,15.8448579914609
"2328","GHA","rcp60","ssp2",2050,2905.85,2294.32,-21.04,21.4302429565988,14.8894831195105
"2329","GIN","rcp60","ssp2",2025,1109.7,1075.13,-3.12,46.661556354409,44.1405569185805
"2330","GIN","rcp60","ssp2",2030,1533.48,1449.84,-5.45,38.1886996485537,34.8525294615535
"2331","GIN","rcp60","ssp2",2035,2045.21,1873.44,-8.4,33.3705036909513,29.2170170501573
"2332","GIN","rcp60","ssp2",2040,2670.51,2352.89,-11.89,30.5738774991321,25.5919591767017
"2333","GIN","rcp60","ssp2",2045,3425.33,2881.41,-15.88,28.2650130499418,22.4625885613012
"2334","GIN","rcp60","ssp2",2050,4325.12,3448.19,-20.28,26.2687098761287,19.6702308939026
"2335","GMB","rcp60","ssp2",2025,762.32,737.8,-3.22,22.9389756160495,20.7825161659982
"2336","GMB","rcp60","ssp2",2030,939.13,886.84,-5.57,23.1936719487879,20.2005963675793
"2337","GMB","rcp60","ssp2",2035,1154.13,1055.96,-8.51,22.8935291173746,19.0699562491543
"2338","GMB","rcp60","ssp2",2040,1418,1248.2,-11.97,22.8631090085172,18.2052350467821
"2339","GMB","rcp60","ssp2",2045,1740.99,1463.89,-15.92,22.777856135402,17.2800833199808
"2340","GMB","rcp60","ssp2",2050,2133.73,1701.4,-20.26,22.5584293993647,16.224579715689
"2341","GNB","rcp60","ssp2",2025,712.96,691.4,-3.02,26.5886614229151,24.5092742661624
"2342","GNB","rcp60","ssp2",2030,924.9,876.6,-5.22,29.7267728904847,26.786230835985
"2343","GNB","rcp60","ssp2",2035,1210.6,1114.2,-7.96,30.8898259271273,27.1047227926078
"2344","GNB","rcp60","ssp2",2040,1590.07,1411.95,-11.2,31.3456137452503,26.7232094776521
"2345","GNB","rcp60","ssp2",2045,2083.64,1773.41,-14.89,31.0407717899212,25.6000566592301
"2346","GNB","rcp60","ssp2",2050,2712.38,2197.99,-18.96,30.1750782284848,23.9414461404864
"2347","GNQ","rcp60","ssp2",2025,11307.59,11010.61,-2.63,7.1533216080783,5.6212120921434
"2348","GNQ","rcp60","ssp2",2030,12070.87,11520.47,-4.56,6.75015631093806,4.63062446131503
"2349","GNQ","rcp60","ssp2",2035,12906.17,12004.66,-6.99,6.91996517235294,4.20286672331945
"2350","GNQ","rcp60","ssp2",2040,13834.84,12469.92,-9.87,7.19555065522924,3.87566161807165
"2351","GNQ","rcp60","ssp2",2045,14846.73,12892.38,-13.16,7.31407085300589,3.38783248008006
"2352","GNQ","rcp60","ssp2",2050,15918.96,13239.79,-16.83,7.22199433814718,2.69469252380089
"2353","GRC","rcp60","ssp2",2025,27200.63,26978.98,-0.81,10.4697740173799,9.97231429955015
"2354","GRC","rcp60","ssp2",2030,30003.73,29569.86,-1.45,10.305276017504,9.60332822071109
"2355","GRC","rcp60","ssp2",2035,32931.16,32180.64,-2.28,9.75688689372956,8.82919296878646
"2356","GRC","rcp60","ssp2",2040,35980.61,34787.14,-3.32,9.26007465269974,8.09959031268489
"2357","GRC","rcp60","ssp2",2045,39254.55,37475.34,-4.53,9.09917869652572,7.72756829104088
"2358","GRC","rcp60","ssp2",2050,42919.48,40362.52,-5.96,9.33631897448831,7.70421295710726
"2359","GTM","rcp60","ssp2",2025,3127.77,3053.92,-2.36,16.9762701722236,15.4723373362776
"2360","GTM","rcp60","ssp2",2030,3680.24,3529.27,-4.1,17.6633831771518,15.5652407397705
"2361","GTM","rcp60","ssp2",2035,4341.78,4068.27,-6.3,17.9754581222964,15.2722801032508
"2362","GTM","rcp60","ssp2",2040,5136.77,4678.04,-8.93,18.3102322089097,14.9884348875566
"2363","GTM","rcp60","ssp2",2045,6083.38,5357.14,-11.94,18.4281172799249,14.5167634308386
"2364","GTM","rcp60","ssp2",2050,7196.58,6094.78,-15.31,18.2990377060121,13.7692873436199
"2365","GUY","rcp60","ssp2",2025,1919.45,1852.47,-3.49,17.6854690374004,15.4309179165395
"2366","GUY","rcp60","ssp2",2030,2215.63,2081.3,-6.06,15.4304618510511,12.3526966698516
"2367","GUY","rcp60","ssp2",2035,2549.48,2313.23,-9.27,15.0679490709189,11.143516071686
"2368","GUY","rcp60","ssp2",2040,2964.59,2578.5,-13.02,16.2821438097181,11.4675151195514
"2369","GUY","rcp60","ssp2",2045,3480.2,2879.24,-17.27,17.3922869604228,11.6633701764592
"2370","GUY","rcp60","ssp2",2050,4088.53,3192.4,-21.92,17.479742543532,10.8764812936747
"2371","HND","rcp60","ssp2",2025,2110.31,2050.85,-2.82,18.0335479252079,16.2211480157089
"2372","HND","rcp60","ssp2",2030,2508.88,2386.34,-4.88,18.8867986220034,16.35858302655
"2373","HND","rcp60","ssp2",2035,2992.14,2768.57,-7.47,19.2619814419183,16.0174157915469
"2374","HND","rcp60","ssp2",2040,3580.99,3203.59,-10.54,19.6798946573356,15.7128048053688
"2375","HND","rcp60","ssp2",2045,4287.32,3685.27,-14.04,19.7244337459753,15.0356319004617
"2376","HND","rcp60","ssp2",2050,5120.44,4202.44,-17.93,19.4321860742842,14.0334358133868
"2377","HRV","rcp60","ssp2",2025,12910.4,12952.1,0.32,9.21182970249792,9.39486155558765
"2378","HRV","rcp60","ssp2",2030,14047.11,14122.44,0.54,8.80460713843104,9.0359092347959
"2379","HRV","rcp60","ssp2",2035,15209.81,15329.06,0.78,8.27714739900235,8.54399098172836
"2380","HRV","rcp60","ssp2",2040,16344.31,16516.83,1.06,7.45900178897698,7.74848555619198
"2381","HRV","rcp60","ssp2",2045,17433.64,17663.97,1.32,6.66488826998509,6.94527945132328
"2382","HRV","rcp60","ssp2",2050,18541.67,18833.57,1.57,6.35570081749995,6.62138805715815
"2383","HTI","rcp60","ssp2",2025,955.27,929.7,-2.68,30.0748910675381,28.1761405153516
"2384","HTI","rcp60","ssp2",2030,1244.49,1186.65,-4.65,30.276256974468,27.6379477250726
"2385","HTI","rcp60","ssp2",2035,1618.39,1503.19,-7.12,30.0444358733296,26.6750937513167
"2386","HTI","rcp60","ssp2",2040,2097.16,1886.34,-10.05,29.5831041961455,25.4891264577332
"2387","HTI","rcp60","ssp2",2045,2696.79,2335.09,-13.41,28.5924774456885,23.7894547112398
"2388","HTI","rcp60","ssp2",2050,3436.49,2846.97,-17.15,27.4289062181334,21.9212107456244
"2389","HUN","rcp60","ssp2",2025,14142.79,14249.69,0.76,12.3932415238916,12.842285814743
"2390","HUN","rcp60","ssp2",2030,15934.1,16140.84,1.3,12.6658884138137,13.2715167838739
"2391","HUN","rcp60","ssp2",2035,17842.64,18195.67,1.98,11.9777081855894,12.7306261631984
"2392","HUN","rcp60","ssp2",2040,19831.39,20381.64,2.77,11.1460523778992,12.0136823760818
"2393","HUN","rcp60","ssp2",2045,21960.36,22772.55,3.7,10.735354405314,11.7307046930473
"2394","HUN","rcp60","ssp2",2050,24235.32,25377.4,4.71,10.359393015415,11.4385521164736
"2395","IDN","rcp60","ssp2",2025,2882.62,2810.37,-2.51,27.5653620802577,25.8145531709152
"2396","IDN","rcp60","ssp2",2030,3555.34,3399.82,-4.37,23.3371030520846,20.9741066122966
"2397","IDN","rcp60","ssp2",2035,4294.05,4005.15,-6.73,20.7774783846271,17.8047661346777
"2398","IDN","rcp60","ssp2",2040,5101.06,4614.66,-9.54,18.7936796264599,15.2181566233474
"2399","IDN","rcp60","ssp2",2045,5965.71,5204.59,-12.76,16.9503985446162,12.7838237269918
"2400","IDN","rcp60","ssp2",2050,6893.03,5765.7,-16.35,15.5441682549101,10.7810605638484
"2401","IND","rcp60","ssp2",2025,1626.6,1574.71,-3.19,25.7061601119037,23.504729337579
"2402","IND","rcp60","ssp2",2030,1990.79,1880.24,-5.55,22.3896471166851,19.4023026462015
"2403","IND","rcp60","ssp2",2035,2393.35,2189.64,-8.51,20.2211182495391,16.4553461260265
"2404","IND","rcp60","ssp2",2040,2836.59,2495.79,-12.01,18.519648191865,13.9817504247274
"2405","IND","rcp60","ssp2",2045,3318.92,2787.89,-16,17.0038673195633,11.7037090460335
"2406","IND","rcp60","ssp2",2050,3845.74,3061.41,-20.39,15.8732358719101,9.81100402096209
"2407","IRL","rcp60","ssp2",2025,55886.4,56361.01,0.85,6.53433623250953,7.01956793807408
"2408","IRL","rcp60","ssp2",2030,59632.94,60513.84,1.48,6.70384923702368,7.36826753104672
"2409","IRL","rcp60","ssp2",2035,63327.21,64767.95,2.28,6.19501570776151,7.02997859663178
"2410","IRL","rcp60","ssp2",2040,66818.88,68985.57,3.24,5.5136962452633,6.51189361404832
"2411","IRL","rcp60","ssp2",2045,70342.81,73426.42,4.38,5.27385373714733,6.43736074080419
"2412","IRL","rcp60","ssp2",2050,74327.84,78562.84,5.7,5.66515611190397,6.99532947405035
"2413","IRN","rcp60","ssp2",2025,3678.54,3641.05,-1.02,13.2600750645808,12.6255846180495
"2414","IRN","rcp60","ssp2",2030,4166.2,4091.28,-1.8,13.2568899617783,12.3653891047912
"2415","IRN","rcp60","ssp2",2035,4714.63,4581.7,-2.82,13.1637943449666,11.9869576269529
"2416","IRN","rcp60","ssp2",2040,5279.28,5063.33,-4.09,11.9765495913783,10.5120370168278
"2417","IRN","rcp60","ssp2",2045,5835.26,5509.06,-5.59,10.5313603370157,8.803099936208
"2418","IRN","rcp60","ssp2",2050,6411.02,5942.72,-7.3,9.86691252831922,7.87176033660915
"2419","IRQ","rcp60","ssp2",2025,3598.84,3474.53,-3.45,13.2772220508527,11.1127811373732
"2420","IRQ","rcp60","ssp2",2030,4069.84,3824.7,-6.02,13.0875504329173,10.0781976267294
"2421","IRQ","rcp60","ssp2",2035,4441.69,4030.82,-9.25,9.13672281957029,5.38918085078569
"2422","IRQ","rcp60","ssp2",2040,4760.78,4138.48,-13.07,7.18397726991303,2.67092055710747
"2423","IRQ","rcp60","ssp2",2045,5099.53,4211.02,-17.42,7.11543066472301,1.75281745955039
"2424","IRQ","rcp60","ssp2",2050,5467.44,4252.85,-22.21,7.21458644227997,0.99334603017796
"2425","ISL","rcp60","ssp2",2025,67091.27,69810.47,4.05,8.80141191039111,11.1569029389108
"2426","ISL","rcp60","ssp2",2030,73208.25,78445.95,7.15,9.11740081831809,12.3698923671478
"2427","ISL","rcp60","ssp2",2035,79835.07,88790.79,11.22,9.05201258054933,13.1872199903245
"2428","ISL","rcp60","ssp2",2040,87010.42,101215.31,16.33,8.98771680165119,13.9930278804818
"2429","ISL","rcp60","ssp2",2045,94343.19,115680.66,22.62,8.42746190628663,14.2916620025172
"2430","ISL","rcp60","ssp2",2050,101705.51,132438.9,30.22,7.80376410846399,14.4866393397133
"2431","ISR","rcp60","ssp2",2025,26576.8,25890.46,-2.58,9.13134458778041,7.58665683208842
"2432","ISR","rcp60","ssp2",2030,28872.46,27571.77,-4.5,8.63783450227266,6.49393637656496
"2433","ISR","rcp60","ssp2",2035,31300.46,29130.33,-6.93,8.40939774442496,5.65273828992481
"2434","ISR","rcp60","ssp2",2040,33852.24,30525.04,-9.83,8.15253194361999,4.78782766964878
"2435","ISR","rcp60","ssp2",2045,36472.06,31673.98,-13.16,7.73898566239634,3.76392627167728
"2436","ISR","rcp60","ssp2",2050,39181.34,32572.67,-16.87,7.4283711970204,2.83731315104701
"2437","ITA","rcp60","ssp2",2025,35710.71,35640.75,-0.2,6.11007773129219,5.99208466341084
"2438","ITA","rcp60","ssp2",2030,37934.62,37795.19,-0.37,6.22757150445904,6.04487840463515
"2439","ITA","rcp60","ssp2",2035,40352.79,40107.64,-0.61,6.37457288355596,6.11837114722799
"2440","ITA","rcp60","ssp2",2040,43063.93,42664.02,-0.93,6.71859368336117,6.3737981092879
"2441","ITA","rcp60","ssp2",2045,46162.63,45561,-1.3,7.19558108142939,6.79021808071533
"2442","ITA","rcp60","ssp2",2050,49714.09,48821.12,-1.8,7.69336582426088,7.15550580540375
"2443","JOR","rcp60","ssp2",2025,4011.88,3948.46,-1.58,23.0860799960729,22.0223434337191
"2444","JOR","rcp60","ssp2",2030,4927.89,4791.38,-2.77,22.8324376601494,21.3480698804091
"2445","JOR","rcp60","ssp2",2035,5990.8,5733.5,-4.29,21.5692720413808,19.6628111316573
"2446","JOR","rcp60","ssp2",2040,7191.4,6749.43,-6.15,20.0407291179809,17.7191942094707
"2447","JOR","rcp60","ssp2",2045,8503.3,7796.21,-8.32,18.2426231331869,15.5091615143797
"2448","JOR","rcp60","ssp2",2050,9920.49,8850.12,-10.79,16.6663530629285,13.5182351424603
"2449","JPN","rcp60","ssp2",2025,42720.93,42565.09,-0.36,6.89040269181806,6.67244573725878
"2450","JPN","rcp60","ssp2",2030,45355.83,45055.81,-0.66,6.16770280984052,5.85155581722017
"2451","JPN","rcp60","ssp2",2035,47802.66,47297.65,-1.06,5.394741976941,4.97569569829064
"2452","JPN","rcp60","ssp2",2040,50372.53,49585.74,-1.56,5.3759979047191,4.83763992502798
"2453","JPN","rcp60","ssp2",2045,53142.58,51992.67,-2.16,5.49912819546686,4.85407699875004
"2454","JPN","rcp60","ssp2",2050,56158.2,54530.95,-2.9,5.67458335669814,4.88199586595572
"2455","KAZ","rcp60","ssp2",2025,7435.86,7613.94,2.39,22.3540600888877,23.9292422580236
"2456","KAZ","rcp60","ssp2",2030,8590.07,8951.84,4.21,15.5222126290705,17.5717171398777
"2457","KAZ","rcp60","ssp2",2035,9552.76,10181.26,6.58,11.2070099545173,13.7337128456273
"2458","KAZ","rcp60","ssp2",2040,10252.47,11226.78,9.5,7.3246894091341,10.2690629647018
"2459","KAZ","rcp60","ssp2",2045,10644.14,12030.51,13.02,3.8202501445993,7.15904293127682
"2460","KAZ","rcp60","ssp2",2050,10848.67,12711.75,17.17,1.9215267743566,5.66260283229888
"2461","KEN","rcp60","ssp2",2025,916.24,899.02,-1.88,21.3755828740992,20.132022021487
"2462","KEN","rcp60","ssp2",2030,1111.01,1074.54,-3.28,21.2575307779621,19.5234811238905
"2463","KEN","rcp60","ssp2",2035,1348.72,1280.46,-5.06,21.395847022079,19.1635490535485
"2464","KEN","rcp60","ssp2",2040,1644.39,1526.02,-7.2,21.9222670383771,19.1774830920138
"2465","KEN","rcp60","ssp2",2045,2009.7,1815.26,-9.68,22.2155328115593,18.9538800277847
"2466","KEN","rcp60","ssp2",2050,2459.96,2153.52,-12.46,22.4043389560631,18.634245232088
"2467","KGZ","rcp60","ssp2",2025,932.85,952.61,2.12,25.5062090492015,26.923281903696
"2468","KGZ","rcp60","ssp2",2030,1171.92,1215.23,3.7,25.6279144557003,27.5684697830172
"2469","KGZ","rcp60","ssp2",2035,1460.07,1543.57,5.72,24.5878558263363,27.0187536515721
"2470","KGZ","rcp60","ssp2",2040,1794.72,1941.93,8.2,22.9201339661797,25.8077055138413
"2471","KGZ","rcp60","ssp2",2045,2170.01,2412.08,11.16,20.9107827404832,24.2104504281823
"2472","KGZ","rcp60","ssp2",2050,2584.55,2962.88,14.64,19.1031377735586,22.835063513648
"2473","KHM","rcp60","ssp2",2025,1049.05,1013.65,-3.37,25.703980636039,23.3736200873894
"2474","KHM","rcp60","ssp2",2030,1281.78,1206.53,-5.87,22.1848338973357,19.0282641937552
"2475","KHM","rcp60","ssp2",2035,1546.45,1407.49,-8.99,20.6486292499493,16.656030102857
"2476","KHM","rcp60","ssp2",2040,1859.57,1624.22,-12.66,20.2476640046558,15.3983332030778
"2477","KHM","rcp60","ssp2",2045,2219.58,1846.35,-16.82,19.3598520087977,13.6761029909741
"2478","KHM","rcp60","ssp2",2050,2633.16,2070.1,-21.38,18.6332549401238,12.1185040756086
"2479","KOR","rcp60","ssp2",2025,29991.13,30100.81,0.37,14.5099966247742,14.7313357912876
"2480","KOR","rcp60","ssp2",2030,33609.59,33817.26,0.62,12.0651005814052,12.3466777139884
"2481","KOR","rcp60","ssp2",2035,37115.66,37457.7,0.92,10.43175474619,10.7650353695125
"2482","KOR","rcp60","ssp2",2040,40621.17,41138.59,1.27,9.44482733164383,9.82679128723867
"2483","KOR","rcp60","ssp2",2045,44169.03,44903.34,1.66,8.73401726242745,9.15138316602489
"2484","KOR","rcp60","ssp2",2050,47850.4,48851.27,2.09,8.33473137173264,8.79206312937969
"2485","KWT","rcp60","ssp2",2025,42375.71,40409.49,-4.64,9.20426408769386,6.42097096337871
"2486","KWT","rcp60","ssp2",2030,46026.95,42338.6,-8.01,8.61635120685883,4.77390335784985
"2487","KWT","rcp60","ssp2",2035,49673.06,43622.04,-12.18,7.92168501280228,3.0313709003132
"2488","KWT","rcp60","ssp2",2040,52836.69,43829.22,-17.05,6.36890499598777,0.474943400171107
"2489","KWT","rcp60","ssp2",2045,55370.94,42913.71,-22.5,4.79638296797169,-2.08881198433374
"2490","KWT","rcp60","ssp2",2050,57544.34,41221.77,-28.37,3.92516363276476,-3.94265608822915
"2491","LAO","rcp60","ssp2",2025,1105.85,1076.56,-2.65,25.7362137578169,23.9077390543713
"2492","LAO","rcp60","ssp2",2030,1347.73,1285.37,-4.63,21.87276755437,19.3960392360853
"2493","LAO","rcp60","ssp2",2035,1618.32,1503.07,-7.12,20.0774635869202,16.9367575095109
"2494","LAO","rcp60","ssp2",2040,1927.61,1733.19,-10.09,19.1117949478471,15.3099988689815
"2495","LAO","rcp60","ssp2",2045,2274.29,1967.65,-13.48,17.9849658385254,13.5276570947213
"2496","LAO","rcp60","ssp2",2050,2655.77,2197.33,-17.26,16.773586481935,11.6728076639646
"2497","LBN","rcp60","ssp2",2025,9159.32,9117.39,-0.46,16.0487288806675,15.7502177285642
"2498","LBN","rcp60","ssp2",2030,10498.5,10411.59,-0.83,14.6209543939943,14.1948518161448
"2499","LBN","rcp60","ssp2",2035,11929.62,11771.53,-1.33,13.6316616659523,13.0617897938739
"2500","LBN","rcp60","ssp2",2040,13432.21,13169.66,-1.95,12.5954556809018,11.877215621079
"2501","LBN","rcp60","ssp2",2045,14968.87,14558.17,-2.74,11.4401129821526,10.5432486487882
"2502","LBN","rcp60","ssp2",2050,16550.34,15944.79,-3.66,10.5650593531776,9.52468613843636
"2503","LBR","rcp60","ssp2",2025,472.37,458.63,-2.91,35.1830123343731,33.032632342277
"2504","LBR","rcp60","ssp2",2030,624.19,592.61,-5.06,32.1400596989648,29.213091162811
"2505","LBR","rcp60","ssp2",2035,816.68,753.37,-7.75,30.8383665230138,27.1274531310643
"2506","LBR","rcp60","ssp2",2040,1066.04,949.43,-10.94,30.5333790468727,26.0243970426218
"2507","LBR","rcp60","ssp2",2045,1388.59,1186.26,-14.57,30.2568383925556,24.9444403484196
"2508","LBR","rcp60","ssp2",2050,1801.89,1466.92,-18.59,29.764005213922,23.6592315344022
"2509","LBY","rcp60","ssp2",2025,12059.19,11776.65,-2.34,13.9819714912509,12.5190610680313
"2510","LBY","rcp60","ssp2",2030,13507.01,12954.17,-4.09,12.0059473314543,9.99876875002654
"2511","LBY","rcp60","ssp2",2035,14864.61,13927.09,-6.31,10.0510771814043,7.51047732120236
"2512","LBY","rcp60","ssp2",2040,16059.79,14619.88,-8.97,8.0404396751748,4.97440599579667
"2513","LBY","rcp60","ssp2",2045,17130.15,15067.64,-12.04,6.66484430991937,3.06267903703724
"2514","LBY","rcp60","ssp2",2050,18287.19,15460.35,-15.46,6.7544067039693,2.60631392839224
"2515","LKA","rcp60","ssp2",2025,2737.56,2663.45,-2.71,24.6038934734025,22.7543392295851
"2516","LKA","rcp60","ssp2",2030,3303.95,3147.93,-4.72,20.6895921915867,18.1899416170756
"2517","LKA","rcp60","ssp2",2035,3898.7,3615.78,-7.26,18.0011804052725,14.8621475064566
"2518","LKA","rcp60","ssp2",2040,4531.12,4065.83,-10.27,16.2213045374099,12.4468302828159
"2519","LKA","rcp60","ssp2",2045,5214.27,4499.29,-13.71,15.0768463426261,10.6610458381192
"2520","LKA","rcp60","ssp2",2050,5970.95,4924.07,-17.53,14.5117149668122,9.44104514267806
"2521","LSO","rcp60","ssp2",2025,1294.48,1299.25,0.37,22.540397777294,22.7769272930015
"2522","LSO","rcp60","ssp2",2030,1600.63,1610.54,0.62,23.6504233360114,23.9592072349432
"2523","LSO","rcp60","ssp2",2035,1999.04,2017.43,0.92,24.8908242379563,25.2641971015933
"2524","LSO","rcp60","ssp2",2040,2518.66,2550.58,1.27,25.9934768688971,26.4271870647309
"2525","LSO","rcp60","ssp2",2045,3177.98,3230.5,1.65,26.1774117983372,26.6574661449553
"2526","LSO","rcp60","ssp2",2050,3999.41,4081.75,2.06,25.8475509600438,26.3504101532271
"2527","LTU","rcp60","ssp2",2025,11663.32,11937.96,2.35,11.4453094020263,12.8516937736625
"2528","LTU","rcp60","ssp2",2030,12912.25,13444.6,4.12,10.708186005357,12.620581740934
"2529","LTU","rcp60","ssp2",2035,14271.13,15183.04,6.39,10.5239598056109,12.9303958466596
"2530","LTU","rcp60","ssp2",2040,15625.9,17060.53,9.18,9.49308148688997,12.3657054186777
"2531","LTU","rcp60","ssp2",2045,16837.8,18948.43,12.54,7.75571327091559,11.0658930291146
"2532","LTU","rcp60","ssp2",2050,17896.09,20840.73,16.45,6.2852035301524,9.98657936303957
"2533","LUX","rcp60","ssp2",2025,90877.94,91814.91,1.03,3.78281400779988,4.35517779609696
"2534","LUX","rcp60","ssp2",2030,93506.01,95175.24,1.79,2.89186792746402,3.6598957620282
"2535","LUX","rcp60","ssp2",2035,95897.68,98527.9,2.74,2.55777142025416,3.52261785733347
"2536","LUX","rcp60","ssp2",2040,98085.62,101897.61,3.89,2.28153590368401,3.42005665400359
"2537","LUX","rcp60","ssp2",2045,100134.86,105358.96,5.22,2.08923591450001,3.39689027053726
"2538","LUX","rcp60","ssp2",2050,102352.2,109245.35,6.73,2.21435372256974,3.68871332822571
"2539","LVA","rcp60","ssp2",2025,11266.04,11548.9,2.51,15.1772533399854,16.7257088856434
"2540","LVA","rcp60","ssp2",2030,12731.03,13292.4,4.41,13.0035930992611,15.0966758738928
"2541","LVA","rcp60","ssp2",2035,14120.94,15089.11,6.86,10.9174984270715,13.5168216424423
"2542","LVA","rcp60","ssp2",2040,15465.26,16991.97,9.87,9.52004611591013,12.6108166750723
"2543","LVA","rcp60","ssp2",2045,16738.57,18996.39,13.49,8.23335656820512,11.7962778889087
"2544","LVA","rcp60","ssp2",2050,17951.85,21136.83,17.74,7.24840891426208,11.2676145309714
"2545","MAR","rcp60","ssp2",2025,3998.32,3943.6,-1.37,25.8631544486137,24.9180379796956
"2546","MAR","rcp60","ssp2",2030,4966.82,4847.18,-2.41,24.2226735228796,22.9125671974845
"2547","MAR","rcp60","ssp2",2035,6096.12,5867.6,-3.75,22.736881948611,21.0518280732302
"2548","MAR","rcp60","ssp2",2040,7381.97,6984.74,-5.38,21.0929246799604,19.0391301383871
"2549","MAR","rcp60","ssp2",2045,8800.03,8157.89,-7.3,19.2097773358602,16.7959007779817
"2550","MAR","rcp60","ssp2",2050,10345.06,9363.8,-9.49,17.5570992371617,14.7821311638181
"2551","MDA","rcp60","ssp2",2025,1849.55,1870.38,1.13,30.9332502707792,31.7178289987958
"2552","MDA","rcp60","ssp2",2030,2368.89,2415.02,1.95,28.0792625233165,29.1192164159155
"2553","MDA","rcp60","ssp2",2035,2960.48,3048.81,2.98,24.9732997310977,26.2436750006211
"2554","MDA","rcp60","ssp2",2040,3602.34,3754.03,4.21,21.6809436307626,23.1309920919966
"2555","MDA","rcp60","ssp2",2045,4267.31,4509.25,5.67,18.4593902852035,20.11758030703
"2556","MDA","rcp60","ssp2",2050,4941.07,5302.53,7.32,15.7888693345456,17.5922825303543
"2557","MDG","rcp60","ssp2",2025,441.23,433.41,-1.77,23.4278840774309,22.2422789451417
"2558","MDG","rcp60","ssp2",2030,553.13,536.08,-3.08,25.3609228746912,23.6888858125101
"2559","MDG","rcp60","ssp2",2035,700.75,667.56,-4.74,26.6881203333755,24.5261901208775
"2560","MDG","rcp60","ssp2",2040,897.08,836.79,-6.72,28.0171245094542,25.3505302894122
"2561","MDG","rcp60","ssp2",2045,1155.13,1051,-9.01,28.7655504525795,25.5990152845995
"2562","MDG","rcp60","ssp2",2050,1486.39,1313.94,-11.6,28.677291733398,25.0180780209324
"2563","MEX","rcp60","ssp2",2025,11005.39,10830.48,-1.59,11.7371077917753,10.7646616049221
"2564","MEX","rcp60","ssp2",2030,12262.76,11921.38,-2.78,11.4250380949698,10.0724990951463
"2565","MEX","rcp60","ssp2",2035,13617.17,13030.86,-4.31,11.0449034312015,9.30664067415015
"2566","MEX","rcp60","ssp2",2040,15104.15,14175.97,-6.15,10.9198901093252,8.78767786623445
"2567","MEX","rcp60","ssp2",2045,16779.13,15389.25,-8.28,11.089534995349,8.55870885731277
"2568","MEX","rcp60","ssp2",2050,18662.68,16660.67,-10.73,11.2255522187384,8.2617411504784
"2569","MKD","rcp60","ssp2",2025,4898.96,4951.28,1.07,18.4725883291819,19.1463147585324
"2570","MKD","rcp60","ssp2",2030,5735.97,5841.83,1.85,17.0854630370528,17.9862580989158
"2571","MKD","rcp60","ssp2",2035,6624.54,6811.67,2.82,15.4911898074781,16.601647086615
"2572","MKD","rcp60","ssp2",2040,7514.8,7815.88,4.01,13.4388199029669,14.7424933973607
"2573","MKD","rcp60","ssp2",2045,8377.94,8828.73,5.38,11.4858678873689,12.9588734729806
"2574","MKD","rcp60","ssp2",2050,9240.49,9880.81,6.93,10.2954902995247,11.916549718929
