# Gross domestic product
#
# Units: 10⁹ USD / year
#
# Source: exported from ixmp://ene-ixmp/CD_Links_SSP2_v2.1_clean/baseline.
#
# TODO read these values directly from an SSP database.
#
node,    year, value
R11_AFR, 2010, 528.3
R11_AFR, 2020, 998.6990641631947
R11_AFR, 2030, 1855.8965915086055
R11_AFR, 2040, 3313.090734457892
R11_AFR, 2050, 6159.852056661388
R11_AFR, 2060, 11959.532378958736
R11_AFR, 2070, 22743.80204970826
R11_AFR, 2080, 39883.177060713184
R11_AFR, 2090, 64006.71773829086
R11_AFR, 2100, 96732.98381900894
R11_AFR, 2110, 146232.59061930326
R11_CPA, 2010, 3673.1
R11_CPA, 2020, 12977.602973364374
R11_CPA, 2030, 27054.802761621402
R11_CPA, 2040, 38586.00961090695
R11_CPA, 2050, 48201.69548255652
R11_CPA, 2060, 55336.792597180975
R11_CPA, 2070, 61746.509103723496
R11_CPA, 2080, 67366.99569757945
R11_CPA, 2090, 72701.55479204714
R11_CPA, 2100, 76366.41869669339
R11_CPA, 2110, 80215.94816749108
R11_EEU, 2010, 1180.6999999999998
R11_EEU, 2020, 1777.2775402409118
R11_EEU, 2030, 2518.5092795584937
R11_EEU, 2040, 3295.3891234888424
R11_EEU, 2050, 4030.2064400188247
R11_EEU, 2060, 4834.819258633752
R11_EEU, 2070, 5755.826993178137
R11_EEU, 2080, 6647.015589369468
R11_EEU, 2090, 7527.748708216787
R11_EEU, 2100, 8289.78057355098
R11_EEU, 2110, 9129.039024601896
R11_FSU, 2010, 1516.9
R11_FSU, 2020, 2825.051998857298
R11_FSU, 2030, 4541.892710317917
R11_FSU, 2040, 6289.401046271657
R11_FSU, 2050, 7730.038349389259
R11_FSU, 2060, 9326.552094741712
R11_FSU, 2070, 11364.353633330906
R11_FSU, 2080, 13369.457030138903
R11_FSU, 2090, 15555.431351154157
R11_FSU, 2100, 17856.298235929495
R11_FSU, 2110, 20497.444120820495
R11_LAM, 2010, 2844.8
R11_LAM, 2020, 4996.500922719976
R11_LAM, 2030, 7872.399906176243
R11_LAM, 2040, 11246.101623884055
R11_LAM, 2050, 15271.608010707827
R11_LAM, 2060, 20058.322668871464
R11_LAM, 2070, 25673.933317120387
R11_LAM, 2080, 32368.01739324886
R11_LAM, 2090, 40442.14794676347
R11_LAM, 2100, 49332.626600787386
R11_LAM, 2110, 60177.45315198116
R11_MEA, 2010, 2111.9000000000005
R11_MEA, 2020, 3619.8058828837216
R11_MEA, 2030, 6002.1118822510125
R11_MEA, 2040, 9179.423843383745
R11_MEA, 2050, 12962.237295348834
R11_MEA, 2060, 17569.69267794151
R11_MEA, 2070, 23379.45124109862
R11_MEA, 2080, 30273.950750753178
R11_MEA, 2090, 38530.83259412368
R11_MEA, 2100, 48482.47324713093
R11_MEA, 2110, 61004.4779708796
R11_NAM, 2010, 13051.2
R11_NAM, 2020, 18022.402151085353
R11_NAM, 2030, 23400.905960956163
R11_NAM, 2040, 28425.114188362615
R11_NAM, 2050, 33206.90147329825
R11_NAM, 2060, 38216.53878931776
R11_NAM, 2070, 43271.50132469573
R11_NAM, 2080, 47529.42884546434
R11_NAM, 2090, 51349.6331432203
R11_NAM, 2100, 54955.20908169478
R11_NAM, 2110, 58814.467358259106
R11_PAO, 2010, 4038.8
R11_PAO, 2020, 4865.20184283783
R11_PAO, 2030, 5792.5988520239125
R11_PAO, 2040, 6621.897726738066
R11_PAO, 2050, 7565.3968280044255
R11_PAO, 2060, 8722.208226660117
R11_PAO, 2070, 10188.506035484384
R11_PAO, 2080, 11669.01164922185
R11_PAO, 2090, 12840.162801179391
R11_PAO, 2100, 13774.702504911902
R11_PAO, 2110, 14777.2160730774
R11_PAS, 2010, 2775.4
R11_PAS, 2020, 4840.204191588675
R11_PAS, 2030, 7852.009755762481
R11_PAS, 2040, 11668.798760729402
R11_PAS, 2050, 16118.059471100058
R11_PAS, 2060, 20558.147761180044
R11_PAS, 2070, 25596.25203640789
R11_PAS, 2080, 31232.21569104269
R11_PAS, 2090, 37405.411069608
R11_PAS, 2100, 43568.91461821341
R11_PAS, 2110, 50748.16806779121
R11_SAS, 2010, 1184.6999999999998
R11_SAS, 2020, 2559.769186424954
R11_SAS, 2030, 5562.423417555096
R11_SAS, 2040, 11069.95275719777
R11_SAS, 2050, 19847.188470047604
R11_SAS, 2060, 31830.695954397306
R11_SAS, 2070, 46652.94571056093
R11_SAS, 2080, 63622.89116846456
R11_SAS, 2090, 82706.76010759357
R11_SAS, 2100, 104577.37031324097
R11_SAS, 2110, 132231.53495999755
R11_WEU, 2010, 11174.8
R11_WEU, 2020, 13853.504487579023
R11_WEU, 2030, 17013.60508639852
R11_WEU, 2040, 20912.908689030653
R11_WEU, 2050, 25695.89616420614
R11_WEU, 2060, 31572.832097266382
R11_WEU, 2070, 38782.48142904129
R11_WEU, 2080, 45844.87831335546
R11_WEU, 2090, 53006.13200439304
R11_WEU, 2100, 59656.475052035195
R11_WEU, 2110, 67141.47218243379
