# Scaling of total demand relative to base year levels
#
# Units: dimensionless
#
# Temporary: code in model.transport.demand should produce output that matches
# these in the baseline SSP2 case.
# Derived from ixmp://ene-ixmp/CD_Links_SSP2_v2.1_clean/baseline.
# The original figures (from SSP2) are in GWa.
#
node,    year, value
R11_AFR, 1990, 0.421054483130886
R11_AFR, 1995, 0.481519226139238
R11_AFR, 2000, 0.495810892668485
R11_AFR, 2005, 0.592554481481848
R11_AFR, 2010, 0.627929654218625
R11_AFR, 2020, 1
R11_AFR, 2030, 1.58504476040021
R11_AFR, 2040, 2.39669048977541
R11_AFR, 2050, 3.48158188960017
R11_AFR, 2060, 4.8908831260492
R11_AFR, 2070, 7.02300188759934
R11_AFR, 2080, 10.4195703485298
R11_AFR, 2090, 14.9929476122473
R11_AFR, 2100, 20.7701889028507
R11_AFR, 2110, 28.773522159229
R11_CPA, 1990, 0.128988641948682
R11_CPA, 1995, 0.155118173918994
R11_CPA, 2000, 0.228710134318237
R11_CPA, 2005, 0.343831460371247
R11_CPA, 2010, 0.582937415623386
R11_CPA, 2020, 1
R11_CPA, 2030, 1.50572257487874
R11_CPA, 2040, 1.91132756686361
R11_CPA, 2050, 2.18227214944433
R11_CPA, 2060, 2.32741547822228
R11_CPA, 2070, 2.41393326185731
R11_CPA, 2080, 2.4431941901193
R11_CPA, 2090, 2.45233952630891
R11_CPA, 2100, 2.45997100866215
R11_CPA, 2110, 2.46760249101538
R11_EEU, 1990, 0.45398036322893
R11_EEU, 1995, 0.474796724377674
R11_EEU, 2000, 0.480205875854003
R11_EEU, 2005, 0.637447353678379
R11_EEU, 2010, 0.768781372966965
R11_EEU, 2020, 1
R11_EEU, 2030, 1.20255693168198
R11_EEU, 2040, 1.36660588299627
R11_EEU, 2050, 1.48085983970074
R11_EEU, 2060, 1.57705725196803
R11_EEU, 2070, 1.66255242312577
R11_EEU, 2080, 1.721409169332
R11_EEU, 2090, 1.76251068550142
R11_EEU, 2100, 1.8127520718155
R11_EEU, 2110, 1.8644330713758
R11_FSU, 1990, 1.07035553329995
R11_FSU, 1995, 0.811634117843432
R11_FSU, 2000, 0.475087631447171
R11_FSU, 2005, 0.548218160574195
R11_FSU, 2010, 0.769821398764814
R11_FSU, 2020, 1
R11_FSU, 2030, 1.26095914705391
R11_FSU, 2040, 1.50396427975296
R11_FSU, 2050, 1.68584647805041
R11_FSU, 2060, 1.86512581372058
R11_FSU, 2070, 2.06738232348523
R11_FSU, 2080, 2.24127336838591
R11_FSU, 2090, 2.39445105157737
R11_FSU, 2100, 2.54607953597062
R11_FSU, 2110, 2.70730575029211
R11_LAM, 1990, 0.42215918571667
R11_LAM, 1995, 0.483341676400245
R11_LAM, 2000, 0.522832193114189
R11_LAM, 2005, 0.596807386395239
R11_LAM, 2010, 0.762750987262918
R11_LAM, 2020, 1
R11_LAM, 2030, 1.27980699705212
R11_LAM, 2040, 1.58239890983926
R11_LAM, 2050, 1.90457200066745
R11_LAM, 2060, 2.21930585683297
R11_LAM, 2070, 2.50941376049836
R11_LAM, 2080, 2.79156237833027
R11_LAM, 2090, 3.02536292341065
R11_LAM, 2100, 3.26211135213304
R11_LAM, 2110, 3.51735357917571
R11_MEA, 1990, 0.546207743057331
R11_MEA, 1995, 0.489745819055899
R11_MEA, 2000, 0.472902708876728
R11_MEA, 2005, 0.596668882865374
R11_MEA, 2010, 0.763831637088938
R11_MEA, 2020, 1
R11_MEA, 2030, 1.28070713786461
R11_MEA, 2040, 1.62702057655262
R11_MEA, 2050, 2.02141870812663
R11_MEA, 2060, 2.46107843638657
R11_MEA, 2070, 2.94607818067134
R11_MEA, 2080, 3.45362178011899
R11_MEA, 2090, 3.9577217477284
R11_MEA, 2100, 4.44678565948959
R11_MEA, 2110, 4.9962665575615
R11_NAM, 1990, 0.761952175803654
R11_NAM, 1995, 0.860695063165495
R11_NAM, 2000, 0.877117781879441
R11_NAM, 2005, 0.930620727123618
R11_NAM, 2010, 0.890303469118575
R11_NAM, 2020, 1
R11_NAM, 2030, 1.09635591233367
R11_NAM, 2040, 1.18108268064216
R11_NAM, 2050, 1.25692672058965
R11_NAM, 2060, 1.33317358193955
R11_NAM, 2070, 1.40634247462483
R11_NAM, 2080, 1.46758165654621
R11_NAM, 2090, 1.51708737402794
R11_NAM, 2100, 1.55709063791417
R11_NAM, 2110, 1.59813710594513
R11_PAO, 1990, 0.803958280500505
R11_PAO, 1995, 0.895215638877048
R11_PAO, 2000, 0.917267836812656
R11_PAO, 2005, 0.921044822023061
R11_PAO, 2010, 0.90153399556474
R11_PAO, 2020, 1
R11_PAO, 2030, 1.08764763965403
R11_PAO, 2040, 1.14818192119051
R11_PAO, 2050, 1.2018474853372
R11_PAO, 2060, 1.25270728904189
R11_PAO, 2070, 1.30157608197137
R11_PAO, 2080, 1.33788909692284
R11_PAO, 2090, 1.36825605801449
R11_PAO, 2100, 1.39130645918428
R11_PAO, 2110, 1.41475074595458
R11_PAS, 1990, 0.396024798014108
R11_PAS, 1995, 0.463052924362639
R11_PAS, 2000, 0.629777270765773
R11_PAS, 2005, 0.73146450987178
R11_PAS, 2010, 0.821602983965033
R11_PAS, 2020, 1
R11_PAS, 2030, 1.27808469094343
R11_PAS, 2040, 1.64021089420682
R11_PAS, 2050, 2.05264237281618
R11_PAS, 2060, 2.45860944836809
R11_PAS, 2070, 2.85330974872998
R11_PAS, 2080, 3.23039423031732
R11_PAS, 2090, 3.56692344830827
R11_PAS, 2100, 3.90070967438721
R11_PAS, 2110, 4.2657326821932
R11_SAS, 1990, 0.264315687813804
R11_SAS, 1995, 0.342819706202947
R11_SAS, 2000, 0.34338448331366
R11_SAS, 2005, 0.374447224402889
R11_SAS, 2010, 0.627749758557785
R11_SAS, 2020, 1
R11_SAS, 2030, 1.58584329694286
R11_SAS, 2040, 2.32996537916311
R11_SAS, 2050, 3.34136258125731
R11_SAS, 2060, 4.62351393022744
R11_SAS, 2070, 6.10665250958709
R11_SAS, 2080, 7.74795127103089
R11_SAS, 2090, 9.36389154020366
R11_SAS, 2100, 10.9372476152287
R11_SAS, 2110, 12.7749193780674
R11_WEU, 1990, 0.766013356588054
R11_WEU, 1995, 0.743163272774661
R11_WEU, 2000, 0.811356491655256
R11_WEU, 2005, 0.846345682494515
R11_WEU, 2010, 0.863252959353628
R11_WEU, 2020, 1
R11_WEU, 2030, 1.12278885272942
